Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID,Longitude,Latitude,Match Score
INTERFAITH MEDICAL CENTER,DRUG DETOXIFICATION UNIT,,1545 ATLANTIC AVENUE,,,BROOKLYN,NY,11213,(718)240-4588,AD/AM/W/A/B/HV/CU/IV/PG/TX/MM/,5753NY11213,-73.93747224190155,40.677905134241094,100.0
LONG ISLAND COLLEGE HOSPITAL,MMTP/KEEP,,132-34 VAN DYKE STREET,,,BROOKLYN,NY,11231,(718)780-1236,DA/AM/A/HV/IV/MM/,4325NY11231,-74.01512495894687,40.675987312885,99.39
LONG ISLAND COLLEGE HOSPITAL MMTP,COURT STREET CLINIC,,217 COURT STREET,,,BROOKLYN,NY,11201,(212)780-1921,DA/AM/A/B/H/HV/IV/PG/MM/,9758NY11201,-73.99381908308423,40.68669871459095,100.0
LONG ISLAND COLLEGE HOSPITAL MMTP,RED HOOK CLINIC,,132-34 VAN DYKE STREET,,,BROOKLYN,NY,11231,(212)780-1236,DA/AM/W/A/B/H/HV/CU/IV/PG/MM/,4325NY11231,-74.01512495894687,40.675987312885,99.39
SAINT MARTIN DE PORRES,ALABAMA 31 MMTP,,480 ALABAMA AVENUE,,,BROOKLYN,NY,11207,(718)485-3400,DA/AM/A/HV/IV/MM/,3711NY11207,-73.8968413853538,40.664245984826344,100.0
SAINT MARYS HOSPITAL,BROlNSVILLE CLINIC 30 MMTP,,229 POHELL STREET,,,BROOKLYN,NY,11212,(212)485-6000,DA/AM/A/HV/IV/MM/,6604NY11212,-73.90376517265277,40.66898117338726,96.46
SAINT MARYS HOSPITAL,CLASSON lJNIT 29 MMTP,,635 CLASSON AVENUE,,,BROOKLYN,NY,11238,(718)622-4612,DA/AM/A/HV/IV/TX/CI/PV/MM/,0127NY11238,-73.95862246582219,40.67879462180603,100.0
SAINT MAPVS HOSPITAL,PROSPECT PLACE MMTP,,1480 PROSPECT PLACE,,,BROOKLYN,NY,11213,(212)774-8772,DA/AM/A/B/H/AI/HV/IV/PG/MM/,9862NY11213,-73.9274038998072,40.67305934646773,100.0
SOUTH BROOKLYN MEDICAL ASSOCIATES,METHADONE MAINTENANCE,,685 3RD AVENUE,,,BROOKLYN,NY,11232,(212)788-2594,DA/AM/A/PI/IV/PG/MM/,8752NY11232,-73.99727804306765,40.66403300066664,100.0
HOODHULL MEDICAL AND MH CENTER,ALCOHOLISM DETOXIFICATION SERVICES,,760 BROADHAY,,,BROOKLYN,NY,11206,(718)963-5910,AL/DT/A/B/H/HV/PI/TX/MM/,3971NY11206,-73.94153025650492,40.70047789285909,97.29
BUFFALO COLUMBUS HOSPITAL,ACUTE CARE ALCOHOLISM PROGRAM,,300 NIAGARA STREET,,,BUFFALO,NY,14201,(716)845-4300,AD/DT/W/A/B/H/HV/PI/CU/IV/EA/TX/CI/MM/,8581NY14201,-78.88374520413757,42.892279230473626,100.0
CAO/DART DRUG ABUSE,RESEARCH AND TREATMENT PROG,,70 HARVARD PLACE,,,BUFFALO,NY,14209,(716)881-5150,DA/AM/IV/TX/MM/,8957NY14209,-78.86229867993978,42.91937457067861,100.0
HONTEFIORE MEDICAL CTR/RIKERS ISLAND,,,15-15 HAZEN/UNIT 1,15-15 HAZEN STREET,,EAST ELMHURST,NY,11370,(718)626-3414,DA/AM/IV/MM/,5116NY11370,-73.8842028981036,40.79151292330185,98.82
MONTEFIORE MEDICAL CTR/RIKERS ISLAND,,,15-15 HAZEN/UNIT 2,15-15 HAZEN STREET,,EAST ELMHURST,NY,11370,(718)626-3414,DA/AM/IV/MM/,7647NY11370,-73.8842028981036,40.79151292330185,98.82
MONTEFIORE MEDICAL CTR/RIKERS ISLAND,,,18-18 HAZEN UNIT,15-15 HAZEN STREET,,EAST ELMHURST,NY,11370,(718)274-6920,DA/AM/IV/MM/,3096NY11370,-73.88458680983305,40.78922364345838,97.59
NASSAU COUNTY SUBST ALTERNATIVE CLINIC,MMTP CLINIC I,,2201 HEMPSTEAD TURNPIKE,NASSAU COUNTY MEDICAL CTR BUILDING Z,,EAST MEADOH,NY,11554,(516)542-3185 EXT3184,DA/AM/A/HV/CU/IV/PG/MM/,7938NY11554,-73.55335266960475,40.72534398209579,100.0
NASSAU COUNTY SUBST ALTERNATIVE CLINIC,MMTP CLINIC II,,2201 HEMPSTEAD TURNPIKE,NASSAU COUNTY MEDICAL CTR BLDG K,,EAST MEADOH,NY,11554,(516)542-2305,DA/AM/A/HV/CU/IV/PG/MM/,7938NY11554,-73.55335266960475,40.72534398209579,100.0
SAINT JOHNS EPISCOPAL HOSPITAL,SOUTH SHORE ALCOHOLISM INPT DETOX UNIT,,"327 BEACH 19TH S,REET",,,FAR ROCKAWAY,NY,11691,(718)868-7246,AL/DT/W/A/HV/CU/IV/PG/TX/CI/MM/,2357NY11691,-73.75277968763973,40.598567612747935,93.56
ELMHURST HOSPITAL CENTER,METHADONE MAINTENANCE TREATMENT PROG,,79-01 BROADNAY,ROOM DI-71,,FLUSHING,NY,11373,(718)830-1106,DA/RR/IV/MM/,3036NY11373,-73.88621908327853,40.74447555036495,97.19
NORTH SHORE UNIV HOSPITAL AT GLEN COVE,SUBSTANCE ABUSE PROGRAM/DETOX,,19 HALNUT ROAD,,,GLEN COVE,NY,11542,(516)676-5000,DA/AM/A/HV/CU/IV/PG/TX/MM/,2188NY11542,-73.62129626158304,40.87132288144669,92.92
HEMPSTEAD GENERAL HOSPITAL MEDICAL CTR,ACUTE CARE ALCOHOLISM PROGRAM,,800 FRONT STREET,,,HEMPSTEAD,NY,11550,(516)560-1429,AL/DT/W/A/B/HV/CU/IV/PG/EA/DW/TX/MM/,9126NY11550,-73.60253465995311,40.709354789326454,100.0
SUFFOLK COUNTY DEPT OF ALC/SUBST ABUSE,HUNTINGTON STATION MMTP CLINIC,,689 EAST JERICHO TURNPIKE,,,HUNTINGlON STATION,NY,11746,(516)271-0278,AD/AM/A/HV/CU/IV/MM/,0666NY11746,-73.38539877598427,40.834301934034784,100.0
QUEENS HOSPITAL CENTER,ADULT DRUG DETOXIFICATION,,82-68 164TH STREET,,,JAMAICA,NY,11432,(718)883-4273,DA/OT/W/A/B/H/HV/CU/IV/TX/MM/,2636NY11432,-73.80349732646893,40.71716969866169,100.0
SAMARITAN VILLAGE INC,MTA AMBULATORY,,130-15 89TH ROAD,,,JAMAICA,NY,11419,(212)520-5205,DA/AM/A/HV/IV/TX/CI/MM/,4571NY11419,-73.82043673369124,40.6997038241009,99.41
SAMARITAN VILLAGE INC,MTA PROGRAM,,130-15 89TH ROAD,,,JAMAICA,NY,11418,(212)657-8010,DA/RR/A/HV/IV/TX/CI/MM/,4571NY11418,-73.82043673369124,40.6997038241009,100.0
SOUTHERN TIER,DRUG ABUSE TREATMENT CENTER/OUTPT,,143 CORLISS AVENUE,,,JOHNSON CITY,NY,13790,(607)729-4983,DA/AM/IV/TX/MM/,4438NY13790,-75.95915577186234,42.11276713857096,100.0
ULSTER COUNTY MENTAL HEALTH SERVICES,METH MAINT AND REHAB PROG/OP,,GOLDEN HILL DRIVE,,,KINGSTON,NY,12401,(914)331-6949 EXT251,DA/AM/W/A/B/H/AI/HV/CU/IV/PG/EA/MM/,1870NY12401,-74.0190073246173,41.91800844762406,100.0
LONG BEACH MEMORIAL HOSPITAL,ETHADONE THERAPY PROGRAM/MM OP,,+55 EAST BAY DRIVE,,,LONG BEACH,NY,11561,(516)432-8000 EXT2350,DA/AM/A/HV/CU/IV/MM/,6576NY11561,-73.65083597204652,40.59435330809318,97.67
aRIDGE PLAZA TRT AND REHAB CLINIC,EDUCATION AND METHADONE TREATMENT UNIT,,+l-15 27TH STREET,,,LONG ISLAND CITY,NY,11101,(212)786-3476 EXT74,DA/AM/IV/MM/OT/,3294NY11101,-73.93504388759558,40.75548022758768,98.61
HCMHB MOUNT VERNON HOSPITAL,METHADONE MAINTENANCE TRT PROG/OP,,3 SOUTH 6TH AVENUE,,,MOUNT VERNON,NY,10550,(914)664-5981,DA/AM/IV/MM/,0940NY10550,-73.83883554909359,40.91105778500752,100.0
LONG ISLAND JEHISH MEDICAL CENTER,MMTP/OP MM,,270-05 76TH AVENUE,BUILDING 6,,NEW HYDE PARK,NY,11042,(212)470-2701,DA/AM/A/HV/IV/PG/MM/,0819NY11042,-73.70701971783151,40.75319512049521,99.51
GUIDANCE CENTER INC,CHEMICAL DEPENDENCY TREATMENT CENTER,,403-5 NORTH AVENUE,,,NEW ROCHELLE,NY,10801,(914)632-1374,DA/AM/A/HV/PI/IV/TX/CI/PV/MM/,2535NY10801,-73.78499797467461,40.91608134522031,99.7
ARTC MANHATTAN CLINIC 21,STARTING POINT,,136 HEST 125TH STREET,6TH FLOOR,,NEW YORK,NY,10027,(212)932-2676,DA/AM/W/Y/A/HV/CU/IV/MM/,3086NY10027,-73.94722944775002,40.808476242613246,91.39
ARTC MANHATTAN CLINIC 22,KALEIDOSCOPE,,136 HEST 125TH STREET,,,NEW YORK,NY,10027,(212)678-1277,DA/AM/W/Y/A/HV/CU/IV/PG/CI/MM/,3086NY10027,-73.94722944775002,40.808476242613246,91.39
ARTC MANHATTAN CLINIC 23,THIRD HORIZON,,2195 3RD AVENUE,,,NEW YORK,NY,10035,(212)348-5650,DA/AM/W/Y/A/HV/CU/IV/MM/,8054NY10035,-73.93826584049417,40.80030053425593,100.0
BEEKMAN OOHNTOHN HOSPITAL MMTP,,,74 TRINITY PLACE,,,NEW YORK,NY,10006,(212)422-0250,DA/AM/IV/MM/,5739NY10006,-74.01267518010582,40.70826681829443,100.0
BETH ISRAEL MEDICAL CENTER,INPATIENT DETOXIFICATION,,10 NATHAN D PERLMAN PLACE,BERNSTEIN PAVILION,,NEW YORK,NY,10003,(212)420-2000,AL/DT/IV/TX/MM/OT/,5198NY10003,-73.98293409216353,40.73361901600547,100.0
BETH ISRAEL MEDICAL CENTER MMTP,AVENUE A CLINIC,,26 AVENUE A,,,NEW YORK,NY,10009,(212)420-2078,DA/AM/A/HV/IV/CI/PV/MM/,0260NY10009,-73.98554798866878,40.72324142359346,100.0
BETH ISRAEL MEDICAL CENTER MMTP,CLINIC IE,,429 2ND AVENUE,1ST FLOOR,,NEW YORK,NY,10003,(212)532-5910,DA/AM/A/HV/IV/CI/PV/MM/,9603NY10003,-73.98022447432405,40.73889894445376,99.51
BETH ISRAEL MEDICAL CENTER MMTP,CLINIC 2C,,435 2ND AVENUE,2ND FLOOR,,NEW YORK,NY,10010,(212)532-9096,DA/AM/A/HV/IV/CI/PV/MM/,0327NY10010,-73.98015934693638,40.73899030719839,100.0
BETH ISRAEL MEDICAL CENTER MMTP,CLINIC 2F,,429 2ND AVENUE,,,NEW YORK,NY,10003,(212)532-6425,DA/AM/A/HV/IV/CI/PV/MM/,9603NY10003,-73.98022447432405,40.73889894445376,99.51
BETH ISRAEL MEDICAL CENTER MMTP,CLINIC 3C,,433 2ND AVENUE,,,NEW YORK,NY,10010,(212)532-8317,DA/AM/A/HV/IV/CI/PV/MM/,1003NY10010,-73.98017996641819,40.738961389632415,100.0
BETH ISRAEL MEDICAL CENTER MMTP,CLINIC 3G,,429 2ND AVENUE,3RD FLOOR,,NEW YORK,NY,10003,(212)532-7183,DA/AM/A/HV/IV/CI/PV/MM/,9603NY10003,-73.98022447432405,40.73889894445376,99.51
BETH ISRAEL MEDICAL CENTER MMTP,CLINIC 4/UNIT l,,21 OLD BROADHAY,BASEMENT,,NEW YORK,NY,10027,(212)666-6121,DA/AM/A/HV/IV/CI/PV/MM/,7824NY10027,-73.95666487233555,40.815698467574855,98.31
BETH ISRAEL MEDICAL CENTER MMTP,CLINIC 4/UNIT 2,,21 OLD BROADHAY,BASEMENT,,NEW YORK,NY,10027,(212)666-6121,DA/AM/A/HV/IV/CI/PV/MM/,7824NY10027,-73.95666487233555,40.815698467574855,98.31
BETH ISRAEL MEDICAL CENTER MMTP,CLINIC 8,,140 HEST 125TH STREET,6TH FLOOR,,NEW YORK,NY,10027,(212)864-8177,DA/AM/A/HV/IV/CI/PV/MM/,1526NY10027,-73.94730915964922,40.80850951876886,91.39
BETH ISRAEL MEDICAL CENTER MMTP,CLINIC 8D,,140 HEST 125TH STREET,6TH FLOOR,,NEW YORK,NY,10027,(212)864-0904,DA/AM/A/HV/IV/CI/PV/MM/,1526NY10027,-73.94730915964922,40.80850951876886,91.39
BETH ISRAEL MEDICAL CENTER MMTP,GOUVERNEUR CLINIC,,109 DELANCY STREET,,,NEW YORK,NY,10002,(212)420-2086,DA/AM/A/HV/IV/CI/PV/MM/,6200NY10002,-73.98844854626267,40.71850543875175,97.34
BETH ISRAEL MEDICAL CENTER MMTP,LENOX HILL CLINIC,,1082 LEXINGTON AVENUE,,,NEW YORK,NY,10021,(212)472-1051,DA/AM/A/HV/IV/CI/PV/MM/,1437NY10021,-73.9602707670817,40.773124099137796,99.51
BETH ISRAEL MEDICAL CENTER MMTP,t1ARTE NYSHANDER CLINIC,,721 9TH AVENUE,,,NEW YORK,NY,10019,(212)247-7180,DA/AM/A/HV/IV/CI/PV/MM/,7719NY10019,-73.98952780011555,40.76294452918834,100.0
BETH ISRAEL MEDICAL CENTER MMTP,SAINT VINCENTS CLINIC,,201 HEST 13TH STREET,,,NEW YORK,NY,10011,(212)206-0635,DA/AM/A/HV/IV/CI/PV/MM/,1771NY10011,-74.00059652235386,40.73806310106913,90.92
BETH ISRAEL MEDICAL CENTER MMTP/S,CLINIC 2F,,429 2ND AVENUE,,,NEW YORK,NY,10003,(212)532-6425,DA/AM/A/HV/IV/CI/PV/MM/,9603NY10003,-73.98022447432405,40.73889894445376,99.51
BETH ISRAEL MEDICAL CENTER MMTP/S,CLINIC 3C,,433 2ND AVENUE,,,NEW YORK,NY,10010,(212)532-8317,DA/AM/A/HV/IV/CI/PV/MM/,1003NY10010,-73.98017996641819,40.738961389632415,100.0
BETH ISRAEL MEDICAL CENTER MMTP/S,GOUVERNEUR CLINIC,,109 DELANCY STREET,,,NEW YORK,NY,10002,(212)420-2086,DA/AM/A/HV/IV/CI/PV/MM/,6200NY10002,-73.98844854626267,40.71850543875175,97.34
CENTER FOR COMP HEALTH PRACTICE INC,CCHP MAP,,1900 2ND AVENUE,12TH FLOOR,,NEW YORK,NY,10029,(212)360-7781,DA/AM/IV/TX/MM/,2420NY10029,-73.94608758108036,40.785580445446776,100.0
CENTER FOR COMP HEALTH PRACTICE INC,CCHP PAAM CLINIC,,1900 2ND AVENUE,12TH FLOOR,,NEW YORK,NY,10029,(212)360-7987,DA/AM/H/IV/PG/TX/PV/MM/,2420NY10029,-73.94608758108036,40.785580445446776,100.0
CENTER FOR COMP HEALTH PRACTICE INC,MMTP,,1900 2ND AVENUE,12TH FLOOR,,NEW YORK,NY,10029,(212)360-7874,DA/AM/IV/TX/MM/,2420NY10029,-73.94608758108036,40.785580445446776,100.0
DR M DEGIARDE MMTP CLINIC,,,233-5 LAFAYETTE STREET,,,NEW YORK,NY,10012,(212)431-6177,DA/AM/A/HV/CU/IV/MM/,3006NY10012,-73.99703228566653,40.72248608838881,99.7
EUGENE SILBERMANN MD MMTP l,OUTPATIENT,,1650 MADISON AVENUE,,,NEW YORK,NY,10029,(212)876-2300,DA/AM/A/H/HV/IV/MM/,2789NY10029,-73.94772666734983,40.796156525230224,100.0
EUGENE SILBERMANN MD MMTP 2,,,1650 MADISON AVENUE,,,NEW YORK,NY,10029,(212)876-2300,DA/AM/A/H/HV/IV/MM/,2789NY10029,-73.94772666734983,40.796156525230224,100.0
GRAMERCY PARK MEDICAL GROUP PC,UNIT l,,253-55 3RD AVENUE,,,NEW YORK,NY,10010,(212)475-1900 EXT11,DA/AM/HV/IV/MM/,3232NY10010,-73.98425164352365,40.737270759761905,99.29
GREENWICH HOUSE MMTP,COOPER SQUARE,,50 COOPER SQUARE,,,NEW YORK,NY,10003,(212)677-3400,DA/AM/A/HV/IV/MM/,3113NY10003,-73.99103754851555,40.72872054797072,100.0
GREENWICH HOUSE HEST MMTP,,,24 HEST 20TH STREET,,,NEW YORK,NY,10011,(212)255-0404,DA/AM/A/B/H/IV/MM/,6512NY10011,-73.99851879936102,40.66533036381119,95.03
HARLEM HOSPITAL ALCOHOLISM TRT CENTER,HARLEM ALC CTR DETOXIFICATION UNIT,,136TH STREET AND 5TH AVENUE,,,NEW YORK,NY,10037,(212)491-8533,AL/OT/Y/TX/MM/,5233NY10037,-73.93713989944064,40.813420056744214,99.69
JOINT DISEASES NORTH GENERAL HOSPITAL,ALCOHOLISM DETOXIFICATION UNIT,,1919 MADISON AVENUE,,,NEW YORK,NY,10035,(212)650-4400,AL/DT/W/B/H/CU/IV/TX/MM/,2755NY10035,-73.94123554878921,40.80494863484281,100.0
LOWER EASTSIDE SERVICE CENTER,AFTERCARE,,46 EAST BROADWAY,CLINIC l,,NEW YORK,NY,10002,(212)431-4610,DA/AM/W/A/HV/IV/TX/MM/,7559NY10002,-73.99584783892884,40.71360646780285,100.0
LOWER EASTSIDE SERVICE CENTER,HOMELESS,,7 GOVERNEUR SLIP E,,,NEW YORK,NY,10002,(212)349-6820,DA/RR/W/A/HV/IV/TX/MM/,9745NY10002,-73.98323927725816,40.710959588508594,98.78
LOWER EASTSIDE SERVICE CENTER,MENTAL HEALTH CLINIC/DRUG FREE OUTPT,,46 EAST BROADWAY,,,NEW YORK,NY,10002,(212)431-4610 EXT225,DA/AM/W/A/HV/IV/TX/MM/,7559NY10002,-73.99584783892884,40.71360646780285,100.0
LOWER EASTSIDE SERVICE CENTER,MMTP UNIT I,,46 EAST BROADWAY,,,NEW YORK,NY,10002,(212)431-4610,DA/AM/W/A/HV/IV/TX/MM/,7559NY10002,-73.99584783892884,40.71360646780285,100.0
LOWER EASTSIDE SERVICE CENTER,MMTP UNIT 2,,62 EAST BROADWAY,,,NEW YORK,NY,10002,(212)431-4610,DA/AM/W/A/HV/IV/TX/MM/,6000NY10002,-73.99512615706544,40.71366920634811,100.0
LOWER EASTSIDE SERVICE CENTER,MMTP/KEEP,,62 EAST BROADWAY,,,NEW YORK,NY,10002,(212)431-4610,DA/AM/W/A/HV/IV/TX/MM/,6000NY10002,-73.99512615706544,40.71366920634811,100.0
LOWER EASTSIDE SERVICE CENTER,SUCASA MMTP,,7 GOVERNEUR SLIP EAST,,,NEW YORK,NY,10002,(212)349-6820 EXT224,DA/RR/W/A/HV/IV/TX/MM/,4344NY10002,-73.98323927725816,40.710959588508594,98.78
LOWER EASTSIDE SERVICE CENTER,SUCASA MTA R,,7 GOVERNEUR SLIP EAST,,,NEW YORK,NY,10002,(212)349-6820 EXT224,DA/RR/W/A/HV/IV/TX/MM/,4344NY10002,-73.98323927725816,40.710959588508594,98.78
METROPOLITAN CORRECTIONAL CENTER,SUBSTANCE ABUSE SERVICES,,150 PARK ROH,,,NEW YORK,NY,10007,(212)791-9130,AD/AM/IV/EA/TX/CI/PV/MM/,5007NY10007,-74.00158558692856,40.71297325692744,97.59
NEH YORK HOSPITAL,MMTP CLINIC,,401 EAST 71ST STREET,,,NEW YORK,NY,10021,(212)988-5881,DA/AM/HV/IV/MM/,0612NY10021,-73.95639577708349,40.76716688863876,100.0
REALITY HOUSE INC,MTA DAY SERVICE,,637 HEST 125TH STREET,,,NEW YORK,NY,10027,(212)666-8000,DA/AM/IV/MM/,4438NY10027,-73.84263197351765,40.79124015078767,95.22
RICHARD KOEPPEL MD,MMTP 1,,301 HEST 37TH STREET,3RD FLOOR,,NEW YORK,NY,10018,(212)736-5900,DA/AM/A/HV/IV/PG/MM/,1530NY10018,-74.0067452193882,40.654902161365946,95.13
RICHARD KOEPPEL MD,MMTP 2,,301 HEST 37TH STREET,2ND FLOOR,,NEW YORK,NY,10018,(212)736-5900,DA/AM/A/HV/IV/PG/MM/,1530NY10018,-74.0067452193882,40.654902161365946,95.13
ROOSEVELT HOSPITAL,SUBSTANCE ABUSE PROGRAM/OUTPT MM,,428 HEST 59TH STREET,,,NEW YORK,NY,10019,(2Hl)23-6150,DA/AM/W/B/H/HV/CU/IV/PG/MM/,3521NY10019,-74.0170532157724,40.64092757210178,95.13
SAINT CLARES HOSPITAL HEALTH CENTER,DRUG ABUSE SERVICES,,415 HEST 51ST STREET,,,NEW YORK,NY,10019,(212)459-8414,DA/AM/A/HV/IV/TX/PV/MM/,0123NY10019,-74.0125933727308,40.64559256222361,95.13
SAINT LUKES HOSPITAL NEH YORK,SUBSTANCE: ABUSE SERVICES,,AMSTERDAM AVENUE: AND 114TH STREET,,,NEW YORK,NY,10025,(212)523-2395,DA/DT/A/B/H/HV/CU/IV/PG/EA/TX/CI/PV/MM/,8461NY10025,-73.96199995370675,40.80552002918233,99.69
VETERANS AFFAIRS MEDICAL CENTER,ALCOHOL/DRUG DEPENDENCE TREATMENT PROG,,440 FIRST AVENUE AND 24TH STREET,,,NEW YORK,NY,10010,(212)686-7500 EXT683,AD/OT/RR/AM/A/HV/CU/IV/TX/CI/PV/MM/,1497NY10010,-73.97804995718322,40.73756006115002,98.96
VETERANS AFFAIRS MEDICAL CENTER,MHTP,,252 7TH AVENUE,9TH FLOOR,,NEW YORK,NY,10001,(212)620-6269,DA/AM/A/HV/PI/CU/IV/EA/MM/,1824NY10001,-73.99495600443109,40.745089231405956,100.0
SAINT LUKES HOSPITAL,METHADONE MAINTENANCE TRT PROGRAM/OP,,184 FIRST STREET,,,NEHBURGH,NY,12550,(914)561-4400 EXT.233,DA/AM/W/A/HV/CU/IV/MM/,5795NY12550,-74.01372241508855,41.50244284025511,98.14
NIAGARA DRUG ABUSE PROGRAM,METHADONE MAINTENANCE TREATMENT PROG,,775 3RD STREET,NIAGARA COUNTY CIVIC BUILDING,,NIAGARA FALLS,NY,14302,(716)285-9636,DA/AM/W/B/CU/IV/MM/,9159NY14302,-79.05965905592754,43.09600650011375,99.51
WCMHB PEEKSKILL COMMUNITY HOSPITAL,METHADONE MAINTENANCE TREATMENT PROG,,1980 CROMPOND ROAD,,,PEEKSKILL,NY,10566,(914)737-6117,DA/AM/A/HV/IV/PG/MM/,1085NY10566,-73.89655872024696,41.29265231379055,98.9
ROCKLAND COUNTY CMHC,MMTP DETOX UNIT,,SANATORIUM ROAD,,,POMONA,NY,10970,(914)354-0200 EXT2252,DA/AM/IV/MM/,6116NY10970,-74.03937879575594,41.160834506986745,100.0
ROCKLAND COUNTY CMHC,t1MTP METHADONE MAINTENANCE UNIT,,SANATORIUM ROAD,,,POMONA,NY,10970,(914)354-0200 EXT2252,DA/AM/W/A/HV/CU/IV/PG/MM/,6116NY10970,-74.03937879575594,41.160834506986745,100.0
UNITED HOSPITAL,SUBSTANCE ABUSE DETOXIFICATION UNIT,,406 BOSTON POST ROAD,,,PORT CHESTER,NY,10573,(914)934-7412,AD/DT/W/A/H/HV/TX/MM/,9537NY10573,-73.67506444159679,40.99468726245429,100.0
HCMHB SAINT VINCENTS HOSPITAL,METHADONE MAINTENANCE TRT PROG/OP,,350 NORTH MAIN STREET,,,PORT CHESTER,NY,10573,(914)937-1105,DA/AM/IV/CI/MM/,5176NY10573,-73.65859609733276,41.00659668958127,100.0
DUTCHESS COUNTY METHADONE CLINIC/OP,,,230 NORTH ROAD,,,POUGHKEEPSIE,NY,12601,(914)485-9700 EXT.532,DA/AM/W/A/HV/CU/IV/PG/MM/,9437NY12601,-73.9294927538979,41.716462793627954,100.0
ROCHESTER MENTAL HEALTH CENTER,DRUG TREATMENT SERVICES/MM,,1425 PORTLAND AVENUE,,,ROCHESTER,NY,14621,(716)544-5220,DA/AM/IV/MM/,2074NY14621,-77.58444300740283,43.19244842659327,100.0
UNIV OF ROCHESTER/STRONG MEMORIAL HOSP,ALC AND DRUG DEP PROGRAM/OUTPATIENT,,300 CRITTENDEN BOULEVARD,,,ROCHESTER,NY,14642,(716)275-3161,AD/AM/W/A/HV/IV/TX/MM/,7787NY14642,-77.62802781426724,43.12148295953949,100.0
SUFFOLK COUNTY DEPT OF ALC/SUBST ABUSE,KEEP PROGRAM,,1330 MOTOR PARKWAY,,,SMITHTOWN,NY,11788,(516)582-4641,DA/AM/IV/CI/MM/OT/,8207NY11788,-73.19363248217533,40.808200980913,97.13
BAYLEY SETON HOSPITAL INC,CHEMICAL DEPENDENCY UNIT,,75 VANDERBILT AVENUE,3RD FLOOR,,STATEN ISLAND,NY,10304,(718)390-5065,DA/DT/W/Y/A/B/H/AI/HV/PI/CU/IV/PG/TX/MM/,8392NY10304,-74.07447243764749,40.621490986376024,100.0
BETH ISRAEL MEDICAL CENTER MMTP,STATEN ISLAND CLINIC,,111 HATER STREET,,,STATEN ISLAND,NY,10304,(718)448-3976,DA/AM/A/HV/IV/CI/PV/MM/,4868NY10304,-74.07776367574826,40.627013319463956,91.5
STATEN ISLAND UNIVERSITY HOSPITAL,DEPT OF SUBST ABUSE SERVICES/UNIT l,,375 SEGUINE AVENUE,,,STATEN ISLAND,NY,10309,(718)226-2820,AD/AM/A/HV/CU/IV/TX/CI/PV/MM/,1399NY10309,-74.1968370760776,40.5165305316991,100.0
STATEN ISLAND UNIVERSITY HOSPITAL,DEPT OF SUBSTANCE ABUSE SERVICES/OP,,375 SEQUINE AVENUE,,,STATEN ISLAND,NY,10309,(718)356-8910,AD/AM/A/HV/CU/IV/PG/CI/PV/MM/,9883NY10309,-74.1968370760776,40.5165305316991,96.97
CROUSE/IRVING MEMORIAL HOSPITAL,ALCOHOLtSM INPT DETOXIFICATION UNIT,,736 IRVING AVENUE,,,SYRACUSE,NY,13210,(315)470-7381,AL/DT/HV/IV/TX/MM/,5001NY13210,-76.13793212740595,43.04139990966834,100.0
CROUSE/IRVING MEMORIAL HOSPITAL,METHADONE MAINTENANCE TREATMENT PROG,,410 SOUTH CROUSE AVENUE,,,SYRACUSE,NY,13210,(315)470-7974,AD/AM/B/H/HV/CU/IV/PG/TX/CI/MM/,3946NY13210,-76.13658523938466,43.045985145981405,100.0
HESTCHESTER COUNTY MEDICAL CENTER,CORRECTIONAL SUBSTANCE ABUSE SERVICES,DEPARTMENT OF CORRECTIONS,,,,VALHALLA,NY,10595,(914)347-6050,AD/AM/IV/DW/TX/CI/PV/MM/,6549NY10595,-73.77638989999997,41.07595500000008,100.0
HCMHB HHITE PLAINS HOSP MEDICAL CENTER,METHADONE MAitHENANCE TREATMENT PROG,,DAVIS AVENUE EAST POST ROAD,,,HHITE PLAINS,NY,10601,(914)428-5570,DA/AM/PI/IV/PG/MM/,8175NY10601,-73.76595628381513,41.028715357963186,88.39
HCMHB YONKERS GENERAL HOSPITAL,METHADONE MAINTENANCE TREATMENT PROG,,185 ASHBURTON AVENUE,,,YONKERS,NY,10701,(914)964-7382,DA/AM/W/A/B/H/HV/CU/IV/PG/MM/,0023NY10701,-73.8886526850465,40.93948652080242,100.0
YONKER GENERAL HOSPITAL,SPECIAL PROGRAMS UNIT ACUTE CARE PROG,,2 PARK AVENUE,,,YONKERS,NY,10703,(914)964-7972,AL/OT/TX/MM/,2365NY10703,-73.8922213804715,40.93954466541089,100.0
OPEN HOUSE INC,,,145 REMOUNT ROAD,,,CHARLOTTE,NC,28203,(704)332-9001,AD/RR/AM/Y/IV/TX/CI/PV/MM/,3509NC28203,-80.8668631772928,35.20345951763158,100.0
PITT COUNTY MENTAL HEALTH CENTER,SUBSTANCE ABUSE TREATMENT SERVICES,,2310 STANTONSBURG ROAD,,,GRFENVILLE,NC,27834,(919)752-7151,AD/OT/RR/AM/W/Y/A/HV/PI/CU/IV/PG/EA/DW/TX/CI/PV/MM/OT/,0772NC27834,-77.40756346244831,35.60518815472947,98.36
