Name1,Address1,City,State,ZIP_Code,Geocoded_Address,Longitude,Latitude,Match Score
SACRED HEART SAINT MARYS ALCOHOL AND OTHER DRUG ABUSE UNIT,216 NORTH 7TH STREET,TOMAHAWK,WI,54487,"216 NORTH 7TH STREET, TOMAHAWK, WI 54487, US",-89.7249675,45.47244499,100
HALFWAY HOUSE OF WAUSAU INC,529 MCCLELLAN STREET,WAUSAU,WI,54401,"529 MCCLELLAN STREET, WAUSAU, WI 54401, US",-89.62356483,44.96100649,99.51
VA EDWADD HINES JR HOSPITAL DRUG DEPENDENCY TREATMENT CENTER,DEPARTMENT 116C,HINES,IL,60141,"DEPARTMENT 116C, HINES, IL 60141, US",-87.84076,41.860685,84
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT PROGRAM,1670 CLAIRMONT ROAD,DECATUR,GA,30033,"1670 CLAIRMONT ROAD, DECATUR, GA 30033, US",-84.31041421,33.80257693,100
KETTLE MORAINE HOSPITAL ALCOHOL AND DRUG TREATMENT,4839 NORTH HEWITTS POINT ROAD,OCONOMOWOC,WI,53066,"4839 NORTH HEWITTS POINT ROAD, OCONOMOWOC, WI 53066, US",-88.45437408,43.10739206,98.87
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT PROGRAM,2601 COLD SPRING ROAD ROOM 1160,INDIANAPOLIS,IN,46222,"2601 COLD SPRING ROAD ROOM 1160, INDIANAPOLIS, IN 46222, US",-86.2031212,39.80252473,100
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT PROGRAM,820 SOUTH DAMEN AVENUE ROOM 123,CHICAGO,IL,60680,"820 SOUTH DAMEN AVENUE ROOM 123, CHICAGO, IL 60680, US",-87.67642366,41.87056886,98.75
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT PROGRAM,800 POLY PLACE,BROOKLYN,NY,11209,"800 POLY PLACE, BROOKLYN, NY 11209, US",-74.02389813,40.60859958,100
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT PROGRAM,130 KINGSBRIDGE ROAD,BRONX,NY,10468,"130 KINGSBRIDGE ROAD, BRONX, NY 10468, US",-73.90499823,40.86867951,99.55
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT PROGRAM,JEFFERSON BARRACKS,SAINT LOUIS,MO,63125,"JEFFERSON BARRACKS, SAINT LOUIS, MO 63125, US",-90.29004208,38.50964593,98.44
VETERANS ADMINISTRATION MEDICAL CTR ALCOHOL DEPENDENCE TREATMENT PROGRAM, ,HOT SPRINGS,SD,57747,", HOT SPRINGS, SD 57747, US",-103.474252,43.4276479,100
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT PROGRAM,440 FIRST AVENUE,NEW YORK,NY,10010,"440 FIRST AVENUE, NEW YORK, NY 10010, US",-73.97726024,40.73853219,100
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT PROGRAM,902 NE 13TH STREET,OKLAHOMA CITY,OK,73104,"902 NE 13TH STREET, OKLAHOMA CITY, OK 73104, US",-97.49634781,35.4822363,100
VETERANS ADMINISTRATION THE GLASS ARK,1320 MCGOVERN STREET,HOUSTON,TX,77004,"1320 MCGOVERN STREET, HOUSTON, TX 77004, US",-95.37902,29.727935,84
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT PROGRAM,4500 SOUTH LANCASTER ROAD,DALLAS,TX,75216,"4500 SOUTH LANCASTER ROAD, DALLAS, TX 75216, US",-96.79243454,32.69302032,100
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT PROGRAM,1520 3RD AVENUE SUITE 200,SEATTLE,WA,98101,"1520 3RD AVENUE SUITE 200, SEATTLE, WA 98101, US",-122.3382241,47.61021884,100
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT PROGRAM,500 WEST NATIONAL AVENUE UNIT 116E,WOOD,WI,53193,"500 WEST NATIONAL AVENUE UNIT 116E, WOOD, WI 53193, US",-89.8551083,44.60458621,79.5
VETERANS ADMINISTRATION MEDICAL CTR ALCOHOL DEPENDENCE TREATMENT PROGRAM,AMERICAN LAKE UNIT 116C/D,TACOMA,WA,98493,"AMERICAN LAKE UNIT 116C/D, TACOMA, WA 98493, US",-122.56467,47.142295,84
