Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys,loc_ID,Longitude,Latitude,Match Score
Mobile Metro Treatment Center,,,1924 Dauphin Island Parkway,Suite C,,Mobile,AL,36605,(251)476-5733,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/OTPA/OP/OD/OMB/ORT/SF/MD/CO/GL/VET/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,3401AL36605,-88.089004820398,30.63037535171698,100.0
Serenity Care Inc,,,3085 Dauphin Square Connector,,,Mobile,AL,36607,(251)402-5772,,MHSAF/SA/HH/RES/RS/SF/SS/PA/VET/CJ/MN/TRMA/DV/YAD/ADLT/MALE/,8629AL36607,-88.1182841528758,30.69250557603889,100.0
Bradford Health Services,Montgomery Regional Office,,386 Saint Lukes Drive,,,Montgomery,AL,36117,(800)873-2887,,SAF/SA/OP/OIT/SF/SI/PI/AD/CHLD/ADLT/FEM/MALE/,7774AL36117,-86.17048098061719,32.37906984630004,100.0
Chemical Addictions Program Inc,(CAP)/Adol Intensive Outpt Prog,,1153 Air Base Boulevard,,,Montgomery,AL,36108,(334)269-2150,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/SS/PA/VET/AD/MN/CHLD/ADLT/FEM/MALE/,4431AL36108,-86.3413790177281,32.35260901616543,100.0
Chemical Addictions Program Inc,(CAP)/Pegasus,,1151 Air Base Boulevard,,,Montgomery,AL,36108,(334)269-2150,,SAF/SA/OP/OIT/ORT/SF/MD/PI/SS/PA/WN/MN/YAD/ADLT/FEM/MALE/,5800AL36108,-86.34563089973702,32.35256644914351,100.0
Lighthouse Counseling Center Inc,Intensive Outpatient Unit,,111 Coliseum Boulevard,,,Montgomery,AL,36109,(334)286-5980 Intake: (334)286-5981,,SAF/SA/OP/OIT/ORT/SF/MD/SI/SS/PA/AH/CO/PW/MN/TRMA/YAD/ADLT/FEM/MALE/,9780AL36109,-86.25744389661476,32.387333522731126,100.0
Montgomery Metro Treatment Center,,,6001 East Shirley Lane,,,Montgomery,AL,36117,(334)244-1618,Methadone and Buprenorphine Clients Only,SAF/SA/MM/DM/BU/OTPA/OP/OMB/OIT/SF/CO/PW/YAD/ADLT/FEM/MALE/,8032AL36117,-86.20474955355957,32.36717471031807,100.0
Houston Treatment Center,,,9283 U.S. Highway 84 West,,,Newton,AL,36352,(334)692-4455,Methadone Clients Only,SAF/SA/DT/MM/DM/OTPA/OP/OD/OMB/ORT/CT/SF/MD/PI/AH/PW/WN/YAD/ADLT/FEM/MALE/,0898AL36352,-85.60870122974788,31.242292913306517,95.63
Bradford Health Services,Tuscaloosa Regional Office,,515 Energy Center Boulevard,,,Northport,AL,35473,(205)750-0227 Intake: (800)891-9673,,SAF/SA/DT/BU/VTRL/OP/OD/OMB/OIT/SF/SI/PI/AH/AD/CHLD/ADLT/FEM/MALE/,1744AL35473,-87.55388208085388,33.24001690523693,100.0
Hope House Inc,,,1000 Lincoln Avenue,Suite B,,Oneonta,AL,35121,(205)625-4673,,SAF/SA/OP/OIT/ORT/SF/MD/MC/SI/CO/AD/DV/CHLD/ADLT/FEM/MALE/,7965AL35121,-86.46594826433159,33.95715229863173,100.0
East Alabama Mental Health,Opelika Addiction Center,,2300 Center Hills Drive,,,Opelika,AL,36801,(334)742-2130 Intake: (334)742-2877,,SAF/SA/NXN/VTRL/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/AH/YAD/ADLT/FEM/MALE/,8094AL36801,-85.41069255462425,32.624608395912034,100.0
Calhoun Cleburne Mental Health Center,New Directions,,1640 Coleman Road,,,Oxford,AL,36203,(256)236-8003 Intake: (256)236-8003x0,,SAF/SA/NXN/VTRL/OP/OIT/ORT/CT/SF/MD/MI/SS/AH/SP/CO/DU/CJ/AD/CHLD/ADLT/FEM/MALE/,3411AL36203,-85.80355294319055,33.61805096437133,100.0
Calhoun Treatment Center Inc,,,118 East Choccolocco Street,,,Oxford,AL,36203,(256)831-4601,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/OTPA/OP/OD/OMB/ORT/SF/MD/PI/PW/WN/YAD/ADLT/FEM/MALE/,8190AL36203,-85.83361019652041,33.61507245507789,100.0
Insight Treatment Program Inc,,,123 South Painter Avenue,Suite G,,Ozark,AL,36360,(334)445-6190,,SAF/SA/OP/OIT/ORT/SF/DU/YAD/ADLT/FEM/MALE/,6622AL36360,-85.64217270542586,31.458378346804892,100.0
East Alabama Mental Health,Russell County Clinic,,3170 Martin Luther King Parkway South,,,Phenix City,AL,36869,(334)298-2405 Intake: (334)742-2130,,SAF/SA/NXN/VTRL/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/SS/AH/YAD/ADLT/FEM/MALE/,7259AL36869,-85.02910649638126,32.430993682905694,100.0
Chemical Addictions Program Inc,Elmore/Autauga Adolescent IOP,,2064 Highway 14,,,Prattville,AL,36066,(334)269-2150,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/SS/PA/AD/CHLD/FEM/MALE/,0878AL36066,-86.41336610942105,32.48455302784568,100.0
Chemical Addictions Program Inc,Prattville Adult Outpatient Services,,2066 Highway 14,,,Prattville,AL,36066,(334)269-2150 Intake: (334)323-3243,,SAF/SA/OP/OIT/ORT/SF/MD/PI/SS/PA/WN/MN/YAD/ADLT/FEM/MALE/,5379AL36066,-86.41333665662312,32.484572130470106,100.0
Cheaha Mental Health,,,706 Main Street,,,Roanoke,AL,36274,(334)863-2518 Intake: (256)249-2395x1309,,MHF/SA/OP/ORT/CT/SF/MD/MC/SI/SS/PA/AH/FX/CO/CJ/AD/WN/MN/YAD/ADLT/FEM/MALE/F4/F17/F19/F28/F30/F31/F37/F42/F43/F47/F66/F67/F70/F81/F92/,4662AL36274,-85.37055592654123,33.15104965602408,100.0
Freedom House,,,54 Wheeler Hills Road,,,Rogersville,AL,35652,(256)247-1222,,SAF/SA/RES/RS/RL/SF/MD/PA/AH/PW/WN/TRMA/BC/XA/DV/YAD/ADLT/FEM/,0375AL35652,-87.3120661265831,34.827503843913654,100.0
Riverbend Center for Mental Health,Russellville Office,,205 South Jackson Avenue,,,Russellville,AL,35653,(256)764-3431,,MHSAF/SA/OP/ORT/SF/MD/MC/SI/PI/MI/AH/CHLD/YAD/ADLT/FEM/MALE/,6404AL35653,-87.7309761477808,34.50378049879007,100.0
Sunrise Lodge,Substance Abuse Treatment Center,,1163 Washington Avenue SW,,,Russellville,AL,35653,(256)332-0078 Intake: (256)764-3431,,SAF/SA/RES/RS/SF/MD/PI/MI/AH/MN/YAD/ADLT/MALE/,1318AL35653,-87.73299100836826,34.50185866038862,100.0
Family Life Center,,,211 South Market Street,,,Scottsboro,AL,35768,(256)574-3448,,SAF/SA/OP/OIT/SF/PI/SS/YAD/ADLT/FEM/MALE/,2669AL35768,-86.03321598723034,34.67265466667596,100.0
Cahaba Center for,Substance Abuse Services,,1017 Medical Center Parkway,,,Selma,AL,36701,(334)874-2600 Intake: (334)874-2626,,MHSAF/SA/NXN/VTRL/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/SS/PA/AH/AD/PW/CHLD/ADLT/FEM/MALE/,8265AL36701,-87.05808001899071,32.42957399805522,100.0
Shoals Treatment Center,,,3430 North Jackson Highway,,,Sheffield,AL,35660,(256)383-6646,Methadone Clients Only,SAF/SA/MM/OTPA/OP/OMB/SF/PI/AH/SP/CO/VET/PW/YAD/ADLT/FEM/MALE/,4063AL35660,-87.67615217141622,34.766566746293805,100.0
Shoulder,,,31214 Coleman Lane,,,Spanish Fort,AL,36527,(251)626-2199,,SAF/SA/OP/RES/RL/ORT/SF/SS/SP/WN/MN/YAD/ADLT/FEM/MALE/,8768AL36527,-87.83488387606779,30.67962145930139,100.0
Comprehensive Management Group LLC,Northeast Alabama Treatment Center,,196 County Road 85,,,Stevenson,AL,35772,(256)437-2728,Methadone Clients Only,MHSAF/SA/DT/MM/DM/OTPA/OP/OD/OMB/ORT/CT/SF/PW/YAD/ADLT/FEM/MALE/,3469AL35772,-85.81126267894244,34.872759962078945,100.0
Cheaha Regional Mental Health Center,Caradale Lodge,,1721 Old Birmingham Highway,,,Sylacauga,AL,35150,(256)249-2395x1302 Intake: (256)249-2395,,SAF/SA/DT/OP/RES/RS/RD/ORT/CT/SF/MD/MC/SI/AH/CO/DU/CJ/AD/WN/MN/CHLD/ADLT/FEM/MALE/,4273AL35150,-86.27737992071009,33.177161147231395,100.0
East Central Mental Health Inc,Substance Abuse Program,,200 Cherry Street,,,Troy,AL,36081,(334)566-6022 Intake: (334)566-6022x50211,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/PI/MI/SS/DU/AD/YAD/ADLT/FEM/MALE/,5583AL36081,-85.97323724420227,31.809386697728467,100.0
Alabama Abuse Counseling Center,,,1406 22nd Avenue,,,Tuscaloosa,AL,35401,(205)342-0013,,MHSAF/SA/OP/OIT/ORT/SF/SP/CO/DU/GL/VET/ADM/CJ/SE/PW/WN/MN/TRMA/XA/YAD/ADLT/FEM/MALE/,9038AL35401,-87.56202082501825,33.2016815166928,100.0
Bridge Inc,Recovery Center for Teens/Tuscaloosa,,6001 12th Avenue East,,,Tuscaloosa,AL,35405,(205)344-6483 Intake: (205)343-9978,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/MI/SS/PA/AH/CO/AD/TRMA/XA/DV/CHLD/MALE/,7143AL35405,-87.52242312185562,33.152283189423514,100.0
Indian Rivers Mental Health Center,Substance Abuse Services,,2209 9th Street,,,Tuscaloosa,AL,35401,(205)391-3131x1206 Intake: (205)391-3131,,MHSAF/SA/NXN/VTRL/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/AH/WN/YAD/ADLT/FEM/MALE/,4807AL35401,-87.56448535600883,33.2066394543305,100.0
Phoenix House Inc,,,700 35th Avenue,,,Tuscaloosa,AL,35401,(205)758-3867,,SAF/SA/HH/RES/RL/SF/SS/PA/AH/WN/MN/YAD/ADLT/FEM/MALE/,6479AL35401,-87.58155200052153,33.204355385715296,100.0
Tuscaloosa Treatment Center,,,1001 Mimosa Park Road,,,Tuscaloosa,AL,35405,(205)752-5857,Methadone Clients Only,SAF/SA/MM/OTPA/OP/OMB/SF/YAD/ADLT/FEM/MALE/,5701AL35405,-87.55181937830143,33.15494892799984,100.0
Veterans Affairs Medical Center,Comprehensive OP Substance Abuse,,3701 Loop Road East,,,Tuscaloosa,AL,35404,(205)554-2000x2767 Intakes: (205)554-2000x2472 (205)554- 2000x3522,,SAF/SA/DT/BU/NXN/OP/OD/OIT/VAMC/MD/MC/PI/MI/AH/CO/VET/YAD/ADLT/FEM/MALE/,9877AL35404,-87.48654698370329,33.19129001032155,98.87
Central Alabama Veterans,Healthcare System,,2400 Hospital Road,,,Tuskegee,AL,36083,(334)727-0550 Intakes: (800)214-8387x2732 (800)214- 8387x2678,,MHSAF/SA/DT/HH/OP/RES/RS/RL/OD/ODT/OIT/HIT/CT/VAMC/PI/MI/PA/CO/VET/YAD/ADLT/FEM/MALE/,9406AL36083,-85.70841234375703,32.43707538345293,100.0
Northwest Alabama Mental Health Center,,,141 2nd Avenue NW,,,Vernon,AL,35592,(205)695-9183 Intake: (800)489-3975,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/AH/CO/AD/WN/MN/CHLD/YAD/ADLT/FEM/MALE/,4205AL35592,-88.10997141507151,33.75538469598349,100.0
A New Direction,,,500 Hospital Drive,,,Wetumpka,AL,36092,(877)647-7552 Intakes: (334)514-3752 (334)567-4311x154,,MHSAF/SA/DT/HID/HIT/CT/SF/MD/MC/PI/MI/CO/GL/VET/ADM/CJ/WN/MN/YAD/ADLT/FEM/MALE/,3389AL36092,-86.18704253164417,32.552381997253924,100.0
Northwest Alabama Mental Health Center,Winfield Outpatient Program,,260 Baker Street,,,Winfield,AL,35594,(205)487-2124 Intake: (800)489-3976,,SAF/SA/OP/ORT/SF/MD/MC/SI/PI/MI/SS/AH/CO/DU/AD/WN/MN/CHLD/ADLT/FEM/MALE/,9512AL35594,-87.8188115816248,33.933667232012795,100.0
Akeela Inc,Outpatient,,360 West Bensen Boulevard,Suite 100,,Anchorage,AK,99503,(907)279-5000 Intake: (907)565-1200,,SAF/SA/HH/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/IHS/ATR/SS/PA/CO/DU/CJ/PW/WN/MN/TRMA/YAD/ADLT/FEM/MALE/,5398AK99503,-149.88974303467654,61.19422252345552,96.5
Alaska Child and Family,,,4600 Abbott Road,,,Anchorage,AK,99507,(907)346-2101,,MHF/SA/NXN/RES/RL/SF/MD/PI/MI/CHLD/MALE/,2767AK99507,-149.79426796072823,61.1374824871947,100.0
Alaska VA Healthcare System,,,3001 C Street,,,Anchorage,AK,99503,(907)273-4000 Intakes: (907)273-4050 (907)273-4025,,GHF/SA/DT/BU/NXN/VTRL/OP/RES/RL/OD/OMB/ODT/OIT/ORT/CT/VAMC/PI/MI/PA/CO/VET/CJ/YAD/ADLT/FEM/MALE/,8925AK99503,-149.88657249598103,61.19342200979284,100.0
Alaska Youth and Family Network,,,740 Communications Avenue,,,Anchorage,AK,99503,(907)770-4979,,MHSAF/SA/OP/ORT/CT/PA/CHLD/YAD/ADLT/FEM/MALE/,8248AK99503,-149.86889338580374,61.18567868191077,100.0
Cook Inlet Tribal Council Inc,Ernie Turner Center,,4330 Elmore Street,,,Anchorage,AK,99508,(907)550-2400 Intake: (907)793-3200,,MHSAF/SA/DT/HH/RES/RL/RD/CT/SF/PI/ATR/SS/AH/CO/YAD/ADLT/FEM/MALE/,1206AK99508,-149.8083975025494,61.18125198929629,98.04
Cook Inlet Tribal Council Inc,Recovery Services/Substance Abuse,,3600 San Jeronimo Drive,Suite 210,,Anchorage,AK,99508,(907)793-3200,,SAF/SA/OP/OIT/ORT/SF/MD/MC/PI/ATR/AH/NX/CO/YAD/ADLT/FEM/MALE/N40/,4706AK99508,-149.8113308333845,61.2115606159025,100.0
Denali Cove Counseling Center,,,1565 Bragaw Street,Suite 201,,Anchorage,AK,99508,(907)222-2436,,MHSAF/SA/OP/OIT/ORT/SF/ATR/SS/PA/CO/DU/CJ/WN/MN/DV/CHLD/ADLT/FEM/MALE/,9263AK99508,-149.80828258665647,61.20704201571971,100.0
Genesis Recovery Services Inc,,,2825 West 42nd Avenue,,,Anchorage,AK,99517,(907)243-5130,,SAF/SA/HH/OP/RES/RS/RL/ODT/OIT/ORT/SF/PI/ATR/DU/VET/MF/CJ/SE/WN/MN/TRMA/DV/YAD/ADLT/FEM/MALE/,3917AK99517,-149.93798776061183,61.18226397837625,100.0
Insight Therapy LLC,,,600 Cordova Street,Suite 6,,Anchorage,AK,99501,(907)677-8942,,SAF/SA/OP/ORT/SF/PI/YAD/ADLT/FEM/MALE/,0248AK99501,-149.87925593269958,61.21639634539205,100.0
Jett Morgan Treatment Services LLC,,,700 West 6th Avenue,Suite 208,,Anchorage,AK,99501,(907)677-7709,,SAF/SA/OP/OIT/ORT/SF/SI/PI/ATR/SS/PA/AH/NX/DU/CJ/YAD/ADLT/FEM/MALE/N2/,9119AK99501,-149.896506979082,61.21656251662243,100.0
Narcotic Drug Treatment Center Inc,Center for Drug Problems,,520 East 4th Avenue,Suite 102,,Anchorage,AK,99501,(907)276-6430,Methadone Clients Only,SAF/SA/DT/MM/DM/OTPA/OP/OD/OMB/OIT/ORT/SF/MD/SI/PI/MI/SS/PA/AH/SE/PW/WN/MN/TRMA/YAD/ADLT/FEM/MALE/,5954AK99501,-149.87406602589138,61.21851252448672,100.0
Providence Alaska Medical Center,Providence Breakthrough,,3760 Piper Street,Suite 1108,,Anchorage,AK,99508,(907)212-6970 Intake: (907)212-6976,,MHSAF/SA/DT/BU/NXN/VTRL/OP/OD/OMB/ODT/OIT/ORT/CT/SF/SI/PI/MI/SS/CO/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,7934AK99508,-149.82636159743478,61.18658736403391,100.0
Renew Your Mind,,,123 Fireweed Lane,Suite 212,,Anchorage,AK,99503,(907)222-5464,,SAF/SA/OP/OIT/ORT/SF/ATR/SS/PA/CJ/WN/YAD/ADLT/FEM/MALE/,0680AK99503,-149.8822315083268,61.198230875282725,99.55
Salvation Army,Clitheroe Center,,1015 East 6th Avenue,,,Anchorage,AK,99501,(907)276-2898 Intake: (907)770-8803,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/CO/WN/MN/YAD/ADLT/FEM/MALE/,2773AK99501,-149.8636850388086,61.21659751106832,100.0
Southcentral Foundation,Dena A Coy,,4130 San Ernesto Avenue,,,Anchorage,AK,99508,(907)729-5070,,SAF/SA/NXN/VTRL/RES/RL/SF/MD/MC/SI/PI/MI/IHS/CO/PW/WN/TRMA/BC/DV/CHLD/ADLT/FEM/,9011AK99508,-149.80274902181827,61.21246250868414,100.0
Starting Point Inc,,,341 West Tudor Road,Suite 205,,Anchorage,AK,99503,(907)562-6116 Intake: (907)562-6116x0,,SAF/SA/OP/OIT/ORT/SF/PI/ATR/DU/YAD/ADLT/FEM/MALE/,5475AK99503,-149.88989835134237,61.18089336956906,100.0
Tutan Recovery Services LLC,,,1675 C Street,Suite 201,,Anchorage,AK,99501,(907)563-0555,,MHSAF/SA/OP/OIT/ORT/CT/SF/ATR/PA/SP/CO/DU/GL/VET/ADM/MF/CJ/WN/MN/TRMA/XA/YAD/ADLT/FEM/MALE/,9744AK99501,-149.88709804131045,61.205825005288155,100.0
Veterans Affairs,,,1201 North Muldoon Road,,,Anchorage,AK,99504,(907)257-5460 Intake: (907)273-4025,,HH/,4570AK99504,-149.7444239676671,61.23134308086338,100.0
Volunteers of America Alaska,Assist,,509 West 3rd Avenue,Suite 103,,Anchorage,AK,99501,(907)279-9634 Intake: (907)279-3634,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/ATR/SS/DU/AD/CHLD/FEM/MALE/,4656AK99501,-149.89189198701266,61.21955753826521,100.0
WCHS Inc,DBA Anchorage Treatment Solutions,,121 West Fireweed Lane,Suite 105,,Anchorage,AK,99503,(844)490-6533,,SAF/SA/BU/OTPA/OP/OMB/ORT/SF/PI/MI/WN/YAD/ADLT/FEM/MALE/,3661AK99503,-149.88397796167249,61.198366997390224,100.0
Wisdom Traditions Counseling Services,,,401 West International Airport Road,Suite 17,,Anchorage,AK,99518,(907)562-4540,,SAF/SA/OP/ODT/OIT/ORT/SF/PI/MI/ATR/CO/DU/VET/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,5489AK99518,-149.8911849734798,61.17365744019585,100.0
NSB Department of Health/Social Servs,Integrated Behavioral Health Program,,5200 Karluk Street,,,Barrow,AK,99723,(907)852-0366,,MHSAF/SA/OP/ORT/CT/NP/SS/PA/SP/CO/CHLD/YAD/ADLT/FEM/MALE/,9252AK99723,-156.7584240980254,71.30005741552459,100.0
Yukon Kuskokwim Health Corporation,Phillips Ayagnirvik Treatment Center,,324 Radio Street,,,Bethel,AK,99559,(907)543-6735 Intakes: (907)543-6700 (907)544-5291,,SAF/SA/OP/RES/RL/OIT/ORT/SF/MD/SI/PI/MI/IHS/NX/YAD/ADLT/FEM/MALE/N40/,2608AK99559,-161.77248467998103,60.79167979915138,100.0
Copper River Native Association,Behavioral Health Services,Drawer H,Mile 111.5 Richardson Highway,,,Copper Center,AK,99573,(907)822-5241 Intake: (907)822-3855,,MHSAF/SA/OP/RES/RS/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/IHS/SS/PA/CHLD/YAD/ADLT/FEM/MALE/,5501AK99573,-145.4606723504019,62.75769034244063,93.64
Sound Alternatives,Behavioral Health Clinic,,602 Chase Avenue,,,Cordova,AK,99574,(907)424-8300,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/SP/ADLT/FEM/MALE/,3484AK99574,-145.75556120380446,60.54053706176554,100.0
Hats of Wisdom,,,266.5 Richardson Highway,,,Delta Junction,AK,99737,(907)803-7022,,MHSAF/SA/DT/OP/OD/ORT/CT/SF/MD/MC/SI/PI/MI/SS/PA/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,2824AK99737,-145.88024137168512,63.62525981113571,96.59
Bristol Bay Area Health Corporation,Integrated Behavioral Health Program,Kanakanak Hospital,6000 Kanakanak Road,,,Dillingham,AK,99576,(907)842-5266,,MHSAF/SA/OP/RES/RL/ODT/ORT/CT/SF/MD/MC/SI/PI/MI/IHS/SS/NX/WN/MN/YAD/ADLT/FEM/MALE/N40/,2174AK99576,-158.5364624181619,59.00098327882935,100.0
Discovery Cove Recovery and Wellness Center,,,16600 Centerfield Drive,Suite 203,,Eagle River,AK,99577,(907)694-5550,,MHSAF/SA/DT/BU/NXN/VTRL/OP/OD/OMB/OIT/ORT/CT/SF/MD/SI/PI/MI/ATR/DU/VET/ADM/MF/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,3230AK99577,-149.57124596907352,61.32233249550786,100.0
Volunteers of America Alaska,,,8012 Stewart Mountain Drive,,,Eagle River,AK,99577,(907)694-3336 Intake: (907)279-9636,,SAF/SA/RES/RL/CT/SF/MD/SI/PI/ATR/SS/AD/CHLD/FEM/MALE/,4300AK99577,-149.53085676279426,61.290140874353284,100.0
Fairbanks Native Association,Ralph Perdue Center,,3100 South Cushman Street,Suite 100,,Fairbanks,AK,99701,(907)452-6251x6411 Intake: (907)452-6251x6400,,SAF/SA/OP/RES/RL/OIT/ORT/SF/MD/MC/PI/MI/IHS/DU/YAD/ADLT/FEM/MALE/,4429AK99701,-147.71079413020578,64.81831467469146,100.0
Family Centered Services of Alaska,Integrated Behavioral Health System,,1825 Marika Road,,,Fairbanks,AK,99709,(907)474-0890,,MHF/SA/OP/OIT/ORT/SF/MD/PI/MI/IHS/ATR/SS/CO/AD/TRMA/FEM/MALE/,8747AK99709,-147.7631448152303,64.85425853862152,100.0
Graf Rheeneenhaanjii,Substance Abuse Services/MH,,2550 Lawlor Road,,,Fairbanks,AK,99709,(907)455-4725,,MHSAF/SA/RES/RL/MD/SI/PI/MI/IHS/CO/GL/MF/CJ/AD/PW/TRMA/XA/DV/CHLD/FEM/MALE/,4262AK99709,-147.88921383576843,64.88066379673815,100.0
Hope Counseling Center,,,926 Aspen Street,,,Fairbanks,AK,99709,(907)451-8208 Intake: (855)976-4673,,MHF/SA/OP/OIT/ORT/CT/SF/PI/MI/SS/DU/CHLD/YAD/ADLT/FEM/MALE/,2003AK99709,-147.77319748316594,64.85315698890628,100.0
IAA Project Special Delivery,,,710 3rd Avenue,,,Fairbanks,AK,99701,(907)452-4222x115 Intake: (907)452-4222x114,Methadone Clients Only,SAF/SA/MM/DM/OTPA/OP/OMB/ORT/SF/MD/PI/MI/SS/WN/YAD/ADLT/FEM/MALE/,1447AK99701,-147.72514051186158,64.84289779087666,100.0
Tanana Chiefs Conference Inc,Behavioral Health,,122 1st Avenue,Suite 600,,Fairbanks,AK,99701,(907)452-8251 Intakes: (907)452-8251x3800 (907)459-3800,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/IHS/CHLD/ADLT/FEM/MALE/,1418AK99701,-147.70869412818396,64.84421211520412,100.0
Turning Point Counseling Services,,,315 5th Avenue,,,Fairbanks,AK,99701,(907)374-7776,,MHSAF/SA/DT/BU/NXN/VTRL/OP/OD/OMB/OIT/ORT/SF/PI/MI/SP/CO/WN/MN/CHLD/YAD/ADLT/FEM/MALE/,8857AK99701,-147.7132858185625,64.84215733355009,100.0
Womens and Childrens Center for,Inner Healing,,1027 Evergreen Street,,,Fairbanks,AK,99709,(907)451-8164 Intake: (907)452-6251x6400,,SAF/SA/RES/RL/CT/SF/MD/MC/SI/PI/MI/CO/CJ/PW/WN/TRMA/BC/XA/DV/YAD/ADLT/FEM/,5340AK99709,-147.75459393288676,64.85609543270249,100.0
Council of Athabascan Tribal Govt,,,309 Spruce Street,,,Fort Yukon,AK,99740,(907)662-2587,,MHSAF/SA/OP/ORT/SF/MD/MC/SI/PI/MI/IHS/ATR/CHLD/YAD/ADLT/FEM/MALE/,1056AK99740,-145.23768421177996,66.57151627554127,96.61
Mountain Minds Matter,,,273 Crystal Mountain Road,Suite 3,,Girdwood,AK,99587,(907)382-6477 Intake: (907)783-2523,,MHSAF/SA/OP/ORT/CT/SF/PI/MI/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,7514AK99587,-149.10975397057354,60.96254898280023,100.0
Lynn Canal Counseling Services,Integrated Behavioral Health Program,,215 Willard Street,,,Haines,AK,99827,(907)766-2177,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/DU/CHLD/YAD/ADLT/FEM/MALE/,0973AK99827,-135.4465422664986,59.23432258853421,100.0
Cook Inlet Council on Alc and DA,(CICADA)/Outpatient,,1230 Ocean Drive,,,Homer,AK,99603,(907)235-8001,,SAF/SA/OP/OIT/ORT/CT/SF/MD/PI/SS/PA/AH/DU/CJ/AD/WN/MN/CHLD/ADLT/FEM/MALE/,5163AK99603,-151.51170483395074,59.6384374004037,100.0
ASAP Counseling Center,JBER/Fort Richardson,,724 Postal Service Loop 1025,Building 1108 2nd Floor,,JBER,AK,99505,(907)384-7370,,SAF/SA/OP/ORT/NP/ADM/YAD/ADLT/FEM/MALE/,9666AK99505,-149.69221999999996,61.24959000000007,85.0
Gastineau Human Services Inc,Integrated Behavioral Health Program,,5597 Aisek Street,,,Juneau,AK,99801,(907)780-3044 Intake: (907)780-3039,,SAF/SA/HH/OP/OIT/ORT/SF/MD/MC/SI/MI/SS/PA/CJ/WN/MN/TRMA/YAD/ADLT/FEM/MALE/,5014AK99801,-134.4949930787529,58.356582596132796,100.0
Juneau Youth Services Inc,Chemical Dependency Program,,2075 Jordan Avenue,Suite 101,,Juneau,AK,99803,(907)789-7610 Intake: (907)789-4733,,SAF/SA/OP/OIT/ORT/MD/SI/PI/MI/PA/AH/CO/MF/CJ/AD/TRMA/DV/CHLD/ADLT/FEM/MALE/,0871AK99803,-134.5796623707655,58.36189948877407,98.28
Rainforest Recovery Center,Bartlett Regional Hospital,,3250 Hospital Drive,,,Juneau,AK,99801,(907)796-8690,,SAF/SA/DT/BU/NXN/VTRL/OP/RES/RS/OIT/ORT/HID/CT/SF/MD/SI/PI/SS/CO/YAD/ADLT/FEM/MALE/,4309AK99801,-134.47007669809747,58.329953960296656,100.0
Central Peninsula General Hospital,Serenity House Residential Treatment,,47480 Kristina Way,,,Kenai,AK,99611,(907)714-4524 Intake: (907)714-4521,,SAF/SA/DT/OP/RES/RS/RD/ODT/OIT/ORT/SF/MD/MC/SI/PI/MI/YAD/ADLT/FEM/MALE/,4301AK99611,-151.1611912451493,60.50289752450932,100.0
Cook Inlet Council on Alc and DA,(CICADA)/Outpatient,,10200 Kenai Spur Highway,,,Kenai,AK,99611,(907)283-3658 Intake: (907)283-8001,,SAF/SA/OP/OIT/ORT/SF/MD/PI/AH/AD/WN/MN/CHLD/ADLT/FEM/MALE/,7083AK99611,-151.22908046991992,60.561027489863996,100.0
Kenaitze Indian Tribe,Nakenu Family Center,,110 North Willow Street,,,Kenai,AK,99611,(907)335-7370,,SA/OP/OIT/ORT/SF/MD/MC/SI/PI/IHS/ATR/SS/AH/CO/VET/CJ/AD/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,5518AK99611,-151.25105538929418,60.558821289129035,100.0
