Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys
Family Life Center,,,211 South Market Street,,,Scottsboro,AL,35768,(256)574-3448,,SAF/SA/OP/OIT/SF/PI/SS/YAD/ADLT/FEM/MALE/
Cahaba Center for,Substance Abuse Services,,1017 Medical Center Parkway,,,Selma,AL,36701,(334)874-2600 Intake: (334)874-2626,,MHSAF/SA/NXN/VTRL/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/SS/PA/AH/AD/PW/CHLD/ADLT/FEM/MALE/
Shoals Treatment Center,,,3430 North Jackson Highway,,,Sheffield,AL,35660,(256)383-6646,Methadone Clients Only,SAF/SA/MM/OTPA/OP/OMB/SF/PI/AH/SP/CO/VET/PW/YAD/ADLT/FEM/MALE/
Shoulder,,,31214 Coleman Lane,,,Spanish Fort,AL,36527,(251)626-2199,,SAF/SA/OP/RES/RL/ORT/SF/SS/SP/WN/MN/YAD/ADLT/FEM/MALE/
Comprehensive Management Group LLC,Northeast Alabama Treatment Center,,196 County Road 85,,,Stevenson,AL,35772,(256)437-2728,Methadone Clients Only,MHSAF/SA/DT/MM/DM/OTPA/OP/OD/OMB/ORT/CT/SF/PW/YAD/ADLT/FEM/MALE/
Cheaha Regional Mental Health Center,Caradale Lodge,,1721 Old Birmingham Highway,,,Sylacauga,AL,35150,(256)249-2395x1302 Intake: (256)249-2395,,SAF/SA/DT/OP/RES/RS/RD/ORT/CT/SF/MD/MC/SI/AH/CO/DU/CJ/AD/WN/MN/CHLD/ADLT/FEM/MALE/
East Central Mental Health Inc,Substance Abuse Program,,200 Cherry Street,,,Troy,AL,36081,(334)566-6022 Intake: (334)566-6022x50211,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/PI/MI/SS/DU/AD/YAD/ADLT/FEM/MALE/
Alabama Abuse Counseling Center,,,1406 22nd Avenue,,,Tuscaloosa,AL,35401,(205)342-0013,,MHSAF/SA/OP/OIT/ORT/SF/SP/CO/DU/GL/VET/ADM/CJ/SE/PW/WN/MN/TRMA/XA/YAD/ADLT/FEM/MALE/
Bridge Inc,Recovery Center for Teens/Tuscaloosa,,6001 12th Avenue East,,,Tuscaloosa,AL,35405,(205)344-6483 Intake: (205)343-9978,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/MI/SS/PA/AH/CO/AD/TRMA/XA/DV/CHLD/MALE/
Indian Rivers Mental Health Center,Substance Abuse Services,,2209 9th Street,,,Tuscaloosa,AL,35401,(205)391-3131x1206 Intake: (205)391-3131,,MHSAF/SA/NXN/VTRL/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/AH/WN/YAD/ADLT/FEM/MALE/
Phoenix House Inc,,,700 35th Avenue,,,Tuscaloosa,AL,35401,(205)758-3867,,SAF/SA/HH/RES/RL/SF/SS/PA/AH/WN/MN/YAD/ADLT/FEM/MALE/
Tuscaloosa Treatment Center,,,1001 Mimosa Park Road,,,Tuscaloosa,AL,35405,(205)752-5857,Methadone Clients Only,SAF/SA/MM/OTPA/OP/OMB/SF/YAD/ADLT/FEM/MALE/
Veterans Affairs Medical Center,Comprehensive OP Substance Abuse,,3701 Loop Road East,,,Tuscaloosa,AL,35404,(205)554-2000x2767 Intakes: (205)554-2000x2472 (205)554- 2000x3522,,SAF/SA/DT/BU/NXN/OP/OD/OIT/VAMC/MD/MC/PI/MI/AH/CO/VET/YAD/ADLT/FEM/MALE/
Central Alabama Veterans,Healthcare System,,2400 Hospital Road,,,Tuskegee,AL,36083,(334)727-0550 Intakes: (800)214-8387x2732 (800)214- 8387x2678,,MHSAF/SA/DT/HH/OP/RES/RS/RL/OD/ODT/OIT/HIT/CT/VAMC/PI/MI/PA/CO/VET/YAD/ADLT/FEM/MALE/
Northwest Alabama Mental Health Center,,,141 2nd Avenue NW,,,Vernon,AL,35592,(205)695-9183 Intake: (800)489-3975,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/AH/CO/AD/WN/MN/CHLD/YAD/ADLT/FEM/MALE/
A New Direction,,,500 Hospital Drive,,,Wetumpka,AL,36092,(877)647-7552 Intakes: (334)514-3752 (334)567-4311x154,,MHSAF/SA/DT/HID/HIT/CT/SF/MD/MC/PI/MI/CO/GL/VET/ADM/CJ/WN/MN/YAD/ADLT/FEM/MALE/
Northwest Alabama Mental Health Center,Winfield Outpatient Program,,260 Baker Street,,,Winfield,AL,35594,(205)487-2124 Intake: (800)489-3976,,SAF/SA/OP/ORT/SF/MD/MC/SI/PI/MI/SS/AH/CO/DU/AD/WN/MN/CHLD/ADLT/FEM/MALE/
Akeela Inc,Outpatient,,360 West Bensen Boulevard,Suite 100,,Anchorage,AK,99503,(907)279-5000 Intake: (907)565-1200,,SAF/SA/HH/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/IHS/ATR/SS/PA/CO/DU/CJ/PW/WN/MN/TRMA/YAD/ADLT/FEM/MALE/
Alaska Child and Family,,,4600 Abbott Road,,,Anchorage,AK,99507,(907)346-2101,,MHF/SA/NXN/RES/RL/SF/MD/PI/MI/CHLD/MALE/
Alaska VA Healthcare System,,,3001 C Street,,,Anchorage,AK,99503,(907)273-4000 Intakes: (907)273-4050 (907)273-4025,,GHF/SA/DT/BU/NXN/VTRL/OP/RES/RL/OD/OMB/ODT/OIT/ORT/CT/VAMC/PI/MI/PA/CO/VET/CJ/YAD/ADLT/FEM/MALE/
Alaska Youth and Family Network,,,740 Communications Avenue,,,Anchorage,AK,99503,(907)770-4979,,MHSAF/SA/OP/ORT/CT/PA/CHLD/YAD/ADLT/FEM/MALE/
Cook Inlet Tribal Council Inc,Ernie Turner Center,,4330 Elmore Street,,,Anchorage,AK,99508,(907)550-2400 Intake: (907)793-3200,,MHSAF/SA/DT/HH/RES/RL/RD/CT/SF/PI/ATR/SS/AH/CO/YAD/ADLT/FEM/MALE/
Cook Inlet Tribal Council Inc,Recovery Services/Substance Abuse,,3600 San Jeronimo Drive,Suite 210,,Anchorage,AK,99508,(907)793-3200,,SAF/SA/OP/OIT/ORT/SF/MD/MC/PI/ATR/AH/NX/CO/YAD/ADLT/FEM/MALE/N40/
Denali Cove Counseling Center,,,1565 Bragaw Street,Suite 201,,Anchorage,AK,99508,(907)222-2436,,MHSAF/SA/OP/OIT/ORT/SF/ATR/SS/PA/CO/DU/CJ/WN/MN/DV/CHLD/ADLT/FEM/MALE/
Genesis Recovery Services Inc,,,2825 West 42nd Avenue,,,Anchorage,AK,99517,(907)243-5130,,SAF/SA/HH/OP/RES/RS/RL/ODT/OIT/ORT/SF/PI/ATR/DU/VET/MF/CJ/SE/WN/MN/TRMA/DV/YAD/ADLT/FEM/MALE/
Insight Therapy LLC,,,600 Cordova Street,Suite 6,,Anchorage,AK,99501,(907)677-8942,,SAF/SA/OP/ORT/SF/PI/YAD/ADLT/FEM/MALE/
Jett Morgan Treatment Services LLC,,,700 West 6th Avenue,Suite 208,,Anchorage,AK,99501,(907)677-7709,,SAF/SA/OP/OIT/ORT/SF/SI/PI/ATR/SS/PA/AH/NX/DU/CJ/YAD/ADLT/FEM/MALE/N2/
Narcotic Drug Treatment Center Inc,Center for Drug Problems,,520 East 4th Avenue,Suite 102,,Anchorage,AK,99501,(907)276-6430,Methadone Clients Only,SAF/SA/DT/MM/DM/OTPA/OP/OD/OMB/OIT/ORT/SF/MD/SI/PI/MI/SS/PA/AH/SE/PW/WN/MN/TRMA/YAD/ADLT/FEM/MALE/
Providence Alaska Medical Center,Providence Breakthrough,,3760 Piper Street,Suite 1108,,Anchorage,AK,99508,(907)212-6970 Intake: (907)212-6976,,MHSAF/SA/DT/BU/NXN/VTRL/OP/OD/OMB/ODT/OIT/ORT/CT/SF/SI/PI/MI/SS/CO/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Renew Your Mind,,,123 Fireweed Lane,Suite 212,,Anchorage,AK,99503,(907)222-5464,,SAF/SA/OP/OIT/ORT/SF/ATR/SS/PA/CJ/WN/YAD/ADLT/FEM/MALE/
Salvation Army,Clitheroe Center,,1015 East 6th Avenue,,,Anchorage,AK,99501,(907)276-2898 Intake: (907)770-8803,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/CO/WN/MN/YAD/ADLT/FEM/MALE/
Southcentral Foundation,Dena A Coy,,4130 San Ernesto Avenue,,,Anchorage,AK,99508,(907)729-5070,,SAF/SA/NXN/VTRL/RES/RL/SF/MD/MC/SI/PI/MI/IHS/CO/PW/WN/TRMA/BC/DV/CHLD/ADLT/FEM/
Starting Point Inc,,,341 West Tudor Road,Suite 205,,Anchorage,AK,99503,(907)562-6116 Intake: (907)562-6116x0,,SAF/SA/OP/OIT/ORT/SF/PI/ATR/DU/YAD/ADLT/FEM/MALE/
Tutan Recovery Services LLC,,,1675 C Street,Suite 201,,Anchorage,AK,99501,(907)563-0555,,MHSAF/SA/OP/OIT/ORT/CT/SF/ATR/PA/SP/CO/DU/GL/VET/ADM/MF/CJ/WN/MN/TRMA/XA/YAD/ADLT/FEM/MALE/
Veterans Affairs,,,1201 North Muldoon Road,,,Anchorage,AK,99504,(907)257-5460 Intake: (907)273-4025,,HH/
Volunteers of America Alaska,Assist,,509 West 3rd Avenue,Suite 103,,Anchorage,AK,99501,(907)279-9634 Intake: (907)279-3634,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/ATR/SS/DU/AD/CHLD/FEM/MALE/
WCHS Inc,DBA Anchorage Treatment Solutions,,121 West Fireweed Lane,Suite 105,,Anchorage,AK,99503,(844)490-6533,,SAF/SA/BU/OTPA/OP/OMB/ORT/SF/PI/MI/WN/YAD/ADLT/FEM/MALE/
Wisdom Traditions Counseling Services,,,401 West International Airport Road,Suite 17,,Anchorage,AK,99518,(907)562-4540,,SAF/SA/OP/ODT/OIT/ORT/SF/PI/MI/ATR/CO/DU/VET/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
NSB Department of Health/Social Servs,Integrated Behavioral Health Program,,5200 Karluk Street,,,Barrow,AK,99723,(907)852-0366,,MHSAF/SA/OP/ORT/CT/NP/SS/PA/SP/CO/CHLD/YAD/ADLT/FEM/MALE/
Yukon Kuskokwim Health Corporation,Phillips Ayagnirvik Treatment Center,,324 Radio Street,,,Bethel,AK,99559,(907)543-6735 Intakes: (907)543-6700 (907)544-5291,,SAF/SA/OP/RES/RL/OIT/ORT/SF/MD/SI/PI/MI/IHS/NX/YAD/ADLT/FEM/MALE/N40/
Copper River Native Association,Behavioral Health Services,Drawer H,Mile 111.5 Richardson Highway,,,Copper Center,AK,99573,(907)822-5241 Intake: (907)822-3855,,MHSAF/SA/OP/RES/RS/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/IHS/SS/PA/CHLD/YAD/ADLT/FEM/MALE/
Sound Alternatives,Behavioral Health Clinic,,602 Chase Avenue,,,Cordova,AK,99574,(907)424-8300,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/SP/ADLT/FEM/MALE/
Hats of Wisdom,,,266.5 Richardson Highway,,,Delta Junction,AK,99737,(907)803-7022,,MHSAF/SA/DT/OP/OD/ORT/CT/SF/MD/MC/SI/PI/MI/SS/PA/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/
Bristol Bay Area Health Corporation,Integrated Behavioral Health Program,Kanakanak Hospital,6000 Kanakanak Road,,,Dillingham,AK,99576,(907)842-5266,,MHSAF/SA/OP/RES/RL/ODT/ORT/CT/SF/MD/MC/SI/PI/MI/IHS/SS/NX/WN/MN/YAD/ADLT/FEM/MALE/N40/
Discovery Cove Recovery and,Wellness Center,,16600 Centerfield Drive,Suite 203,,Eagle River,AK,99577,(907)694-5550,,MHSAF/SA/DT/BU/NXN/VTRL/OP/OD/OMB/OIT/ORT/CT/SF/MD/SI/PI/MI/ATR/DU/VET/ADM/MF/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Volunteers of America Alaska,,,8012 Stewart Mountain Drive,,,Eagle River,AK,99577,(907)694-3336 Intake: (907)279-9636,,SAF/SA/RES/RL/CT/SF/MD/SI/PI/ATR/SS/AD/CHLD/FEM/MALE/
Fairbanks Native Association,Ralph Perdue Center,,3100 South Cushman Street,Suite 100,,Fairbanks,AK,99701,(907)452-6251x6411 Intake: (907)452-6251x6400,,SAF/SA/OP/RES/RL/OIT/ORT/SF/MD/MC/PI/MI/IHS/DU/YAD/ADLT/FEM/MALE/
Family Centered Services of Alaska,Integrated Behavioral Health System,,1825 Marika Road,,,Fairbanks,AK,99709,(907)474-0890,,MHF/SA/OP/OIT/ORT/SF/MD/PI/MI/IHS/ATR/SS/CO/AD/TRMA/FEM/MALE/
Graf Rheeneenhaanjii,Substance Abuse Services/MH,,2550 Lawlor Road,,,Fairbanks,AK,99709,(907)455-4725,,MHSAF/SA/RES/RL/MD/SI/PI/MI/IHS/CO/GL/MF/CJ/AD/PW/TRMA/XA/DV/CHLD/FEM/MALE/
Hope Counseling Center,,,926 Aspen Street,,,Fairbanks,AK,99709,(907)451-8208 Intake: (855)976-4673,,MHF/SA/OP/OIT/ORT/CT/SF/PI/MI/SS/DU/CHLD/YAD/ADLT/FEM/MALE/
IAA Project Special Delivery,,,710 3rd Avenue,,,Fairbanks,AK,99701,(907)452-4222x115 Intake: (907)452-4222x114,Methadone Clients Only,SAF/SA/MM/DM/OTPA/OP/OMB/ORT/SF/MD/PI/MI/SS/WN/YAD/ADLT/FEM/MALE/
Tanana Chiefs Conference Inc,Behavioral Health,,122 1st Avenue,Suite 600,,Fairbanks,AK,99701,(907)452-8251 Intakes: (907)452-8251x3800 (907)459-3800,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/IHS/CHLD/ADLT/FEM/MALE/
Turning Point Counseling Services,,,315 5th Avenue,,,Fairbanks,AK,99701,(907)374-7776,,MHSAF/SA/DT/BU/NXN/VTRL/OP/OD/OMB/OIT/ORT/SF/PI/MI/SP/CO/WN/MN/CHLD/YAD/ADLT/FEM/MALE/
Womens and Childrens Center for,Inner Healing,,1027 Evergreen Street,,,Fairbanks,AK,99709,(907)451-8164 Intake: (907)452-6251x6400,,SAF/SA/RES/RL/CT/SF/MD/MC/SI/PI/MI/CO/CJ/PW/WN/TRMA/BC/XA/DV/YAD/ADLT/FEM/
Council of Athabascan Tribal Govt,,,309 Spruce Street,,,Fort Yukon,AK,99740,(907)662-2587,,MHSAF/SA/OP/ORT/SF/MD/MC/SI/PI/MI/IHS/ATR/CHLD/YAD/ADLT/FEM/MALE/
Mountain Minds Matter,,,273 Crystal Mountain Road,Suite 3,,Girdwood,AK,99587,(907)382-6477 Intake: (907)783-2523,,MHSAF/SA/OP/ORT/CT/SF/PI/MI/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/
Lynn Canal Counseling Services,Integrated Behavioral Health Program,,215 Willard Street,,,Haines,AK,99827,(907)766-2177,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/DU/CHLD/YAD/ADLT/FEM/MALE/
Cook Inlet Council on Alc and DA,(CICADA)/Outpatient,,1230 Ocean Drive,,,Homer,AK,99603,(907)235-8001,,SAF/SA/OP/OIT/ORT/CT/SF/MD/PI/SS/PA/AH/DU/CJ/AD/WN/MN/CHLD/ADLT/FEM/MALE/
ASAP Counseling Center,JBER/Fort Richardson,,724 Postal Service Loop 1025,Building 1108 2nd Floor,,JBER,AK,99505,(907)384-7370,,SAF/SA/OP/ORT/NP/ADM/YAD/ADLT/FEM/MALE/
Gastineau Human Services Inc,Integrated Behavioral Health Program,,5597 Aisek Street,,,Juneau,AK,99801,(907)780-3044 Intake: (907)780-3039,,SAF/SA/HH/OP/OIT/ORT/SF/MD/MC/SI/MI/SS/PA/CJ/WN/MN/TRMA/YAD/ADLT/FEM/MALE/
Juneau Youth Services Inc,Chemical Dependency Program,,2075 Jordan Avenue,Suite 101,,Juneau,AK,99803,(907)789-7610 Intake: (907)789-4733,,SAF/SA/OP/OIT/ORT/MD/SI/PI/MI/PA/AH/CO/MF/CJ/AD/TRMA/DV/CHLD/ADLT/FEM/MALE/
Rainforest Recovery Center,Bartlett Regional Hospital,,3250 Hospital Drive,,,Juneau,AK,99801,(907)796-8690,,SAF/SA/DT/BU/NXN/VTRL/OP/RES/RS/OIT/ORT/HID/CT/SF/MD/SI/PI/SS/CO/YAD/ADLT/FEM/MALE/
Central Peninsula General Hospital,Serenity House Residential Treatment,,47480 Kristina Way,,,Kenai,AK,99611,(907)714-4524 Intake: (907)714-4521,,SAF/SA/DT/OP/RES/RS/RD/ODT/OIT/ORT/SF/MD/MC/SI/PI/MI/YAD/ADLT/FEM/MALE/
Cook Inlet Council on Alc and DA,(CICADA)/Outpatient,,10200 Kenai Spur Highway,,,Kenai,AK,99611,(907)283-3658 Intake: (907)283-8001,,SAF/SA/OP/OIT/ORT/SF/MD/PI/AH/AD/WN/MN/CHLD/ADLT/FEM/MALE/
Kenaitze Indian Tribe,Nakenu Family Center,,110 North Willow Street,,,Kenai,AK,99611,(907)335-7370,,SA/OP/OIT/ORT/SF/MD/MC/SI/PI/IHS/ATR/SS/AH/CO/VET/CJ/AD/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/
Gateway Ctr for Human Servs/Akeela Inc,Substance Abuse Services Division,,3050 5th Avenue,,,Ketchikan,AK,99901,(907)225-4135,,MHSAF/SA/OP/RES/RS/RL/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/SS/DU/AD/WN/CHLD/YAD/ADLT/FEM/MALE/
Ketchikan Indian Community,Tribal Clinic Behavioral Health Dept,,2960 Tongass Avenue,,,Ketchikan,AK,99901,(907)228-9203,,MHSAF/SA/NXN/OP/ORT/SF/MD/MC/SI/PI/MI/IHS/SS/CO/CJ/AD/TRMA/CHLD/YAD/ADLT/FEM/MALE/
Discovery Cove Recovery and,Wellnes Center,,2975 Mill Bay Road,Suite B,,Kodiak,AK,99615,(907)694-5550 Intake: (907)654-7719,,MHSAF/SA/BU/NXN/VTRL/OP/OMB/OIT/ORT/CT/SF/PI/MI/ATR/CO/DU/ADM/MF/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Providence Kodiak Island,Counseling Center,,717 East Rezanof Drive,,,Kodiak,AK,99615,(907)481-2400,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/ATR/AH/SP/FX/AD/CHLD/ADLT/FEM/MALE/F81/
Maniilaq Counseling and Recovery Ctr,Integrated Behavioral Health Program,,733 2nd Avenue,,,Kotzebue,AK,99752,(907)442-7640 Intake: (907)442-7730,,MHSAF/SA/OP/ODT/ORT/CT/SF/MD/MC/SI/PI/MI/IHS/AD/ADLT/FEM/MALE/
Railbelt Mental Health and Addictions,,,307 East 2nd Street,,,Nenana,AK,99760,(907)832-5557,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/ATR/DU/CHLD/YAD/ADLT/FEM/MALE/
Ninilchik Traditional Council,Ninilchik Community Clinic,,15765 Kingsley Road,,,Ninilchik,AK,99639,(907)567-3370,,MHSAF/SA/NXN/OP/ORT/SF/PI/MI/SS/DU/CHLD/YAD/ADLT/FEM/MALE/
Set Free Alaska Inc,Integrated Behavioral Health Program,,7335 East Palmer Wasilla Highway,Suite C,,Palmer,AK,99645,(907)373-4732,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/ATR/CO/WN/MN/TRMA/YAD/ADLT/FEM/MALE/
Petersburg Mental Health Services Inc,Integrated Behavioral Health Program,,201 North Nordic Drive,,,Petersburg,AK,99833,(907)772-3332,,MHSAF/SA/OP/ODT/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/SS/CO/DU/CJ/WN/TRMA/XA/DV/ADLT/FEM/MALE/
Aleut Community of Saint Paul Island,,,2050 Zenia Miner Road,,,Saint Paul Island,AK,99660,(907)546-3200,,SAF/SA/HH/OP/OIT/ORT/CT/SF/IHS/SS/PA/AH/FX/DU/AD/CHLD/ADLT/FEM/MALE/F70/
Aleutian Pribilof Islands Association,Saint Paul Health Center,,1000 Polovina Turnpike,,,Saint Paul Island,AK,99660,(907)546-8300 Intakes: (907)546-8300x303 (907)546- 8300x302,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/CO/DU/TRMA/CHLD/YAD/ADLT/FEM/MALE/
Eastern Aleutian Tribes Inc,Integrated Behavior Health Program,,172 Red Cove Road,,,Sand Point,AK,99661,(907)383-3151,,GHF/SA/NXN/VTRL/OP/ORT/CT/SF/MD/MC/SI/PI/IHS/SS/PA/SP/FX/CO/DU/CJ/WN/MN/TRMA/DV/CHLD/ADLT/FEM/MALE/F81/
Seaview Community Services,Integrated Behavioral Health Program,,302 Railway Avenue,,,Seward,AK,99664,(907)224-5257,,MHF/SA/OP/OIT/ORT/SF/MD/MC/PI/MI/SS/PA/DU/AD/WN/MN/CHLD/YAD/ADLT/FEM/MALE/
Sitka Counseling and Prevention Servs,Integrated Behavioral Health Program,,113 Metlakatla Street,,,Sitka,AK,99835,(907)747-3636x234 Intake: (907)747-3636,,MHSAF/SA/HH/OP/RES/RL/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/SS/AH/CO/DU/VET/AD/MN/TRMA/DV/CHLD/YAD/ADLT/FEM/MALE/
Southeast AK Regional,Health Consortium/Ravens Way,,222 Tongass Drive,,,Sitka,AK,99835,(907)966-8714 Intakes: (907)966-8716 (800)770-3063,,SAF/SA/RES/RS/MD/MC/SI/PI/MI/IHS/AD/CHLD/FEM/MALE/
Peninsula Community Health Servs of AK,Integrated Behavioral Health Program,,230 East Marydale Avenue,Suite 3,,Soldotna,AK,99669,(907)260-7300 Intake: (907)260-3691,,MHF/SA/OP/OIT/ORT/CT/SF/MD/PI/MI/SS/CO/TRMA/CHLD/YAD/ADLT/FEM/MALE/
Tanana Chiefs Conference Inc,Upper Tanana Alcohol Program,Mile Post 123 Tok Cutoff,,,,Tok,AK,99780,(907)883-5185 Intake: (800)478-5185,,SAF/SA/OP/ORT/CT/PA/NX/DU/CHLD/YAD/ADLT/FEM/MALE/N3/
Oonalaska Wellness Center,Behavioral Health Program,,Bioka Drive,,,Tyonek,AK,99682,(907)581-2751,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/SS/PA/SP/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Providence Health and Servs Washington,DBA Providence Valdez Counseling Ctr,,911 Meals Avenue,,,Valdez,AK,99686,(907)835-2838,,MHF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/SS/CO/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Alaska Addiction Rehab Services,Nugens Ranch,,26731 West Point MacKenzie Road,,,Wasilla,AK,99654,(907)376-4534,,SAF/SA/RES/RL/SF/PI/MI/ATR/SS/CO/GL/VET/CJ/SE/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Alaska Family Services,Behavioral Health Treatment Center,,5851 East Mayflower Court,,,Wasilla,AK,99654,(907)376-4000,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/MI/SS/CO/DU/AD/PW/WN/CHLD/ADLT/FEM/MALE/
Starting Point Inc,,,230 East Paulson Avenue,Suite 76,,Wasilla,AK,99654,(907)376-6116,,SAF/SA/OP/OIT/ORT/SF/PI/ATR/DU/YAD/ADLT/FEM/MALE/
Zipperer Medical Group,Opioid Treatment Program,,300 West Swanson Avenue,Suite 107,,Wasilla,AK,99654,(907)376-5262,,SAF/SA/DT/BU/VTRL/OTPA/OP/OD/OMB/ORT/MD/MC/SI/PI/MI/SE/PW/WN/MN/TRMA/YAD/ADLT/FEM/MALE/
Alaska Islands Community Services,Integrated Behavorial Health Program,,333 Church Street,,,Wrangell,AK,99929,(907)874-2373,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/PI/MI/ATR/SS/CO/VET/AD/TRMA/CHLD/YAD/ADLT/FEM/MALE/
Sitka Counseling and Prevention Servs,Yakutat Tlingit Tribe,,,,,Yakutat,AK,99689,(907)784-3639 Intake: (907)747-3636,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/SS/CO/VET/WN/MN/TRMA/DV/CHLD/YAD/ADLT/FEM/MALE/
PPEP Behavioral Health Services,,,111 La Mina Avenue,,,Ajo,AZ,85321,(520)387-5232,,MHSAF/SA/OP/OIT/ORT/SF/DU/CHLD/ADLT/FEM/MALE/
Mountain Health and Wellness,,,625 North Plaza Drive,,,Apache Junction,AZ,85120,(480)983-0065,,SA/DT/BU/NXN/OP/OD/OMB/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/PA/AH/SP/CO/DU/AD/CHLD/YAD/ADLT/FEM/MALE/
Arizona Csl and Treatment Servs LLC,Arizona City,,13100 South Sunland Gin Road,Suite 1,,Arizona City,AZ,85123,(520)413-2750 Intakes: (866)966-0220 (928)376-0220,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/AH/CHLD/YAD/ADLT/FEM/MALE/
Park Place,Esperanza,,11140 West Cove Drive,,,Arizona City,AZ,85123,(520)466-8850,,MHSAF/SA/RES/RL/SF/SI/CO/AD/TRMA/XA/FEM/MALE/
The River Source Treatment Center,,,16286 South Sunland Gin Road,,,Arizona City,AZ,85123,(520)836-2205 Intake: (888)687-7332,,SAF/SA/DT/BU/RES/RS/RL/RD/SF/PI/YAD/ADLT/FEM/MALE/
Community Bridges Inc,West Valley Access/Transition Point,,824 North 99th Avenue,Suite 108,,Avondale,AZ,85323,(877)931-9142,,MHSAF/SA/DT/BU/NXN/OP/RES/RD/OD/OMB/ORT/CT/SF/MD/MC/PI/MI/IHS/AH/CO/YAD/ADLT/FEM/MALE/
Community Bridges Inc,Benson Outpatient,,470 South Ocotillo Avenue,,,Benson,AZ,85602,(520)586-4691 Intake: (877)931-9142,,MHSAF/SA/BU/NXN/OP/OIT/ORT/CT/SF/MD/MC/PI/MI/IHS/AH/CO/YAD/ADLT/FEM/MALE/
Arizona Csl and Treatment Servs LLC,Benson,,500 South Highway 80,Suite A,,Benson,AZ,85602,(866)966-0220 Intake: (928)376-0220,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/AH/CHLD/YAD/ADLT/FEM/MALE/
Community Bridges Inc,Benson Desert Sunrise,,648 West Union Street,,,Benson,AZ,85602,(520)586-6171 Intake: (520)586-9543,,SAF/SA/BU/RES/RS/SF/MD/MC/PI/YAD/ADLT/FEM/MALE/
Southeastern AZ Behav Health Services,(SEABHS),,611 West Union Street,,,Benson,AZ,85602,(520)586-0800,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/SS/SP/CO/DU/AD/WN/MN/TRMA/XA/ADLT/FEM/MALE/
Alcoholism Council of Cochise County,Verhelst Recovery House,,936 Tovreaville Road,,,Bisbee,AZ,85603,(520)432-3764,,SAF/SA/HH/RES/RL/SF/CJ/MN/YAD/ADLT/MALE/
Arizona Csl and Treatment Servs LLC,,,24 Howell Street,,,Bisbee,AZ,85603,(866)966-0220 Intake: (928)376-0220,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/AH/SP/CHLD/YAD/ADLT/FEM/MALE/
