"","Name","Hospital.Type","Address","Address_2","City","State","Zipcode","County","Latitude","Longitude","Staffed.All.Beds","Staffed.ICU.Beds","Licensed.All.Beds","All.Bed.Occupancy.Rate","ICU.Bed.Occupancy.Rate","Staffed.All.Beds...SOURCE","Staffed.ICU.Beds...SOURCE","Licensed.All.Beds...SOURCE","All.Bed.Occupancy.Rate...SOURCE","ICU.Bed.Occupancy.Rate...SOURCE","CCM_ID","DH.ID","HCRIS.ID","HIFLD.ID"
"75","WRAY COMMUNITY DISTRICT HOSPITAL","CRITICAL ACCESS","1017 W 7TH ST","","WRAY","CO",80758,"YUMA",40.0762033740001,-102.234996606,16,NA,16,0.3,NA,"HCRIS-Total Staffed Beds","None","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","None",10180758,650,61309,10180758
"76","LOWELL GENERAL HOSPITAL","GENERAL ACUTE CARE","295 VARNUM AVENUE","","LOWELL","MA",1854,"MIDDLESEX",42.6472,-71.3421,407,40,407,0.58,0.58,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",101854,1812,220063,101854
"77","WINDHAVEN PSYCHIATRIC HOSPITAL","PSYCHIATRIC","3347 WINDSONG DRIVE","","PRESCOTT VALLEY","AZ",86314,"YAVAPAI",34.590501868,-112.327661394,16,0,16,0.843493150684931,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10186314,5825,34025,10186314
"78","DESERT VALLEY HOSPITAL","GENERAL ACUTE CARE","16850 BEAR VALLEY ROAD","","VICTORVILLE","CA",92392,"SAN BERNARDINO",34.4724019430001,-117.298158212,148,18,148,0.74,0.61,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10192392,480,50709,10192392
"79","NANTICOKE MEMORIAL HOSPITAL","GENERAL ACUTE CARE","801 MIDDLEFORD RD","","SEAFORD","DE",19973,"SUSSEX",38.6416881490001,-75.604486332,94,9,139,0.58,0.45,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",1019973,686,80006,1019973
"80","RILEY HOSPITAL FOR CHILDREN","CHILDREN","705 RILEY HOSPITAL DR","","INDIANAPOLIS","IN",46202,"MARION",39.777107743,-86.180276463,NA,NA,NA,NA,NA,"None","None","","None","None",102,NA,NA,102
"81","FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER","CHILDREN","30 WARREN STREET","","BOSTON","MA",2135,"SUFFOLK",42.349972821,-71.142631044,112,NA,112,0.577862,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","DH-BED_UTILIZ","None",10202135,5265,NA,10202135
"82","RARITAN BAY MEDICAL CENTER - OLD BRIDGE","GENERAL ACUTE CARE","1 HOSPITAL PLAZA","","OLD BRIDGE","NJ",8857,"MIDDLESEX",40.383138418,-74.3233919099999,NA,NA,113,NA,NA,"None","None","HIFLD-BEDS","None","None",10208857,NA,NA,10208857
"83","GOOD SAMARITAN HOSPITAL - SUFFERN","GENERAL ACUTE CARE","255 LAFAYETTE AVE","","SUFFERN","NY",10901,"ROCKLAND",41.111595777,-74.134811424,286,39,286,0.67,NA,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",10210901,2693,330158,10210901
"84","KENNEDY KREIGER INSTITUTE","GENERAL ACUTE CARE","707 N BROADWAY","","BALTIMORE","MD",21205,"BALTIMORE CITY",39.299280975,-76.5928187109999,50,NA,50,0.77,NA,"HCRIS-Total Staffed Beds","None","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","None",1021205,5353,213301,1021205
"85","VA MEDICAL CENTER - BUFFALO","MILITARY","3495 BAILEY AVE","","BUFFALO","NY",14215,"ERIE",42.951092628,-78.812150388,NA,NA,NA,NA,NA,"None","None","","None","None",10214215,2602,NA,10214215
"86","MONTGOMERY COUNTY EMERGENCY SERVICE","PSYCHIATRIC","50 BEECH DRIVE","Suite 3005","NORRISTOWN","PA",19403,"MONTGOMERY",40.135967,-75.355873,73,0,81,0.673522236817414,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10219403,5308,394033,10219403
"87","VIBRA HOSPITAL OF RICHMOND LLC","LONG TERM CARE","2220 EDWARD HOLLAND DRIVE","","RICHMOND","VA",23230,"HENRICO",37.5906260450001,-77.490732808,60,NA,60,0.7745206,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","DH-BED_UTILIZ","None",10223230,4473,NA,10223230
"88","SOUTHEASTERN REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","300 WEST 27TH ST","PO BOX 1408","LUMBERTON","NC",28359,"ROBESON",34.636910793,-79.0121295329999,256,25,452,0.75,0.61,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10228359,2819,340050,10228359
"89","MCLEOD SEACOAST","GENERAL ACUTE CARE","4000 HWY 9 E","","LITTLE RIVER","SC",29566,"HORRY",33.8657122350001,-78.66354577,50,NA,50,NA,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","None","None",10229566,5792,NA,10229566
"90","PIEDMONT MOUNTAINSIDE HOSPITAL","GENERAL ACUTE CARE","1266 EAST CHURCH STREET","","JASPER","GA",30143,"PICKENS",34.4582486800001,-84.412912891,52,6,52,0.73,0.73,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10230143,962,110225,10230143
"91","FLORIDA HOSPITAL ORLANDO","GENERAL ACUTE CARE","601 E ROLLINS ST","","ORLANDO","FL",32803,"ORANGE",28.574414351,-81.369996427,2753,261,2753,0.66,0.61,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10232803,804,100007,10232803
"92","RED BAY HOSPITAL","CRITICAL ACCESS","211 HOSPITAL ROAD","","RED BAY","AL",35582,"FRANKLIN",34.458105759,-88.1473250619999,25,NA,25,0.31,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",10235582,51,11302,10235582
"93","JOHNSON CITY MEDICAL CENTER","GENERAL ACUTE CARE","400 NORTH STATE OF FRANKLIN ROAD","","JOHNSON CITY","TN",37604,"WASHINGTON",36.307843099,-82.384562638,514,56,514,0.72,0.65,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10237604,3548,440063,10237604
"94","TIPPAH COUNTY HOSPITAL","GENERAL ACUTE CARE","1005 CITY AVENUE NORTH","","RIPLEY","MS",38663,"TIPPAH",34.739389814,-88.950247335,25,NA,25,0.42,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",10238663,2165,251337,10238663
"95","ST. ELIZABETH GRANT","CRITICAL ACCESS","238 BARNES RD.","","WILLIAMSTOWN","KY",41097,"GRANT",38.6472036480001,-84.578168434,15,NA,25,0.1,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",10241097,1559,181311,10241097
"96","BAPTIST HEALTH MADISONVILLE","GENERAL ACUTE CARE","900 HOSPITAL DRIVE","","MADISONVILLE","KY",42431,"HOPKINS",37.340597841,-87.493349446,35,0,390,0.373776908023483,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",102442431,1569,182009,102442431
"97","AKRON GENERAL MEDICAL CENTER","GENERAL ACUTE CARE","1 AKRON GENERAL AVENUE","","AKRON","OH",44307,"SUMMIT",41.0781231720001,-81.531396772,383,68,383,0.74,0.81,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10244307,3004,360027,10244307
"98","ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","GENERAL ACUTE CARE","11130 PARKVIEW CIRCLE DR","","FORT WAYNE","IN",46845,"ALLEN",41.1895775790001,-85.1006695739999,37,NA,37,0.40037,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","DH-BED_UTILIZ","None",10246845,1198,NA,10246845
"99","MCLAREN OAKLAND","GENERAL ACUTE CARE","50 NORTH PERRY","","PONTIAC","MI",48342,"OAKLAND",42.6383227090001,-83.2914923979999,108,9,278,0.48,0.6,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10248342,1920,230207,10248342
"100","MAYO CLINIC HEALTH SYS ST JAME","CRITICAL ACCESS","1101 MOULTON & PARSONS DR","","ST JAMES","MN",56081,"WATONWAN",43.9796701710001,-94.6173575079999,NA,NA,25,NA,NA,"None","None","HIFLD-BEDS","None","None",10256081,NA,NA,10256081
"101","REYNOLDS MEMORIAL HOSPITAL","GENERAL ACUTE CARE","800 WHEELING AVE","","GLEN DALE","WV",26038,"MARSHALL",39.946141927,-80.752437545,59,9,70,0.29,0.38,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",1026038,4093,510013,1026038
"102","METHODIST MEDICAL CENTER OF ILLINOIS","GENERAL ACUTE CARE","221 N E GLEN OAK AVE","","PEORIA","IL",61606,"PEORIA",40.7003057960001,-89.594916836,198,24,329,0.69,0.62,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10261603,1152,140209,10261603
"103","BAPTIST HEALTH RICHMOND","GENERAL ACUTE CARE","801 EASTERN BYPASS","","RICHMOND","KY",40475,"MADISON",37.730923012,-84.2923692799999,60,8,105,0.484566,NA,"DH-NUM_STAFFE","DH-NUM_ICU_BE","DH-NUM_LICENS","DH-BED_UTILIZ","None",102640475,1588,NA,102640475
"104","CITIZENS MEMORIAL HOSPITAL","GENERAL ACUTE CARE","1500 NORTH OAKLAND AVE","","BOLIVAR","MO",65613,"POLK",37.626483501,-93.4201139509999,52,8,86,0.5,0.7,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10265613,2246,260195,10265613
"105","OSWEGO COMMUNITY HOSPITAL","GENERAL ACUTE CARE","800 BARKER DRIVE","","OSWEGO","KS",67356,"LABETTE",37.1598181850001,-95.1101764859999,12,NA,12,0.22,NA,"HCRIS-Total Staffed Beds","None","HIFLD-BEDS","HCRIS-Total Bed Occupancy Rate","None",10267356,NA,171302,10267356
"106","DOUGLAS COUNTY COMMUNITY MENTAL HEALTH CENTER","PSYCHIATRIC","4102 WOOLWORTH AVE","","OMAHA","NE",68105,"DOUGLAS",41.246065795,-95.974405163,16,0,16,0.778082191780822,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10268105,4597,284009,10268105
"107","RIVER VALLEY MEDICAL CENTER","CRITICAL ACCESS","200 NORTH THIRD STREET","","DARDANELLE","AR",72834,"YELL",35.220476139,-93.157298166,25,NA,35,0.243397,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","DH-BED_UTILIZ","None",10272834,263,NA,10272834
"108","BEAVER COUNTY MEMORIAL HOSPITAL","CRITICAL ACCESS","212 EAST EIGHTH STREET","","BEAVER","OK",73932,"BEAVER",36.8107845340001,-100.516276371,24,NA,24,0.07,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",10273932,3021,371322,10273932
"109","EAST TEXAS MEDICAL CENTER - CARTHAGE","GENERAL ACUTE CARE","409 WEST COTTAGE ROAD","","CARTHAGE","TX",75633,"PANOLA",32.1658825980001,-94.346596013,42,NA,42,0.13,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",10275633,3780,450210,10275633
"110","NASH GENERAL HOSPITAL","GENERAL ACUTE CARE","2460 CURTIS ELLIS DR.","","ROCKY MOUNT","NC",27804,"NASH",35.97615597,-77.852310808,322,21,345,0.45,0.52,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",1027804,2809,340147,1027804
"111","YUMA DISTRICT HOSPITAL","CRITICAL ACCESS","1000 WEST 8TH AVENUE","","YUMA","CO",80759,"YUMA",40.12025952,-102.736711178,15,NA,15,0.1,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",10280759,651,61315,10280759
"112","NEWPORT HOSPITAL","GENERAL ACUTE CARE","11 FRIENDSHIP STREET","","NEWPORT","RI",2840,"NEWPORT",41.4971391230001,-71.306048988,102,10,129,0.44,0.59,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",102840,3346,410006,102840
"113","YAVAPAI REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","1003 WILLOW CREEK RD","","PRESCOTT VALLEY","AZ",86301,"YAVAPAI",34.5602200540001,-112.481271148,206,26,206,0.55,0.39,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10286301,189,30012,10286301
"114","DOCTORS HOSPITAL OF MANTECA","GENERAL ACUTE CARE","1205 EAST NORTH STREET","","MANTECA","CA",95336,"SAN JOAQUIN",37.801583018,-121.196916878,73,8,73,0.58,0.66,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10295336,515,50118,10295336
"115","SEATTLE CANCER CARE ALLIANCE","SPECIAL","825 EASTLAKE AVE E","","SEATTLE","WA",98109,"KING",47.6264548880001,-122.329735729,20,0,20,0.918219178082192,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10298109,4983,500138,10298109
"116","PORTER-PORTAGE HOSPITAL CAMPUS-ER","GENERAL ACUTE CARE","3630 WILLOWCREEK RD","","PORTAGE","IN",46368,"PORTER",41.5464349970001,-87.184331911,NA,NA,NA,NA,NA,"None","None","","None","None",103,NA,NA,103
"117","ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER","GENERAL ACUTE CARE","9901 MEDICAL CENTER DRIVE","","ROCKVILLE","MD",20850,"MONTGOMERY",39.097844137,-77.197904227,338,27,338,0.76,0.56,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",103020850,1768,210057,103020850
"118","HEBREW REHABILITATION CENTER","REHABILITATION","1200 CENTRE ST","","BOSTON","MA",2131,"SUFFOLK",42.2968005640001,-71.131797808,667,0,675,0.899238052206773,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10302131,5431,222007,10302131
"119","CENTRASTATE MEDICAL CENTER","GENERAL ACUTE CARE","901 WEST MAIN STREET","","FREEHOLD","NJ",7728,"MONMOUTH",40.238259417,-74.3115594019999,264,25,284,0.6,0.61,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10307728,2510,310111,10307728
"120","ADVENTIST HEALTHCARE WASHINGTON ADVENTIST HOSPITAL","GENERAL ACUTE CARE","7600 CARROLL AVENUE","","TAKOMA PARK","MD",20912,"MONTGOMERY",38.9856263140001,-77.0018225709999,198,26,204,0.71,0.59,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HIFLD-BEDS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",103120912,6551,210016,103120912
"121","VA MEDICAL CENTER - CANANDAIGUA","MILITARY","400 FORT HILL AVE","","CANANDAIGUA","NY",14424,"ONTARIO",42.901237439,-77.2696360639999,NA,NA,NA,NA,NA,"None","None","","None","None",10314424,2671,NA,10314424
"122","NORRISTOWN STATE HOSPITAL","PSYCHIATRIC","1001 STERIGERE STREET","","NORRISTOWN","PA",19401,"MONTGOMERY",40.1325330010001,-75.3488689989999,363,0,363,0.883337108831429,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10319401,4899,394001,10319401
"123","UNIV OF MD REHABILITATION &  ORTHOPAEDIC INSTITUTE","GENERAL ACUTE CARE","2200 KERNAN DRIVE","","BALTIMORE","MD",21207,"BALTIMORE CITY",39.3137642350001,-76.7079634959999,137,NA,137,0.65,NA,"HCRIS-Total Staffed Beds","None","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","None",103221207,1779,210058,103221207
"124","HENRICO DOCTORS' HOSPITAL - PARHAM","GENERAL ACUTE CARE","7700 EAST PARHAM ROAD","","RICHMOND","VA",23294,"HENRICO",37.631710049,-77.52602103,NA,NA,200,NA,NA,"None","None","HIFLD-BEDS","None","None",10323294,NA,NA,10323294
"125","ST. LUKE'S HOSPITAL","GENERAL ACUTE CARE","101 HOSPITAL DRIVE","","COLUMBUS","NC",28722,"POLK",35.23946794,-82.2126240819999,25,6,35,0.49,0.04,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10328722,2817,341322,10328722
"126","RALPH H JOHNSON VETERANS AFFAIRS MEDICAL CENTER","MILITARY","109 BEE ST","","CHARLESTON","SC",29401,"CHARLESTON",32.7841740050001,-79.954005594,132,NA,132,NA,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","None","None",10329401,225,NA,10329401
"127","CONCORD HOSPITAL","GENERAL ACUTE CARE","250 PLEASANT STREET","","CONCORD","NH",3301,"MERRIMACK",43.1977441440001,-71.5620204049999,206,18,295,0.74,0.67,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",103301,2461,300001,103301
"128","UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS","GENERAL ACUTE CARE","827 LINDEN AVENUE","","BALTIMORE","MD",21201,"BALTIMORE CITY",39.2997034730001,-76.6205691549999,177,12,177,0.53,0.72,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",103321201,1778,210038,103321201
"129","RIVERVIEW REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","600 SOUTH THIRD STREET","","GADSDEN","AL",35999,"ETOWAH",34.004325543,-86.00342706,256,16,281,0.26,NA,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",10335999,48,10046,10335999
"130","QUILLEN REHABILITATION HOSPITAL","REHABILITATION","2511 WESLEY STREET","","JOHNSON CITY","TN",37601,"WASHINGTON",36.35377858,-82.3717817,36,0,36,0.738812785388128,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10337601,5749,443033,10337601
"131","TISHOMINGO HEALTH SERVICES, INC","GENERAL ACUTE CARE","1777 CURTIS DRIVE","","IUKA","MS",38852,"TISHOMINGO",34.8018201180001,-88.208287709,48,NA,48,0.26,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",10338852,2166,250002,10338852
"132","ST. ELIZABETH COVINGTON","GENERAL ACUTE CARE","1500 JAMES SIMPSON JR. WAY","","COVINGTON","KY",41011,"KENTON",39.071348372,-84.517999891,459,46,459,0.727047,NA,"DH-NUM_STAFFE","DH-NUM_ICU_BE","DH-NUM_LICENS","DH-BED_UTILIZ","None",10341014,1575,NA,10341014
"133","OTIS R BOWEN CENTER FOR HUMAN SERVICES INC","PSYCHIATRIC","1535 PROVIDENT DR","","WARSAW","IN",46580,"KOSCIUSKO",41.251827365,-85.8310925759999,NA,NA,16,NA,NA,"None","None","HIFLD-BEDS","None","None",10346580,NA,NA,10346580
"134","ASCENSION CRITTENTON HOSPITAL MEDICAL CENTER","GENERAL ACUTE CARE","1101 W UNIVERSITY DRIVE","","ROCHESTER","MI",48307,"OAKLAND",42.6798150450001,-83.1495133719999,180,26,270,0.48,0.52,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10348307,1937,230254,10348307
"135","CASS COUNTY MEMORIAL HOSPITAL","CRITICAL ACCESS","1501 EAST TENTH STREET","","ATLANTIC","IA",50022,"CASS",41.4013203580001,-94.9911145609999,25,4,33,0.37,0.04,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10350022,1325,161376,10350022
"136","ADVENTIST REHABILITATION HOSPITAL OF MARYLAND","REHABILITATION","9909 MEDICAL CENTER DRIVE","","ROCKVILLE","MD",20850,"MONTGOMERY",39.098593717,-77.2006772119999,89,0,89,0.802524241957827,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",103520850,5481,213029,103520850
"137","MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT","GENERAL ACUTE CARE","900 ILLINOIS AVE","","STEVENS POINT","WI",54481,"PORTAGE",44.526431841,-89.5670962149999,84,12,94,0.38,0.78,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10354481,4200,520002,10354481
"138","DECATUR MORGAN HOSPITAL - PARKWAY CAMPUS","GENERAL ACUTE CARE","1874 BELTLINE ROAD, S.W.","","DECATUR","AL",35601,"MORGAN",34.5768967860001,-87.0158086599999,NA,NA,108,NA,NA,"None","None","HIFLD-BEDS","None","None",1035601,NA,NA,1035601
"139","SANFORD BAGLEY MEDICAL CENTER","CRITICAL ACCESS","203 - 4TH ST NW","","BAGLEY","MN",56621,"CLEARWATER",47.526333526,-95.4022180329999,25,NA,25,0.11,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",10356621,4741,241328,10356621
"140","HARRISBURG MEDICAL CENTER","GENERAL ACUTE CARE","100 DOCTOR WARREN TUTTLE DR","PO Box 428","HARRISBURG","IL",62946,"SALINE",37.7310436060001,-88.523133984,40,NA,77,0.33,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",10362946,1168,140210,10362946
"141","PUTNAM COUNTY MEMORIAL HOSPITAL","CRITICAL ACCESS","1926 OAK STREET","PO BOX 389","UNIONVILLE","MO",63565,"PUTNAM",40.48274509,-93.0056460179999,15,NA,15,0.28,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",10363565,2247,261305,10363565
"142","RANSOM MEMORIAL HOSPITAL","GENERAL ACUTE CARE","1301 S MAIN STREET","","OTTAWA","KS",66067,"FRANKLIN",38.596349962,-95.267617144,47,5,47,0.25,0.05,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",10366067,1446,170014,10366067
"143","MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER","GENERAL ACUTE CARE","7503 SURRATTS ROAD","","CLINTON","MD",20735,"PRINCE GEORGE'S",38.748136539,-76.8758318659999,176,18,182,0.78,0.79,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",103720735,1770,210062,103720735
"144","CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL","CRITICAL ACCESS","102 NORTH BROADWAY","","CARNEGIE","OK",73015,"CADDO",35.107415772,-98.605193249,17,NA,17,0.53,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",10373015,3026,371334,10373015
"145","MCKENZIE REGIONAL HOSPITAL","GENERAL ACUTE CARE","161 HOSPITAL DRIVE","","MC KENZIE","TN",38201,"CARROLL",36.13742735,-88.489360333,30,0,45,0.266115702479339,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HIFLD-BEDS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",1038201,NA,440182,1038201
"146","UNIVERITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER","GENERAL ACUTE CARE","301 HOSPITAL DRIVE","","GLEN BURNIE","MD",21061,"ANNE ARUNDEL",39.137667675,-76.6232388559999,272,30,285,0.8,0.55,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",103821061,1750,210043,103821061
"147","YAVAPAI REGIONAL MEDICAL CENTER - EAST","GENERAL ACUTE CARE","7700 E FLORENTINE RD","","PRESCOTT VALLEY","AZ",86314,"YAVAPAI",34.590539446,-112.330379812,NA,NA,72,NA,NA,"None","None","HIFLD-BEDS","None","None",10386314,NA,NA,10386314
"148","DOCTORS HOSPITAL OF WEST COVINA, INC","GENERAL ACUTE CARE","725 SOUTH ORANGE AVENUE","","WEST COVINA","CA",91790,"LOS ANGELES",34.0713694450001,-117.944903005,13,NA,13,0.39,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",10391790,334,50096,10391790
