GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GKT001,GKT002,GKT003,GKT004,GKT005,GKT006,GKT007,GKT008,GKT009,GKT010,GKT011,GKT012,GKT013,GKT014,GKT015,GKT016,GKT017,GKT018,GKT019,GKT020,GKT021,GKT022,GKT023,GKT024,GKT025,GKT026,GKT027,GKT028,GKT029,GKT030,GKT031,GKT032,GLD001
"G0200680","2000","US","4","9","Alaska","02","Denali","068",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"33021449878","64433414","Denali Borough","A","+63893564","-149104615","04",,,2,4,0,18,3,5,8,22,259,41,211,55,112,34,0,8,0,4,0,15,2,11,11,4,141,45,126,30,117,25,3,0,324
"G0200700","2000","US","4","9","Alaska","02","Dillingham","070",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"48367450285","5836871668","Dillingham Census Area","S","+59190911","-158614040","05",,,54,54,13,52,12,37,40,54,552,81,174,47,116,55,7,10,63,64,17,39,18,33,27,43,348,126,196,75,159,66,11,12,1381
"G0200900","2000","US","4","9","Alaska","02","Fairbanks North Star","090",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"19078483082","201438083","Fairbanks North Star Borough","A","+64818590","-147568384","04",,,65,62,53,266,212,406,375,610,6517,2456,5290,1985,3757,1624,504,666,100,102,84,305,188,298,322,470,5723,2517,4990,1610,4102,1720,320,275,16106
"G0201000","2000","US","4","9","Alaska","02","Haines","100",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6070244109","989605130","Haines Borough","A","+59245450","-135529519","04",,,2,2,4,20,13,12,24,28,256,56,175,63,130,40,12,4,0,0,7,14,8,13,21,16,261,69,142,59,177,24,8,0,634
"G0201100","2000","US","4","9","Alaska","02","Juneau","110",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"7036141369","1394301430","Juneau City and Borough","C","+58351422","-134511579","03",,,28,9,26,137,98,76,155,144,2302,748,1885,593,2328,799,381,189,21,0,55,97,97,126,121,169,2068,833,2218,726,2257,831,254,128,6517
"G0201220","2000","US","4","9","Alaska","02","Kenai Peninsula","122",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"41474147137","22639962070","Kenai Peninsula Borough","A","+60349178","-150987663","04",,,59,54,71,380,180,338,441,411,5561,1535,3194,962,1967,766,229,100,45,54,74,248,163,279,314,494,4429,1593,3170,977,2287,830,124,59,13650
"G0201300","2000","US","4","9","Alaska","02","Ketchikan Gateway","130",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3194034374","1348745006","Ketchikan Gateway Borough","A","+55354938","-131620295","04",,,0,4,1,69,71,81,83,108,1573,494,900,323,566,147,99,17,19,10,45,57,79,44,104,157,1100,649,918,296,723,147,115,0,4044
"G0201500","2000","US","4","9","Alaska","02","Kodiak Island","150",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"16989921131","14151251696","Kodiak Island Borough","A","+57694078","-152682317","04",,,23,81,80,110,50,96,48,165,1482,393,887,267,503,134,61,18,15,58,120,87,51,81,32,97,1082,383,673,291,578,187,43,11,2455
"G0201640","2000","US","4","9","Alaska","02","Lake And Peninsula","164",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"61594989981","18453667773","Lake and Peninsula Borough","A","+58605648","-156409989","04",,,16,21,20,33,7,16,17,28,229,38,31,18,50,16,0,0,26,16,19,11,10,7,14,12,156,31,59,24,37,17,0,2,492
"G0201700","2000","US","4","9","Alaska","02","Matanuska-Susitna","170",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"63924889623","1497666767","Matanuska-Susitna Borough","A","+61762742","-149481089","04",,,95,48,63,372,211,419,437,647,6166,1658,3645,1616,1928,892,252,88,60,29,100,289,181,490,338,454,5025,2059,3243,1552,2510,744,76,34,16602
"G0201800","2000","US","4","9","Alaska","02","Nome","180",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"59572081811","13681400029","Nome Census Area","S","+64809165","-164346772","05",,,16,49,93,197,45,95,107,86,1076,190,335,67,221,106,32,1,26,59,114,160,48,48,68,28,795,145,280,65,263,68,25,8,2261
"G0201850","2000","US","4","9","Alaska","02","North Slope","185",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"230035263166","15398849303","North Slope Borough","A","+70599509","-153940111","04",,,41,36,43,101,46,51,90,40,805,168,302,66,195,79,28,9,44,65,21,106,45,45,71,32,556,130,234,85,237,90,19,3,1315
"G0201880","2000","US","4","9","Alaska","02","Northwest Arctic","188",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"92976270484","12596823585","Northwest Arctic Borough","A","+66822031","-160646404","04",,,13,52,69,127,38,113,91,37,869,101,186,61,127,58,9,4,25,47,45,126,43,54,74,24,545,105,164,45,152,77,10,7,1190
"G0202010","2000","US","4","9","Alaska","02","Prince Of Wales-Outer Ketchikan","201",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"19193422932","13715730157","Prince of Wales-Outer Ketchikan Census Area","S","+55552229","-132584730","05",,,0,2,2,53,54,112,99,46,896,161,329,80,172,76,20,6,2,3,0,25,41,59,66,41,665,124,318,81,200,42,17,5,1330
"G0202200","2000","US","4","9","Alaska","02","Sitka","220",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"7443577063","5018227281","Sitka City and Borough","C","+57079871","-135331757","03",,,17,5,15,48,25,52,18,122,756,216,539,217,563,188,24,11,18,0,9,46,28,24,75,25,661,262,469,304,621,179,66,5,2195
"G0202320","2000","US","4","9","Alaska","02","Skagway-Hoonah-Angoon","232",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"20451795008","9013806170","Skagway-Hoonah-Angoon Census Area","S","+58321676","-135458953","05",,,2,2,10,31,38,40,76,28,394,94,224,60,167,51,14,6,5,5,14,27,14,17,29,17,299,145,167,44,202,38,5,8,790
"G0202400","2000","US","4","9","Alaska","02","Southeast Fairbanks","240",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"64270183513","637996435","Southeast Fairbanks Census Area","S","+63607284","-143910084","05",,,21,8,13,46,24,57,46,42,666,135,328,151,230,80,20,11,22,8,22,45,13,52,29,39,630,156,341,126,247,65,13,7,1359
"G0202610","2000","US","4","9","Alaska","02","Valdez-Cordova","261",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"88886050122","15229266352","Valdez-Cordova Census Area","S","+61458662","-145325925","05",,,43,10,23,63,32,66,61,85,1098,331,676,281,440,167,31,19,32,3,19,62,46,57,67,69,830,266,612,242,552,132,15,11,2040
"G0202700","2000","US","4","9","Alaska","02","Wade Hampton","270",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"44530953609","6412136001","Wade Hampton Census Area","S","+62084927","-163736818","05",,,69,120,49,85,25,46,73,37,706,99,130,31,90,39,2,9,71,106,85,85,24,59,69,35,563,85,113,38,100,32,5,2,1868
"G0202800","2000","US","4","9","Alaska","02","Wrangell-Petersburg","280",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"15112433221","8252397782","Wrangell-Petersburg Census Area","S","+56714340","-133073562","05",,,16,0,14,35,27,56,72,101,798,168,471,115,272,94,9,6,0,3,20,39,24,80,44,87,791,268,289,131,239,84,6,0,1687
"G0202820","2000","US","4","9","Alaska","02","Yakutat","282",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"19814593290","4684825424","Yakutat City and Borough","A","+59793489","-140271248","03",,,0,3,2,2,2,14,3,32,126,36,51,17,30,9,3,0,0,0,0,5,0,9,7,3,48,16,48,6,29,16,5,0,116
"G0202900","2000","US","4","9","Alaska","02","Yukon-Koyukuk","290",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"377878437401","5031897827","Yukon-Koyukuk Census Area","S","+65129566","-151854704","05",,,71,81,35,110,35,82,73,58,867,94,203,57,161,53,10,6,67,74,48,54,21,46,59,38,592,85,277,52,209,72,12,5,1458
"G0400010","2000","US","4","8","Arizona","04","Apache","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"29020502286","35069942","Apache County","A","+35645278","-109449620","06",,,1271,364,455,846,563,863,865,1046,4814,1042,2408,959,1119,460,198,100,2050,412,531,872,471,819,878,860,4194,1327,2766,1431,1522,533,92,86,28968
"G0400030","2000","US","4","8","Arizona","04","Cochise","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"15978796535","127742070","Cochise County","A","+31750272","-109904319","06",,,565,363,984,1331,895,761,846,1363,8813,2943,6842,3477,5216,2337,463,212,678,406,1149,1636,1068,1025,973,1520,9857,3774,7183,3075,4174,1386,314,145,40967
"G0400050","2000","US","4","8","Arizona","04","Coconino","005",,,,,"0",,,,,,,,,,,,,"2620","99","N","9999","9999","9",,,,,,,,,"48218904679","113408657","Coconino County","A","+35771440","-111511062","06",,,584,259,541,704,495,644,734,1048,7302,2421,6080,1822,6153,2142,683,911,1074,309,425,700,494,718,971,1004,6977,2764,6079,2069,6163,2791,407,508,30602
"G0400070","2000","US","4","8","Arizona","04","Gila","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"12348294231","72606847","Gila County","A","+33714683","-110977311","06",,,128,106,221,722,452,692,698,761,4812,1498,3315,1029,1548,596,240,127,109,63,170,738,492,768,674,860,5275,2018,3509,1170,1423,690,191,55,21239
"G0400090","2000","US","4","8","Arizona","04","Graham","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"11989870698","30635420","Graham County","A","+32865056","-109816242","06",,,128,60,173,508,405,266,580,498,3118,962,1459,901,576,407,110,88,103,58,147,526,226,340,417,279,2693,846,1515,810,658,353,72,20,10061
"G0400110","2000","US","4","8","Arizona","04","Greenlee","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4783710414","3665171","Greenlee County","A","+33068497","-109273764","06",,,20,22,15,85,56,72,62,106,1005,313,434,163,199,113,27,14,13,11,56,108,71,57,100,58,823,352,351,219,173,81,23,5,2808
"G0400120","2000","US","4","8","Arizona","04","La Paz","012",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"11654826790","34717106","La Paz County","A","+33863604","-114045079","06",,,98,91,239,397,321,348,348,506,2402,479,1141,281,411,164,74,33,84,75,138,308,287,383,357,441,2478,590,1001,346,374,143,26,25,8893
"G0400130","2000","US","4","8","Arizona","04","Maricopa","013",,,,,"0",,,,,,,,,,,,,"6200","99","N","9999","9999","9",,,,,,,,,"23836016480","54722478","Maricopa County","A","+33494514","-112087906","06",,,14087,8633,26944,25670,20067,20273,20540,36089,200949,70186,168032,64696,174831,59331,24694,10787,12674,7169,21506,27359,18829,22176,21362,35213,245496,96020,179585,70521,157484,55784,12759,5211,867853
"G0400150","2000","US","4","8","Arizona","04","Mohave","015",,,,,"0",,,,,,,,,,,,,"4120","99","N","9999","9999","9",,,,,,,,,"34476991534","409405407","Mohave County","A","+35285985","-114082709","06",,,286,196,522,1916,1762,2360,2286,3023,18143,5124,9211,2870,3809,1362,574,178,231,167,438,1664,1555,2788,2504,2898,19984,6244,9065,3255,3140,1255,476,61,67152
"G0400170","2000","US","4","8","Arizona","04","Navajo","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"25778620688","16344185","Navajo County","A","+35406314","-110256683","06",,,1052,303,553,1146,790,1272,1246,1304,7583,2199,4143,1442,1938,976,284,103,1556,304,453,1147,887,1190,1273,1151,7453,2907,4424,1776,2082,1021,174,83,36386
"G0400190","2000","US","4","8","Arizona","04","Pima","019",,,,,"0",,,,,,,,,,,,,"8520","99","N","9999","9999","9",,,,,,,,,"23792316898","6644112","Pima County","A","+32178410","-111088624","06",,,3058,1570,4815,6495,5002,5935,6418,8745,56907,19261,49244,17333,43390,19488,6828,6052,3241,2173,5614,7756,5734,7170,6931,9826,70436,25169,51905,19354,43362,20162,4162,2664,282478
"G0400210","2000","US","4","8","Arizona","04","Pinal","021",,,,,"0",,,,,,,,,,,,,"6200","99","N","9999","9999","9",,,,,,,,,"13907185407","11653422","Pinal County","A","+32965668","-111498113","06",,,1328,678,1917,3443,2725,2877,2559,3455,18442,5181,9742,3443,4798,1895,542,361,968,565,1233,2549,1577,2467,1983,2189,17813,6028,8467,3296,4166,1847,386,182,62382
"G0400230","2000","US","4","8","Arizona","04","Santa Cruz","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3205457073","1227457","Santa Cruz County","A","+31481900","-110905734","06",,,339,186,775,514,415,300,306,798,2281,536,1454,381,1164,468,205,130,397,323,1308,746,647,443,364,969,2843,801,1400,517,844,382,162,47,10828
"G0400250","2000","US","4","8","Arizona","04","Yavapai","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"21039252624","11603654","Yavapai County","A","+34650332","-112414707","06",,,273,259,715,1925,1126,1680,1472,2038,15753,4624,10794,3662,7767,3136,1357,790,162,175,536,1502,1147,1547,1644,2175,18124,6341,12866,4278,7918,3448,664,325,61028
"G0400270","2000","US","4","8","Arizona","04","Yuma","027",,,,,"0",,,,,,,,,,,,,"9360","99","N","9999","9999","9",,,,,,,,,"14281424443","12613327","Yuma County","A","+32684752","-114388951","06",,,1738,1175,2637,2760,2249,2147,1641,2514,11608,3911,7284,2239,3696,1531,695,325,1635,1356,2603,3049,2033,1820,1684,2356,13526,4523,7082,2541,3321,1532,422,47,50214
"G0500010","2000","US","3","7","Arkansas","05","Arkansas","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2560177487","117328433","Arkansas County","A","+34359997","-091429413","06",,,100,46,144,407,248,351,272,298,2610,393,601,141,521,188,67,37,115,88,151,410,274,321,311,295,2917,576,829,298,655,161,58,5,9632
"G0500030","2000","US","3","7","Arkansas","05","Ashley","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2385761562","46447703","Ashley County","A","+33185420","-091785346","06",,,124,134,205,380,276,314,264,324,3335,369,815,180,533,160,44,19,79,87,211,346,359,354,450,418,3463,475,913,265,576,170,75,5,10521
"G0500050","2000","US","3","7","Arkansas","05","Baxter","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1435789253","83859190","Baxter County","A","+36312200","-092354317","06",,,81,82,148,689,435,588,405,552,4909,1117,1935,529,1353,416,216,69,56,167,127,867,484,669,544,588,5923,1297,2155,826,1126,381,113,14,17538
"G0500070","2000","US","3","7","Arkansas","05","Benton","007",,,,,"0",,,,,,,,,,,,,"2580","99","N","9999","9999","9",,,,,,,,,"2191114121","88700645","Benton County","A","+36354146","-094246822","06",,,467,514,998,1967,1217,1660,1386,1575,14841,3183,7261,1930,7748,2059,913,353,336,447,1017,1905,1505,1461,1620,1390,17803,4594,7501,2648,6695,1668,599,175,48447
"G0500090","2000","US","3","7","Arkansas","05","Boone","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1531141397","27563192","Boone County","A","+36285221","-093065891","06",,,107,93,149,697,347,419,321,353,3845,880,1667,444,1022,297,179,30,64,122,202,755,373,458,482,402,4230,1235,1751,750,993,344,46,13,14204
"G0500110","2000","US","3","7","Arkansas","05","Bradley","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1685119713","9715126","Bradley County","A","+33520920","-092141138","06",,,73,61,187,298,182,132,245,218,1436,197,385,65,302,160,51,10,100,82,96,250,285,218,190,177,1646,245,473,129,344,101,30,0,5962
"G0500130","2000","US","3","7","Arkansas","05","Calhoun","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1627223264","11050088","Calhoun County","A","+33595502","-092510135","06",,,16,22,58,127,43,91,86,158,832,88,151,35,99,19,3,5,5,20,55,132,57,111,159,81,869,137,187,101,89,53,15,2,2810
"G0500150","2000","US","3","7","Arkansas","05","Carroll","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1632402948","22109108","Carroll County","A","+36364131","-093566034","06",,,81,106,264,550,386,359,374,384,2747,452,1038,283,801,268,162,62,74,75,240,611,362,383,264,344,3108,739,1228,375,788,211,53,35,9646
"G0500170","2000","US","3","7","Arkansas","05","Chicot","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1668022627","121360211","Chicot County","A","+33309088","-091309446","06",,,161,84,148,265,148,238,260,221,1491,188,417,104,357,79,47,8,157,95,174,310,187,234,306,254,1705,202,535,120,442,78,47,0,7801
"G0500190","2000","US","3","7","Arkansas","05","Clark","019",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2241461032","44470582","Clark County","A","+34068954","-093157703","06",,,43,108,180,223,296,210,236,263,2096,331,898,216,744,266,66,209,55,93,105,346,288,279,319,352,2351,494,1004,227,800,539,13,85,10024
"G0500210","2000","US","3","7","Arkansas","05","Clay","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1655774222","5484984","Clay County","A","+36364388","-090400570","06",,,68,134,177,744,333,261,268,251,2179,304,452,93,278,76,16,4,76,138,182,984,314,377,320,169,2424,316,493,218,333,153,34,6,9130
"G0500230","2000","US","3","7","Arkansas","05","Cleburne","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1432389875","100649118","Cleburne County","A","+35535227","-092060882","06",,,105,87,178,562,324,332,274,293,2835,500,1237,249,791,279,160,19,75,105,186,553,243,411,336,298,3455,670,1152,437,763,314,66,10,10869
"G0500250","2000","US","3","7","Arkansas","05","Cleveland","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1548136778","2753551","Cleveland County","A","+33904731","-092216337","06",,,34,42,83,162,79,98,105,177,1247,152,254,77,155,45,11,6,38,20,35,132,99,127,140,153,1207,228,288,117,280,59,7,2,3605
"G0500270","2000","US","3","7","Arkansas","05","Columbia","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1984225864","1935498","Columbia County","A","+33249422","-093229778","06",,,135,85,180,303,171,275,219,345,2721,401,989,129,941,208,83,67,122,66,213,430,393,420,399,405,3021,497,1096,330,963,358,47,27,10323
"G0500290","2000","US","3","7","Arkansas","05","Conway","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1440420568","27231140","Conway County","A","+35207694","-092713984","06",,,77,111,159,372,226,314,221,280,2692,321,756,186,438,137,84,8,97,55,123,425,247,342,313,255,2887,499,760,207,501,336,48,3,10521
"G0500310","2000","US","3","7","Arkansas","05","Craighead","031",,,,,"0",,,,,,,,,,,,,"3700","99","N","9999","9999","9",,,,,,,,,"1841065959","5533069","Craighead County","A","+35828198","-090631993","06",,,351,234,428,1174,747,748,748,833,7745,1418,3491,583,3419,918,530,462,265,299,505,1508,921,1002,859,893,8870,1722,3547,1210,3338,1534,237,186,30966
"G0500330","2000","US","3","7","Arkansas","05","Crawford","033",,,,,"0",,,,,,,,,,,,,"2720","99","N","9999","9999","9",,,,,,,,,"1542060108","22805968","Crawford County","A","+35523127","-094260230","06",,,219,163,321,1159,719,803,694,687,5676,1292,2013,740,1179,403,141,40,180,150,367,1064,776,831,870,625,6477,1521,2058,1084,1007,357,109,40,23276
"G0500350","2000","US","3","7","Arkansas","05","Crittenden","035",,,,,"0",,,,,,,,,,,,,"4920","99","N","9999","9999","9",,,,,,,,,"1580323104","68687085","Crittenden County","A","+35197701","-090272800","06",,,315,216,387,692,477,557,691,899,4709,861,1709,390,1334,339,222,9,430,265,439,894,542,900,689,933,5315,1247,2252,579,1382,453,114,10,20133
"G0500370","2000","US","3","7","Arkansas","05","Cross","037",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1595034998","16800413","Cross County","A","+35279599","-090786115","06",,,152,135,171,454,272,256,296,169,2249,397,673,90,351,86,64,41,111,141,121,435,324,368,321,204,2489,379,677,303,431,207,24,21,9260
"G0500390","2000","US","3","7","Arkansas","05","Dallas","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1728609957","1919275","Dallas County","A","+33938130","-092608187","06",,,55,52,108,202,94,107,132,194,1218,139,156,91,218,53,20,0,45,13,77,248,205,134,149,171,1246,145,344,88,252,26,7,0,4608
"G0500410","2000","US","3","7","Arkansas","05","Desha","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1981313426","141231808","Desha County","A","+33789358","-091350302","06",,,126,101,146,249,140,190,239,268,1610,244,484,71,337,50,49,0,121,149,154,377,244,193,283,371,1833,311,477,133,473,113,38,0,7497
"G0500430","2000","US","3","7","Arkansas","05","Drew","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2144980532","19353359","Drew County","A","+33600602","-091735642","06",,,94,120,95,296,205,286,211,315,1837,263,703,137,641,176,54,57,56,80,107,307,186,261,255,239,2129,436,750,191,795,227,32,12,7829
"G0500450","2000","US","3","7","Arkansas","05","Faulkner","045",,,,,"0",,,,,,,,,,,,,"4400","99","N","9999","9999","9",,,,,,,,,"1676702498","43078811","Faulkner County","A","+35119477","-092379944","06",,,197,85,229,646,493,735,731,911,7420,1629,4224,995,4145,1157,396,586,148,84,211,818,527,943,693,1017,8494,1923,3763,1113,4339,1751,253,193,28815
