GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,E33001,E33002,E33003,E33004,E33005,E33006,E33007
"G0500250","1990","AR",,,,,,,,,,,"99","Cleveland","025",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001548180","0000002816","Cleveland County","A","+33894438","-092187914","06",838,1173,1996,501,116,273,120
"G0500270","1990","AR",,,,,,,,,,,"99","Columbia","027",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001984432","0000001937","Columbia County","A","+33215092","-093226530","06",2169,3585,5058,2606,581,1458,645
"G0500290","1990","AR",,,,,,,,,,,"99","Conway","029",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001440612","0000027168","Conway County","A","+35263495","-092695052","06",1884,2489,4983,1414,340,776,431
"G0500310","1990","AR",,,,,,,,,,,"99","Craighead","031",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001840977","0000005782","Craighead County","A","+35828124","-090631882","06",7095,6565,12582,7469,1441,4357,2522
"G0500330","1990","AR",,,,,,,,,,,"99","Crawford","033",,,"7","2720",,,,"9999","3","Arkansas","05",,,,,"0001542341","0000022642","Crawford County","A","+35579452","-094246370","06",4139,5433,8937,4685,1219,1363,638
"G0500350","1990","AR",,,,,,,,,,,"99","Crittenden","035",,,"7","4920",,,,"9999","3","Arkansas","05",,,,,"0001581190","0000067953","Crittenden County","A","+35212638","-090314064","06",5776,6568,9005,4043,866,2010,839
"G0500370","1990","AR",,,,,,,,,,,"99","Cross","037",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001595167","0000016792","Cross County","A","+35300011","-090771434","06",2620,2510,3886,1391,279,654,279
"G0500390","1990","AR",,,,,,,,,,,"99","Dallas","039",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001728746","0000001916","Dallas County","A","+33966853","-092657033","06",1219,1384,2465,633,116,377,182
"G0500410","1990","AR",,,,,,,,,,,"99","Desha","041",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001981447","0000141242","Desha County","A","+33831260","-091259304","06",2145,2181,3027,1381,187,744,288
"G0500430","1990","AR",,,,,,,,,,,"99","Drew","043",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002145148","0000019353","Drew County","A","+33589683","-091716904","06",1685,2158,3533,1407,179,937,506
"G0500450","1990","AR",,,,,,,,,,,"99","Faulkner","045",,,"7","4400",,,,"9999","3","Arkansas","05",,,,,"0001676682","0000043218","Faulkner County","A","+35147169","-092335289","06",3865,5750,11278,6457,1209,3758,2477
"G0500470","1990","AR",,,,,,,,,,,"99","Franklin","047",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001578854","0000026232","Franklin County","A","+35512250","-093891926","06",1848,2002,3304,1278,358,562,286
"G0500490","1990","AR",,,,,,,,,,,"99","Fulton","049",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001601231","0000005509","Fulton County","A","+36383112","-091818910","06",1685,1457,2532,758,155,266,107
"G0500510","1990","AR",,,,,,,,,,,"99","Garland","051",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001756152","0000146478","Garland County","A","+34573320","-093153957","06",6221,9258,16498,10241,2308,4873,2502
"G0500530","1990","AR",,,,,,,,,,,"99","Grant","053",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001636421","0000003193","Grant County","A","+34287458","-092423425","06",1196,1604,3798,1288,267,542,294
"G0500550","1990","AR",,,,,,,,,,,"99","Greene","055",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001495864","0000005536","Greene County","A","+36119053","-090562264","06",4554,4058,7319,2612,314,1278,608
"G0500570","1990","AR",,,,,,,,,,,"99","Hempstead","057",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001887721","0000032561","Hempstead County","A","+33731300","-093664959","06",2052,3219,5138,1748,436,909,379
"G0500590","1990","AR",,,,,,,,,,,"99","Hot Spring","059",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001592780","0000018715","Hot Spring County","A","+34320144","-092945112","06",2580,3530,6826,2131,583,974,575
"G0500610","1990","AR",,,,,,,,,,,"99","Howard","061",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001521532","0000020129","Howard County","A","+34089827","-093989511","06",1423,1848,3278,1075,236,500,207
"G0500630","1990","AR",,,,,,,,,,,"99","Independence","063",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001978371","0000020168","Independence County","A","+35744099","-091566218","06",3216,4200,7116,2909,604,1365,713
"G0500650","1990","AR",,,,,,,,,,,"99","Izard","065",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001504118","0000008611","Izard County","A","+36094609","-091911006","06",1612,1568,2920,1060,249,496,275
"G0500670","1990","AR",,,,,,,,,,,"99","Jackson","067",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001640953","0000020523","Jackson County","A","+35600258","-091213910","06",3171,2946,4191,1293,208,636,206
"G0500690","1990","AR",,,,,,,,,,,"99","Jefferson","069",,,"7","6240",,,,"9999","3","Arkansas","05",,,,,"0002291610","0000075014","Jefferson County","A","+34269210","-091929077","06",7514,10123,17284,8013,1247,5404,2156
"G0500710","1990","AR",,,,,,,,,,,"99","Johnson","071",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001715127","0000053285","Johnson County","A","+35569018","-093461165","06",2308,2005,4039,1714,292,917,492
"G0500730","1990","AR",,,,,,,,,,,"99","Lafayette","073",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001363745","0000048099","Lafayette County","A","+33235524","-093610593","06",1312,1641,1882,733,110,299,121
"G0500750","1990","AR",,,,,,,,,,,"99","Lawrence","075",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001519327","0000014960","Lawrence County","A","+36043049","-091114974","06",3030,2326,4045,1133,238,420,278
"G0500770","1990","AR",,,,,,,,,,,"99","Lee","077",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001558398","0000046112","Lee County","A","+34779637","-090780318","06",2257,2001,1710,833,260,351,213
"G0500790","1990","AR",,,,,,,,,,,"99","Lincoln","079",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001453606","0000028407","Lincoln County","A","+33953221","-091733936","06",1673,2077,3136,1346,300,395,113
"G0500810","1990","AR",,,,,,,,,,,"99","Little River","081",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001377273","0000085829","Little River County","A","+33700236","-094235637","06",1200,1882,3204,1389,327,440,268
"G0500830","1990","AR",,,,,,,,,,,"99","Logan","083",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001838692","0000056027","Logan County","A","+35215114","-093712628","06",2473,3076,4594,1795,412,625,271
"G0500850","1990","AR",,,,,,,,,,,"99","Lonoke","085",,,"7","4400",,,,"9999","3","Arkansas","05",,,,,"0001982649","0000095782","Lonoke County","A","+34755054","-091883118","06",3215,4813,8617,4402,916,1744,693
"G0500870","1990","AR",,,,,,,,,,,"99","Madison","087",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002167716","0000000439","Madison County","A","+36012240","-093723070","06",1838,1215,2635,1054,188,410,213
"G0500890","1990","AR",,,,,,,,,,,"99","Marion","089",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001548137","0000110460","Marion County","A","+36262962","-092679917","06",1327,1772,3093,1446,330,480,215
"G0500910","1990","AR",,,,,,,,,,,"99","Miller","091",,,"7","8360",,,,"9999","3","Arkansas","05",,,,,"0001616349","0000034847","Miller County","A","+33311498","-093880562","06",3565,5042,8118,3800,1058,1465,798
"G0500930","1990","AR",,,,,,,,,,,"99","Mississippi","093",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002326636","0000055640","Mississippi County","A","+35764082","-090054475","06",7151,6170,9897,5499,1117,2473,1033
"G0500950","1990","AR",,,,,,,,,,,"99","Monroe","095",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001571408","0000038165","Monroe County","A","+34680279","-091203053","06",1751,1590,2224,838,95,418,178
"G0500970","1990","AR",,,,,,,,,,,"99","Montgomery","097",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002022732","0000050161","Montgomery County","A","+34545966","-093660190","06",1061,1102,1901,823,152,223,156
"G0500990","1990","AR",,,,,,,,,,,"99","Nevada","099",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001605822","0000002136","Nevada County","A","+33666725","-093302881","06",989,1571,2356,773,172,448,192
"G0501010","1990","AR",,,,,,,,,,,"99","Newton","101",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002131641","0000000542","Newton County","A","+35917735","-093223087","06",1144,920,1860,600,69,242,94
"G0501030","1990","AR",,,,,,,,,,,"99","Ouachita","103",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001897230","0000018603","Ouachita County","A","+33591134","-092879263","06",2956,4082,6375,3416,729,1789,652
"G0501050","1990","AR",,,,,,,,,,,"99","Perry","105",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001426983","0000024729","Perry County","A","+34946973","-092934055","06",905,1126,2127,626,116,221,105
"G0501070","1990","AR",,,,,,,,,,,"99","Phillips","107",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001794151","0000089661","Phillips County","A","+34425633","-090852019","06",4493,3489,3698,2515,768,1041,470
"G0501090","1990","AR",,,,,,,,,,,"99","Pike","109",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001561920","0000028160","Pike County","A","+34166363","-093654743","06",1077,1486,2508,819,143,421,136
"G0501110","1990","AR",,,,,,,,,,,"99","Poinsett","111",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001962683","0000014625","Poinsett County","A","+35577391","-090663212","06",4904,3171,5155,1446,261,589,289
"G0501130","1990","AR",,,,,,,,,,,"99","Polk","113",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002225987","0000007817","Polk County","A","+34474769","-094224002","06",2103,2222,3813,1800,435,734,402
"G0501150","1990","AR",,,,,,,,,,,"99","Pope","115",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002102961","0000048921","Pope County","A","+35446432","-093035762","06",4224,5150,8549,5075,856,2759,1363
"G0501170","1990","AR",,,,,,,,,,,"99","Prairie","117",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001673146","0000077206","Prairie County","A","+34827607","-091557246","06",1444,1283,2174,723,161,312,139
"G0501190","1990","AR",,,,,,,,,,,"99","Pulaski","119",,,"7","4400",,,,"9999","3","Arkansas","05",,,,,"0001996803","0000095729","Pulaski County","A","+34770100","-092310815","06",16308,30476,63370,49337,11107,34050,18352
"G0501210","1990","AR",,,,,,,,,,,"99","Randolph","121",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001688348","0000010902","Randolph County","A","+36342062","-091028073","06",3035,1934,3721,1099,245,522,336
"G0501230","1990","AR",,,,,,,,,,,"99","St Francis","123",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001641756","0000022168","St. Francis County","A","+35021644","-090747325","06",3820,3664,4811,2311,629,1018,400
"G0501250","1990","AR",,,,,,,,,,,"99","Saline","125",,,"7","4400",,,,"9999","3","Arkansas","05",,,,,"0001877132","0000014872","Saline County","A","+34648426","-092674589","06",4336,6803,15892,7215,1910,3650,1226
"G0501270","1990","AR",,,,,,,,,,,"99","Scott","127",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002315294","0000010910","Scott County","A","+34858644","-094063491","06",1576,1531,2146,857,220,268,132
"G0501290","1990","AR",,,,,,,,,,,"99","Searcy","129",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001728047","0000003521","Searcy County","A","+35917529","-092703260","06",1553,984,1622,683,111,261,138
"G0501310","1990","AR",,,,,,,,,,,"99","Sebastian","131",,,"7","2720",,,,"9999","3","Arkansas","05",,,,,"0001389183","0000025131","Sebastian County","A","+35199151","-094275394","06",6848,11380,19529,13016,4168,6397,2981
"G0501330","1990","AR",,,,,,,,,,,"99","Sevier","133",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001460694","0000045084","Sevier County","A","+33998508","-094237697","06",1715,1916,3022,1253,315,456,178
"G0501350","1990","AR",,,,,,,,,,,"99","Sharp","135",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001565395","0000005159","Sharp County","A","+36153912","-091481513","06",1704,1868,3789,1606,217,549,327
"G0501370","1990","AR",,,,,,,,,,,"99","Stone","137",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001571193","0000007346","Stone County","A","+35862902","-092153495","06",1582,1146,2246,913,240,444,188
"G0501390","1990","AR",,,,,,,,,,,"99","Union","139",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002690992","0000042397","Union County","A","+33170291","-092594441","06",3628,6672,10065,4828,1184,2764,1061
"G0501410","1990","AR",,,,,,,,,,,"99","Van Buren","141",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001842925","0000033160","Van Buren County","A","+35581189","-092519040","06",1831,1883,3466,1435,260,682,361
"G0501430","1990","AR",,,,,,,,,,,"99","Washington","143",,,"7","2580",,,,"9999","3","Arkansas","05",,,,,"0002461133","0000015090","Washington County","A","+35985741","-094214352","06",8137,10112,20921,12752,2632,8331,5311
"G0501450","1990","AR",,,,,,,,,,,"99","White","145",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002678446","0000021448","White County","A","+35254806","-091745790","06",5895,6725,11371,5095,994,2288,1392
"G0501470","1990","AR",,,,,,,,,,,"99","Woodruff","147",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001519295","0000019400","Woodruff County","A","+35187551","-091241026","06",1504,1530,1817,526,99,312,129
"G0501490","1990","AR",,,,,,,,,,,"99","Yell","149",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002403247","0000054385","Yell County","A","+34997776","-093406902","06",2326,2648,4219,1378,198,613,245
"G0600010","1990","CA",,,,,,,,,,,"84","Alameda","001",,,"9","7362",,,,"5775","4","California","06",,,,,"0001910082","0000216939","Alameda County","A","+37653853","-121913948","06",61865,93741,190822,185321,65068,150062,91425
"G0600030","1990","CA",,,,,,,,,,,"99","Alpine","003",,,"9","9999",,,,"9999","4","California","06",,,,,"0001913110","0000011843","Alpine County","A","+38579180","-119804453","06",27,65,203,200,67,145,32
"G0600050","1990","CA",,,,,,,,,,,"99","Amador","005",,,"9","9999",,,,"9999","4","California","06",,,,,"0001534745","0000030292","Amador County","A","+38444419","-120655265","06",1185,2431,7537,5136,1457,2136,750
"G0600070","1990","CA",,,,,,,,,,,"99","Butte","007",,,"9","1620",,,,"9999","4","California","06",,,,,"0004246565","0000097429","Butte County","A","+39662375","-121596065","06",8545,17167,28746,28634,9437,15525,6854
"G0600090","1990","CA",,,,,,,,,,,"99","Calaveras","009",,,"9","9999",,,,"9999","4","California","06",,,,,"0002642286","0000043349","Calaveras County","A","+38207542","-120551793","06",1146,2999,7372,5911,1800,2358,884
"G0600110","1990","CA",,,,,,,,,,,"99","Colusa","011",,,"9","9999",,,,"9999","4","California","06",,,,,"0002980513","0000014362","Colusa County","A","+39176482","-122235120","06",1924,1729,2476,1931,704,816,274
"G0600130","1990","CA",,,,,,,,,,,"84","Contra Costa","013",,,"9","7362",,,,"5775","4","California","06",,,,,"0001865540","0000212096","Contra Costa County","A","+37933350","-121948700","06",25827,46244,120589,127548,44303,111574,56631
"G0600150","1990","CA",,,,,,,,,,,"99","Del Norte","015",,,"9","9999",,,,"9999","4","California","06",,,,,"0002610426","0000574851","Del Norte County","A","+41737320","-123956960","06",1395,2990,4608,3495,1097,1021,485
"G0600170","1990","CA",,,,,,,,,,,"99","El Dorado","017",,,"9","6920",,,,"9999","4","California","06",,,,,"0004432778","0000206706","El Dorado County","A","+38775488","-120527585","06",3295,8633,24068,22993,7876,12681,4866
"G0600190","1990","CA",,,,,,,,,,,"99","Fresno","019",,,"9","2840",,,,"9999","4","California","06",,,,,"0015444704","0000141630","Fresno County","A","+36753992","-119647934","06",72055,58197,83536,78602,28038,45922,19386
"G0600210","1990","CA",,,,,,,,,,,"99","Glenn","021",,,"9","9999",,,,"9999","4","California","06",,,,,"0003405550","0000032018","Glenn County","A","+39594777","-122391742","06",2225,2810,4529,3274,933,1090,344
"G0600230","1990","CA",,,,,,,,,,,"99","Humboldt","023",,,"9","9999",,,,"9999","4","California","06",,,,,"0009253541","0001242490","Humboldt County","A","+40700416","-123911969","06",4611,10121,20277,19617,5853,10620,4481
"G0600250","1990","CA",,,,,,,,,,,"99","Imperial","025",,,"9","9999",,,,"9999","4","California","06",,,,,"0010813387","0000795211","Imperial County","A","+33038512","-115352917","06",17766,10744,12268,9983,4213,3747,2189
"G0600270","1990","CA",,,,,,,,,,,"99","Inyo","027",,,"9","9999",,,,"9999","4","California","06",,,,,"0026397464","0000092404","Inyo County","A","+36589328","-117483183","06",686,1678,4886,3030,881,1207,533
"G0600290","1990","CA",,,,,,,,,,,"99","Kern","029",,,"9","0680",,,,"9999","4","California","06",,,,,"0021086815","0000052910","Kern County","A","+35338498","-118724910","06",47138,56131,80323,70544,22712,29033,13328
"G0600310","1990","CA",,,,,,,,,,,"99","Kings","031",,,"9","9999",,,,"9999","4","California","06",,,,,"0003598768","0000005429","Kings County","A","+36072642","-119814766","06",9850,10268,16702,12407,3965,3764,1471
"G0600330","1990","CA",,,,,,,,,,,"99","Lake","033",,,"9","9999",,,,"9999","4","California","06",,,,,"0003259420","0000184211","Lake County","A","+39090857","-122762036","06",3216,7261,11357,7956,2323,2796,1052
"G0600350","1990","CA",,,,,,,,,,,"99","Lassen","035",,,"9","9999",,,,"9999","4","California","06",,,,,"0011803898","0000422484","Lassen County","A","+40652341","-120577604","06",1195,3613,4602,4561,1627,1383,674
"G0600370","1990","CA",,,,,,,,,,,"49","Los Angeles","037",,,"9","4472",,,,"4480","4","California","06",,,,,"0010515327","0001793184","Los Angeles County","A","+34184667","-118261988","06",853988,788825,1134608,1077427,402932,793556,429886
"G0600390","1990","CA",,,,,,,,,,,"99","Madera","039",,,"9","9999",,,,"9999","4","California","06",,,,,"0005538501","0000038756","Madera County","A","+37219685","-119765135","06",10100,9287,12967,10907,3540,4149,2042
"G0600410","1990","CA",,,,,,,,,,,"84","Marin","041",,,"9","7362",,,,"7360","4","California","06",,,,,"0001346220","0000798861","Marin County","A","+38035300","-122743465","06",5667,7981,27848,40909,12558,45785,28745
"G0600430","1990","CA",,,,,,,,,,,"99","Mariposa","043",,,"9","9999",,,,"9999","4","California","06",,,,,"0003758645","0000030246","Mariposa County","A","+37578193","-119909601","06",545,1716,2853,2511,847,1158,555
"G0600450","1990","CA",,,,,,,,,,,"99","Mendocino","045",,,"9","9999",,,,"9999","4","California","06",,,,,"0009089043","0000956274","Mendocino County","A","+39431152","-123431626","06",4272,6934,15499,12946,3494,6241,3103
"G0600470","1990","CA",,,,,,,,,,,"99","Merced","047",,,"9","4940",,,,"9999","4","California","06",,,,,"0004995828","0000111700","Merced County","A","+37189464","-120711131","06",20880,15545,22806,20324,7391,8176,3697
"G0600490","1990","CA",,,,,,,,,,,"99","Modoc","049",,,"9","9999",,,,"9999","4","California","06",,,,,"0010215900","0000671474","Modoc County","A","+41595361","-120718555","06",566,1226,2148,1423,364,510,210
"G0600510","1990","CA",,,,,,,,,,,"99","Mono","051",,,"9","9999",,,,"9999","4","California","06",,,,,"0007885220","0000226384","Mono County","A","+37910550","-118873970","06",316,488,1695,2076,565,1063,380
"G0600530","1990","CA",,,,,,,,,,,"99","Monterey","053",,,"9","7120",,,,"9999","4","California","06",,,,,"0008603831","0001163336","Monterey County","A","+36239310","-121310622","06",32958,24562,44916,48302,15595,29555,16116
"G0600550","1990","CA",,,,,,,,,,,"84","Napa","055",,,"9","7362",,,,"8720","4","California","06",,,,,"0001952502","0000089302","Napa County","A","+38502833","-122323151","06",5785,8710,18399,18613,6925,11088,5685
