ID,ADDRESS,CITY,STATE,ZIP
Antelope Valley Rehabilitation Centers,30500 Arrastre Canyon Road,Acton,CA,93510
LA County Department Public Health,30500 Arrastre Canyon Road,Acton,CA,93510
Alameda Family Services,2325 Clement Avenue,Alameda,CA,94501
Orange County Healthcare Agency,5 Mareblu Street,Aliso Viejo,CA,92656
Progress House Inc/Placer,34248 East Towle Road,Alta,CA,95701
Alcohol and Substance Abuse Programs,1084 New York Avenue,Altadena,CA,91001
Ridgeview Ranch,3085 Ridgeview Drive,Altadena,CA,91001
MODOC County Alcohol and Drug,441 North Main Street,Alturas,CA,96101
Anamika Recovery Center,144 South Peralta Hills Drive,Anaheim,CA,92807
CA Diversion Intervention Foundation,3100 East Frontera Street,Anaheim,CA,92806
CA Hispanic Commission Alc/Drug Abuse,832 South Anaheim Boulevard,Anaheim,CA,92805
Hope House Inc,710 and 714 North Anaheim Boulevard,Anaheim,CA,92805
Oasis Treatment Center,222 West Ball Road,Anaheim,CA,92805
Orange County Health Care Agency,2035 East Ball Road,Anaheim,CA,92806
School Ten,2384 East Orangethorpe Avenue,Anaheim,CA,92806
School Ten,1136 North Gilbert Street,Anaheim,CA,92801
Southern CA Alcohol and Drug Progs Inc,321 State College Boulevard,Anaheim,CA,92806
Southern CA Alcohol and Drug Progs Inc,405 South Rose Street,Anaheim,CA,92805
Tochi Family Childrens Center,520 Brookhurst Street,Anaheim,CA,92801
Wel Mor Psychological Group Inc,5130 East La Palma Avenue,Anaheim,CA,92807
Right Road Recovery Programs Inc,2110 Ferry Street,Anderson,CA,96007
Changing Echoes,7632 Pool Station Road,Angels Camp,CA,95222
Addiction Research and Treatment Inc,3707 Sunset Lane,Antioch,CA,94509
Anka Behavioral Health Inc East County,1401 West 4th Street,Antioch,CA,94509
BAART Behavioral Health Services Inc,3707 Sunset Lane,Antioch,CA,94509
J Cole Recovery Homes Inc,1408 Street,Antioch,CA,94509
Kaiser Permanente,3454 Hillcrest Avenue,Antioch,CA,94509
REACH Project Inc,1915 D Street,Antioch,CA,94509
Steps Ultimate Solutions,18031 U.S. Highway 18,Apple Valley,CA,92307
Living Proof Recovery Center,41 East Foothill Boulevard,Arcadia,CA,91006
United Indian Health Services,1600 Weeot Way,Arcata,CA,95521
Aegis Medical Systems Inc,6500 Morro Road,Atascadero,CA,93422
San Luis Obispo County,3556 El Camino Real,Atascadero,CA,93422
Community Social Model Advocates Inc,559 Mendocino Court,Atwater,CA,95301
Chapa de Indian Health Program Inc,11670 Atwood Road,Auburn,CA,95603
Hope Help and Healing Inc,11960 Heritage Oak Place,Auburn,CA,95603
New Leaf Counseling Services,1254 High Street,Auburn,CA,95603
New Leaf Counseling Services,1254 High Street,Auburn,CA,95603
New Leaf Counseling Services,5055 Meadow View Lane,Auburn,CA,95602
New Leaf Counseling Services,11835 Lorensen Road,Auburn,CA,95602
Sierra Council on Alcoholism and Drug Depend/South Placer Res Trt Prog,11417 D Avenue,Auburn,CA,95603
Sierra Council on Alcoholism and Drug Dependence,11960 Heritage Oaks Place,Auburn,CA,95603
Social Model Recovery Systems,23701 East Fork Road,Azusa,CA,91702
Aegis Institute Inc,501 West Columbus Street,Bakersfield,CA,93301
Aegis Medical Systems Inc,1018 21st Street,Bakersfield,CA,93301
American Health Services at,1010 1/2 South Union Avenue,Bakersfield,CA,93307
Bakersfield Recovery Services,2000 Baker Street,Bakersfield,CA,93305
Bakersfield Recovery Services,504 Bernard Street,Bakersfield,CA,93305
Bakersfield Recovery Services,Lincoln Street Retreat,Bakersfield,CA,93305
Community Service Organization (CSO),1520 Niles Street,Bakersfield,CA,93305
Ebony Counseling Center,1301 1311 and 1317 California Avenue,Bakersfield,CA,93304
Good Samaritan Hospital Southwest,5201 White Lane,Bakersfield,CA,93309
New Advances for People with,1909 16th Street,Bakersfield,CA,93301
Salvation Army,200 19th Street,Bakersfield,CA,93301
Special Treatment Education and Prevention Services (STEPS),3533 Mount Vernon Avenue,Bakersfield,CA,93306
Special Treatment Education and Prevention Services Inc (STEPS),10014 Rosedale Highway,Bakersfield,CA,93312
Teens Living Clean,315 East 18th Street,Bakersfield,CA,93305
United American Indian Involvement Inc,1617 30th Street,Bakersfield,CA,93301
WestCare California Inc,2901 Annex Bldg and 2909 South H Str,Bakersfield,CA,93304
WestCare California Inc,2901-2913 South H Street,Bakersfield,CA,93304
Women of Worth Recovery House,2500 Olmo Court,Bakersfield,CA,93309
MFI Recovery Center,2781 West Ramsey Street,Banning,CA,92220
Riverside San Bernardino County,11555 1/2 Potrero Road,Banning,CA,92220
Soroptimist House of Hope Inc,628 South 8th Street,Banning,CA,92220
Morongo Basin Mental Health Services,East Fredricks Avenue,Barstow,CA,92311
Morongo Basin Mental Health Services,225 Barstow Road,Barstow,CA,92311
San Bernardino Cnty Dept of Behav Hlth,805 East Mountain View Street,Barstow,CA,92311
Salvation Army Bell Shelter,5600 Rickenbacker Road,Bell,CA,90201
Southern CA Alcohol and Drug Progs Inc,6635 Florence Avenue,Bell Gardens,CA,90201
Family Service of Long Beach,16704 Clark Avenue,Bellflower,CA,90706
Little House Inc,9718 Harvard Street,Bellflower,CA,90706
Southern CA Alcohol and Drug Progs Inc,16314 Cornutta Avenue,Bellflower,CA,90706
Berkeley Addiction Treatment Services,2975 Sacramento Street,Berkeley,CA,94702
New Bridge Foundation Inc,1820 Scenic Avenue,Berkeley,CA,94709
New Bridge Foundation Inc,1816 Scenic Avenue,Berkeley,CA,94709
Options Recovery Services,1931 Center Street,Berkeley,CA,94704
Addiction Alternatives,9171 Wilshire Boulevard,Beverly Hills,CA,90210
Alpine Center Counseling and Recovery,375 East Line Street,Bishop,CA,93514
Inyo Cnty Health and Human Services,162 Grove Street,Bishop,CA,93514
Toiyabe Indian Health Project,52 Tu Su Lane,Bishop,CA,93514
Social Science Services Inc,18612 Santa Ana Avenue,Bloomington,CA,92316
Social Science Services Inc,10888 Maple Avenue,Bloomington,CA,92316
Riverside County Substance Abuse Prog,1297 West Hobsonway,Blythe,CA,92225
Veterans Alcoholic Rehab Prog (VARP),9826 18th Avenue,Blythe,CA,92225
La Posta Substance Abuse Center,8 Crestwood Road,Boulevard,CA,91905
DAS Drug Diversion Program,615 North Berry Street,Brea,CA,92821
REACH Project Inc,9100 Brentwood Bouelvard,Brentwood,CA,94513
Latino Commission on Alc/DA Services,105 McLain Road,Brisbane,CA,94005
New Way Foundation,207 North Victory Boulevard,Burbank,CA,91502
New Way Foundation,844 North Hollywood Way,Burbank,CA,91505
Womens Recovery Association,1450 Chapin Avenue,Burlingame,CA,94010
Pit River Health Service Inc,36977 Park Avenue,Burney,CA,96013
Imperial Valley Methadone Clinic,535 Cesar Chavez Boulevard,Calexico,CA,92231
Duffys Myrtledale Inc,3076 Myrtledale Road,Calistoga,CA,94515
PDAP of Ventura County Inc,450 Rosewood Avenue,Camarillo,CA,93010
Naval Hospital,Santa Margarita Road,Camp Pendleton,CA,92055
Camp Recovery Centers,256 East Hamilton Avenue,Campbell,CA,95008
San Diego Freedom Ranch Inc,1777 Buckman Springs Road,Campo,CA,91906
California Diversion Programs Inc,21054 Sherman Way,Canoga Park,CA,91303
Looking Glass Counseling Center,8340 Northgate Avenue,Canoga Park,CA,91304
Valley Community Treatment Center,22110 Roscoe Boulevard,Canoga Park,CA,91304
Pacific Hills Treatment Center,34248 Via Santa Rosa,Capistrano Beach,CA,92624
Phoenix House,785 Grand Avenue,Carlsbad,CA,92008
Associated Rehab Program for Women Inc,8400 Fair Oaks Boulevard,Carmichael,CA,95608
Associated Rehab Program for Women Inc,6348 Appian Way,Carmichael,CA,95608
Associated Rehab Program for Women Inc,6350 Appian Way,Carmichael,CA,95608
Bi Valley Medical Clinic,6127 Fair Oaks Boulevard,Carmichael,CA,95608
Be Well Now Institute Inc,20710 South Leapwood Avenue,Carson,CA,90746
Greenfields Health Services Inc,637 East Albertoni Street,Carson,CA,90746
Helping Kids to Recover Inc,637 East Albertoni Street,Carson,CA,90746
South Bay Alcoholism Services,Building Blocks,Carson,CA,90745
Hayward,20094 Mission Boulevard,Castro Valley,CA,94546
Mental Health Systems Inc,68-100 Ramon Road,Cathedral City,CA,92234
Riverside County Substance Abuse Prog,68615 Perez Road,Cathedral City,CA,92234
Stanislaus Recovery Center,1904 Richland Avenue,Ceres,CA,95307
Alternative Options Counseling Ctr Inc,17326 Edwards Road,Cerritos,CA,90703
Aegis Medical Systems Inc,"584, 588 and 590 Rio Lindo Avenue",Chico,CA,95926
Butte County Dept of Behavioral Health,592 Rio Lindo Avenue,Chico,CA,95926
Butte County Dept of Behavioral Health,564 Rio Lindo Avenue,Chico,CA,95926
Butte County Dept of Behavioral Health,107 Parmac Road,Chico,CA,95926
Skyway House,564 Rio Lindo Avenue,Chico,CA,95926
Skyway House,4133 Highway 32,Chico,CA,95973
Solutions FPC Inc,645 Normal Avenue,Chico,CA,95928
W and G Enterprises,12560 Central Avenue,Chino,CA,91710
Community Research Foundation Inc,835 3rd Avenue,Chula Vista,CA,91911
MAAC Project,73 North 2nd Avenue,Chula Vista,CA,91910
McAlister Institute for Trt and Educ,2429 Fenton Street,Chula Vista,CA,91914
McAlister Institute for Trt and Educ,1180 3rd Avenue,Chula Vista,CA,91911
Third Avenue Clinic Member of CRC,1161 3rd Avenue,Chula Vista,CA,91911
New Dawn Treatment Centers,7447 Antelope Road,Citrus Heights,CA,95621
Oak House Treatment Programs,7919 Oak Avenue,Citrus Heights,CA,95610
Sacramento Pathway,6538 Grey Oak Court,Citrus Heights,CA,95621
Lake County Alc and Other Drug Servs,7000-B South Center Drive,Clearlake,CA,95422
Eleventh Hour,334 Shaw Avenue,Clovis,CA,93612
Touchstone Recovery,724 Medical Center Drive East,Clovis,CA,93611
Colton Clinical Services,2275 East Cooley Drive,Colton,CA,92324
MHS Central Valley,1076 Santo Antonio Street,Colton,CA,92324
Colusa County,162 East Carson Street,Colusa,CA,95932
American Health and Education Clinic,3209 North Alameda Street,Compton,CA,90222
Bernies Lil Women Center,1115 East ALondra Boulevard,Compton,CA,90221
Bernies Lil Women Center,1702 East Alondra Boulevard,Compton,CA,90222
Get Off Drugs Treatment Center,1416 South Tamarind Street,Compton,CA,90220
New Resource Institute,1315 North Bullis Road,Compton,CA,90221
Okuli Eagles Nest Foundation Inc,1315 North Bullis Road,Compton,CA,90221
Priority Healthcare Services Inc,2023 West Compton Boulevard,Compton,CA,90220
Shields for Families,1500 East Kay Street,Compton,CA,90221
Shields for Families,3209 North Alameda Street,Compton,CA,90222
Southland Outpatient Recovery Center,431 West Compton Boulevard,Compton,CA,90220
Trinity In His House Foundation 1,1806 East Compton Boulevard,Compton,CA,90221
Anka Behavioral Health Inc,1121 Detroit Avenue,Concord,CA,94520
Bi Bett Corp,2931 Prospect Street,Concord,CA,94518
Bi Bett Corp,1390 Santa Clara Street,Concord,CA,94518
Bi Bett Corp,2090 Commerce Avenue,Concord,CA,94520
John Muir Behavioral Health,2740 Grant Street,Concord,CA,94520
New Connections,2600 Stanwell Drive,Concord,CA,94520
Recovery Management Services Inc,2449 Pacheco Street,Concord,CA,94520
Tehama County Health Services Agency,275 Solano Street,Corning,CA,96021
A Better Community Counseling Program,218 North Lincoln Avenue,Corona,CA,92882
Integrated Behavioral Healthcare,710 South Rimpau Avenue,Corona,CA,92879
Riverside County Substance Abuse Prog,623 North Main Street,Corona,CA,92880
Action Consultants/Therapy,1670 Santa Ana Avenue,Costa Mesa,CA,92627
Breakaway Health Corporation,3151 Airway Avenue,Costa Mesa,CA,92626
First Step House of Orange County,2015 Charle Street,Costa Mesa,CA,92627
Hope Institute Center for Recovery and Family Education Inc,890 Baker Street,Costa Mesa,CA,92626
National Therapeutic Services Inc,1040 West 17th Street,Costa Mesa,CA,92627
National Therapeutic Services Inc,209 East 18th Street,Costa Mesa,CA,92627
New Directions for Women Inc,2607 Willow Lane,Costa Mesa,CA,92627
Orange County Detox,536 Hamilton Street,Costa Mesa,CA,92627
Orange County Rehab,546 Hamilton Street,Costa Mesa,CA,92627
Safe Harbor Treatment Center,240 Knox Street,Costa Mesa,CA,92627
South Coast Counseling Inc,693 Plumer Street,Costa Mesa,CA,92627
South Coast Counseling and Psych Servs,2900 Bristol Street,Costa Mesa,CA,92626
Southern CA Alcohol and Drug Progs Inc,2212 Placentia Avenue,Costa Mesa,CA,92627
Womens First Step House Inc,154 East Bay Street,Costa Mesa,CA,92627
Yellowstone Recovery,3132 Boston Way,Costa Mesa,CA,92626
A Step Up,420 East Cotati Avenue,Cotati,CA,94931
Aurora Behavioral Healthcare,1161 East Covina Boulevard,Covina,CA,91724
Center for Integrated Family/Health,540 South Eremland Drive,Covina,CA,91723
Hope and Grace Recovery Services,865 West Glentana Street,Covina,CA,91722
National Council on Alc and Drug Dep,4626 North Grand Avenue,Covina,CA,91724
Puente House,444 West Badillo Street,Covina,CA,91723
Rickman Recovery Center,1274 East Center Court,Covina,CA,91724
Santa Anita Family Service,716 North Citrus Avenue,Covina,CA,91723
Social Model Recovery Systems,510 South 2nd Avenue,Covina,CA,91723
Stepping Stones Home,17719 East Cypress Street,Covina,CA,91722
Stepping Stones Home,17727 East Cypress Street,Covina,CA,91722
Humboldt Addictions Servs Progs (HASP),1231 Northcrest Drive,Crescent City,CA,95531
Jordan Recovery Center,1246 Jordan Street,Crescent City,CA,95531
Jordan Recovery Center,1256 Jordan Street,Crescent City,CA,95531
United Indian Health Services,2298 Norris Avenue,Crescent City,CA,95531
Miracles Detox/Recovery Program,3828 Delmas Terrace,Culver City,CA,90232
Kaiser Permanente Medical Group,19000 East Homestead Road,Cupertino,CA,95014
Asian American Recovery Services Inc,6181 Mission Street,Daly City,CA,94014
Jericho Project,154 and 156 2nd Avenue,Daly City,CA,94014
StarVista,333 Gellert Boulevard,Daly City,CA,94015
Yolo County,600 A Street,Davis,CA,95616
Aegis Medical Systems Inc,1019 Jefferson Street,Delano,CA,93215
Clinica Sierra Vista,828 High Street,Delano,CA,93215
Phoenix House Academy of San Diego,23981 Sherilton Valley Road,Descanso,CA,91916
Ranch Recovery Centers Inc,7885 Annandale Avenue,Desert Hot Springs,CA,92240
Ranch Recovery Centers Inc,12890 Quinta Way,Desert Hot Springs,CA,92240
Soroptimist House of Hope Inc,13525 Cielo Azul Way,Desert Hot Springs,CA,92240
Dixon Family Services,155 North 2nd Street,Dixon,CA,95620
Healthy Partnerships,255 North Lincoln Street,Dixon,CA,95620
Southern CA Alcohol and Drug Progs Inc,10603 Downey Avenue,Downey,CA,90241
Southern CA Alcohol and Drug Progs Inc,11501 Dolan Street,Downey,CA,90241
Southern CA Alcohol and Drug Progs Inc,8700 Cleta Street,Downey,CA,90241
El Cajon Treatment Center,234 North Magnolia Avenue,El Cajon,CA,92020
McAlister Institute for Trt and Educ,1400 North Johnson Avenue,El Cajon,CA,92020
McAlister Institute for Trt and Educ,1365 North Johnson Avenue,El Cajon,CA,92020
McAlister Institute for Trt and Educ,550 Fesler Street,El Cajon,CA,92020
Mental Health Systems Inc,545 North Magnolia Avenue,El Cajon,CA,92020
Volunteers of America/SWCC Inc,9980 Hawley Road,El Cajon,CA,92021
Imperial County Behavioral Hlth Servs,1295 State Street,El Centro,CA,92243
Imperial County Behavioral Services,1295 State Street,El Centro,CA,92243
Imperial Valley Drug and Rehab Clinic,1550 Pepper Drive,El Centro,CA,92243
Imperial Valley Methadone Clinic Inc,680 West Main Street,El Centro,CA,92243
Sober Roads Inc,584 West Main Street,El Centro,CA,92243
Aegis Medical Systems Inc,11041 East Valley Boulevard,El Monte,CA,91731
CA Hispanic Commission Alc/Drug Abuse,11046 Valley Mall,El Monte,CA,91731
Mid Valley Recovery Services Inc,4610 Santa Anita Avenue,El Monte,CA,91731
Saint Marys Center,925 Brockhurst Street,Emeryville,CA,94608
Fellowship Center,737 East Grand Avenue,Escondido,CA,92025
Mental Health Systems Inc,620 North Ash Street,Escondido,CA,92027
Mission Treatment Services Inc,910 East Ohio Avenue,Escondido,CA,92025
North County Serenity House Inc,1341 North Escondido Boulevard,Escondido,CA,92026
North County Serenity House Inc,130 South Fig Street,Escondido,CA,92025
Alcohol and Drug Care Services Inc,1742 J Street,Eureka,CA,95501
Alcohol and Drug Care Services Inc,217 14th Street,Eureka,CA,95501
Healthy Moms Program,2910 H Street,Eureka,CA,95501
Humboldt County Alcohol and Other Drug,1711 Third Street,Eureka,CA,95501
Humboldt County Mental Health,720 Wood Street,Eureka,CA,95501
Humboldt Recovery Center Inc,905 L Street,Eureka,CA,95502
Humboldt Recovery Center Inc,1303 11th Street and 1024 N Street,Eureka,CA,95502
North Coast Subst Abuse Council Inc,1205 Myrtle Avenue,Eureka,CA,95501
Clean and Sober Detox,8946 Madison Avenue,Fair Oaks,CA,95628
MedMark Treatment Centers Inc,1143 Missouri Street,Fairfield,CA,94533
Youth and Family Services,490 Chadbourne Street,Fairfield,CA,94534
Ventura County Behavioral Health Alc,828 West Ventura Street,Fillmore,CA,93015
Kaiser Permanente Hospital,17046 Marigold Avenue,Fontana,CA,92335
Serenity Knolls,145 Tamal Road,Forest Knolls,CA,94933
Mendocino County,120 West Fir Street,Fort Bragg,CA,95437
Fortuna Adventist Community Services,2331 Rohnerville Road,Fortuna,CA,95540
New Beginning Fellowship Center,16581 Brookhurst Street,Fountain Valley,CA,92708
Carnales Unidos Reformando Adictos,37437 Glenmoor Drive,Fremont,CA,94536
Fremont Hospital,39001 Sundale Drive,Fremont,CA,94538
Solidarity Fellowship Inc,34401 and 34413 Blackstone Way,Fremont,CA,94555
San Juaquin County,500 West Hospital Road,French Camp,CA,95231
Addiction Research and Treatment Inc,1235 E Street,Fresno,CA,93706
Addiction Research and Treatment Inc,539 North Van Ness Avenue,Fresno,CA,93728
Aegis Medical Systems Inc,3707 East Shields Avenue,Fresno,CA,93726
Antioch Substance Abuse Programs,3838 North West Avenue,Fresno,CA,93705
BAART Behavioral Health Services Inc,3103 East Cartwright Avenue,Fresno,CA,93725
BAART Behavioral Health Services Inc,539 North Van Ness Avenue,Fresno,CA,93728
Central California Recovery Inc,1100 West Shaw 122,Fresno,CA,93711
Choices,A Road to Recovery,Fresno,CA,93726
Comprehensive Addiction Programs Inc,2445 West Whitesbridge Road,Fresno,CA,93706
Delta Care Inc,4705 North Sonora Avenue,Fresno,CA,93722
Dunamis Inc Group Home,4991 East McKinley Avenue,Fresno,CA,93727
Eleventh Hour,5639 East Park Circle Drive,Fresno,CA,93727
Eminence Healthcare Inc,2045 North Dickenson Avenue,Fresno,CA,93723
Eminence Healthcare Inc,3535 North Cornelia Avenue,Fresno,CA,93722
Eminence Healthcare Inc,4055 North Byran Street,Fresno,CA,93723
Family and Youth Alternative,3122 North Millbrook Avenue,Fresno,CA,93702
Fresno County Board of Supervisors,515 South Cedar Street,Fresno,CA,93702
Fresno County Hispanic Commission on,1803 Broadway Street,Fresno,CA,93721
Fresno New Connections,4411 North Cedar Avenue,Fresno,CA,93726
Kaiser Permanente,4785 North 1st Street,Fresno,CA,93726
