Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys,ID
Fort Wainwright Comm Counseling Ctr,US Army MEDDAC AK,,600 2nd Street,Building 4066,,Fort Wainwright,AK,99703,(907)353-6059 Intake: (907)361-6059,,SA/TX/DT/OP/CO/PI/MI/,5073AK99703
Lynn Canal Counseling Services,,,215 Willard Street,,,Haines,AK,99827,(907)766-2177,,MH-SA/TX/OP/SF/MD/PI/SS/PA/,1451AK99827
Hoonah Indian Association,,,254 Roosevelt Street,,,Hoonah,AK,99829,(907)945-3235,,GH/TX/DT/OP/DU/SF/MD/MC/SI/PI/MI/PA/,0228AK99829
Gastineau Human Services,,,5597 Aisek Street,,,Juneau,AK,99801,(907)780-3044 Intakes: (907)780-3044x2 (907)780-3039x2,,SA/TX/HH/OP/PW/WN/MN/CJ/SF/SS/PA/,3095AK99801
Juneau Youth Services,Chemical Dependency Program,,2075 Jordan Avenue,,,Juneau,AK,99803,(907)789-7610 Intake: (907)789-4733,,MH-SA/TX/OP/AD/CO/MD/SI/PI/MI/PA/,2956AK99803
Rainforest Recovery Center,Bartlett Regional Hospital,,3250 Hospital Drive,,,Juneau,AK,99801,(907)796-8690 Hotline: (907)796-8610,,SA/TX/RS/OP/PH/CO/HV/WN/MN/CJ/SF/MD/PI/MI/SS/PA/AH/,5183AK99801
Central Peninsula General Hospital,Serenity House Residential Treatment,,47480 Kristina Way,,,Kenai,AK,99611,(907)714-4524 Intake: (907)714-4521,,MH-SA/TX/RS/OP/PH/CO/SF/MD/MC/SI/PI/MI/,4530AK99611
Kenaitze Indian Tribe,Nakenu Family,,110 North Willow Street,,,Kenai,AK,99611,(907)283-6693x3 Intake: (907)283-6693,,MH-SA/TX/OP/AD/CO/SF/MD/MC/PI/MI/,0416AK99611
Gateway Center for Human Services,Substance Abuse Services Division,,3050 5th Avenue,,,Ketchikan,AK,99901,(907)225-4135 Hotlines: (907)225-4135 (907)228-2502,,MH-SA/TX/OP/AD/DU/SF/MD/MC/SI/PI/MI/SS/,3192AK99901
Ketchikan Indian Community,Tribal Clinic Behavioral Health Dept,,2960 Tongass Avenue,,,Ketchikan,AK,99901,(907)228-4900 Intake: (907)228-4917,,MH-SA/TX/BU/OP/AD/CO/DU/CJ/SF/MD/MC/PI/MI/SS/PA/,1046AK99901
Providence Kodiak Island,Counseling Center,,717 East Rezanof Drive,,,Kodiak,AK,99615,(907)481-2400,,MH-SA/TX/OP/AD/CO/SF/MD/MC/SI/PI/MI/SS/AH/,9063AK99615
Providence Safe Harbor,,,717 East Rezanof Drive,Suite A,,Kodiak,AK,99615,(907)481-2400,,SA/TX/OP/AD/SF/MD/MC/SI/PI/MI/SS/AH/F81/F92/,8755AK99615
Maniilaq Counseling and Recovery Ctr,,,733 2nd Avenue,,,Kotzebue,AK,99752,(907)442-7640 Intake: (907)442-7400,,MH-SA/TX/OP/PH/,5242AK99752
Annette Island Service Unit,Community Services,,5th Avenue and Duncan Street,,,Metlakatla,AK,99926,(907)886-4325 Intake: (907)886-7491,,MH-SA/TX/OP/AD/CO/PW/WN/DU/CJ/SF/MD/PI/,6350AK99926
Railbelt Mental Health and Addictions,,,307 East 2nd Street,,,Nenana,AK,99760,(907)832-5557,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/AR/,5810AK99760
Kusqui House,,,711 East 3rd Avenue,P.O. Box 966,,Nome,AK,99762,(907)443-4536 Intake: (907)443-3344,,SA/TX/HH/OP/PW/WN/SF/SS/PA/AH/,3402AK99762
Norton Sound Health Corporation,P.O. Box 966,,,,,Nome,AK,99762,(907)443-3344,,MH-SA/TX/DT/HH/OP/CO/WN/DU/SF/MD/MC/SI/PI/MI/AR/,8729AK99762
Petersburg Mental Health Services Inc,,,201 North Nordic Drive,,,Petersburg,AK,99833,(907)772-3332,,MH-SA/TX/OP/CO/DU/SF/MD/SI/PI/MI/,1638AK99833
Saint Paul Health Center,,,,,,Saint Paul Island,AK,99660,(907)546-8300 Intake: (907)546-8300x302,,MH-SA/TX/OP/AD/CJ/SF/MD/MC/SI/PI/MI/SS/PA/,8043AK99660
Eastern Aleutian Tribes Inc,,,172 Red Cove Road,,,Sand Point,AK,99661,(907)383-3151,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/PA/,6441AK99661
Seldovia Village Tribe,,,206 Main Street,,,Seldovia,AK,99663,(907)234-7898x226 Intake: (907)234-7898,,MH-SA/TX/OP/AD/DU/CJ/SF/MD/MC/SI/PI/MI/SS/,5502AK99663
Seaview Community Services,,,302 Railway Avenue,,,Seward,AK,99664,(907)224-5257 Hotline: (907)224-3027,,MH-SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/,0677AK99664
Bill Brady Healing Center,,,222 Tongass Drive,,,Sitka,AK,99835,(907)966-8360 Intake: (907)966-8641,,SA/TX/RS/MD/MC/PI/MI/PA/,7154AK99835
Deilee Hit/Safe Harbor House,,,222 Tongass Drive,,,Sitka,AK,99835,(907)966-8360 Intake: (907)966-8716,,SA/TX/DT/RS/WN/MD/PI/MI/PA/,2364AK99835
Southeast AK Regional,Health Consortium/Ravens Way,,222 Tongass Drive,,,Sitka,AK,99835,(907)966-8714 Intakes: (907)966-8716 (800)770-3063,,SA/TX/RS/AD/SF/MD/SI/PI/MI/PA/,6274AK99835
Tok Area Counseling Center,P.O. Box 398,,,,,Tok,AK,99780,(907)883-5106,,MH-SA/TX/OP/PH/AD/CO/SE/PW/WN/MN/SF/MC/SI/PI/SS/PA/AH/,9921AK99780
Upper Tanana Alcohol Program,Mile Post 123 Tok Cutoff,,,,,Tok,AK,99780,(907)883-5185 Intake: (800)478-5185,,SA/TX/OP/AD/CO/DU/SF/MD/MC/PI/PA/,2482AK99780
Oonalaska Wellness Center,Behavioral Health Program,,13 Aleutian Avenue,P.O. Box 1130,,Unalaska,AK,99685,(907)581-2751,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/,0931AK99685
Providence Valdez Behavioral Health,,,911 Meals Avenue,,,Valdez,AK,99686,(907)835-2838,,MH-SA/TX/OP/AD/DU/SF/MD/MC/SI/PI/MI/SS/,2847AK99686
Alaska Addiction Rehab Services,Nugens Ranch,,3701 Palmer Wasilla Street,,,Wasilla,AK,99654,(907)376-4534,,SA/TX/RL/SF/PI/MI/AR/SS/,5017AK99654
Alaska Family Services,,,5851 East Mayfl owers Court,,,Wasilla,AK,99654,(907)746-4080,,SA/TX/OP/AD/CO/WN/DU/CJ/SF/MD/SI/PI/MI/AR/SS/AH/,3926AK99654
Mat-Su Health Services Inc,,,1363 West Spruce Avenue,,,Wasilla,AK,99654,(907)376-2411,,MH/TX/OP/WN/SF/MD/SI/PI/MI/SS/,6555AK99654
Starting Point Inc,,,190 East Paulson Avenue,Suite 1,,Wasilla,AK,99654,(907)376-6116,,SA/TX/OP/SF/PI/,7870AK99654
Alaska Islands Community Services,,,333 Church Street,,,Wrangell,AK,99929,(907)874-2373,,MH-SA/TX/OP/AD/CO/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/,4990AK99929
PPEP Behavioral Health Services,,,111 Lamina Street,,,Ajo,AZ,85321,(520)387-5232,,MH-SA/TX/OP/HV/GL/SE/PW/WN/MN/DU/CJ/SF/,9758AZ85321
Park Place Outreach and Counseling,,,9373 West Battaglia Road,P.O. Box 2779,,Arizona City,AZ,85223,(520)466-8850,,MH-SA/TX/OP/AD/CO/SF/MC/SI/,6319AZ85223
Southeastern AZ Behav Health Servs,(SEABHS),,590 South Ocotillo Avenue,,,Benson,AZ,85602,(520)586-7080 Hotline: (800)586-9161,,MH-SA/TX/BU/OP/AD/PW/DU/SF/MD/MC/SI/PI/MI/SS/AH/SP/,5185AZ85602
Southeastern AZ Behav Health Servs,(SEABHS),,648 West Union Street,,,Benson,AZ,85602,(520)586-6171,,SA/DT/BU/RS/HV/PW/SF/MD/MC/SI/PI/MI/SS/AH/SP/,0753AZ85602
Southeastern AZ Behav Health Servs,(SEABHS)/Psychiatric Health Facility,,470 South Ocotillo Avenue,,,Benson,AZ,85602,(520)586-7737 Hotline: (800)586-9161,,MH-SA/DT/BU/HI/SF/MD/PI/MI/,5090AZ85602
Alcoholism Council of Cochise County,Verhelst Recovery House,,936 Tovreaville Road,,,Bisbee,AZ,85603,(520)432-3764 Hotline: (520)432-3764,,SA/TX/HH/RL/SE/MN/CJ/SF/,7335AZ85603
Renaissance House,Womens Transition Project Inc,,240 OHara Avenue,P.O. Box 943,,Bisbee,AZ,85603,(520)432-1771,,SA/TX/DT/HH/RS/RL/PW/WN/BC/MD/AR/SS/PA/,8274AZ85603
Southeastern AZ Behav Health Servs,(SEABHS),,1326 Highway 92,Suite J,,Bisbee,AZ,85603,(520)432-7551 Intake: (520)432-7751 Hotline: (800)586-9161,,MH-SA/TX/BU/OP/AD/PW/DU/SF/MD/MC/SI/PI/MI/SS/AH/SP/,1597AZ85603
Community Medical Services LLC,Bullhead Drug Abuse Program,,809 Hancock Road,Suite 1,,Bullhead City,AZ,86442,(928)763-7111,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/MD/MC/,2324AZ86442
Mohave Mental Health Clinic,,,1145 Marina Boulevard,,,Bullhead City,AZ,86442,(928)758-5905 Hotline: (928)855-3432,,MH-SA/TX/BU/OP/AD/WN/SF/MD/SS/PA/AH/SP/,9794AZ86442
Yavapai Apache Nation,Alcohol/Substance Abuse Program,,3462 Smith Avenue,,,Camp Verde,AZ,86322,(928)649-7110 Intake: (928)649-7100 Hotline: (928)301-0322,,SA/TX/OP/AD/PA/,2582AZ86322
Helping Associates Inc,,,1901 North Trekell Road,Suite A,,Casa Grande,AZ,85122,(520)836-1029,,MH-SA/TX/OP/AD/CJ/SF/MD/SI/PI/AH/SP/,9415AZ85122
Michael Brubaker Counseling,,,1927 North Trekell Road,Suite D,,Casa Grande,AZ,85222,(520)836-9788,,SA/TX/BU/OP/DU/SF/PI/,4052AZ85222
BAART Behavioral Health Services Inc,,,908-B West Chandler Boulevard,Suite 4,,Chandler,AZ,85225,(480)899-0200 Hotline: (800)520-5455,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/PH/CO/HV/GL/SE/PW/WN/MN/CJ/SF/MD/MC/PI/AR/SS/AH/,8063AZ85225
Chandler Valley Hope Alcohol/Drug and Related Treatment Services,,,501 North Washington Street,,,Chandler,AZ,85225,(480)899-3335,,SA/TX/DT/BU/RS/SF/PI/,4965AZ85225
Parc Place,,,2190 North Grace Boulevard,,,Chandler,AZ,85224,(480)917-9301 Intakes: (480)917-9301x189 (480)917- 9301x190,,MH-SA/TX/RS/RL/AD/CO/SF/MD/MC/SI/PI/MI/SS/SP/,6133AZ85224
Southeastern AZ Behav Health Servs,(SEABHS),,430 North Coronado Boulevard,,,Clift on,AZ,85533,(928)865-4531 Hotline: (800)586-9161,,MH-SA/TX/BU/OP/AD/PW/DU/SF/MD/MC/SI/PI/MI/SS/AH/SP/,2735AZ85533
Mingus Center,Rio de Esperanza,,636 North Main Street,,,Cottonwood,AZ,86326,(928)639-4440 Intake: (866)397-9789 Hotline: (866)397-9789,,SA/TX/DT/RS/RL/SF/PI/MI/AR/AH/,3042AZ86326
Verde Valley Guidance Clinic Inc,,,8 East Cottonwood Street,,,Cottonwood,AZ,86326,(928)634-2236 Hotline: (928)634-2236,,MH-SA/TX/DT/BU/RS/RL/OP/WN/DU/SF/MD/MC/SI/PI/MI/SS/PA/AH/,2440AZ86326
Southeastern AZ Behav Health Servs,(SEABHS),,1701 North Douglas Avenue,,,Douglas,AZ,85607,(520)364-1286 Hotline: (800)586-9161,,MH-SA/TX/OP/CO/PW/WN/DU/CJ/SF/MD/PI/MI/SS/SP/,4978AZ85607
Pinal County Hispanic Council,Substance Abuse Counseling,,712 North Main Street,,,Eloy,AZ,85131,(520)466-7765,,MH-SA/TX/OP/CO/WN/MN/DU/SF/MD/MC/PA/SP/,3516AZ85131
Community Medical Services/Flagstaff,,,2559 East 7th Avenue,,,Flagstaff ,AZ,86004,(928)714-0010,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/SF/MD/MC/SI/,3780AZ86004
Flagstaff Medical Center,Behavioral Health Services West Campus,,1200 North Beaver Street,,,Flagstaff ,AZ,86001,(928)213-6400x16400 Intakes: (928)214-3937 (928)213-6410,,MH-SA/TX/DT/BU/HI/OP/AD/SF/MC/PI/MI/AH/,7260AZ86001
Guidance Center Inc,,,2187 North Vickey Street,,,Flagstaff ,AZ,86004,(928)527-1899 Hotline: (928)527-1899,,MH-SA/TX/DT/BU/HI/RS/OP/AD/CO/SF/MD/MC/SI/PI/MI/AH/SP/N23/,8933AZ86004
Northern Arizona,Substance Abuse Services,,2101 North 4th Street,Suite 215,,Flagstaff ,AZ,86004,(928)773-9376 Intake: (888)552-0954,,SA/TX/OP/WN/MN/DU/CJ/SF/MC/AR/SP/,6857AZ86004
Fort Defi ance Outpatient Treatment Ctr,Fort Defi ance Agency Dawn of Recovery,Old Fort Defi ance Chapter House,,,,Fort Defi ance,AZ,86504,(928)729-4012 Hotline: (928)729-4012,,SA/TX/OP/AD/WN/CJ/PA/N23/,1434AZ86504
Fort McDowell Yavapai Nation,Wassaja Family Services,,16240 North Fort McDowell Road,,,Fort McDowell,AZ,85264,(480)789-7990 Intake: (480)816-7990,,SA/TX/OP/AD/CO/WN/CJ/PA/,2331AZ85264
Community Behavioral Health Services,Fredonia Location,,170 North Main Street,,,Fredonia,AZ,86022,(928)643-7230 Hotline: (928)645-8180,,MH-SA/TX/OP/AD/SF/MD/MC/SI/PI/MI/PA/AH/,4506AZ86022
Community Bridges Inc,Outpatient,,1550 North Stonehenge Drive,Suite 104,,Gilbert,AZ,85233,(480)962-7922,,MH-SA/TX/DT/BU/OP/CO/WN/MN/DU/CJ/SF/MD/SI/PI/PA/AH/SP/F81/N13/N23/,9055AZ85233
Pathway Drug Abuse Program,,,1035 North McQueen Road,Suite 123,,Gilbert,AZ,85233,(480)921-4050 Intake: (623)334-4906,,SA/TX/OP/PH/AD/DU/SF/,4081AZ85233
Banner Th underbird Behavioral Health,,,5555 West Th underbird Road,,,Glendale,AZ,85306,(602)865-5555 Intake: (602)254-4357 Hotline: (602)254-4357,Methadone and Buprenorphine Clients Only,MH/TX/DT/DM/BU/HI/OP/AD/CO/SF/MD/MC/SI/PI/MI/AH/,0826AZ85306
Community Medical Services Inc,Glendale,,5002 West Glendale Avenue,Suite 101,,Glendale,AZ,85301,(623)915-2106,Methadone Clients Only,SA/TX/MM/OP/SF/MD/SI/AH/SP/,1714AZ85301
Justice Services,,,4425 West Glendale Avenue,Suite 5,,Glendale,AZ,85301,(480)949-8871,,SA/TX/OP/DU/CJ/SF/SS/AH/SP/,5779AZ85301
Maverick House,,,7022 North 48th Avenue,,,Glendale,AZ,85301,(623)931-5810,,MH-SA/TX/RS/OP/SF/SI/SS/PA/AH/,7846AZ85301
Northwest Organization for,Voluntary Alternatives (NOVA),,4425 West Olive Avenue,Suite 200,,Glendale,AZ,85302,(623)937-9203 Intake: (623)937-9207,,MH-SA/TX/OP/CO/DU/SF/MD/SI/PI/SS/PA/AH/SP/,7471AZ85302
Th underbird Treatment Center,,,13820 North 51st Avenue,Suite 300,,Glendale,AZ,85306,(602)938-2301 Intake: (602)938-2300,Methadone Clients Only,SA/TX/MM/DM/OP/PW/MN/SF/SP/F30/,7035AZ85306
Treatment Assessment Screening Center,Inc (TASC),,6409 West Glendale Avenue,Suite K-L,,Glendale,AZ,85301,(602)712-0234x249,,MH-SA/TX/OP/AD/CO/WN/MN/DU/CJ/SF/AR/SP/,7336AZ85301
Community Counseling Centers Inc,Outpatient Clinic,,105 North 5th Avenue,,,Holbrook,AZ,86025,(928)524-6126 Hotline: (928)524-6126,,MH-SA/TX/OP/AD/DU/CJ/SF/MD/MC/SI/PI/MI/SS/AH/SP/N23/,0513AZ86025
Kayenta Outpatient Treatment Center,,,Highway 163,,,Kayenta,AZ,86033,(928)697-5570 Intake: (928)673-5550,,SA/TX/OP/MD/PI/MI/PA/N23/,5013AZ86033
Mohave Mental Health Clinic,,,3505 Western Avenue,,,Kingman,AZ,86409,(928)757-8111 Intake: (888)757-8111,,MH-SA/TX/OP/WN/SF/MD/SS/PA/AH/SP/,4919AZ86409
Mohave Mental Health Clinic,Lake Havasu,,2187 Swanson Avenue,,,Lake Havasu City,AZ,86403,(928)855-3432,,MH-SA/TX/DT/OP/AD/WN/SF/MD/SS/PA/,2330AZ86403
Community Behavioral Health Services,,,4103 East Fleet Street,Suite 100,,Littlefi eld,AZ,86432,(928)347-4566,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/,9838AZ86432
ABC Wellness Centre,,,1819 Dobson Road,Suite 103,,Mesa,AZ,85202,(480)777-3707 Intake: (480)991-9818,,MH-SA/TX/OP/CO/SE/WN/MN/SF/SI/SS/PA/AH/SP/,9480AZ85202
AZ Addictions Treatment Programs Inc,,,525 West Southern Street,Suite 109,,Mesa,AZ,85210,(480)644-9033,,SA/TX/OP/PH/AD/DU/CJ/SF/MD/SS/,3105AZ85210
Arizona Addiction Treatment Prog Inc,,,525 West Southern Avenue,Suite 4,,Mesa,AZ,85210,(480)644-9033,,SA/TX/OP/AD/DU/CJ/SF/MD/SS/PA/SP/,1371AZ85210
Centro de Amistad Inc,Mesa Offi ce,,460 North Mesa Drive,Suite 120,,Mesa,AZ,85201,(480)833-0227,,MH-SA/TX/OP/CO/MN/DU/SF/MD/SI/SS/SP/,7103AZ85201
Community Bridges Inc,Center For Hope,,560 South Bellview Street,,,Mesa,AZ,85204,(480)461-1711,,SA/TX/HH/RL/OP/CO/PW/WN/BC/AH/SP/F30/,5200AZ85204
DW Counseling Center LLC,DBA Desert Winds Counseling,,925 North Stapley Drive,Suite A,,Mesa,AZ,85203,(480)461-0795,,SA/TX/OP/AD/CO/GL/WN/MN/DU/CJ/SF/PI/,2519AZ85203
Family Service Agency,,,943 South Gilbert Road,Suite 204,,Mesa,AZ,85204,(602)264-9891,,MH-SA/TX/OP/SF/SI/PI/SS/,6939AZ85204
Jewish Family and Childrens Services,,,1930 South Alma School Road,Room A-104,,Mesa,AZ,85210,(602)256-0528,,MH-SA/TX/OP/AD/CJ/SF/MD/MC/AH/SP/,5850AZ85210
Justice Services,,,423 North Country Club Drive,Suite 35,,Mesa,AZ,85201,(480)464-8581 Intake: (480)949-8871,,SA/TX/OP/DU/CJ/SF/SS/AH/SP/,3983AZ85201
Mountain Valley Counseling and Associates Inc,,,145 East University Drive,Suite 6,,Mesa,AZ,85201,(480)962-7808,,MH-SA/TX/OP/AD/CO/CJ/SF/SS/,2302AZ85201
New Hope Behavioral Health Center Inc,,,215 South Power Road,Suite 114,,Mesa,AZ,85206,(480)981-1022 Intake: (520)297-3329,Methadone Clients Only,SA/TX/DT/MM/DM/OP/AD/SE/PW/WN/SF/MD/MC/PI/MI/SP/F17/F19/F92/,3998AZ85206
Saint Lukes Behavioral Health Center,,,460 North Mesa Drive,Suite 110,,Mesa,AZ,85201,(480)827-2440 Intakes: (602)251-8535 (800)821-4193,,SA/TX/OP/SF/PI/AH/,5861AZ85201
Treatment Assessment Screening Ctr Inc,(TASC),,423 North Country Club Drive,Suite 19,,Mesa,AZ,85201,(602)712-0234,,MH-SA/TX/OP/AD/CO/WN/MN/DU/CJ/SF/AR/SP/,2938AZ85201
Women in New Recovery,,,860 North Center Street,,,Mesa,AZ,85201,(480)464-5764 Intake: (480)464-8353,,SA/TX/RL/WN/SF/AR/,6025AZ85201
Southeastern AZ Behav Health Servs,(SEABHS),,32 Boulevard del Rey David,,,Nogales,AZ,85621,(520)281-9189 Hotline: (800)586-9161,,MH-SA/TX/OP/AD/CO/WN/DU/SF/MD/SI/SS/SP/,9465AZ85621
Community Behavioral Health Services,Page Outpatient,,463 South Lake Powell Boulevard,P.O. Box 790,,Page,AZ,86040,(928)645-5113 Hotline: (928)645-8180,,MH-SA/TX/DT/OP/AD/DU/SF/MD/MC/SI/PI/MI/SS/AH/N23/,1242AZ86040
Colorado River Indian Tribes,Behavioral Health Services,,12033 Agency Road,Suite 730,,Parker,AZ,85344,(928)669-3256 Hotline: (866)495-6738,,MH-SA/TX/OP/AD/DU/MD/MC/PI/SS/PA/,3957AZ85344
EXCEL Group,Parker Offi ce,,1021 Kofa Avenue,,,Parker,AZ,85344,(928)669-6669,,MH-SA/TX/BU/OP/AD/PW/MN/DU/SF/MD/MC/PI/AH/SP/,5581AZ85344
Southwest Behavioral Health Servs Inc,Rim Guidance Division,,404 West Aero Drive,,,Payson,AZ,85547,(928)474-3303 Hotline: (866)495-6735,,MH-SA/TX/BU/OP/AD/CO/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/AH/SP/F42/,3640AZ85547
Hualapai Health Department,Alcoholism and Drug Abuse Program,,960 Rodeo Way,,,Peach Springs,AZ,86434,(928)769-2207x230 Intake: (928)769-2207,,MH-SA/TX/OP/PA/F30/,5496AZ86434
Addiction Resources Inc,,,4337 West Indian School Road,Suite 107,,Phoenix,AZ,85031,(602)233-9401,Methadone Clients Only,SA/TX/MM/OP/PW/SF/SP/,5733AZ85031
Alpha Medical Service,,,3825 North 24th Street,,,Phoenix,AZ,85016,(602)955-7997,Methadone Clients Only,SA/TX/MM/DM/OP/SF/MD/MC/AH/,5958AZ85016
Assisted Recovery Centers of America,,,1000 East Indian School Road,Suite B,,Phoenix,AZ,85014,(602)264-7897 Intake: (800)527-5344 Hotline: (800)527-5344,,SA/TX/BU/OP/GL/DU/SF/F67/,3135AZ85014
Black Family and Child Services of AZ,,,1522 East Southern Avenue,,,Phoenix,AZ,85040,(602)243-1773,,MH-SA/TX/OP/WN/CJ/SF/MD/MC/SI/PI/PA/,1220AZ85040
Calvary Center,,,720 East Montebello Avenue,,,Phoenix,AZ,85014,(602)279-1468 Intake: (866)76SOBER Hotlines: (866)767-6237 (602)279-1468,,SA/TX/DT/HI/RS/RL/OP/PH/WN/MN/SF/PI/SP/,3614AZ85014
Casa de Amigas,,,1648 West Colter Street,Suite 8,,Phoenix,AZ,85015,(602)265-9987,,SA/TX/RS/PW/WN/SF/AR/,3815AZ85015
Center for Behavioral Hlth Phoenix Inc,,,1501 East Washington Street,,,Phoenix,AZ,85034,(602)253-6553,Methadone and Buprenorphine Clients Only,MH-SA/TX/DT/MM/DM/BU/OP/PW/WN/MN/SF/AH/,7639AZ85034
Central Counseling and Education Services,,,49 East Th omas Road,Suite 108,,Phoenix,AZ,85012,(602)235-9237,,SA/TX/OP/DU/SF/SI/PI/SP/,8669AZ85012
Chicanos Por La Causa Inc,Centro de La Familia,,4602 West Indian School Road,Suite C-3,,Phoenix,AZ,85031,(623)247-0464,,MH-SA/TX/OP/HV/DU/CJ/SF/MD/MC/AR/AH/SP/,2945AZ85031
Community Bridges Inc,Central City Addiction Recovery Center,,2770 East Van Buren Street,,,Phoenix,AZ,85008,(602)273-9999,,SA/TX/DT/BU/HI/OP/SF/MD/PI/AR/AH/SP/F70/F81/N13/N23/,2964AZ85008
Community Medical Services Inc,Larkspur Medical Services,,2255 West Northern Avenue,Suite A-100,,Phoenix,AZ,85021,(602)248-8886 Intake: (602)866-9378,Methadone Clients Only,SA/TX/MM/OP/SF/SI/AH/,0788AZ85021
Ebony House Inc,,,6222 South 13th Street,,,Phoenix,AZ,85040,(602)276-4288x8602 Intake: (602)276-4288,,SA/TX/DT/RS/RL/OP/PH/CO/HV/WN/CJ/SF/MD/SI/PI/MI/AR/SS/PA/AH/,1285AZ85040
Elba House,,,8646 South 14th Street,,,Phoenix,AZ,85042,(602)243-5492 Intake: (602)243-5491,,SA/TX/RS/RL/PW/WN/BC/MD/AR/PA/AH/,9007AZ85042
Family Service Agency,,,2400 North Central Avenue,Suite 400,,Phoenix,AZ,85004,(602)264-9891,,MH-SA/TX/OP/DU/SF/SI/PI/SS/SP/,7119AZ85004
Family Service Agency,,,3101 West Peoria Avenue,Suite A-201,,Phoenix,AZ,85029,(602)264-9891,,MH-SA/TX/OP/CJ/SF/SI/PI/AR/SS/,3251AZ85029
Intensive Treatment Systems LLC,,,19401 North Cave Creek Road,Suite 18,,Phoenix,AZ,85024,(602)996-0099 Intake: (602)248-0550,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/AH/,8406AZ85024
Intensive Treatment Systems LLC,,,651 West Coolidge Street,,,Phoenix,AZ,85013,(602)248-0550,Methadone Clients Only,MH-SA/TX/DT/MM/DM/OP/CO/PW/WN/DU/SF/MD/AH/,6752AZ85013
Intensive Treatment Systems LLC,,,7102 West Th omas Road,Suite 107,,Phoenix,AZ,85033,(623)247-1234 Intake: (602)248-0550,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/MD/,6617AZ85033
Jewish Family and Childrens Services,,,3306 West Catalina Drive,,,Phoenix,AZ,85017,(602)353-0703x13412 Intake: (602)353-0703,,MH/TX/OP/AD/HV/GL/SF/MD/MC/F4/,6181AZ85017
Justice Services,,,201 East Monterey Way,,,Phoenix,AZ,85012,(480)949-8871,,SA/TX/OP/DU/CJ/SF/SS/AH/SP/,1833AZ85012
LLC Counseling Services,Outpatient Treatment Clinic,,3530 East Indian School Road,Suite 5,,Phoenix,AZ,85018,(602)224-5499,,MH-SA/TX/OP/DU/SF/SS/AH/,3781AZ85018
Lupe Quintero Wellness Center,Corazon,,3639 West Lincoln Avenue,,,Phoenix,AZ,85009,(602)233-9747 Intake: (602)233-9747x111,,MH-SA/TX/RS/CO/SF/SI/AR/SP/,9685AZ85009
Mountain Valley and Associates Inc,,,2400 West Dunlap Avenue,Suite 133,,Phoenix,AZ,85021,(602)870-0972,,MH-SA/TX/OP/AD/CJ/SF/,3034AZ85021
National Council on Alc/Drug Depend,Central and Northern Arizona,,4201 North 16th Street,Suite 140,,Phoenix,AZ,85016,(602)264-6214x4 Intakes: (602)264-6214 (602)274-3456 Hotline: (866)836-8078,,MH-SA/TX/OP/CO/PW/WN/SF/MD/MC/SS/PA/AH/,5721AZ85016
Native American Connections Inc,Guiding Star,,3424 East Van Buren Street,,,Phoenix,AZ,85008,(602)254-5805 Intake: (602)424-2060,,MH-SA/TX/HH/RS/RL/CO/HV/GL/SE/PW/WN/BC/CJ/SF/MD/SI/PI/MI/SP/N13/N23/,7231AZ85008
Native American Connections Inc,Indian Rehabilitation,,636 North 3rd Avenue,,,Phoenix,AZ,85003,(602)495-3085 Intake: (602)424-2060,,MH-SA/TX/RS/RL/CO/MN/CJ/SF/MD/PI/MI/SS/PA/AH/SP/N13/N18/N23/,7992AZ85003
Native American Connections Inc,Outpatient Clinic,,4520 North Central Avenue,Suite 100,,Phoenix,AZ,85012,(602)424-2060 Intake: (602)254-3247,,SA/TX/HH/OP/AD/CO/MN/DU/CJ/SF/MD/SI/PI/MI/SS/AH/,9338AZ85012
New Arizona Family Inc,,,2720 East Th omas Road,Suite 250 C-251,,Phoenix,AZ,85016,(602)553-7300,,SA/TX/OP/PH/CO/PW/WN/SF/MD/MC/SI/PI/MI/AH/SP/,7450AZ85016
New Arizona Family Inc II,SMI Dual Diagnosis Program,,3222 North 37th Street,,,Phoenix,AZ,85018,(602)553-7300x2100,,MH-SA/TX/RL/CO/,9925AZ85018
New Horizons Counseling Service Inc,,,5062 North 19th Avenue,Suite 102,,Phoenix,AZ,85018,(623)939-6567,,MH-SA/TX/OP/DU/SF/MC/SI/SS/PA/AH/,2469AZ85018
