name1,name2,street1,street2,city,state,zip,zip4,county,latitude,longitude
KAR House,Residential Substance Abuse Program,126 Washington Street,Suite 100,Ketchikan,AK,99901,,Ketchikan Gateway,55.3499094,-131.671861
Ketchikan Indian Community,Tribal Clinic Behavioral Health Dept,201 Deermount Street,,Ketchikan,AK,99901,,Ketchikan Gateway,55.3398819,-131.636823
Wil La Mootk Counseling Center,Wil La Mootk,900 Milton Street,,Metlakatla,AK,99926,,Prince of Wales Hyder,55.1270072,-131.5738232
Aleutian Pribilof Islands Association,Saint George Health Center,P.O. Box 934,,Saint George Island,AK,99591,,Aleutians West,56.6023529,-169.5489373
Southwest Behavioral and Health Servs,Payson Division,404 West Aero Drive,,Payson,AZ,85541,,Gila,34.2288387,-111.3348523
Community Bridges Inc,Payson Outpatient Services Center 2,803 West Main Street,,Payson,AZ,85541,,Gila,34.2312102,-111.3410704
Community Bridges Inc,Payson Outpatient Services Center,803 West Main Street,,Payson,AZ,85541,,Gila,34.2312102,-111.3410704
Canyonlands Community Healthcare,Globe,5860 South Hospital Drive,Suite 102,Globe,AZ,85501,,Gila,33.4065603,-110.8260668
Fountain Hills Recovery,,16872 East Avenue of the Fountains,Suite 204,Fountain Hills,AZ,85268,,Maricopa,33.6037568,-111.7156791
Community Bridges Inc,Transition Point Residential,5734 East Hope Lane,,Globe,AZ,85501,,Gila,33.4027201,-110.8138249
Community Bridges Inc,Globe Outpatient Services Center,5734 East Hope Lane,,Globe,AZ,85501,,Gila,33.4027201,-110.8138249
Horizon Health and Wellness,Globe Office,415 West Baseline Spur,,Globe,AZ,85501,,Gila,33.3787078,-110.7750598
Horizon Health and Wellness,,625 North Plaza Drive,,Apache Junction,AZ,85120,,Pinal,33.4207607,-111.5499043
La Frontera Arizona EMPACT SPC,,11518 East Apache Trail,Suite 129,Apache Junction,AZ,85120,,Pinal,33.4155348,-111.5818868
Medical X,,11390 East Via Linda Street,Suite 103,Scottsdale,AZ,85259,,Maricopa,33.5902484,-111.8342682
SpringBoard Recovery,,11624 East Shea Boulevard,,Scottsdale,AZ,85259,,Maricopa,33.5829357,-111.8292378
Lifewell Behavioral Wellness,,6915 East Main Street,Suite 101,Mesa,AZ,85207,8201,Maricopa,33.4150046,-111.6819573
Acceptance Recovery Center,,15685 North Greenway Hayden Loop,Suite 100,Scottsdale,AZ,85260,,Maricopa,33.6279984,-111.9137764
New Hope Behavioral Health Center Inc,,215 South Power Road,Suite 114,Mesa,AZ,85206,,Maricopa,33.4119273,-111.6813504
Sobermans Estate,,3010 East Cloud Road,,Cave Creek,AZ,85331,,Maricopa,33.8147646,-112.0170368
Residents at the Heights,DBA Unhooked Recovery Power Road,215 South Power Road,Suite 1251,Mesa,AZ,85206,,Maricopa,33.4116124,-111.6814916
Diebold Behavioral Counseling,,9375 East Shea Boulevard,Suite 278,Scottsdale,AZ,85260,,Maricopa,33.581251,-111.8788899
Buena Vista Health and Recovery LLC,,29858 North Tatum Boulevard,,Cave Creek,AZ,85331,,Maricopa,33.7560311,-111.9932831
Crisis Preparation and Recovery Inc,,10799 North 90th Street,Suite 100,Scottsdale,AZ,85260,,Maricopa,33.5846878,-111.8855039
Purpose Healing Center,,9332 North 95th Way,Suite B-203,Scottsdale,AZ,85258,5513,Maricopa,33.5701333,-111.8757692
Community Medical Services,Mesa,6116 East Arbor Avenue,"Building 1, Suite 104",Mesa,AZ,85206,,Maricopa,33.4139332,-111.6986778
Cornerstone Healing Center,,7655 East Redfield Road,Suite 4,Scottsdale,AZ,85260,,Maricopa,33.6134484,-111.9150806
Soba Mesa LLC,DBA Soba Recovery Center,6262 East Broadway Road,Suite 110,Mesa,AZ,85206,,Maricopa,33.4088219,-111.6953707
Unhooked LLC,,5801 East Main Street,,Mesa,AZ,85205,,Maricopa,33.4150111,-111.7048728
Scottsdale Providence,,8889 East Via Linda,,Scottsdale,AZ,85258,,Maricopa,33.568281,-111.8896027
Spectrum Healthcare,,452 Finnie Flats Road,,Camp Verde,AZ,86322,,Yavapai,34.5670528,-111.8623488
Illuminate Recovery LLC,,10619 North Hayden Road,Suite A-108,Scottsdale,AZ,85260,,Maricopa,33.5841569,-111.9081406
Scottsdale Recovery Center LLC,,10446 North 74th Street,Suite 150,Scottsdale,AZ,85258,,Maricopa,33.5799507,-111.9223001
SMC Recovery LLC,,10207 North Scottsdale Road,,Scottsdale,AZ,85258,,Maricopa,33.578687,-111.925302
Lifeline Professional Counseling Servs,,1423 South Higley Road,Suite 103,Mesa,AZ,85206,,Maricopa,33.3895735,-111.7184739
Community Medical Services,Mesa on Main,2940 East Main Street,,Mesa,AZ,85213,,Maricopa,33.4159031,-111.7673816
Marc Community Resources,,4250 East Florian Avenue,,Mesa,AZ,85206,2797,Maricopa,33.395637,-111.73924
Sun Valley Services Inc,,2706 East Main Street,,Mesa,AZ,85213,,Maricopa,33.4157523,-111.7730875
2nd Chance Treatment Center,,16620 North 40th Street,Suite H-4,Phoenix,AZ,85032,,Maricopa,33.6378062,-111.9980544
CleanSlate Centers,,15255 North 40th Street,Building 5 Suite 135,Phoenix,AZ,85032,,Maricopa,33.625313,-111.995759
Valle del Sol,,4135 South Power Road,Suite 108,Mesa,AZ,85212,,Maricopa,33.3406812,-111.6854838
Positive Change Institute Inc,,1050 East University Drive,Suite 5,Mesa,AZ,85203,,Maricopa,33.4227365,-111.8078117
Desert Cove Recovery Center LLC,,6613 North Scottsdale Road,Suite 200,Scottsdale,AZ,85250,7804,Maricopa,33.5323027,-111.9251879
Professional Psychology Associates PC,Center for Lifestyle Change,11811 North Tatum Boulevard,Suite 3031,Phoenix,AZ,85028,1621,Maricopa,33.594688,-111.9793567
Lifeline Professional Counseling Servs,,5040 East Shea Boulevard,Suite 164,Scottsdale,AZ,85254,,Maricopa,33.5830946,-111.9721374
ACT/Counseling and Education,,5010 East Shea Boulevard,Suite D-202,Scottsdale,AZ,85254,,Maricopa,33.5834512,-111.9730476
2nd Chance Treatment Center,,2450 East Guadalupe Road,Suite 103,Gilbert,AZ,85234,,Maricopa,33.3652424,-111.7380836
Intensive Treatment Systems LLC,,19401 North Cave Creek Road,Suite 18,Phoenix,AZ,85024,,Maricopa,33.6633657,-112.0300676
Adolescent Substance Abuse Program,(ASAP),2530 South Alma School Road,,Mesa,AZ,85210,,Maricopa,33.5839155,-111.9786036
Canyon Vista Recovery Center,,860 North Center Street,,Mesa,AZ,85201,,Maricopa,33.430904,-111.831948
Family Service Agency,,1107 South Gilbert Road,Suite 104,Mesa,AZ,85204,,Maricopa,33.3950277,-111.786572
Prodigy Healthcare LLC,,460 North Mesa Drive,Suite 101,Mesa,AZ,85201,,Maricopa,33.4237871,-111.8245334
Valle del Sol,,334 West 10th Place,Suite 100,Mesa,AZ,85201,,Maricopa,33.4344513,-111.8390657
Lifewell Behavioral Wellness,,262 East University Drive,,Mesa,AZ,85201,,Maricopa,33.4228469,-111.825243
Yavapai Apache Nation,Alcohol/Substance Abuse Program,3462 Smith Avenue,,Camp Verde,AZ,86322,,Yavapai,34.6209519,-111.8932358
Mountain Valley Counseling ,Associates Inc,145 East University Drive,Suite 6,Mesa,AZ,85201,,Maricopa,33.421937,-111.827068
Dynamic Living Counseling Inc,,1555 South Gilbert Road,Suite 103,Mesa,AZ,85204,,Maricopa,33.3879735,-111.7872706
MMDC Outpatient Clinic,,736 North Country Club Drive,,Mesa,AZ,85201,,Maricopa,33.4288247,-111.8404165
CleanSlate Centers,,2451 East Baseline Road,Suite 430,Gilbert,AZ,85234,,Maricopa,33.3787899,-111.778002
Community Bridges Inc,Center for Hope,554 South Bellview Street,,Mesa,AZ,85204,2504,Maricopa,33.4044818,-111.8159164
Community Bridges Inc,ASPIRE,1012 South Stapley Drive,Suite 117 Building 5,Mesa,AZ,85204,4272,Maricopa,33.396416,-111.805751
Terros Health/Stapley Drive ,Integrated Care,1111 South Stapley Drive,,Mesa,AZ,85204,,Maricopa,33.3949956,-111.8042252
Transitional Living Communities,TLC Treatment Center,32 South Macdonald,,Mesa,AZ,85210,,Maricopa,33.4140649,-111.8344167
Adolescent Substance Abuse Program,(ASAP) ,3839 East Shea Boulevard,,Phoenix,AZ,85028,,Maricopa,33.5822803,-111.9988722
Ascend Behav Health and Wellness LLC,Apache,33508 North 24th Lane,,Phoenix,AZ,85085,,Maricopa,33.788848,-112.1127252
Calvary Healing Center,East Valley,1730 East McNair Drive,,Tempe,AZ,85284,,Maricopa,33.3763086,-111.7894598
New Hope of Arizona Inc,,12406 North 32nd Street,Suite 101,Phoenix,AZ,85032,,Maricopa,33.599305,-112.013656
Core Recovery LLC,,34225 North 27th Drive,"Building 5, Suite 146",Phoenix,AZ,85085,,Maricopa,33.7959989,-112.1171612
Banner Behavioral Health Hospital,,7575 East Earll Drive,,Scottsdale,AZ,85251,,Maricopa,33.4832256,-111.9188068
Touch Angels Behav Healthcare LLC,,2018 West Morning Vista Lane,,Phoenix,AZ,85085,2725,Maricopa,33.752205,-112.1029213
Relieve Outpatient Medical Detox ,,7281 East Earll Drive,Building B,Scottsdale,AZ,85251,,Maricopa,33.4836885,-111.9246289
Renaissance Recovery Center,,459 North Gilbert Road,Suite B-140,Gilbert,AZ,85234,4750,Maricopa,33.3590956,-111.789454
Community Medical Services,Show Low,1500 East Woolford Road,Suite 101,Show Low,AZ,85901,,Navajo,34.2327221,-110.02496
White Mountain Counseling,,1141 East Cooley Street,Suite O,Show Low,AZ,85901,,Navajo,34.252716,-110.029659
RecoveryWorks,,1201 East Cooley Street,Suite A,Show Low,AZ,85901,,Navajo,34.2527026,-110.029124
ChangePoint Integrated Health,Outpatient Unit,2500 East Show Low Lake Road,Buildings A and B,Show Low,AZ,85901,,Navajo,34.2019315,-110.014419
Mission Treatment Center,,617 North Scottsdale Road,Suite D,Scottsdale,AZ,85257,,Maricopa,33.4551748,-111.9260883
Touch Angels Behav Healthcare LLC,,21929 East Avenida Del Valle Court,,Queen Creek,AZ,85142,,Maricopa,33.2424287,-111.6109695
Eureka Imperial Residence,,1740 South Heritage Drive,,Gilbert,AZ,85295,,Maricopa,33.3184872,-111.7725052
River Source Treatment Center,Outpatient Services,2325 West Guadalupe Road,Suite 107,Gilbert,AZ,85233,,Maricopa,33.3631218,-111.8396247
Intensive Treatment Systems LLC,,36375 North Gantzel Road,Suite 101,San Tan Valley,AZ,85140,,Pinal,33.209544,-111.5636006
Dynamic Living Counseling Inc,,18425 North 19th Avenue,Suite 122,Phoenix,AZ,85023,,Maricopa,33.6532417,-112.0983571
Eureka Imperial Residence 3,,1080 East Clifton Avenue,,Gilbert,AZ,85295,,Maricopa,33.306196,-111.766847
Center for Behavioral Health Inc,,2123 East Southern Avenue,,Tempe,AZ,85282,,Maricopa,33.392377,-111.895472
Eureka Imperial Residence 2,,2668 South Heritage Drive,,Gilbert,AZ,85295,,Maricopa,33.3017371,-111.7723189
Valley Hope of Tempe,Rio Sureno Medical Plaza,2115 East Southern Avenue,,Tempe,AZ,85282,,Maricopa,33.3923168,-111.8959373
Dynamic Living Counseling Inc,,1340 East Broadway,Suite 107,Tempe,AZ,85282,,Maricopa,33.4082925,-111.9159656
Open Hearts,,3280 South Country Club Way,Suite 110,Tempe,AZ,85282,,Maricopa,33.3937715,-111.9011896
Recovia,Tempe,1910 East Southern Avenue,,Tempe,AZ,85282,,Maricopa,33.3932445,-111.9043445
Crossroads East,,1845 East Ocotillo Road,,Phoenix,AZ,85016,,Maricopa,33.534452,-112.0409223
Arizona Behavioral Counseling and,Education Inc,2051 North Arizona Avenue,Suite 110,Chandler,AZ,85225,,Maricopa,33.336967,-111.8390681
Valley Hospital,,3550 East Pinchot Avenue,,Phoenix,AZ,85018,,Maricopa,33.4828551,-112.0058586
Community Medical Services,Tempe on Rural,2525 South Rural Road,Suites 9 and 10-N,Tempe,AZ,85282,,Maricopa,33.4011781,-111.925791
Arizona Behavioral Counseling and,Education Inc,2525 South Rural Road,Suite 7 South,Tempe,AZ,85282,,Maricopa,33.4011656,-111.9259009
ChangePoint Integrated Health,,423 South Main Street,,Snowflake,AZ,85937,,Navajo,34.5033245,-110.0786868
MHCTI,DBA Step Two Recovery Center,3771 East Brooks Farms Road,,Gilbert,AZ,85298,,Maricopa,33.240712,-111.708124
Community Medical Services,Alpha,3825 North 24th Street,,Phoenix,AZ,85016,,Maricopa,33.4923219,-112.0297055
Dynamic Living Counseling Inc,,5150 North 16th Street,Suite B-132,Phoenix,AZ,85016,,Maricopa,33.5119056,-112.0481504
LLC Counseling Services,State Licensed Counseling Facility,2720 East Thomas Road,"Building C, Suite 250-B",Phoenix,AZ,85016,,Maricopa,33.4808164,-112.0230895
Stonewall Institute,,4020 North 20th Street,Suite 302,Phoenix,AZ,85016,,Maricopa,33.493681,-112.0393932
La Frontera Arizona,EMPACT SPC,618 South Madison Drive,,Tempe,AZ,85281,,Maricopa,33.4233489,-111.9739539
Valley Hope of Chandler,,501 North Washington Street,,Chandler,AZ,85225,,Maricopa,33.3118302,-111.8396713
Calvary Healing Center,,720 East Montebello Avenue,,Phoenix,AZ,85014,,Maricopa,33.5202233,-112.0647645
Vogue Recovery Center,,4122 North 17th Street,,Phoenix,AZ,85016,5922,Maricopa,33.4956951,-112.0460069
Continuum Recovery Center,,3710 West Greenway Road,Suite 104,Phoenix,AZ,85053,3729,Maricopa,33.6256463,-112.1381861
Arizona Womens Recovery Center,Central Arizona,4201 North 16th Street,Suite 140,Phoenix,AZ,85016,,Maricopa,33.4968192,-112.0471942
Ebony House Inc,Youth/Young Adults Behav Health Servs,1616 East Indian School Road,Suite 100,Phoenix,AZ,85016,,Maricopa,33.4951164,-112.0466475
New Freedom Ops LLC,,2532 West Peoria Avenue,,Phoenix,AZ,85029,,Maricopa,33.5829742,-112.1156361
Pathway Program,,4820 South Mill Avenue,Suites 101 and 204,Tempe,AZ,85282,,Maricopa,33.3809189,-111.9399994
Southwest Behavioral and Health Servs,,11221 North 28th Drive,Building E,Phoenix,AZ,85029,,Maricopa,33.5884827,-112.120745
Living Waters Behav Health Servs LLC,,1036 East Omega Drive,,San Tan Valley,AZ,85143,,Pinal,33.155289,-111.555128
Crossroads Inc,,1632 East Flower Street,,Phoenix,AZ,85016,,Maricopa,33.4861911,-112.0461837
Potters House,Substance Abuse Center,1717 West Northern Avenue,Suite 101,Phoenix,AZ,85021,,Maricopa,33.55189,-112.0982173
Mountain Valley Counseling,Associates Inc,2400 West Dunlap Avenue,Suite 133,Phoenix,AZ,85021,,Maricopa,33.56751451,-112.1102606
Community Partners Integrated,Healthcare (CPIH),1515 East Osborn Road,,Phoenix,AZ,85014,,Maricopa,33.4871612,-112.0488408
Lifeline Professional Counseling Servs,,335 North Alma School Road,Suite E,Chandler,AZ,85224,,Maricopa,33.3085663,-111.8587682
BAART Behavioral Health Services Inc,,908A West Chandler Boulevard,Building A,Chandler,AZ,85225,,Maricopa,33.3070214,-111.8571846
Partners in Recovery LLC,Metro Center Integrated Health Home,"10240 North 31st Avenue, Suites 101","120, 200-201, 218, 210A, 220, 105 109 ",Phoenix,AZ,85051,,Maricopa,33.5798563,-112.1258565
Family Service Agency,Metro Site,10220 North 31st Avenue,Suites 103 and 105,Phoenix,AZ,85051,,Maricopa,33.5790588,-112.1259318
Community Medical Services,Northern,2301 West Northern Avenue,,Phoenix,AZ,85021,,Maricopa,33.5527334,-112.1086034
Community Medical Services,23rd Avenue,7830 North 23rd Avenue,,Phoenix,AZ,85021,,Maricopa,33.5522595,-112.1085801
Phoenix VA Healthcare System,Substance Use Disorder Trt Prog,650 East Indian School Road,Building 31,Phoenix,AZ,85012,,Maricopa,33.4954978,-112.0661569
Valle del Sol,,3807 North 7th Street,,Phoenix,AZ,85014,,Maricopa,33.4919868,-112.0644376
Aurora Behavioral Health System,Tempe,6350 South Maple Avenue,,Tempe,AZ,85283,,Maricopa,33.3641134,-111.9391144
La Frontera Arizona EMPACT SPC,,2474 East Hunt Highway,Suite C-100,San Tan Valley,AZ,85143,,Pinal,33.1381542,-111.5403557
Native American Connections Inc,Outpatient Clinic,4520 North Central Avenue,Suites 100 and 120,Phoenix,AZ,85012,,Maricopa,33.502728,-112.0748
Banner Behavioral Health Hospital,Outpatient Services/Chandler Campus,1600 West Chandler Boulevard,Suite 180,Chandler,AZ,85224,6164,Maricopa,33.306943,-111.869307
Florence Crittenton,Therapeutic Group Home,715 West Mariposa Street,,Phoenix,AZ,85013,,Maricopa,33.508045,-112.083404
Native Health,Outpatient Services,4041 North Central Avenue,Building C,Phoenix,AZ,85012,3313,Maricopa,33.4939783,-112.0728772
Intensive Treatment Systems LLC,,651 West Coolidge Street,,Phoenix,AZ,85013,,Maricopa,33.5045647,-112.0819284
Lifewell Behavioral Wellness,,40 East Mitchell Drive,Suite 100,Phoenix,AZ,85012,2330,Maricopa,33.4889724,-112.0716974
Saint Lukes Behavioral Health Center,Outpatient,1800 East Van Buren Street,,Phoenix,AZ,85006,,Maricopa,33.4544851,-112.0423562
Lifeline Professional Counseling Servs,,45 East Monterey Way,,Phoenix,AZ,85012,,Maricopa,33.484991,-112.071883
Arizona Center for Change,,4205 North 7th Avenue,Suite 311,Phoenix,AZ,85013,,Maricopa,33.4972077,-112.0830963
Native American Connections Inc,Patina Wellness Center,337 East Virginia Avenue,,Phoenix,AZ,85004,,Maricopa,33.4762024,-112.0670597
Spectrum Healthcare,,2880 Hopi Drive,,Sedona,AZ,86340,,Yavapai,34.86,-111.79
Banner University Medical Ctr Phoenix,Addiction Recovery Center,1300 North 12th Street,Suite 608,Phoenix,AZ,85006,,Maricopa,33.4628408,-112.0572315
Thunderbird Treatment Center,,13820 North 51st Avenue,Suite 300,Glendale,AZ,85306,,Maricopa,33.6115953,-112.1688652
Connections Access LLC,Osborne Clinic,3333 North 7th Avenue,,Phoenix,AZ,85013,,Maricopa,33.486755,-112.0828291
Center for Behavioral Health Inc,Phoenix,1501 East Washington Street,,Phoenix,AZ,85034,,Maricopa,33.448093,-112.049708
Family Service Agency,,2400 North Central Avenue,Suite 101,Phoenix,AZ,85004,,Maricopa,33.4751038,-112.0742477
Arizona Behavioral Counseling and,Education Inc,3549 West Northern Avenue,,Phoenix,AZ,85051,,Maricopa,33.5519937,-112.1357325
Alternative to Meds Center,,185 Roadrunner Road,,Sedona,AZ,86336,,Yavapai,34.8592084,-111.8047755
Open Hearts Family Wellness,,4414 North 19th Avenue,,Phoenix,AZ,85015,,Maricopa,33.500925,-112.100277
Recovery Rx,,4350 North 19th Avenue,Suite 1,Phoenix,AZ,85015,,Maricopa,33.5002294,-112.1001543
EMPACT Suicide Prevention Center,,1035 East Jefferson Street,Suite A,Phoenix,AZ,85034,,Maricopa,33.4467847,-112.0596069
Banner Thunderbird Medical Center,,5555 West Thunderbird Road,,Glendale,AZ,85306,,Maricopa,33.6092249,-112.1796847
Sunlight Medical Services PLLC,,5750 West Thunderbird Road,Suite F-640,Glendale,AZ,85306,,Maricopa,33.6124876,-112.1822248
La Frontera Arizona,EMPACT SPC,4425 West Olive Avenue,Suite 194,Glendale,AZ,85302,,Maricopa,33.5664201,-112.1537757
Community Bridges Inc,,1520 East Pima Street,,Phoenix,AZ,85034,,Maricopa,33.4335964,-112.0501851
Community Medical Services,Camelback,4527 North 27th Avenue,,Phoenix,AZ,85017,,Maricopa,33.5031178,-112.116684
Axiom Care of Arizona,,7725 North 43rd Avenue,Suite 522,Phoenix,AZ,85051,,Maricopa,33.5499565,-112.1510701
Terros Health,27th Avenue Integrated Care,3864 North 27th Avenue,,Phoenix,AZ,85017,,Maricopa,33.4925324,-112.1176844
Prodigy Healthcare AZ,,4425 West Glendale Avenue,Suite 5,Glendale,AZ,85301,,Maricopa,33.537728,-112.1545251
Lifeline Professional Counseling Servs,,17235 North 75th Avenue,Suite F-100,Glendale,AZ,85308,,Maricopa,33.6410391,-112.2187276
Valle del Sol,,1209 South 1st Avenue,,Phoenix,AZ,85003,,Maricopa,33.4356436,-112.0746972
Community Bridges Inc,Winslow SRU,105 North Cottonwood Avenue,,Winslow,AZ,86047,,Navajo,35.0198526,-110.6906188
ChangePoint Integrated Health,Outpatient Clinic,1015 East 2nd Street,,Winslow,AZ,86047,,Navajo,35.019624,-110.688326
Aurora Behavioral Health System,,6015 West Peoria Avenue,,Glendale,AZ,85302,,Maricopa,33.5810387,-112.189315
Community Bridges Inc,Winslow Outpatient Services Center,110 East 2nd Street,,Winslow,AZ,86047,,Navajo,35.0234253,-110.6974711
Southwest Behavioral and Health Servs,Methadone Maintenance,1424 South 7th Avenue,Building C,Phoenix,AZ,85007,,Maricopa,33.4342639,-112.0829875
Community Medical Services,Glendale,5002 West Glendale Avenue,Suites 101 and 102,Glendale,AZ,85301,,Maricopa,33.5387996,-112.1666574
Black Family and Child Services Inc,,1522 East Southern Avenue,,Phoenix,AZ,85040,,Maricopa,33.3946985,-112.0482969
Spectrum Healthcare,,8 East Cottonwood Street,,Cottonwood,AZ,86326,,Yavapai,34.7290827,-112.0298465
Adolescent Substance Abuse Program,(ASAP),8607 North 59th Avenue,Suite C-6,Glendale,AZ,85302,,Maricopa,33.5626399,-112.1855345
Ebony House Inc,Outpatient,6218 South 13th Street,,Phoenix,AZ,85042,,Maricopa,33.3899553,-112.0539945
Ebony House Inc,,6222 South 13th Street,,Phoenix,AZ,85042,,Maricopa,33.389782,-112.054051
