"","name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility"
"137","LifeBridge Community Services","","475 Clinton Avenue","","Bridgeport","CT",6605,1700,"Fairfield","203-368-4291","","","","http://www.LifeBridgeCT.org/",41.1737573,-73.2099051,"MH"
"138","Community Health Resources","Manchester Office","444 Center Street","","Manchester","CT",6040,NA,"Hartford","860-731-5522","","877-884-3571","","http://www.chrhealth.org",41.772536,-72.539179,"MH"
"139","Discovery Mood and Anxiety Program","Fairfield MH","615 Mine Hill Road","","Fairfield","CT",6824,2154,"Fairfield","866-457-5205","","","","http://discoverymood.com/locations/fairfield/",41.1773362,-73.2854968,"MH"
"140","Walden Behavioral Care","","2400 Tamarack Avenue","Suite 203","South Windsor","CT",6074,NA,"Hartford","860-467-2210","","","","http://www.waldenbehavioralcare.com",41.8192019,-72.5549579,"MH"
"141","Manchester Memorial Hospital","Behavioral Health","71 Haynes Street","","Manchester","CT",6040,4131,"Hartford","860-646-1222 x2481","","860-647-6800","","http://www.echn.org",41.7819971,-72.5255243,"MH"
"142","Community Child Guidance Clinic","","317 North Main Street","","Manchester","CT",6040,2066,"Hartford","860-643-2101","","","","http://ccgcinc.org",41.782248,-72.522671,"MH"
"143","Center for Discovery","Wellington","600 Wellington Drive","","Fairfield","CT",6824,1984,"Fairfield","866-862-3631","","","","http://centerfordiscovery.com/locations/wellington/",41.1750931,-73.3155792,"MH"
"144","Eastern Connecticut Health Network","Adult Behavioral Health Services","150 North Main Street","Suite 130","Manchester","CT",6042,NA,"Hartford","860-533-3434 x3856","","","","http://echn.org",41.7945892,-72.5245415,"MH"
"145","Center for Discovery","Southport","1320 Mill Hill Road","","Southport","CT",6890,1042,"Fairfield","866-862-3631","","","","http://centerfordiscovery.com/locations/southport/",41.155819,-73.286317,"MH"
"146","Grove School","","175 Copse Road","","Madison","CT",6443,NA,"New Haven","203-245-2778","","","","http://www.groveschool.org",41.286715,-72.612252,"MH"
"147","Fairfield Counseling Services Inc","Psychiatric OP Clinic for Adults","125 Penfield Road","","Fairfield","CT",6824,NA,"Fairfield","203-255-5777","","","","http://",41.1402271,-73.2499284,"MH"
"148","Hockanum Valley Comm Council","","27 Naek Road","Suite 4","Vernon Rockville","CT",6066,NA,"Tolland","860-872-9825","","","","http://www.hvcchelps.org",41.8390418,-72.4927052,"MH"
"149","RiverEast Day Hospital and","Treatment Center","428 Hartford Turnpike","Suite 105","Vernon Rockville","CT",6066,NA,"Tolland","860-858-4947","","","","http://www.natchaug.org",41.8285554,-72.4817868,"MH"
"150","Positive Directions","The Ctr for Prevention and Counseling","90 Post Road West","","Westport","CT",6880,NA,"Fairfield","203-227-7644","","","","http://www.positivedirections.org",41.1386004,-73.3664256,"MH"
"151","Gateway Community Treatment Program","","86 Middlesex Turnpike","","Chester","CT",6412,NA,"Middlesex","860-526-2624","","","","http://",41.4053137,-72.4410138,"MH"
"152","Saint Vincents Behav Health Servs","Norwalk OP BH","1 Lois Street","","Norwalk","CT",6851,NA,"Fairfield","203-221-8899","","203-221-8878","","http://www.stvincentsbehavioralhealth.org",41.128487,-73.385301,"MH"
"153","Keystone House Inc","Supervised Housing Program","12 Genoa Street","","Norwalk","CT",6851,NA,"Fairfield","203-857-0188","","203-857-1155","","http://keystonehouse.org",41.1197716,-73.394568,"MH"
"154","Child Guidance Center","Child First","100 East Avenue","","Norwalk","CT",6851,NA,"Fairfield","203-939-9339 x101","","","203-299-1315","http://childguidancemfct.org",41.1159178,-73.4083492,"MH"
"155","Child Guidance Center of","Mid Fairfield County","100 East Avenue","","Norwalk","CT",6851,NA,"Fairfield","203-299-1315","","","","http://www.childguidancemfct.org/",41.1159178,-73.4083492,"MH"
"156","Catholic Charities of Fairfield County","Catholic Charities Norwalk","120 East Avenue","2nd Floor","Norwalk","CT",6851,NA,"Fairfield","203-750-9711","","","203-743-4412","http://www.ccfairfield.org",41.114076,-73.4080299,"MH"
"157","Connecticut Renaissance Inc","Behavioral Health OP Clinic","4 Byington Place","","Norwalk","CT",6850,NA,"Fairfield","203-866-2541","","","","http://ctrenaissance.com",41.1176987,-73.4181822,"MH"
"158","Family and Childrens Agency Inc","","9 Mott Avenue","4th Floor","Norwalk","CT",6850,NA,"Fairfield","203-855-8765","","","","http://www.familyandchildrensagency.org/",41.1158145,-73.4165375,"MH"
"159","Keystone House Inc","Group Home","4 Saint John Street","","Norwalk","CT",6855,NA,"Fairfield","203-857-1155","","","","http://www.keystonehouse.org",41.1062526,-73.4077567,"MH"
"160","Norwalk Hospital","Behavioral Health Services","34 Maple Street","","Norwalk","CT",6850,NA,"Fairfield","203-852-2292","","203-852-2988","","http://www.wchn.org",41.1111249,-73.4222417,"MH"
"161","Community Health Resources","Enfield Office","153 Hazard Avenue","","Enfield","CT",6082,NA,"Hartford","860-731-5522","","877-884-3571","","http://",41.9882233,-72.5570557,"MH"
"162","Community Health Resources","Partial Hospitalization Program","153 Hazard Avenue","","Enfield","CT",6082,NA,"Hartford","860-731-5522","","877-884-3571","","http://www.chrhealth.org",41.9898549,-72.5566292,"MH"
"163","United Community and Family Servs","Psychiatric Outpt Clinic for Adults","212 Upton Road","Suite C","Colchester","CT",6415,NA,"New London","860-537-7676","","","","http://www.ucfs.org/",41.5786656,-72.3484559,"MH"
"164","Connecticut Counseling Center Inc","Norwalk Clinic","20 North Main Street","3rd Floor","Norwalk","CT",6854,NA,"Fairfield","203-838-6508 x6238","","203-838-6508 x6221","","http://www.ctcounseling.org",41.0997848,-73.419079,"MH"
"165","Joshua Center","Enfield","72 Shaker Road","","Enfield","CT",6082,NA,"Hartford","860-749-2243","","860-779-2243","","http://www.natchaug.org",42.0048425,-72.5553382,"MH"
"166","Child and Family Agency","Essex Child Guidance Clinic","190 Westbrook Road","","Essex","CT",6426,NA,"Middlesex","860-767-0147","","","","http://www.childandfamilyagency.org",41.3351344,-72.4204977,"MH"
"167","Family Centers Inc","Family Centers for HOPE","590 Post Road","","Darien","CT",6820,NA,"Fairfield","203-655-4693","","","203-629-2822","http://familycenters.org",41.0823002,-73.4646452,"MH"
"168","Natchaug Hospital Inc","Joshua Center Shoreline","5 Research Parkway","","Old Saybrook","CT",6475,NA,"Middlesex","860-510-0163","","","","http://www.natchaug.org",41.3017009,-72.3838781,"MH"
"169","Child Guidance Center of Southern CT","","83 Lockwood Avenue","","Stamford","CT",6901,NA,"Fairfield","203-324-6127","","","","http://",41.0532076,-73.5223545,"MH"
"170","Laurel House Inc","","1616 Washington Boulevard","","Stamford","CT",6902,NA,"Fairfield","203-324-1816","","203-487-1616","","http://www.laurelhouse.net",41.0613916,-73.5441766,"MH"
"171","Connecticut Renaissance Inc","Behavioral Health OP Clinic for Adults","141 Franklin Street","","Stamford","CT",6901,NA,"Fairfield","203-602-4441 x2207","","203-602-4441 x2202","","http://",41.0599155,-73.5420661,"MH"
"172","Schoke Jewish Family Service","","196 Greyrock Place","","Stamford","CT",6901,2006,"Fairfield","203-921-4161","","","","http://www.ctjfs.org",41.0564585,-73.5364686,"MH"
"173","Johnson Memorial Hospital","Mental Health Services","201 Chestnut Hill Road","","Stafford Springs","CT",6076,NA,"Tolland","860-684-8290","","860-684-8585","","http://jmmc.com",41.9795964,-72.3911022,"MH"
"174","F S DuBois Center","Southwest CT MH Services System","1351 Washington Boulevard","Suite 500","Stamford","CT",6902,2449,"Fairfield","203-388-1600","","","","http://",41.0580854,-73.5429363,"MH"
"175","Optimus Behavioral Health","Psychiatric Outpt Clinic","1351 Washington Boulevard","","Stamford","CT",6902,NA,"Fairfield","203-621-3750","","","","http://www.optimushealthcare.org",41.0580854,-73.5429363,"MH"
"176","Child Guidance Center of  ","Southern Connecticut Inc","401 Shippan Avenue","","Stamford","CT",6901,NA,"Fairfield","203-324-6127","","","","http://www.childguidancect.org/",41.0457022,-73.5249105,"MH"
"177","Child Guidance Center of ","Southern Connecticut Inc","103 West Broad Street","","Stamford","CT",6902,NA,"Fairfield","203-324-6127","","203-517-6127","","http://childguidancect.org/",41.0564408,-73.5492526,"MH"
"178","Family Centers Inc","","60 Palmers Hill Road","","Stamford","CT",6902,NA,"Fairfield","203-324-3167","","","","http://familycenters.org",41.059045,-73.560838,"MH"
"179","Generations Family Health Center Inc","","40 Mansfield Avenue","","Willimantic","CT",6226,NA,"Windham","860-450-0585","","","","http://www.genhealth.org",41.714797,-72.224597,"MH"
"180","Community Health Resources","Willimantic","433 Valley Street","","Willimantic","CT",6226,NA,"Windham","860-731-5522","","877-884-3571","","http://www.chrhealth.org",41.7160102,-72.2245813,"MH"
"181","PPI Behavioral Health Center","Perception Programs","54 North Street","","Willimantic","CT",6226,NA,"Windham","860-450-7122 x2023","","860-450-0151 x2110","","http://www.perceptionprograms.org",41.7132866,-72.2125748,"MH"
"182","United Services Inc","","140 North Frontage Road","","Mansfield Center","CT",6250,NA,"Tolland","860-456-2261","","","","http://www.unitedservicesct.org",41.7321521,-72.2126877,"MH"
"183","Community Health Resources","Mansfield Office","7 Ledgebrook Drive","Suite B","Mansfield Center","CT",6250,NA,"Tolland","860-731-5522","","877-884-3571","","http://www.chrhealth.org",41.7333434,-72.2036167,"MH"
"184","Stafford Family Services","","21 Hyde Park Road","","Stafford Springs","CT",6076,NA,"Tolland","860-684-4239","","","","http://www.staffordct.org/family.php",41.949476,-72.307308,"MH"
"185","Sachem House","","151 Storrs Road","","Mansfield Center","CT",6250,NA,"Tolland","860-465-5960","","","","http://www.natchaug.org",41.7385242,-72.1980267,"MH"
"186","Natchaug Hospital Inc","","189 Storrs Road","","Mansfield Center","CT",6250,NA,"Tolland","860-456-1311","","","","http://natchaug.org/",41.7412284,-72.1979802,"MH"
"187","Natchaug Hospital Inc","Joshua Center Mansfield","189 Storrs Road","","Mansfield Center","CT",6250,NA,"Tolland","860-465-5957","","","","http://www.natchaug.org",41.7412284,-72.1979802,"MH"
"188","Family Centers Inc","","20 Bridge Street","","Greenwich","CT",6830,5238,"Fairfield","203-629-2822","","","","http://www.familycenters.org/",41.021809,-73.632891,"MH"
"189","Center for Discovery","Greenwich","7 Riverville Road","Suite 2-A","Greenwich","CT",6831,NA,"Fairfield","844-546-2614","","","","http://centerfordiscovery.com/locations/greenwich/",41.0389874,-73.6642442,"MH"
"190","Child Guidance Center of ","Southern Connecticut Inc","81 Holly Hill Lane","","Greenwich","CT",6830,NA,"Fairfield","203-324-6127","","","","http://www.childguidancect.org",41.0169469,-73.6451127,"MH"
"191","Waterford Country School Inc","","78 Hunts Brook Road","","Quaker Hill","CT",6375,NA,"New London","860-442-9454","","","","http://www.waterfordcountryschool.org",41.41481,-72.154563,"MH"
"192","Joshua Center Thames Valley","Natchaug Hospital","11 Stott Avenue","Suite A ","Norwich","CT",6360,NA,"New London","860-823-5320","","","","http://natchaug.org/",41.5770118,-72.1066076,"MH"
"193","Sound Community Services Inc","","113 Salem Turnpike","","Norwich","CT",6360,NA,"New London","860-439-6400","","","","http://www.soundcommunityservices.org",41.511801,-72.111962,"MH"
"194","United Community and Family Servs","","47 Town Street","","Norwich","CT",6360,NA,"New London","860-822-4237 x1409","","860-822-4900","","http://www.UCFS.org",41.5477143,-72.091534,"MH"
"195","Southeastern Mental Health Authority","Uncas on Thames Campus","401 West Thames Street","Building 301","Norwich","CT",6360,NA,"New London","860-859-4500","","","860-886-9302","http://",41.5059065,-72.0957771,"MH"
"196","William W Backus Hospital","Behavioral Health","326 Washington Street","","Norwich","CT",6360,2740,"New London","860-823-6322","","860-823-6321","","http://www.backushospital.org",41.543008,-72.087985,"MH"
"197","Waterford Country School","Outpatient Clinic for Children","2 Clinic Drive","","Norwich","CT",6360,NA,"New London","860-886-7500 x5310","","","860-886-7500 x5200","http://www.waterfordcountryschool.org",41.5398695,-72.0872193,"MH"
"198","United Community and Family Servs","","351 North Frontage Road","Suite 24","New London","CT",6320,2628,"New London","860-442-4319","","","","http://www.UCFS.org",41.3721422,-72.118403,"MH"
"199","Reliance Health Inc","","2 Cliff Street","","Norwich","CT",6360,NA,"New London","860-887-6536","","860-887-6536 x210","","http://www.reliancehealthinc.org",41.5248316,-72.0733885,"MH"
"200","Sound Community Services Inc","","21 Montauk Avenue","","New London","CT",6320,NA,"New London","860-439-6400","","","860-271-4700","http://www.soundcommunityservices.org",41.348312,-72.1061143,"MH"
"201","Lawrence and Memorial Hospital","Department of Psychiatry","365 Montauk Avenue","","New London","CT",6320,4700,"New London","860-442-0711","","860-442-0711 x5141","","http://www.lmhospital.org",41.3363078,-72.1056047,"MH"
"202","Care Plus","","1353 Gold Star Highway","","Groton","CT",6340,2739,"New London","860-629-8270","","","","http://www.natchaug.org",41.3825943,-72.02427,"MH"
"203","United Community and Family Servs","Psychiatric Outpt Clinic for Adults","226 East Main Street","","Jewett City","CT",6351,2110,"New London","860-822-4900","","860-376-7040 x1164","","http://UCFS.ORG",41.6119306,-71.9735463,"MH"
"204","United Community and Family Servs","","120-122 Plainfield Road","","Moosup","CT",6354,NA,"Windham","860-892-7042 x1207","","860-822-4900","","http://www.UCFS.org",41.710262,-71.894648,"MH"
"205","PPI Behavioral Health Center","","13 Water Street","","Danielson","CT",6239,NA,"Windham","860-450-7122 x2023","","860-450-0151 x2110","","http://",41.8050421,-71.8854124,"MH"
"206","Day Kimball Healthcare","","320 Pomfret Street","Community Services Building","Putnam","CT",6260,NA,"Windham","860-963-6385","","","","http://www.daykimball.org",41.9065432,-71.9137355,"MH"
"207","Community Health Resources","Danielson Clinic","71 Westcott Road","","Danielson","CT",6239,NA,"Windham","860-731-5522","","877-884-3571","","http://www.chrhealth.org",41.8089517,-71.8755694,"MH"
"208","United Services Inc","","1007 North Main Street","","Dayville","CT",6241,NA,"Windham","860-774-2020 x4655","","860-774-2020","","http://unitedservicesct.org",41.834745,-71.879599,"MH"
"209","Joshua Center Northeast","","934 North Main Street","","Danielson","CT",6239,NA,"Windham","860-779-2101","","","","http://www.natchaug.org",41.8287911,-71.877098,"MH"
"210","Quinebaug Day Treatment Program","","11 Dog Hill Road","","Dayville","CT",6241,NA,"Windham","860-779-0321 x234","","860-779-0321","","http://natchaug.org/",41.8330915,-71.8762642,"MH"
"211","Susan Wayne Center of Excellence","","75 Church Street","","Thompson","CT",6277,NA,"Windham","860-928-5900","","","","http://www.jri.org/ct",41.9380922,-71.9000762,"MH"
"212","High Plains Mental Health Center","Osborne Branch Office","209 West Harrison Street","","Osborne","KS",67473,1500,"Osborne","785-346-2184","","","800-432-0333","http://",39.4498864,-98.6970668,"MH"
"213","Pawnee Mental Health Services","Beloit Office","207 North Mill Street","Suite 5","Beloit","KS",67420,NA,"Mitchell","785-738-5363","","","","http://www.pawnee.org",39.460427,-98.110397,"MH"
"214","Mitchell Cnty Hospital Health Systems","","400 West 8th Street","","Beloit","KS",67420,NA,"Mitchell","785-738-2266","Intakes","785-738-9140 x142","785-738-9140 x147","http://mchks.com",39.466524,-98.1142996,"MH"
"215","Saint Francis Ministries","","5097 West Cloud Street","","Salina","KS",67401,NA,"Saline","785-825-0563","","800-822-4363","","http://www.st-francis.org",38.810879,-97.712725,"MH"
"216","High Plains Mental Health Center","Community Support Services","1412 East 29th Street","","Hays","KS",67601,1930,"Ellis","785-625-2400","","800-432-0333","","http://",38.8883655,-99.3128934,"MH"
"217","High Plains Mental Health Center","","208 East 7th Street","","Hays","KS",67601,4117,"Ellis","785-628-2871","","","800-432-0333","http://www.hpmhc.com",38.8685974,-99.3298825,"MH"
"218","Center for Csl and Consultation","","5815 Broadway Avenue","","Great Bend","KS",67530,NA,"Barton","620-792-2544","","","800-792-2544","http://www.thecentergb.org",38.3656552,-98.8128916,"MH"
"219","Center for Csl and Consultation","","217 East Avenue North","","Lyons","KS",67554,NA,"Rice","620-792-2544","","","","http://www.thecentergb.org",38.3489794,-98.2033732,"MH"
