"","COUNTYFP","county","STATEFP","state","fordq_rate"
"9718","095","Schoharie County","36","NY",7.7875
"9719","097","Schuyler County","36","NY",7.18
"9720","169","Schuyler County","17","NY",7.18
"9721","197","Schuyler County","29","NY",7.18
"9722","099","Seneca County","36","NY",7.03
"9723","147","Seneca County","39","NY",7.03
"9724","089","St. Lawrence County","36","NY",8.575
"9725","101","Steuben County","36","NY",8.25333333333333
"9726","151","Steuben County","18","NY",8.25333333333333
"9727","025","Suffolk County","25","NY",10.34
"9728","103","Suffolk County","36","NY",10.34
"9729","019","Sullivan County","33","NY",9.87083333333333
"9730","163","Sullivan County","47","NY",9.87083333333333
"9731","113","Sullivan County","42","NY",9.87083333333333
"9732","105","Sullivan County","36","NY",9.87083333333333
"9733","211","Sullivan County","29","NY",9.87083333333333
"9734","153","Sullivan County","18","NY",9.87083333333333
"9735","117","Tioga County","42","NY",7.09
"9736","107","Tioga County","36","NY",7.09
"9737","109","Tompkins County","36","NY",3.8304347826087
"9738","111","Ulster County","36","NY",9.14489795918367
"9739","171","Warren County","18","NY",7.19411764705882
"9740","177","Warren County","47","NY",7.19411764705882
"9741","181","Warren County","19","NY",7.19411764705882
"9742","113","Warren County","36","NY",7.19411764705882
"9743","149","Warren County","28","NY",7.19411764705882
"9744","185","Warren County","37","NY",7.19411764705882
"9745","219","Warren County","29","NY",7.19411764705882
"9746","227","Warren County","21","NY",7.19411764705882
"9747","187","Warren County","17","NY",7.19411764705882
"9748","301","Warren County","13","NY",7.19411764705882
"9749","123","Warren County","42","NY",7.19411764705882
"9750","041","Warren County","34","NY",7.19411764705882
"9751","165","Warren County","39","NY",7.19411764705882
"9752","187","Warren County","51","NY",7.19411764705882
"9753","151","Washington County","28","NY",8.31875
"9754","029","Washington County","23","NY",8.31875
"9755","477","Washington County","48","NY",8.31875
"9756","221","Washington County","29","NY",8.31875
"9757","189","Washington County","17","NY",8.31875
"9758","147","Washington County","40","NY",8.31875
"9759","179","Washington County","47","NY",8.31875
"9760","131","Washington County","55","NY",8.31875
"9761","115","Washington County","36","NY",8.31875
"9762","303","Washington County","13","NY",8.31875
"9763","143","Washington County","05","NY",8.31875
"9764","009","Washington County","44","NY",8.31875
"9765","187","Washington County","37","NY",8.31875
"9766","053","Washington County","49","NY",8.31875
"9767","229","Washington County","21","NY",8.31875
"9768","191","Washington County","51","NY",8.31875
"9769","163","Washington County","27","NY",8.31875
"9770","129","Washington County","01","NY",8.31875
"9771","167","Washington County","39","NY",8.31875
"9772","177","Washington County","31","NY",8.31875
"9773","201","Washington County","20","NY",8.31875
"9774","087","Washington County","16","NY",8.31875
"9775","121","Washington County","08","NY",8.31875
"9776","133","Washington County","12","NY",8.31875
"9777","043","Washington County","24","NY",8.31875
"9778","023","Washington County","50","NY",8.31875
"9779","125","Washington County","42","NY",8.31875
"9780","183","Washington County","19","NY",8.31875
"9781","175","Washington County","18","NY",8.31875
"9782","067","Washington County","41","NY",8.31875
"9783","231","Wayne County","21","NY",7.13809523809524
"9784","127","Wayne County","42","NY",7.13809523809524
"9785","163","Wayne County","26","NY",7.13809523809524
"9786","169","Wayne County","39","NY",7.13809523809524
"9787","179","Wayne County","31","NY",7.13809523809524
"9788","185","Wayne County","19","NY",7.13809523809524
"9789","223","Wayne County","29","NY",7.13809523809524
"9790","181","Wayne County","47","NY",7.13809523809524
"9791","191","Wayne County","17","NY",7.13809523809524
"9792","305","Wayne County","13","NY",7.13809523809524
"9793","153","Wayne County","28","NY",7.13809523809524
"9794","191","Wayne County","37","NY",7.13809523809524
"9795","117","Wayne County","36","NY",7.13809523809524
"9796","055","Wayne County","49","NY",7.13809523809524
"9797","177","Wayne County","18","NY",7.13809523809524
"9798","099","Wayne County","54","NY",7.13809523809524
"9799","119","Westchester County","36","NY",6.5606334841629
"9800","131","Wyoming County","42","NY",7.77272727272727
"9801","109","Wyoming County","54","NY",7.77272727272727
"9802","121","Wyoming County","36","NY",7.77272727272727
"9803","123","Yates County","36","NY",6.3
"9804","001","Adams County","31","OH",15.7166666666667
"9805","001","Adams County","39","OH",15.7166666666667
"9806","001","Adams County","17","OH",15.7166666666667
"9807","003","Adams County","16","OH",15.7166666666667
"9808","001","Adams County","38","OH",15.7166666666667
"9809","001","Adams County","08","OH",15.7166666666667
"9810","001","Adams County","55","OH",15.7166666666667
"9811","001","Adams County","42","OH",15.7166666666667
"9812","003","Adams County","19","OH",15.7166666666667
"9813","001","Adams County","53","OH",15.7166666666667
"9814","001","Adams County","28","OH",15.7166666666667
"9815","001","Adams County","18","OH",15.7166666666667
"9816","003","Allen County","39","OH",19.5176470588235
"9817","003","Allen County","21","OH",19.5176470588235
"9818","003","Allen County","18","OH",19.5176470588235
"9819","001","Allen County","20","OH",19.5176470588235
"9820","003","Ashland County","55","OH",11.4090909090909
"9821","005","Ashland County","39","OH",11.4090909090909
"9822","007","Ashtabula County","39","OH",15.0409090909091
"9823","009","Athens County","39","OH",11.8066666666667
"9824","011","Auglaize County","39","OH",10.36
"9825","013","Belmont County","39","OH",10.765
"9826","009","Brown County","17","OH",15.625
"9827","017","Brown County","31","OH",15.625
"9828","015","Brown County","39","OH",15.625
"9829","013","Brown County","46","OH",15.625
"9830","013","Brown County","20","OH",15.625
"9831","013","Brown County","18","OH",15.625
"9832","049","Brown County","48","OH",15.625
"9833","009","Brown County","55","OH",15.625
"9834","015","Brown County","27","OH",15.625
"9835","017","Butler County","39","OH",11.2547945205479
"9836","013","Butler County","01","OH",11.2547945205479
"9837","019","Butler County","42","OH",11.2547945205479
"9838","023","Butler County","29","OH",11.2547945205479
"9839","015","Butler County","20","OH",11.2547945205479
"9840","031","Butler County","21","OH",11.2547945205479
"9841","023","Butler County","19","OH",11.2547945205479
"9842","023","Butler County","31","OH",11.2547945205479
"9843","027","Carroll County","19","OH",14.7714285714286
"9844","045","Carroll County","13","OH",14.7714285714286
"9845","015","Carroll County","05","OH",14.7714285714286
"9846","015","Carroll County","28","OH",14.7714285714286
"9847","015","Carroll County","18","OH",14.7714285714286
"9848","013","Carroll County","24","OH",14.7714285714286
"9849","017","Carroll County","47","OH",14.7714285714286
"9850","035","Carroll County","51","OH",14.7714285714286
"9851","003","Carroll County","33","OH",14.7714285714286
"9852","019","Carroll County","39","OH",14.7714285714286
"9853","041","Carroll County","21","OH",14.7714285714286
"9854","033","Carroll County","29","OH",14.7714285714286
"9855","015","Carroll County","17","OH",14.7714285714286
"9856","021","Champaign County","39","OH",13.4428571428571
"9857","019","Champaign County","17","OH",13.4428571428571
"9858","003","Clark County","32","OH",14.7790697674419
"9859","019","Clark County","05","OH",14.7790697674419
"9860","033","Clark County","16","OH",14.7790697674419
"9861","025","Clark County","46","OH",14.7790697674419
"9862","023","Clark County","17","OH",14.7790697674419
"9863","023","Clark County","39","OH",14.7790697674419
"9864","019","Clark County","18","OH",14.7790697674419
"9865","045","Clark County","29","OH",14.7790697674419
"9866","025","Clark County","20","OH",14.7790697674419
"9867","049","Clark County","21","OH",14.7790697674419
"9868","011","Clark County","53","OH",14.7790697674419
"9869","019","Clark County","55","OH",14.7790697674419
"9870","025","Clermont County","39","OH",10.1393939393939
"9871","053","Clinton County","21","OH",14.1666666666667
"9872","045","Clinton County","19","OH",14.1666666666667
"9873","037","Clinton County","26","OH",14.1666666666667
"9874","035","Clinton County","42","OH",14.1666666666667
"9875","019","Clinton County","36","OH",14.1666666666667
"9876","023","Clinton County","18","OH",14.1666666666667
"9877","027","Clinton County","17","OH",14.1666666666667
"9878","027","Clinton County","39","OH",14.1666666666667
"9879","049","Clinton County","29","OH",14.1666666666667
"9880","029","Columbiana County","39","OH",15.4208333333333
"9881","031","Coshocton County","39","OH",17.44
"9882","033","Crawford County","17","OH",16.5307692307692
"9883","079","Crawford County","13","OH",16.5307692307692
"9884","033","Crawford County","39","OH",16.5307692307692
"9885","023","Crawford County","55","OH",16.5307692307692
"9886","055","Crawford County","29","OH",16.5307692307692
"9887","033","Crawford County","05","OH",16.5307692307692
"9888","025","Crawford County","18","OH",16.5307692307692
"9889","037","Crawford County","20","OH",16.5307692307692
"9890","047","Crawford County","19","OH",16.5307692307692
"9891","039","Crawford County","26","OH",16.5307692307692
"9892","039","Crawford County","42","OH",16.5307692307692
"9893","035","Cuyahoga County","39","OH",19.1597609561753
"9894","037","Darke County","39","OH",13.85
"9895","039","Defiance County","39","OH",13.4777777777778
"9896","041","Delaware County","39","OH",6.3448275862069
"9897","041","Delaware County","40","OH",6.3448275862069
"9898","055","Delaware County","19","OH",6.3448275862069
"9899","035","Delaware County","18","OH",6.3448275862069
"9900","045","Delaware County","42","OH",6.3448275862069
"9901","025","Delaware County","36","OH",6.3448275862069
"9902","029","Erie County","36","OH",14.5315789473684
"9903","049","Erie County","42","OH",14.5315789473684
"9904","043","Erie County","39","OH",14.5315789473684
"9905","001","Fairfield County","09","OH",10.2269230769231
"9906","039","Fairfield County","45","OH",10.2269230769231
"9907","045","Fairfield County","39","OH",10.2269230769231
"9908","047","Fayette County","39","OH",23.2285714285714
"9909","057","Fayette County","01","OH",23.2285714285714
"9910","149","Fayette County","48","OH",23.2285714285714
"9911","065","Fayette County","19","OH",23.2285714285714
"9912","113","Fayette County","13","OH",23.2285714285714
"9913","067","Fayette County","21","OH",23.2285714285714
"9914","019","Fayette County","54","OH",23.2285714285714
"9915","051","Fayette County","17","OH",23.2285714285714
"9916","051","Fayette County","42","OH",23.2285714285714
"9917","041","Fayette County","18","OH",23.2285714285714
"9918","047","Fayette County","47","OH",23.2285714285714
"9919","011","Franklin County","50","OH",13.3962121212121
"9920","069","Franklin County","37","OH",13.3962121212121
"9921","119","Franklin County","13","OH",13.3962121212121
"9922","041","Franklin County","16","OH",13.3962121212121
"9923","055","Franklin County","17","OH",13.3962121212121
"9924","047","Franklin County","18","OH",13.3962121212121
"9925","059","Franklin County","20","OH",13.3962121212121
"9926","159","Franklin County","48","OH",13.3962121212121
"9927","037","Franklin County","12","OH",13.3962121212121
"9928","071","Franklin County","29","OH",13.3962121212121
"9929","067","Franklin County","51","OH",13.3962121212121
"9930","047","Franklin County","05","OH",13.3962121212121
"9931","061","Franklin County","31","OH",13.3962121212121
"9932","055","Franklin County","42","OH",13.3962121212121
"9933","059","Franklin County","01","OH",13.3962121212121
"9934","033","Franklin County","36","OH",13.3962121212121
"9935","037","Franklin County","28","OH",13.3962121212121
"9936","049","Franklin County","39","OH",13.3962121212121
"9937","073","Franklin County","21","OH",13.3962121212121
"9938","051","Franklin County","47","OH",13.3962121212121
"9939","007","Franklin County","23","OH",13.3962121212121
"9940","069","Franklin County","19","OH",13.3962121212121
"9941","021","Franklin County","53","OH",13.3962121212121
"9942","011","Franklin County","25","OH",13.3962121212121
"9943","049","Fulton County","05","OH",13.7777777777778
"9944","051","Fulton County","39","OH",13.7777777777778
"9945","057","Fulton County","17","OH",13.7777777777778
"9946","057","Fulton County","42","OH",13.7777777777778
"9947","049","Fulton County","18","OH",13.7777777777778
"9948","121","Fulton County","13","OH",13.7777777777778
"9949","075","Fulton County","21","OH",13.7777777777778
"9950","035","Fulton County","36","OH",13.7777777777778
"9951","053","Gallia County","39","OH",13.7285714285714
"9952","055","Geauga County","39","OH",8.95714285714286
"9953","059","Greene County","42","OH",9.06363636363636
"9954","063","Greene County","01","OH",9.06363636363636
"9955","039","Greene County","36","OH",9.06363636363636
"9956","079","Greene County","51","OH",9.06363636363636
"9957","055","Greene County","18","OH",9.06363636363636
"9958","057","Greene County","39","OH",9.06363636363636
"9959","061","Greene County","17","OH",9.06363636363636
"9960","059","Greene County","47","OH",9.06363636363636
"9961","041","Greene County","28","OH",9.06363636363636
"9962","079","Greene County","37","OH",9.06363636363636
"9963","055","Greene County","05","OH",9.06363636363636
"9964","133","Greene County","13","OH",9.06363636363636
"9965","077","Greene County","29","OH",9.06363636363636
"9966","073","Greene County","19","OH",9.06363636363636
"9967","059","Guernsey County","39","OH",15.94
"9968","065","Hamilton County","47","OH",12.0417391304348
"9969","075","Hamilton County","20","OH",12.0417391304348
"9970","057","Hamilton County","18","OH",12.0417391304348
"9971","041","Hamilton County","36","OH",12.0417391304348
"9972","065","Hamilton County","17","OH",12.0417391304348
