COUNTYFP,county,totalP,totalP_hh,totalP_fhh,nonRel_fhh,nonRel_fhhR,totalP_nfhh,nonRel_nfhh,nonRel_nfhhR,groupQuar,groupQuarR
48201,"Harris County, Texas",4602523,4561215,3928348,103625,2.64,632867,130983,20.7,259703,5.64
48053,"Burnet County, Texas",45750,45200,39537,1217,3.08,5663,1099,19.41,1892,4.14
48171,"Gillespie County, Texas",26208,25869,22287,263,1.18,3582,327,9.13,1197,4.57
48113,"Dallas County, Texas",2586552,2556092,2149640,57226,2.66,406452,85286,20.98,156063,6.03
48311,"McMullen County, Texas",662,662,603,0,0.0,59,10,16.95,33,4.98
48503,"Young County, Texas",18114,17840,15754,485,3.08,2086,330,15.82,830,4.58
48251,"Johnson County, Texas",163475,160670,144109,4011,2.78,16561,3170,19.14,6607,4.04
48223,"Hopkins County, Texas",36240,35772,31487,837,2.66,4285,724,16.9,1498,4.13
48357,"Ochiltree County, Texas",10348,10285,9287,89,0.96,998,86,8.62,401,3.88
48275,"Knox County, Texas",3733,3585,3171,44,1.39,414,10,2.42,159,4.26
48309,"McLennan County, Texas",248429,239069,198033,5263,2.66,41036,11208,27.31,13731,5.53
48095,"Concho County, Texas",4233,3068,2685,0,0.0,383,104,27.15,180,4.25
48137,"Edwards County, Texas",2055,2043,1766,65,3.68,277,15,5.42,129,6.28
48133,"Eastland County, Texas",18270,17291,14167,272,1.92,3124,494,15.81,1229,6.73
48243,"Jeff Davis County, Texas",2234,2172,1609,0,0.0,563,84,14.92,263,11.77
48247,"Jim Hogg County, Texas",5282,5253,4644,118,2.54,609,76,12.48,183,3.46
48339,"Montgomery County, Texas",554445,551333,490385,10422,2.13,60948,12114,19.88,23097,4.17
48127,"Dimmit County, Texas",10663,10539,9422,339,3.6,1117,57,5.1,601,5.64
48479,"Webb County, Texas",272053,268796,251118,4843,1.93,17678,2791,15.79,6929,2.55
48011,"Armstrong County, Texas",1916,1853,1663,41,2.47,190,45,23.68,43,2.24
48069,"Castro County, Texas",7787,7696,6763,203,3.0,933,142,15.22,428,5.5
48273,"Kleberg County, Texas",31425,29563,23671,829,3.5,5892,1674,28.41,2227,7.09
48097,"Cooke County, Texas",39571,38909,33124,690,2.08,5785,1216,21.02,2452,6.2
48107,"Crosby County, Texas",5861,5780,5122,121,2.36,658,35,5.32,299,5.1
48151,"Fisher County, Texas",3883,3843,3156,91,2.88,687,69,10.04,256,6.59
48131,"Duval County, Texas",11355,10851,9467,247,2.61,1384,392,28.32,524,4.61
48031,"Blanco County, Texas",11279,11173,9756,249,2.55,1417,315,22.23,556,4.93
48241,"Jasper County, Texas",35504,34582,29937,900,3.01,4645,524,11.28,1989,5.6
48245,"Jefferson County, Texas",255210,238864,198117,4305,2.17,40747,7009,17.2,16566,6.49
48271,"Kinney County, Texas",3675,3437,2901,36,1.24,536,47,8.77,197,5.36
48359,"Oldham County, Texas",2090,1493,1297,21,1.62,196,54,27.55,70,3.35
48279,"Lamb County, Texas",13262,13062,11475,427,3.72,1587,170,10.71,676,5.1
48295,"Lipscomb County, Texas",3469,3424,3006,81,2.69,418,62,14.83,178,5.13
48307,"McCulloch County, Texas",8098,7947,6535,225,3.44,1412,283,20.04,578,7.14
48319,"Mason County, Texas",4161,4150,3253,6,0.18,897,234,26.09,324,7.79
48125,"Dickens County, Texas",2216,2087,1696,37,2.18,391,67,17.14,134,6.05
48287,"Lee County, Texas",16952,16450,14662,364,2.48,1788,258,14.43,699,4.12
48439,"Tarrant County, Texas",2019977,1996101,1725953,46425,2.69,270148,59415,21.99,101739,5.04
48001,"Anderson County, Texas",57863,44321,38494,949,2.47,5827,831,14.26,2349,4.06
48139,"Ellis County, Texas",168838,167075,152172,3167,2.08,14903,2860,19.19,5568,3.3
48239,"Jackson County, Texas",14820,14591,12712,231,1.82,1879,322,17.14,765,5.16
48265,"Kerr County, Texas",51365,49618,41817,1628,3.89,7801,931,11.93,2859,5.57
48331,"Milam County, Texas",24664,24168,20965,454,2.17,3203,246,7.68,1603,6.5
48093,"Comanche County, Texas",13495,13287,11500,205,1.78,1787,203,11.36,768,5.69
48145,"Falls County, Texas",17299,15522,13501,302,2.24,2021,278,13.76,999,5.77
48047,"Brooks County, Texas",7180,6631,6005,506,8.43,626,50,7.99,225,3.13
48015,"Austin County, Texas",29565,29287,26012,310,1.19,3275,494,15.08,1273,4.31
48261,"Kenedy County, Texas",595,590,535,9,1.68,55,0,0.0,13,2.18
48089,"Colorado County, Texas",21022,20690,18116,464,2.56,2574,310,12.04,991,4.71
31153,"Sarpy County, Nebraska",178351,177160,154779,3390,2.19,22381,4715,21.07,8997,5.04
31015,"Boyd County, Nebraska",2042,2015,1719,33,1.92,296,15,5.07,136,6.66
31059,"Fillmore County, Nebraska",5574,5344,4293,89,2.07,1051,113,10.75,492,8.83
31091,"Hooker County, Nebraska",691,625,477,11,2.31,148,7,4.73,67,9.7
31159,"Seward County, Nebraska",17127,15705,13305,331,2.49,2400,316,13.17,1120,6.54
31181,"Webster County, Nebraska",3571,3489,2834,77,2.72,655,72,10.99,298,8.35
31023,"Butler County, Nebraska",8067,7886,6638,105,1.58,1248,120,9.62,588,7.29
31005,"Arthur County, Nebraska",418,418,321,5,1.56,97,10,10.31,40,9.57
31067,"Gage County, Nebraska",21595,20980,16868,437,2.59,4112,573,13.93,1586,7.34
31099,"Kearney County, Nebraska",6552,6483,5272,182,3.45,1211,183,15.11,488,7.45
31119,"Madison County, Nebraska",35164,34089,27707,641,2.31,6382,1235,19.35,2473,7.03
31137,"Phelps County, Nebraska",9120,8857,7210,157,2.18,1647,226,13.72,633,6.94
31179,"Wayne County, Nebraska",9367,8107,6474,88,1.36,1633,296,18.13,735,7.85
31107,"Knox County, Nebraska",8460,8249,6797,78,1.15,1452,121,8.33,670,7.92
31121,"Merrick County, Nebraska",7803,7603,6232,128,2.05,1371,252,18.38,647,8.29
31133,"Pawnee County, Nebraska",2676,2637,2134,25,1.17,503,49,9.74,224,8.37
31183,"Wheeler County, Nebraska",822,822,685,17,2.48,137,14,10.22,78,9.49
32015,"Lander County, Nevada",5746,5691,5063,214,4.23,628,88,14.01,327,5.69
32009,"Esmeralda County, Nevada",981,976,684,10,1.46,292,47,16.1,133,13.56
29033,"Carroll County, Missouri",8843,8727,7424,168,2.26,1303,159,12.2,586,6.63
29061,"Daviess County, Missouri",8302,8106,7014,162,2.31,1092,182,16.67,438,5.28
29087,"Holt County, Missouri",4456,4347,3509,80,2.28,838,87,10.38,335,7.52
29127,"Marion County, Missouri",28672,27104,22332,705,3.16,4772,790,16.55,1826,6.37
29151,"Osage County, Missouri",13619,13335,11512,210,1.82,1823,353,19.36,827,6.07
29181,"Ripley County, Missouri",13693,13642,11499,407,3.54,2143,398,18.57,838,6.12
29219,"Warren County, Missouri",33908,33564,29570,931,3.15,3994,834,20.88,1653,4.87
29221,"Washington County, Missouri",24931,23817,20492,687,3.35,3325,689,20.72,1362,5.46
29043,"Christian County, Missouri",84275,83643,73143,1902,2.6,10500,2271,21.63,3645,4.33
29063,"DeKalb County, Missouri",12564,9078,7495,64,0.85,1583,257,16.23,544,4.33
29081,"Harrison County, Missouri",8554,8281,6791,142,2.09,1490,223,14.97,603,7.05
29107,"Lafayette County, Missouri",32589,31943,26988,1079,4.0,4955,892,18.0,1901,5.83
29001,"Adair County, Missouri",25325,22512,15496,424,2.74,7016,2474,35.26,2011,7.94
29199,"Scotland County, Missouri",4898,4806,4048,87,2.15,758,135,17.81,235,4.8
29211,"Sullivan County, Missouri",6317,6124,5121,230,4.49,1003,176,17.55,484,7.66
29045,"Clark County, Missouri",6800,6721,5621,175,3.11,1100,129,11.73,525,7.72
29097,"Jasper County, Missouri",119238,116865,96629,3900,4.04,20236,4452,22.0,7469,6.26
29111,"Lewis County, Missouri",10027,9219,7738,208,2.69,1481,201,13.57,602,6.0
29119,"McDonald County, Missouri",22827,22634,20007,696,3.48,2627,644,24.51,1015,4.45
29157,"Perry County, Missouri",19146,18805,16136,324,2.01,2669,464,17.38,966,5.05
29167,"Polk County, Missouri",31549,30031,25042,768,3.07,4989,1258,25.22,1685,5.34
29177,"Ray County, Missouri",22825,22536,19342,636,3.29,3194,533,16.69,1219,5.34
30041,"Hill County, Montana",16439,15996,13158,370,2.81,2838,590,20.79,1204,7.32
30015,"Chouteau County, Montana",5789,5695,4843,120,2.48,852,91,10.68,393,6.79
30053,"Lincoln County, Montana",19358,19130,15097,391,2.59,4033,746,18.5,1640,8.47
30067,"Park County, Montana",16246,15986,11954,316,2.64,4032,730,18.11,1581,9.73
30103,"Treasure County, Montana",777,777,661,13,1.97,116,11,9.48,55,7.08
30005,"Blaine County, Montana",6727,6597,5686,43,0.76,911,125,13.72,409,6.08
30097,"Sweet Grass County, Montana",3653,3632,3114,85,2.73,518,26,5.02,243,6.65
30099,"Teton County, Montana",6080,5892,5007,108,2.16,885,62,7.01,434,7.14
30079,"Prairie County, Montana",1342,1319,1095,20,1.83,224,45,20.09,110,8.2
30035,"Glacier County, Montana",13699,12869,11023,414,3.76,1846,133,7.2,781,5.7
30025,"Fallon County, Montana",2838,2759,2202,51,2.32,557,66,11.85,365,12.86
30037,"Golden Valley County, Montana",724,724,579,7,1.21,145,24,16.55,70,9.67
30093,"Silver Bow County, Montana",34814,33644,25052,613,2.45,8592,1583,18.42,3587,10.3
30095,"Stillwater County, Montana",9410,9281,7944,147,1.85,1337,208,15.56,569,6.05
30043,"Jefferson County, Montana",11778,11497,9982,274,2.74,1515,294,19.41,706,5.99
30039,"Granite County, Montana",3269,3198,2476,32,1.29,722,166,22.99,356,10.89
30107,"Wheatland County, Montana",2149,2110,1720,46,2.67,390,62,15.9,168,7.82
30057,"Madison County, Montana",8218,7909,6063,121,2.0,1846,363,19.66,746,9.08
30091,"Sheridan County, Montana",3574,3488,2705,15,0.55,783,93,11.88,356,9.96
30011,"Carter County, Montana",1318,1291,1038,6,0.58,253,15,5.93,110,8.35
30003,"Big Horn County, Montana",13376,13222,12173,300,2.46,1049,283,26.98,430,3.21
30047,"Lake County, Montana",29774,29172,24365,823,3.38,4807,882,18.35,1716,5.76
30049,"Lewis and Clark County, Montana",67077,65263,51860,1607,3.1,13403,2830,21.11,5320,7.93
30073,"Pondera County, Montana",6044,5813,4952,205,4.14,861,104,12.08,369,6.11
30111,"Yellowstone County, Montana",157816,154392,123164,3419,2.78,31228,6571,21.04,11954,7.57
30063,"Missoula County, Montana",115983,112472,82128,2276,2.77,30344,9028,29.75,10593,9.13
30081,"Ravalli County, Montana",41902,41577,34625,717,2.07,6952,1212,17.43,2620,6.25
30105,"Valley County, Montana",7532,7372,5807,139,2.39,1565,252,16.1,592,7.86
30013,"Cascade County, Montana",81746,79167,63441,1485,2.34,15726,2640,16.79,6517,7.97
30027,"Fergus County, Montana",11273,10789,8473,100,1.18,2316,324,13.99,967,8.58
30033,"Garfield County, Montana",1141,1140,996,0,0.0,144,14,9.72,65,5.7
30061,"Mineral County, Montana",4211,4133,3318,176,5.3,815,112,13.74,406,9.64
30069,"Petroleum County, Montana",432,432,321,7,2.18,111,34,30.63,38,8.8
30077,"Powell County, Montana",6861,5246,4397,51,1.16,849,117,13.78,363,5.29
30089,"Sanders County, Montana",11521,11284,9169,220,2.4,2115,392,18.53,920,7.99
30109,"Wibaux County, Montana",1175,1149,1006,39,3.88,143,2,1.4,67,5.7
30031,"Gallatin County, Montana",104729,100675,73571,2036,2.77,27104,9484,34.99,9638,9.2
48409,"San Patricio County, Texas",67046,66280,59085,1384,2.34,7195,1152,16.01,3162,4.72
48381,"Randall County, Texas",132475,130109,110340,2555,2.32,19769,4438,22.45,6979,5.27
48411,"San Saba County, Texas",5962,5252,4262,88,2.06,990,218,22.02,452,7.58
48413,"Schleicher County, Texas",3061,3061,2646,40,1.51,415,63,15.18,136,4.44
48507,"Zavala County, Texas",12131,11935,10952,200,1.83,983,179,18.21,346,2.85
48057,"Calhoun County, Texas",21807,21520,18456,777,4.21,3064,645,21.05,1277,5.86
48155,"Foard County, Texas",1408,1373,1166,25,2.14,207,15,7.25,109,7.74
48175,"Goliad County, Texas",7531,7435,6536,56,0.86,899,140,15.57,415,5.51
48193,"Hamilton County, Texas",8269,8001,7008,355,5.07,993,63,6.34,339,4.1
48335,"Mitchell County, Texas",8558,6308,5222,207,3.96,1086,267,24.59,488,5.7
48449,"Titus County, Texas",32730,32480,29520,803,2.72,2960,436,14.73,1110,3.39
48285,"Lavaca County, Texas",19941,19499,17143,375,2.19,2356,202,8.57,874,4.38
48445,"Terry County, Texas",12615,11528,10298,280,2.72,1230,146,11.87,453,3.59
48497,"Wise County, Texas",64639,63649,56571,1194,2.11,7078,1500,21.19,2893,4.48
48321,"Matagorda County, Texas",36743,36359,31236,687,2.2,5123,380,7.42,2404,6.54
48371,"Pecos County, Texas",15797,13644,12207,249,2.04,1437,146,10.16,629,3.98
48397,"Rockwall County, Texas",93642,92998,85317,1009,1.18,7681,1555,20.24,2519,2.69
48441,"Taylor County, Texas",136348,129619,106651,2659,2.49,22968,6237,27.16,8002,5.87
48447,"Throckmorton County, Texas",1567,1556,1313,30,2.28,243,14,5.76,79,5.04
48471,"Walker County, Texas",71539,53444,40200,757,1.88,13244,4424,33.4,4076,5.7
48499,"Wood County, Texas",43815,42303,36768,738,2.01,5535,738,13.33,2142,4.89
48007,"Aransas County, Texas",24763,24365,19993,647,3.24,4372,932,21.32,1832,7.4
48079,"Cochran County, Texas",2904,2789,2471,60,2.43,318,14,4.4,160,5.51
48081,"Coke County, Texas",3275,3170,2537,47,1.85,633,40,6.32,305,9.31
48099,"Coryell County, Texas",75389,60632,53004,982,1.85,7628,1411,18.5,3036,4.03
48211,"Hemphill County, Texas",4061,4023,3654,46,1.26,369,79,21.41,148,3.64
48341,"Moore County, Texas",21801,21632,19348,179,0.93,2284,498,21.8,957,4.39
48375,"Potter County, Texas",120899,113868,95462,2255,2.36,18406,2770,15.05,7994,6.61
48405,"San Augustine County, Texas",8327,8080,7041,88,1.25,1039,4,0.38,564,6.77
48417,"Shackelford County, Texas",3311,3280,2686,30,1.12,594,160,26.94,176,5.32
48427,"Starr County, Texas",63894,63300,59968,1038,1.73,3332,148,4.44,1613,2.52
48461,"Upton County, Texas",3634,3572,3110,70,2.25,462,41,8.87,235,6.47
48049,"Brown County, Texas",37834,36032,30339,733,2.42,5693,1127,19.8,2150,5.68
48191,"Hall County, Texas",3074,3005,2522,32,1.27,483,38,7.87,225,7.32
48159,"Franklin County, Texas",10679,10584,9265,74,0.8,1319,304,23.05,527,4.93
48163,"Frio County, Texas",19394,15709,14361,520,3.62,1348,226,16.77,558,2.88
48281,"Lampasas County, Texas",20640,20378,18073,412,2.28,2305,258,11.19,942,4.56
50019,"Orleans County, Vermont",26911,26062,20874,715,3.43,5188,916,17.66,2171,8.07
50013,"Grand Isle County, Vermont",6965,6965,5809,131,2.26,1156,200,17.3,426,6.12
50007,"Chittenden County, Vermont",162052,152176,111836,2993,2.68,40340,12536,31.08,12259,7.56
50015,"Lamoille County, Vermont",25268,24605,19048,669,3.51,5557,1466,26.38,2008,7.95
50011,"Franklin County, Vermont",49025,48600,41339,1285,3.11,7261,1438,19.8,2561,5.22
50005,"Caledonia County, Vermont",30425,29235,23148,735,3.18,6087,1419,23.31,2173,7.14
50025,"Windham County, Vermont",43150,41354,31714,1169,3.69,9640,1797,18.64,3807,8.82
50003,"Bennington County, Vermont",35920,34450,27645,992,3.59,6805,1219,17.91,2290,6.38
50001,"Addison County, Vermont",36939,33966,27248,976,3.58,6718,1251,18.62,2536,6.87
50009,"Essex County, Vermont",6208,6178,4985,193,3.87,1193,168,14.08,466,7.51
50023,"Washington County, Vermont",58477,56246,44022,1775,4.03,12224,2526,20.66,4385,7.5
49027,"Millard County, Utah",12733,12526,11559,140,1.21,967,93,9.62,414,3.25
49045,"Tooele County, Utah",65185,64820,59830,1535,2.57,4990,903,18.1,1995,3.06
49053,"Washington County, Utah",160537,158509,139689,3335,2.39,18820,5083,27.01,5818,3.62
49025,"Kane County, Utah",7350,7190,5685,57,1.0,1505,409,27.18,437,5.95
49043,"Summit County, Utah",40511,40266,34876,675,1.94,5390,1595,29.59,2072,5.11
49019,"Grand County, Utah",9616,9517,7874,146,1.85,1643,444,27.02,648,6.74
49031,"Piute County, Utah",1904,1868,1724,6,0.35,144,9,6.25,46,2.42
49033,"Rich County, Utah",2350,2344,2196,7,0.32,148,2,1.35,69,2.94
49051,"Wasatch County, Utah",30523,30359,27413,393,1.43,2946,718,24.37,1246,4.08
49001,"Beaver County, Utah",6443,6376,5690,47,0.83,686,48,7.0,369,5.73
49003,"Box Elder County, Utah",53001,52581,48598,704,1.45,3983,463,11.62,1807,3.41
49021,"Iron County, Utah",49691,49071,42069,820,1.95,7002,2604,37.19,2371,4.77
13005,"Bacon County, Georgia",11228,10517,9217,310,3.36,1300,199,15.31,418,3.72
13025,"Brantley County, Georgia",18561,18488,16023,554,3.46,2465,502,20.37,1018,5.48
13017,"Ben Hill County, Georgia",17154,16829,13880,198,1.43,2949,755,25.6,921,5.37
13033,"Burke County, Georgia",22550,22338,19875,733,3.69,2463,314,12.75,911,4.04
13047,"Catoosa County, Georgia",66299,65730,56758,1467,2.58,8972,1778,19.82,3028,4.57
13053,"Chattahoochee County, Georgia",10767,7204,6152,94,1.53,1052,400,38.02,484,4.5
13055,"Chattooga County, Georgia",24817,23091,19370,1003,5.18,3721,515,13.84,1664,6.71
13073,"Columbia County, Georgia",147295,146810,132432,2683,2.03,14378,3065,21.32,4902,3.33
13087,"Decatur County, Georgia",26833,25638,21782,466,2.14,3856,484,12.55,1557,5.8
13115,"Floyd County, Georgia",96824,92691,79905,2296,2.87,12786,2010,15.72,4679,4.83
13117,"Forsyth County, Georgia",219880,219227,201737,2580,1.28,17490,4044,23.12,6008,2.73
13137,"Habersham County, Georgia",44289,41719,35902,825,2.3,5817,986,16.95,1935,4.37
13147,"Hart County, Georgia",25631,24753,21305,575,2.7,3448,379,10.99,1557,6.07
13185,"Lowndes County, Georgia",114582,110452,89407,2807,3.14,21045,5943,28.24,7111,6.21
13191,"McIntosh County, Georgia",14120,14042,11873,553,4.66,2169,357,16.46,751,5.32
13199,"Meriwether County, Georgia",21113,20824,17930,524,2.92,2894,285,9.85,1185,5.61
19125,"Marion County, Iowa",33207,31473,26377,443,1.68,5096,680,13.34,2276,6.85
19183,"Washington County, Iowa",22143,21798,18596,563,3.03,3202,554,17.3,1161,5.24
19197,"Wright County, Iowa",12804,12555,9900,194,1.96,2655,447,16.84,1079,8.43
19029,"Cass County, Iowa",13191,12888,10077,118,1.17,2811,382,13.59,1207,9.15
19035,"Cherokee County, Iowa",11468,10982,8422,412,4.89,2560,308,12.03,1232,10.74
19047,"Crawford County, Iowa",17132,16505,14088,324,2.3,2417,514,21.27,968,5.65
19057,"Des Moines County, Iowa",39600,38890,31290,1297,4.15,7600,1219,16.04,2848,7.19
19065,"Fayette County, Iowa",19929,19189,15635,630,4.03,3554,623,17.53,1459,7.32
19085,"Harrison County, Iowa",14143,13857,11376,226,1.99,2481,451,18.18,1068,7.55
19109,"Kossuth County, Iowa",15075,14777,11988,305,2.54,2789,336,12.05,1265,8.39
19129,"Mills County, Iowa",14957,14406,12532,287,2.29,1874,226,12.06,832,5.56
19133,"Monona County, Iowa",8796,8557,6667,190,2.85,1890,268,14.18,741,8.42
19139,"Muscatine County, Iowa",42950,42344,35799,1062,2.97,6545,1124,17.17,2622,6.1
19143,"Osceola County, Iowa",6115,6019,4825,78,1.62,1194,231,19.35,468,7.65
19153,"Polk County, Iowa",474274,465456,375463,11547,3.08,89993,21893,24.33,31805,6.71
19187,"Webster County, Iowa",36757,33901,26513,920,3.47,7388,1259,17.04,2904,7.9
19169,"Story County, Iowa",96922,86450,56323,1602,2.84,30127,12079,40.09,9547,9.85
19193,"Woodbury County, Iowa",102398,99507,82703,2592,3.13,16804,3404,20.26,6750,6.59
19013,"Black Hawk County, Iowa",133009,127787,97869,2868,2.93,29918,8595,28.73,10423,7.84
19075,"Grundy County, Iowa",12341,12179,10223,132,1.29,1956,356,18.2,779,6.31
19105,"Jones County, Iowa",20568,19278,16067,297,1.85,3211,432,13.45,1486,7.22
19131,"Mitchell County, Iowa",10631,10403,8709,209,2.4,1694,150,8.85,742,6.98
19137,"Montgomery County, Iowa",10155,9952,8130,302,3.71,1822,181,9.93,735,7.24
19161,"Sac County, Iowa",9868,9671,8099,185,2.28,1572,135,8.59,735,7.45
19149,"Plymouth County, Iowa",25039,24682,21266,575,2.7,3416,459,13.44,1484,5.93
19019,"Buchanan County, Iowa",21125,20813,17726,539,3.04,3087,544,17.62,1206,5.71
19045,"Clinton County, Iowa",47218,46362,37041,1212,3.27,9321,2009,21.55,3486,7.38
19053,"Decatur County, Iowa",8044,7263,5838,118,2.02,1425,208,14.6,631,7.84
19101,"Jefferson County, Iowa",18077,16816,13318,346,2.6,3498,761,21.76,1335,7.39
19005,"Allamakee County, Iowa",13880,13540,11095,130,1.17,2445,281,11.49,1186,8.54
19113,"Linn County, Iowa",222121,217248,174110,4538,2.61,43138,9657,22.39,16105,7.25
19049,"Dallas County, Iowa",84002,83412,71101,1065,1.5,12311,2065,16.77,4590,5.46
19141,"O'Brien County, Iowa",13911,13516,10866,263,2.42,2650,410,15.47,992,7.13
20187,"Stanton County, Kansas",2063,2034,1776,12,0.68,258,0,0.0,116,5.62
20119,"Meade County, Kansas",4261,4139,3567,69,1.93,572,37,6.47,228,5.35
20125,"Montgomery County, Kansas",32970,32087,26551,886,3.34,5536,758,13.69,2095,6.35
20151,"Pratt County, Kansas",9582,9176,7515,166,2.21,1661,342,20.59,605,6.31
20153,"Rawlins County, Kansas",2509,2471,1960,37,1.89,511,55,10.76,243,9.69
20003,"Anderson County, Kansas",7852,7729,6612,136,2.06,1117,72,6.45,410,5.22
20053,"Ellsworth County, Kansas",6293,5416,4369,123,2.82,1047,103,9.84,468,7.44
20061,"Geary County, Kansas",34895,33947,29503,430,1.46,4444,612,13.77,2232,6.4
