"","COUNTYFP","YFips","Year","State","CountyName","TtlPrPpr","FmlPrPpr","MlPrPpr","AapiPrPpr","BlckPrPpr","LtnxPrPpr","NtvPrPpr","WhtPrPpr","TtlPrAPpr","FmlPrAPpr","MlPrAPpr","AapiPrAPpr","BlckPrAPpr","LtnxPrAPpr","NtvPrAPpr","WhtPrAPpr"
"180","05137",201605137,2016,"AR","Stone County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","05139",201605139,2016,"AR","Union County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","05141",201605141,2016,"AR","Van Buren County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","05143",201605143,2016,"AR","Washington County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","05145",201605145,2016,"AR","White County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","05147",201605147,2016,"AR","Woodruff County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","05149",201605149,2016,"AR","Yell County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","06001",201606001,2016,"CA","Alameda County",314.93,16.67,617.66,25.32,1826.4,246.23,527.11,86.83,54.13,2.43,106.62,5.39,299.21,48.77,100.4,16.22
"188","06003",201606003,2016,"CA","Alpine County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","06005",201606005,2016,"CA","Amador County",482.63,49.29,830.24,NA,1179.55,626.78,NA,363.6,201.83,59.14,316.28,NA,NA,199.43,915.33,176.12
"190","06007",201606007,2016,"CA","Butte County",624.35,82.58,1160.75,164.24,2956.52,581.02,749.73,581.19,218.89,41.97,394.06,105.58,1014.49,154.4,NA,218.17
"191","06009",201606009,2016,"CA","Calaveras County",302.47,29.41,577.31,NA,NA,203.08,1077.59,304.84,95.91,NA,NA,NA,NA,NA,NA,NA
"192","06011",201606011,2016,"CA","Colusa County",506.42,0,979,NA,2209.94,425.12,2197.8,501.99,234.86,NA,NA,NA,NA,NA,NA,NA
"193","06013",201606013,2016,"CA","Contra Costa County",248.84,17.35,486.21,26.69,1183.91,210.39,334.78,134.96,49.5,4.73,95.41,4.21,189.69,51.57,133.91,31.37
"194","06015",201606015,2016,"CA","Del Norte County",597.06,91.12,976.66,NA,NA,309.36,1092.5,634.84,284.58,104.14,419.96,NA,NA,128.9,728.33,268.24
"195","06017",201606017,2016,"CA","El Dorado County",343.24,55.62,629.83,77.81,1996.01,336.79,390.32,331.15,107.68,13.48,201.55,NA,532.27,155.44,NA,93.4
"196","06019",201606019,2016,"CA","Fresno County",656.16,51.99,1251.07,83.78,2636.93,677.76,736.38,383.2,225.3,25.03,422.5,44.78,819.3,247.01,189.35,128.96
"197","06021",201606021,2016,"CA","Glenn County",601.86,81.95,1100.63,NA,NA,566.19,NA,635.81,183.42,93.65,269.54,NA,NA,161.77,NA,178.47
"198","06023",201606023,2016,"CA","Humboldt County",433.31,41.95,817.75,NA,1118.81,305.14,1315.08,369.71,135.68,15.46,253.79,NA,426.21,76.28,432.35,115.18
"199","06025",201606025,2016,"CA","Imperial County",307.44,27.49,561,NA,883.58,274.43,626.96,360.74,116.7,14.66,209.13,NA,259.88,107.07,NA,139.38
"200","06027",201606027,2016,"CA","Inyo County",413.87,93.28,725.56,NA,NA,333.47,1526.1,247.81,137.96,NA,NA,NA,NA,NA,NA,NA
"201","06029",201606029,2016,"CA","Kern County",635.46,68.99,1151.76,66.54,2362.11,586.85,321.54,490.83,233.4,43.44,406.54,39.93,676.15,223.8,NA,201.13
"202","06031",201606031,2016,"CA","Kings County",1065.72,137.13,1739.49,222.72,2150.13,1170.27,3237.74,638.09,405.61,78.02,643.3,200.45,585.24,440.26,2220.17,255.82
"203","06033",201606033,2016,"CA","Lake County",880.76,30.81,1735.72,0,3337.04,620.88,2864.36,791.71,350.24,NA,NA,NA,NA,NA,NA,NA
"204","06035",201606035,2016,"CA","Lassen County",341.27,NA,NA,NA,NA,NA,NA,NA,107.77,NA,NA,NA,NA,NA,NA,NA
"205","06037",201606037,2016,"CA","Los Angeles County",617.12,54.82,1181.1,25.83,2665.21,609.47,429.1,228.86,143.1,21.12,265.44,7.06,535.97,152.35,112.38,66.55
"206","06039",201606039,2016,"CA","Madera County",556.95,86.05,1072.32,NA,1504.51,552.37,NA,400.11,198.25,39.11,372.42,NA,576.73,211.1,535.99,119.44
"207","06041",201606041,2016,"CA","Marin County",169.53,13.47,327.7,NA,1349.41,238.62,NA,102.72,46.24,9.8,83.17,NA,539.76,65.08,NA,19.85
"208","06043",201606043,2016,"CA","Mariposa County",513.21,NA,NA,NA,NA,NA,NA,NA,228.09,NA,NA,NA,NA,NA,NA,NA
"209","06045",201606045,2016,"CA","Mendocino County",644.24,82.54,1197.6,NA,2643.17,450.45,1971.61,582.86,256.95,33.77,476.82,NA,1174.74,174.37,906.94,226.35
"210","06047",201606047,2016,"CA","Merced County",538.24,35.48,1023.23,90.05,2200.94,488.25,1284.8,412.23,181.15,22.47,334.23,NA,722.45,179.88,NA,138.75
"211","06049",201606049,2016,"CA","Modoc County",384.17,NA,NA,NA,NA,NA,NA,NA,76.83,0,152.67,NA,NA,NA,NA,NA
"212","06051",201606051,2016,"CA","Mono County",181.74,NA,NA,NA,NA,NA,NA,NA,50.48,NA,NA,NA,NA,NA,NA,NA
"213","06053",201606053,2016,"CA","Monterey County",555.36,50.3,1019.31,109.16,1800.86,602.28,550.75,317.54,150.18,18.49,271.14,74.43,418.8,160.53,NA,103.9
"214","06055",201606055,2016,"CA","Napa County",350.69,22.02,676.22,80.82,1230.9,377.99,1004.02,305.53,123.84,NA,NA,NA,NA,NA,NA,NA
"215","06057",201606057,2016,"CA","Nevada County",164.12,NA,NA,NA,NA,NA,NA,NA,56.94,NA,NA,NA,NA,NA,NA,NA
"216","06059",201606059,2016,"CA","Orange County",307.33,27.67,587.43,34.88,1614.81,495.44,286.08,187.88,83.74,14.54,153.06,NA,418.23,128.86,NA,63.9
"217","06061",201606061,2016,"CA","Placer County",301.46,28.99,580.86,29.03,1370.4,271.32,844.59,286.36,127.46,22.36,235.23,NA,509.01,117.97,NA,124.82
"218","06063",201606063,2016,"CA","Plumas County",360.43,NA,NA,NA,NA,NA,NA,NA,162.19,NA,NA,NA,NA,NA,NA,NA
"219","06065",201606065,2016,"CA","Riverside County",602.51,62.26,1137.26,34.44,1970.8,568.24,853.53,444.74,167.5,23.87,309.67,19.8,480.55,165.93,273.97,130.98
"220","06067",201606067,2016,"CA","Sacramento County",667.8,62.99,1288.34,67.09,2616.05,546.9,629.77,373.98,179.57,20.41,342.87,27.27,638.27,178.2,120.59,110.72
"221","06069",201606069,2016,"CA","San Benito County",280.26,NA,NA,NA,NA,NA,NA,NA,68.79,NA,NA,NA,NA,NA,NA,NA
"222","06071",201606071,2016,"CA","San Bernardino County",567.14,56.76,1075.36,42.49,1890.36,458.05,531.28,425.18,210.84,27.39,393.52,14.46,627.77,189,146.1,161.82
"223","06073",201606073,2016,"CA","San Diego County",380.65,37.84,706.35,63.35,1879.74,428.41,707.47,218.82,102.83,19.15,182.34,27.9,429.77,124.31,190.78,63.78
"224","06075",201606075,2016,"CA","San Francisco County",144.1,7.84,268.67,22.32,1567.77,146.82,471.2,46.28,19.83,2.29,35.86,2.23,216.85,23.61,209.42,5.3
"225","06077",201606077,2016,"CA","San Joaquin County",596.83,47.89,1136.27,72.55,2245.12,530.48,900.28,376.62,174.78,15.68,331.13,21.26,651.98,171.67,242.38,122.23
"226","06079",201606079,2016,"CA","San Luis Obispo County",333.27,34.38,610.95,NA,1313.84,509.25,549.02,252.91,111.62,16.63,199.87,NA,254.29,167.43,NA,94.36
"227","06081",201606081,2016,"CA","San Mateo County",238.55,17.95,457.29,56.99,2445.5,344.34,567.11,116.43,73.24,8.19,137.73,NA,717.15,111.18,NA,37.83
"228","06083",201606083,2016,"CA","Santa Barbara County",406.12,35.09,762.36,44.57,1557.24,569.56,350.26,217.41,113.24,11.7,210.74,NA,280.58,164.02,NA,65.3
"229","06085",201606085,2016,"CA","Santa Clara County",299.95,16.09,568.04,38.65,1790.98,612.12,577.28,170.73,63.13,7.19,115.97,9.61,305.71,134.8,236.16,36.27
"230","06087",201606087,2016,"CA","Santa Cruz County",292.77,22.27,562.45,NA,1259.18,451.52,651.77,197.77,58.77,8.48,108.9,NA,244.84,81.95,NA,42.25
"231","06089",201606089,2016,"CA","Shasta County",1008.14,133.76,1899.07,333.41,4501.42,662.25,1795.84,962.02,283.54,48.15,523.38,95.26,1025.64,114.79,630.12,279.12
"232","06091",201606091,2016,"CA","Sierra County",352.32,0,689.66,NA,NA,NA,NA,345.07,NA,NA,NA,NA,NA,NA,NA,NA
"233","06093",201606093,2016,"CA","Siskiyou County",853.74,147.06,1564.32,NA,1851.85,568.52,1772.76,828.66,256.12,54.18,459.18,NA,NA,149.61,402.9,267.95
"234","06095",201606095,2016,"CA","Solano County",352.55,26.17,673.71,37.05,1077.16,242.33,571.43,224.36,110,11.71,206.72,17.55,311.75,79.45,0,74.79
"235","06097",201606097,2016,"CA","Sonoma County",291.04,25.39,560.58,96.31,1515.57,385.52,1134.52,197.39,92.85,13.9,172.96,NA,454.67,123.28,NA,66.27
"236","06099",201606099,2016,"CA","Stanislaus County",488.38,57.77,919.32,86.52,1922.23,415.16,853.66,437.93,180.82,25.17,336.59,37.08,664.36,151.2,284.55,174.78
"237","06101",201606101,2016,"CA","Sutter County",583.79,59.62,1103.48,NA,2564.1,607.8,NA,602.68,273.76,62.94,482.77,NA,1000.63,325.61,NA,272.07
"238","06103",201606103,2016,"CA","Tehama County",920.46,154.79,1685.22,NA,2789.7,736.35,1533.74,928.57,296.51,98.03,494.74,NA,1502.15,173.86,409,315.72
"239","06105",201606105,2016,"CA","Trinity County",685.2,NA,NA,NA,NA,NA,NA,NA,232.71,0,461.89,0,0,0,0,277.31
"240","06107",201606107,2016,"CA","Tulare County",779.54,56.34,1492.21,109.42,3024.15,824.22,1581.51,528.39,191.26,18.08,361.91,36.47,677.05,204.44,162.21,151.3
"241","06109",201606109,2016,"CA","Tuolumne County",752.79,163.49,1259.42,NA,751.88,454.96,1697.53,766.05,244.88,78.48,387.95,NA,375.94,181.98,771.6,235.12
"242","06111",201606111,2016,"CA","Ventura County",315.1,31.13,597.21,17.17,1243.11,456.63,211.24,183.33,100.4,18.25,182.01,NA,321.07,156.24,NA,50.84
"243","06113",201606113,2016,"CA","Yolo County",455.87,24.42,909.48,25.5,2473.5,604.6,1585.73,329.53,120.55,11.57,235.14,NA,552.12,167.46,NA,96.11
"244","06115",201606115,2016,"CA","Yuba County",823.51,67.67,1543.92,NA,1704.8,710.57,NA,857.69,332.29,29.61,620.79,NA,852.4,313.26,NA,331.78
"245","08001",201608001,2016,"CO","Adams County",553,91.49,995.63,NA,1980.86,591.82,1846.03,444.81,244.25,50.62,429.96,NA,915.52,234.08,1178.32,209.66
"246","08003",201608003,2016,"CO","Alamosa County",1133.17,438.04,1819.16,NA,NA,1421.8,2380.95,847.15,924.67,383.28,1458.93,NA,NA,1244.08,NA,662.98
"247","08005",201608005,2016,"CO","Arapahoe County",427.59,78.06,779.61,90.12,1414.44,445.72,1631.32,263.32,161.07,43.42,279.56,23.36,504.45,151.92,897.23,107.86
"248","08007",201608007,2016,"CO","Archuleta County",348.93,NA,NA,NA,NA,NA,NA,NA,129.23,0,259.07,NA,NA,338.75,NA,67.25
"249","08009",201608009,2016,"CO","Baca County",248.39,NA,NA,NA,NA,NA,NA,NA,248.39,NA,NA,NA,NA,NA,NA,NA
"250","08011",201608011,2016,"CO","Bent County",583.61,0,821.72,NA,NA,1071.98,NA,330.03,253.74,NA,NA,NA,NA,NA,NA,NA
"251","08013",201608013,2016,"CO","Boulder County",268.72,29.45,499.03,77.14,1926.98,534.22,1046.21,207.32,98.91,12.49,182.09,NA,574.71,169.06,435.92,84.14
"252","08014",201608014,2016,"CO","Broomfield County",129.46,26.97,230.59,NA,NA,329.01,NA,105.55,60.27,31.46,88.69,NA,NA,109.67,NA,54.2
"253","08015",201608015,2016,"CO","Chaffee County",314.86,0,569.37,0,0,495.4,0,308.4,165.71,0,299.67,NA,NA,NA,NA,179.07
"254","08017",201608017,2016,"CO","Cheyenne County",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"255","08019",201608019,2016,"CO","Clear Creek County",562.15,NA,NA,NA,NA,NA,NA,NA,265.46,NA,NA,NA,NA,NA,NA,NA
"256","08021",201608021,2016,"CO","Conejos County",433.17,NA,NA,NA,NA,NA,NA,NA,123.76,NA,NA,NA,NA,NA,NA,NA
"257","08023",201608023,2016,"CO","Costilla County",428.98,0,818.93,NA,NA,366.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","08025",201608025,2016,"CO","Crowley County",254.65,0,329.82,NA,NA,392.77,NA,196.46,152.79,0,197.89,NA,NA,314.22,NA,NA
"259","08027",201608027,2016,"CO","Custer County",303.61,0,610.69,0,0,0,0,337.84,NA,NA,NA,NA,NA,NA,NA,NA
"260","08029",201608029,2016,"CO","Delta County",246.43,NA,NA,NA,NA,NA,NA,NA,140.02,NA,NA,NA,NA,NA,NA,NA
"261","08031",201608031,2016,"CO","Denver County",742.15,106.8,1352.67,181.94,2759.32,987.3,3277.76,306.85,282.21,57.92,497.73,60.65,1057.27,320.07,1780.16,136.61
"262","08033",201608033,2016,"CO","Dolores County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","08035",201608035,2016,"CO","Douglas County",168.57,31.83,305.88,101.3,1180.11,389.8,907.91,127.48,53.3,17.28,89.48,NA,309.08,121.15,NA,44.48
"264","08037",201608037,2016,"CO","Eagle County",161.91,44.31,263.7,NA,1041.67,217.41,NA,123.45,87.38,22.16,143.84,NA,NA,90.59,NA,74.82
"265","08039",201608039,2016,"CO","Elbert County",99.61,0,198.9,NA,NA,NA,NA,77.81,NA,NA,NA,NA,NA,NA,NA,NA
"266","08041",201608041,2016,"CO","El Paso County",743.28,171.97,1281.52,269.25,2177.93,1039.39,2645.91,531.38,337.35,114.35,547.43,140.24,880.99,434.97,1400.78,257.3
"267","08043",201608043,2016,"CO","Fremont County",602.06,59.73,933.56,0,393.7,654.84,1184.43,601.41,203.92,34.13,307.71,NA,NA,190.11,676.82,200.47
"268","08045",201608045,2016,"CO","Garfield County",340.36,73.1,593.5,NA,NA,320.3,NA,348.9,215.9,62.66,361.05,NA,NA,207.25,NA,215.81
"269","08047",201608047,2016,"CO","Gilpin County",1011.53,305.34,1618.55,NA,10169.49,1374.57,NA,848.36,564.57,203.56,874.89,NA,NA,NA,NA,530.22
"270","08049",201608049,2016,"CO","Grand County",228.38,81.2,358.23,NA,NA,481.93,NA,201.93,95.16,NA,NA,NA,NA,NA,NA,NA
"271","08051",201608051,2016,"CO","Gunnison County",280.67,NA,NA,NA,NA,NA,NA,NA,132.08,NA,NA,NA,NA,NA,NA,NA
"272","08053",201608053,2016,"CO","Hinsdale County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","08055",201608055,2016,"CO","Huerfano County",465.12,NA,NA,NA,NA,NA,NA,NA,300.96,NA,NA,NA,NA,NA,NA,NA
"274","08057",201608057,2016,"CO","Jackson County",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"275","08059",201608059,2016,"CO","Jefferson County",513.25,111.04,907.47,166.86,2903.11,1051.09,2718.91,364.3,248.24,65.16,427.68,45.51,1349.85,482.52,1879.25,179.06
"276","08061",201608061,2016,"CO","Kiowa County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","08063",201608063,2016,"CO","Kit Carson County",463.94,NA,NA,NA,NA,NA,NA,NA,316.32,NA,NA,NA,NA,NA,NA,NA
"278","08065",201608065,2016,"CO","Lake County",322.4,NA,NA,NA,NA,NA,NA,NA,113.79,0,207.18,0,0,0,0,180.83
"279","08067",201608067,2016,"CO","La Plata County",318.07,64.2,567.32,0,2298.85,389.78,925.93,242.81,145.78,53.5,236.38,NA,NA,216.54,644.12,86.48
"280","08069",201608069,2016,"CO","Larimer County",359.03,73.74,638.08,60.32,1505.84,818.29,1570.68,282.13,185.31,51.18,316.49,60.32,645.36,418.93,897.53,146.67
"281","08071",201608071,2016,"CO","Las Animas County",484.6,99.28,819.32,NA,NA,811.69,NA,177.42,173.07,99.28,237.17,NA,NA,270.56,NA,NA
"282","08073",201608073,2016,"CO","Lincoln County",1590.35,286.33,2400,NA,1851.85,2413.79,NA,1400.66,466.14,NA,NA,NA,NA,NA,NA,NA
"283","08075",201608075,2016,"CO","Logan County",741.75,184.35,1122.82,NA,820.79,1080,NA,663.92,462.74,117.31,698.9,NA,683.99,720,NA,394.76
"284","08077",201608077,2016,"CO","Mesa County",946.85,184.26,1708.42,427.35,4438.15,1330.73,2764.98,820.03,378.74,110.98,646.15,NA,1983,513.49,1497.7,322.93
"285","08079",201608079,2016,"CO","Mineral County",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"286","08081",201608081,2016,"CO","Moffat County",994.2,294.99,1643.46,NA,NA,546.02,NA,1096.21,473.43,221.24,707.6,NA,NA,NA,NA,562.53
"287","08083",201608083,2016,"CO","Montezuma County",558.66,87.38,1046.38,NA,NA,935.06,859.19,443.83,304.72,74.9,542.57,NA,NA,363.64,334.13,269.78
"288","08085",201608085,2016,"CO","Montrose County",297.39,40.26,560.69,NA,NA,376.36,NA,263.44,187.4,40.26,338.06,NA,NA,244.64,NA,172.04
"289","08087",201608087,2016,"CO","Morgan County",667.61,115.53,1197.47,NA,NA,820.05,NA,582.24,311.17,92.42,521.12,NA,NA,371.34,NA,271.71
"290","08089",201608089,2016,"CO","Otero County",554.55,289.65,821.77,NA,NA,686.99,NA,416.11,372.73,307.75,438.28,NA,NA,386.43,NA,332.89
"291","08091",201608091,2016,"CO","Ouray County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","08093",201608093,2016,"CO","Park County",193.49,NA,NA,NA,NA,NA,NA,NA,33.65,0,63.79,NA,NA,NA,NA,NA
"293","08095",201608095,2016,"CO","Phillips County",568.18,NA,NA,NA,NA,NA,NA,NA,162.34,0,323.62,NA,NA,NA,NA,NA
"294","08097",201608097,2016,"CO","Pitkin County",111.25,NA,NA,NA,NA,NA,NA,NA,47.68,NA,NA,NA,NA,NA,NA,NA
"295","08099",201608099,2016,"CO","Prowers County",634.11,192.73,1058.2,NA,NA,760.32,NA,491.95,566.65,275.33,846.56,NA,NA,651.7,NA,491.95
"296","08101",201608101,2016,"CO","Pueblo County",886.81,266.15,1515.47,NA,2296.89,1220.46,3118.28,528.11,492.67,212.92,776.03,NA,1318.59,657.85,1612.9,311.4
"297","08103",201608103,2016,"CO","Rio Blanco County",308.86,NA,NA,NA,NA,NA,NA,NA,190.07,NA,NA,NA,NA,NA,NA,NA
"298","08105",201608105,2016,"CO","Rio Grande County",517.99,NA,NA,NA,NA,NA,NA,NA,287.77,NA,NA,NA,NA,NA,NA,NA
"299","08107",201608107,2016,"CO","Routt County",152.71,59.38,237.58,NA,NA,NA,NA,149.79,84.84,0,161.99,NA,NA,NA,NA,87.38
"300","08109",201608109,2016,"CO","Saguache County",435.67,0,879.01,0,0,684.46,0,304.75,102.51,0,206.83,NA,NA,NA,NA,NA
"301","08111",201608111,2016,"CO","San Juan County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","08113",201608113,2016,"CO","San Miguel County",156.52,NA,NA,NA,NA,NA,NA,NA,86.96,NA,NA,NA,NA,NA,NA,NA
"303","08115",201608115,2016,"CO","Sedgwick County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","08117",201608117,2016,"CO","Summit County",210.98,NA,NA,NA,NA,NA,NA,NA,101.09,0,184.64,NA,NA,170.3,NA,83.35
"305","08119",201608119,2016,"CO","Teller County",399.54,178.39,618.69,NA,2285.71,480.31,NA,366.2,196.6,127.42,265.15,NA,NA,NA,NA,197.18
"306","08121",201608121,2016,"CO","Washington County",404.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","08123",201608123,2016,"CO","Weld County",526.1,120.84,920.49,192.63,928.68,932.99,2155.5,340.14,264.08,89.59,433.89,NA,520.06,426.72,1308.7,186.78
"308","08125",201608125,2016,"CO","Yuma County",415.21,NA,NA,NA,NA,NA,NA,NA,249.13,NA,NA,NA,NA,NA,NA,NA
"309","09001",201609001,2016,"CT","Fairfield County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","09003",201609003,2016,"CT","Hartford County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","09005",201609005,2016,"CT","Litchfield County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","09007",201609007,2016,"CT","Middlesex County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","09009",201609009,2016,"CT","New Haven County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","09011",201609011,2016,"CT","New London County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","09013",201609013,2016,"CT","Tolland County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","09015",201609015,2016,"CT","Windham County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","10001",201610001,2016,"DE","Kent County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","10003",201610003,2016,"DE","New Castle County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","10005",201610005,2016,"DE","Sussex County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","11001",201611001,2016,"DC","District of Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","12001",201612001,2016,"FL","Alachua County",945.55,114.18,1823.22,NA,3309.04,233.67,NA,419.96,370.82,65.83,692.8,NA,1250.2,86.36,NA,179.14
"322","12003",201612003,2016,"FL","Baker County",1352.66,450.08,2106.2,NA,2312.33,NA,NA,1206.68,894.59,355.32,1344.8,NA,1340.48,NA,NA,837.97
"323","12005",201612005,2016,"FL","Bay County",1547.18,386.8,2681.51,NA,3807.94,635.7,NA,1336.42,769.83,293.9,1235.08,NA,1556.53,350.29,NA,715.33
"324","12007",201612007,2016,"FL","Bradford County",1277.28,204.36,2055.54,NA,2338.73,NA,NA,1037.38,435.31,108.99,672,0,822.41,0,0,348.43
"325","12009",201612009,2016,"FL","Brevard County",779.04,122.92,1450.85,NA,2910.74,391.62,NA,555.98,223.54,64.23,386.67,NA,680.47,131.43,NA,179.86
"326","12011",201612011,2016,"FL","Broward County",585.35,62.79,1123.24,NA,1233.09,246.39,NA,412.94,141.15,25.27,260.42,NA,284.79,71.65,NA,99.07
"327","12013",201612013,2016,"FL","Calhoun County",1133.45,302.57,1745.27,NA,2120.38,NA,NA,1028.46,417.02,226.93,557,0,683.99,0,0,408.57
"328","12015",201612015,2016,"FL","Charlotte County",807.51,213.34,1432.42,NA,2228.37,724.99,NA,710.81,301.57,112.06,500.9,0,891.35,282.62,0,260.45
"329","12017",201612017,2016,"FL","Citrus County",1438.24,321.49,2638.25,0,4162.1,1103.42,0,1379.24,423.01,129.63,738.26,0,1168.31,216.36,0,417.9
"330","12019",201612019,2016,"FL","Clay County",634.02,90.92,1191.94,0,1516.09,240.68,0,576.55,176.97,41.85,315.78,NA,391.45,36.47,NA,170.5
"331","12021",201612021,2016,"FL","Collier County",523.81,76.82,974.35,NA,1496.9,495.24,NA,414.24,150.23,40.9,260.43,NA,468.54,123.81,NA,124
"332","12023",201612023,2016,"FL","Columbia County",1436.01,384.88,2349.31,NA,2848.14,451.64,NA,1155.45,468.86,209.49,694.21,0,855.57,188.18,0,395.62
"333","12027",201612027,2016,"FL","DeSoto County",1295.17,323.55,1925.58,NA,2921.49,611.62,NA,1315.43,645.39,256.61,897.64,NA,1339.01,318.04,NA,684.75
"334","12029",201612029,2016,"FL","Dixie County",918.16,139.24,1494.85,NA,1084.43,NA,NA,938.29,424.52,92.83,670.1,0,387.3,0,0,457.12
"335","12031",201612031,2016,"FL","Duval County",1258.01,154.46,2409.04,NA,2860.29,399.82,NA,653.72,296.55,60.78,542.46,0,654.59,75.5,0,166.99
"336","12033",201612033,2016,"FL","Escambia County",1342.57,221,2437.53,NA,3255.88,329.25,NA,859.79,377.49,116.88,631.92,NA,835.54,82.31,NA,269.92
"337","12035",201612035,2016,"FL","Flagler County",503.39,56.59,997.15,NA,2237.78,197.24,NA,314.33,151.84,31.44,284.9,NA,624.14,NA,NA,105.51
"338","12037",201612037,2016,"FL","Franklin County",1197.68,368.02,1735.73,NA,2143.39,NA,NA,1061.2,394.84,267.65,477.33,0,813.01,0,0,336.05
"339","12039",201612039,2016,"FL","Gadsden County",1270.34,140.55,2503.66,0,1865.93,546.63,0,476.93,306.75,89.44,543.97,0,427,136.66,0,155.52
"340","12041",201612041,2016,"FL","Gilchrist County",794.29,213.59,1288.19,NA,1703.16,NA,NA,767.87,339.13,135.92,511.97,NA,851.58,NA,NA,311.3
"341","12043",201612043,2016,"FL","Glades County",775.29,154.32,1187.07,NA,1502.15,593.18,NA,673.79,393.8,NA,NA,NA,NA,NA,NA,NA
"342","12045",201612045,2016,"FL","Gulf County",910.09,334.97,1229.1,NA,1685.16,NA,NA,725.11,450.45,180.37,600.26,NA,657.62,NA,NA,401.4
"343","12047",201612047,2016,"FL","Hamilton County",735.45,NA,NA,NA,NA,NA,NA,NA,300.39,0,482.21,NA,533.71,NA,NA,137.09
"344","12049",201612049,2016,"FL","Hardee County",1312.01,271.56,2173.45,NA,3685.9,1150.76,NA,1113.81,503.72,142.25,803,NA,1362.18,491.34,NA,384.07
"345","12051",201612051,2016,"FL","Hendry County",855.36,141.87,1472.5,NA,2678.26,545.84,2325.58,703.7,294.15,75.11,483.61,NA,1008.7,181.95,NA,234.57
"346","12053",201612053,2016,"FL","Hernando County",815.47,186.27,1492.69,NA,2719.84,469.68,NA,752.16,314.53,105.12,539.91,NA,884.37,122.52,NA,313.6
"347","12055",201612055,2016,"FL","Highlands County",1247.67,245.19,2260.5,NA,4019.7,633.41,NA,975.07,304.21,72.79,538.03,NA,937.4,134.6,NA,252.45
"348","12057",201612057,2016,"FL","Hillsborough County",715.99,85.95,1368.97,NA,2197.03,433.76,NA,448.24,207.77,44.88,376.65,NA,640.23,110.84,NA,137.16
"349","12059",201612059,2016,"FL","Holmes County",1329.57,384.4,2072.84,NA,1165.92,NA,NA,1400.82,539.89,183.05,820.5,NA,448.43,NA,NA,569.67
"350","12061",201612061,2016,"FL","Indian River County",864.91,133.77,1640.49,NA,3244.97,397.06,NA,621.28,245.22,68.06,433.15,0,681.99,109.83,0,213.78
"351","12063",201612063,2016,"FL","Jackson County",1198.52,387.27,1767.18,NA,1843.52,335.95,NA,1004.88,585.18,303.74,782.46,0,707.4,335.95,0,566.47
