name1,name2,street1,street2,city,state,zip,zip4,category,countyGEOID,countyName,source,Longitude,Latitude,
Ouachita Behav Health and Wellness,NA,125 Wellness Way,NA,Hot Springs National Park,AR,71913,NA,buprenorphine,5051,Garland,SAMHSA,34.464022,-93.07873,34.464022
Stockton Medical Group of Hot Springs,NA,1 Mercy Lane,Suite 403,Hot Springs National Park,AR,71913,NA,buprenorphine,5051,Garland,SAMHSA,34.4680835,-93.0667005,34.4680835
Compass Health Inc,Pathways Comm Behav Hlthcare/OIT,2625 Fairway Drive,Suite E,Fulton,MO,65251,NA,buprenorphine,29027,Callaway,SAMHSA,38.8799794,-91.9654611,38.8799794
Turning Point Recovery Center,NA,100 East Rollins Street,Suite A,Moberly,MO,65270,NA,buprenorphine,29175,Randolph,SAMHSA,39.4183736,-92.4356607,39.4183736
Preferred Family Healthcare Inc,Moberly Adult Program,3029 County Road 1325,NA,Moberly,MO,65270,5152,buprenorphine,29175,Randolph,SAMHSA,39.4566621,-92.4353793,39.4566621
Addiction and Mental Health Servs,Bradford Health Services/Little Rock,11215 Hermitage Road,Suite 104,Little Rock,AR,72211,NA,buprenorphine,5119,Pulaski,SAMHSA,34.7463918,-92.398085,34.7463918
Compass Health Inc,NA,704 East Highway 28,NA,Owensville,MO,65066,NA,buprenorphine,29073,Gasconade,SAMHSA,38.3473624,-91.490285,38.3473624
Natural State Recovery Centers LLC,NA,3600 Cantrell Road,Suite 303,Little Rock,AR,72202,NA,buprenorphine,5119,Pulaski,SAMHSA,34.7638181,-92.3113845,34.7638181
University of Arkansas for,Medical Sciences/SAT Clinic,4224 Shuffield Drive,NA,Little Rock,AR,72207,NA,buprenorphine,5119,Pulaski,SAMHSA,34.7471978,-92.3196395,34.7471978
Central Arkansas Veterans Healthcare,Substance Use Disorder (SUD Program,North Little Rock Division,2200 Fort Roots Drive,North Little Rock,AR,72114,NA,buprenorphine,5119,Pulaski,SAMHSA,34.7696789,-92.283008,34.7696789
Catar Clinic,NA,4260 Stockton Drive,NA,North Little Rock,AR,72117,NA,buprenorphine,5119,Pulaski,SAMHSA,34.7851589,-92.2176331,34.7851589
Turning Point Recovery Center,NA,201 East Monroe Street,Suite 103,Mexico,MO,65265,NA,buprenorphine,29007,Audrain,SAMHSA,39.1732966,-91.8808525,39.1732966
Turning Point Recovery Centers,NA,303 North Missouri Street,Suite E,Macon,MO,63552,NA,buprenorphine,29121,Macon,SAMHSA,39.740674,-92.465611,39.740674
Pine Lake Behavioral Health,NA,9100 Andermatt Drive,Suite 1,Lincoln,NE,68526,6700,buprenorphine,31109,Lancaster,SAMHSA,40.733536,-96.59317,40.733536
Enterhealth Life Recovery Center,Drug and Alcohol Addiction Treatment,524 North Lincoln Park Road,NA,Van Alstyne,TX,75495,NA,buprenorphine,48181,Grayson,SAMHSA,33.432429,-96.562853,33.432429
Bryan Medical Center West,Independence Center,1640 Lake Street,NA,Lincoln,NE,68502,NA,buprenorphine,31109,Lancaster,SAMHSA,40.7884103,-96.6980563,40.7884103
Community Hlth Ctrs of Southern IA,NA,802 East Ackerley Street,NA,Lamoni,IA,50140,NA,buprenorphine,19053,Decatur,SAMHSA,40.6197355,-93.9231769,40.6197355
Touchstone Short Term Residential,Substance Abuse Treatment Program,2633 P Street,1st Floor,Lincoln,NE,68503,NA,buprenorphine,31109,Lancaster,SAMHSA,40.8143628,-96.6828079,40.8143628
Preferred Family Healthcare Inc,DBA Bridgeway Behavioral Health,108 South Sturgeon Street,NA,Montgomery City,MO,63361,2503,buprenorphine,29139,Montgomery,SAMHSA,38.9771814,-91.504557,38.9771814
Southwest Arkansas Csl and MHC,NA,300 East 20th Street,NA,Hope,AR,71801,NA,buprenorphine,5057,Hempstead,SAMHSA,33.64979,-93.5843539,33.64979
SW Arkansas Counseling MHC Inc,NA,2904 Arkansas Boulevard,NA,Texarkana,AR,71854,NA,buprenorphine,5091,Miller,SAMHSA,33.4601498,-94.011008,33.4601498
Texas Treatment Services LLC,NA,207 Broad Street,NA,Wichita Falls,TX,76301,NA,buprenorphine,48485,Wichita,SAMHSA,33.9132208,-98.5030058,33.9132208
Red River Hospital,NA,1505 8th Street,NA,Wichita Falls,TX,76301,NA,buprenorphine,48485,Wichita,SAMHSA,33.9063056,-98.5013548,33.9063056
MedPro Treatment Centers,NA,405 North Mcdonald Street,Suite B,McKinney,TX,75069,3911,buprenorphine,48085,Collin,SAMHSA,33.2008505,-96.6125398,33.2008505
Preferred Family Healthcare Inc,Adolescent CSTAR,1101 South Jamison Street,NA,Kirksville,MO,63501,NA,buprenorphine,29001,Adair,SAMHSA,40.18786319,-92.55776491,40.18786319
Preferred Family Healthcare Inc,DBA Bridgeway Behavioral Health,100 West Main Street,NA,Union,MO,63084,1363,buprenorphine,29071,Franklin,SAMHSA,38.445507,-91.009597,38.445507
Preferred Family Healthcare Inc,NA,411 East Locust Street,NA,Union,MO,63084,NA,buprenorphine,29071,Franklin,SAMHSA,38.4447811,-91.0055016,38.4447811
Exult Healthcare Solutions LLC,NA,4801 Medical Center Drive,NA,McKinney,TX,75069,NA,buprenorphine,48085,Collin,SAMHSA,33.1586119,-96.635481,33.1586119
Preferred Family Healthcare Inc,DBA Bridgeway Behavioral Health,1206 East Veterans Memorial Parkway,Suite A,Warrenton,MO,63383,1314,buprenorphine,29219,Warren,SAMHSA,38.8183066,-91.1304988,38.8183066
Access Counseling Group,Frisco,4280 Main Street,Suite 300,Frisco,TX,75033,NA,buprenorphine,48085,Collin,SAMHSA,33.1500834,-96.821321,33.1500834
Collin County MH/MR Center,DBA Lifepath Systems,7304 Alma Drive,NA,Plano,TX,75025,NA,buprenorphine,48085,Collin,SAMHSA,33.0747563,-96.7093915,33.0747563
Community Hlth Ctrs of Southern IA,NA,102-104 North Franklin Street,NA,Corydon,IA,50060,1405,buprenorphine,19185,Wayne,SAMHSA,40.7577778,-93.3192008,40.7577778
West Texas Counseling and,Rehabilitation Program of Plano Inc,1108 Dobie Drive,Suite 102,Plano,TX,75074,NA,buprenorphine,48085,Collin,SAMHSA,33.0351743,-96.6982756,33.0351743
Heartland Family Service,NA,2101 South 42nd Street,NA,Omaha,NE,68105,NA,buprenorphine,31055,Douglas,SAMHSA,41.239749,-95.975777,41.239749
Veterans Affairs Medical Center,Substance Use Disorders Program,4101 Woolworth Avenue,NA,Omaha,NE,68105,NA,buprenorphine,31055,Douglas,SAMHSA,41.242852,-95.9744277,41.242852
Ideal Option,Omaha,930 South 48th Street,NA,Omaha,NE,68106,NA,buprenorphine,31055,Douglas,SAMHSA,41.2505781,-95.9857157,41.2505781
Hansen Industries,DBA Life Management,5068 West Plano Parkway,Suite 134,Plano,TX,75093,NA,buprenorphine,48085,Collin,SAMHSA,33.0154569,-96.7981779,33.0154569
Heartland Family Service,Iowa Family Works,1722 Avenue C,NA,Council Bluffs,IA,51501,NA,buprenorphine,19155,Pottawattamie,SAMHSA,41.2647621,-95.870488,41.2647621
Preferred Family Healthcare Inc,NA,269 Firehouse Lane,Suite 1,Troy,MO,63379,NA,buprenorphine,29113,Lincoln,SAMHSA,38.9842708,-90.9877221,38.9842708
Symetria Recovery,Lewisville,1850 Lake Pointe Drive,NA,Lewisville,TX,75057,NA,buprenorphine,48121,Denton,SAMHSA,33.0173703,-96.9792201,33.0173703
Preferred Family Healthcare Inc,DBA Bridgeway Behavioral Health,1011 East Cherry Street,NA,Troy,MO,63379,NA,buprenorphine,29113,Lincoln,SAMHSA,38.9849722,-90.9638855,38.9849722
Heartland Family Service,NA,4847 Sahler Street,NA,Omaha,NE,68104,5207,buprenorphine,31055,Douglas,SAMHSA,41.2967384,-95.9865912,41.2967384
Turning Point Recovery Center,NA,1420 Business 61 South,NA,Bowling Green,MO,63334,NA,buprenorphine,29163,Pike,SAMHSA,39.3329067,-91.1838672,39.3329067
Crossroads Behavioral Health Services,NA,405 East McLane Street,NA,Osceola,IA,50213,NA,buprenorphine,19039,Clarke,SAMHSA,41.0308255,-93.7594203,41.0308255
NE Arkansas Community MH Center,DBA Mid South Health Systems,2707 Browns Lane,NA,Jonesboro,AR,72401,NA,buprenorphine,5031,Craighead,SAMHSA,35.8121172,-90.6884686,35.8121172
BHG XXIX LLC,NA,1369 North Westwood Boulevard,NA,Poplar Bluff,MO,63901,NA,buprenorphine,29023,Butler,SAMHSA,36.7698239,-90.4166756,36.7698239
Medical City Green Oaks Hospital,NA,7808 Clodus Fields Drive,NA,Dallas,TX,75251,NA,buprenorphine,48113,Dallas,SAMHSA,32.9128472,-96.7715146,32.9128472
Preferred Family Healthcare Inc,Hannibal Adolescent Office,4355 Paris Gravel Road,NA,Hannibal,MO,63401,NA,buprenorphine,29173,Ralls,SAMHSA,39.6849306,-91.4096913,39.6849306
Community Hlth Ctrs of Southern IA,Behavioral Health Services,221 East State Street,NA,Centerville,IA,52544,NA,buprenorphine,19007,Appanoose,SAMHSA,40.7344369,-92.8722459,40.7344369
West Texas Counseling and,Rehabilitation of Garland Inc,2848 West Kingsley Road,Suite B,Garland,TX,75041,NA,buprenorphine,48113,Dallas,SAMHSA,32.8785499,-96.6727917,32.8785499
Turning Point Recovery Center,NA,146 Communications Drive,NA,Hannibal,MO,63401,NA,buprenorphine,29127,Marion,SAMHSA,39.7023564,-91.3917625,39.7023564
NE Arkansas Community MH Center,DBA Mid South Health Systems,28 Southpointe Drive,NA,Paragould,AR,72450,NA,buprenorphine,5055,Greene,SAMHSA,36.020491,-90.530431,36.020491
Nexus Recovery Center Inc,NA,8733 La Prada Drive,NA,Dallas,TX,75228,NA,buprenorphine,48113,Dallas,SAMHSA,32.8124272,-96.6660523,32.8124272
COMTREA Inc,NA,1817 Gravois Road,NA,High Ridge,MO,63049,NA,buprenorphine,29099,Jefferson,SAMHSA,38.4820607,-90.5050696,38.4820607
Community Counseling Center,NA,309 Garrett Street,NA,Fredericktown,MO,63645,NA,buprenorphine,29123,Madison,SAMHSA,37.564736,-90.282739,37.564736
Anti Aging and Longevity Center of,Texas PA,8021 East RL Thornton Freeway,Suite A,Dallas,TX,75228,NA,buprenorphine,48113,Dallas,SAMHSA,32.794859,-96.704618,32.794859
COMTREA Inc,NA,110 North Mill Street,NA,Festus,MO,63028,NA,buprenorphine,29099,Jefferson,SAMHSA,38.220611,-90.392977,38.220611
Alternative Behavioral Care,NA,255 Spencer Road,Suite 101,Saint Peters,MO,63376,NA,buprenorphine,29183,St. Charles,SAMHSA,38.7881281,-90.6040001,38.7881281
West Texas Counseling and,Rehabilitation Program of Irving,1116 West Pioneer Drive,NA,Irving,TX,75061,NA,buprenorphine,48113,Dallas,SAMHSA,32.8211755,-96.960123,32.8211755
West Texas Counseling and,Rehabilitation Program of Dallas,1808 Market Center Boulevard,NA,Dallas,TX,75207,3315,buprenorphine,48113,Dallas,SAMHSA,32.7948161,-96.8229354,32.7948161
Psychotherapeutic Services of America,DBA Integrated Psychotherapeutic Servs,2121 Main Street,Suite 100,Dallas,TX,75201,NA,buprenorphine,48113,Dallas,SAMHSA,32.7824957,-96.7916912,32.7824957
Symetria Recovery,Hurst,1813 Harwood Court,NA,Hurst,TX,76054,NA,buprenorphine,48439,Tarrant,SAMHSA,32.847676,-97.180423,32.847676
Preferred Family Healthcare Inc,DBA Bridgeway Behavioral Health,2120 Parkway Drive,NA,Saint Peters,MO,63376,NA,buprenorphine,29183,St. Charles,SAMHSA,38.7981444,-90.5727017,38.7981444
Preferred Family Healthcare Inc,Clarity Healthcare,639 York Street,NA,Quincy,IL,62301,NA,buprenorphine,17001,Adams,SAMHSA,39.9296661,-91.4052021,39.9296661
Dallas County Treatment Center,Metro Treatment of Texas LP,123 East Colorado Boulevard,NA,Dallas,TX,75203,NA,buprenorphine,48113,Dallas,SAMHSA,32.7589946,-96.8220289,32.7589946
COMTREA Inc,NA,21 Municipal Drive,NA,Arnold,MO,63010,NA,buprenorphine,29099,Jefferson,SAMHSA,38.44488771,-90.40204793,38.44488771
New Season St Charles Trt Center,NA,2027 Campus Drive,NA,Saint Charles,MO,63301,NA,buprenorphine,29183,St. Charles,SAMHSA,38.7893261,-90.5373089,38.7893261
Centrec Care,NA,1224 Fern Ridge Parkway,Suite 305,Saint Louis,MO,63141,NA,buprenorphine,29189,St. Louis,SAMHSA,38.683466,-90.473878,38.683466
Preferred Family Healthcare Inc,Saint Charles Adolescent Program,2 Westbury Drive,NA,Saint Charles,MO,63301,NA,buprenorphine,29183,St. Charles,SAMHSA,38.783068,-90.518299,38.783068
Kirkwood Medication Assisted Trts,NA,111 Prospect Avenue,Suite 201-C,Saint Louis,MO,63122,NA,buprenorphine,29189,St. Louis,SAMHSA,38.567925,-90.4075849,38.567925
Bridgeway Behavioral Health,Saint Charles,1570 South Main Street,NA,Saint Charles,MO,63303,NA,buprenorphine,29183,St. Charles,SAMHSA,38.7638528,-90.4934753,38.7638528
Preferred Family Healthcare Inc,Bridgeway Behavioral Health,1601 Old South River Road,NA,Saint Charles,MO,63303,NA,buprenorphine,29183,St. Charles,SAMHSA,38.7638691,-90.492739,38.7638691
Greenhouse Outpatient Center,NA,2301 Avenue J,NA,Arlington,TX,76006,NA,buprenorphine,48439,Tarrant,SAMHSA,32.767836,-97.0685836,32.767836
Greenhouse Treatment Center,NA,1171 107th Street,NA,Grand Prairie,TX,75050,NA,buprenorphine,48439,Tarrant,SAMHSA,32.7645782,-97.0589815,32.7645782
SSM Health Treatment and Recovery,St Joseph Hospital/Saint Charles,300 1st Capitol Drive,NA,Saint Charles,MO,63301,NA,buprenorphine,29183,St. Charles,SAMHSA,38.7808292,-90.4848006,38.7808292
Turning Point Recovery Center,NA,504 Lewis Street,NA,Canton,MO,63435,NA,buprenorphine,29111,Lewis,SAMHSA,40.1305146,-91.5207038,40.1305146
Department of Veteran Affairs Hospital,NA,4500 South Lancaster Road,NA,Dallas,TX,75216,NA,buprenorphine,48113,Dallas,SAMHSA,32.693296,-96.7915235,32.693296
CDHS Inc,NA,214 Billings Street,Suite 240,Arlington,TX,76010,NA,buprenorphine,48439,Tarrant,SAMHSA,32.734774,-97.057243,32.734774
Homeward Bound Inc,Dallas Residential Treatment Center,5300 University Hills Boulevard,NA,Dallas,TX,75241,NA,buprenorphine,48113,Dallas,SAMHSA,32.6807422,-96.805209,32.6807422
Texas Treatment Services LLC,DBA Brentwood Treatment Services,4801 Brentwood Stair Road,Suite 404,Fort Worth,TX,76103,NA,buprenorphine,48439,Tarrant,SAMHSA,32.758682,-97.2510208,32.758682
Preferred Family Healthcare Inc,DBA Bridgeway Behavioral Health,2510 South Brentwood Boulevard,Suite 315,Saint Louis,MO,63144,2329,buprenorphine,29189,St. Louis,SAMHSA,38.6159509,-90.3483737,38.6159509
Saint Louis Veterans Affairs Med Ctr,Substance Abuse Treatment Program,1 Jefferson Barracks Drive,NA,Saint Louis,MO,63125,NA,buprenorphine,29189,St. Louis,SAMHSA,38.494831,-90.2844538,38.494831
Harris House Foundation,NA,8315 South Broadway,NA,Saint Louis,MO,63111,NA,buprenorphine,29510,St. Louis,SAMHSA,38.542177,-90.264033,38.542177
Center for Life Solutions,NA,9144 Pershall Road,NA,Hazelwood,MO,63042,2821,buprenorphine,29189,St. Louis,SAMHSA,38.7756649,-90.358507,38.7756649
Preferred Family Healthcare Inc,Kahoka Site,137 West Cedar Street,NA,Kahoka,MO,63445,NA,buprenorphine,29045,Clark,SAMHSA,40.417466,-91.724356,40.417466
Breakthru at Crescent Medical,NA,2600 West Pleasant Run Road,NA,Lancaster,TX,75146,NA,buprenorphine,48113,Dallas,SAMHSA,32.6030305,-96.812489,32.6030305
Bridgeway Behavioral Health Inc,NA,4066 Dunnica Avenue,NA,Saint Louis,MO,63116,NA,buprenorphine,29510,St. Louis,SAMHSA,38.5884447,-90.2564305,38.5884447
Preferred Family Healthcare Inc,Adolescent CSTAR Program,5025 Northrup Avenue,NA,Saint Louis,MO,63110,NA,buprenorphine,29510,St. Louis,SAMHSA,38.620147,-90.268412,38.620147
10th District Substance Abuse Program,New Beginnings CASA,412 York Street,NA,Warren,AR,71671,NA,buprenorphine,5011,Bradley,SAMHSA,33.6096184,-92.0732171,33.6096184
CareSTL Health,NA,5471 Dr Martin Luther King Drive,NA,Saint Louis,MO,63112,NA,buprenorphine,29510,St. Louis,SAMHSA,38.6686362,-90.2722509,38.6686362
Community Counseling Center,NA,820 Park Drive,NA,Sainte Genevieve,MO,63670,NA,buprenorphine,29186,Ste. Genevieve,SAMHSA,37.971293,-90.050653,37.971293
Community Counseling Center,NA,103 El Nathen Drive,NA,Marble Hill,MO,63764,NA,buprenorphine,29017,Bollinger,SAMHSA,37.3089906,-89.9748169,37.3089906
Preferred Family Healthcare Inc,NA,4928 Delmar Boulevard,NA,Saint Louis,MO,63108,1615,buprenorphine,29510,St. Louis,SAMHSA,38.6508727,-90.2582166,38.6508727
Queen of Peace Center,Cathedral Tower,325 North Newstead Avenue,NA,Saint Louis,MO,63108,NA,buprenorphine,29510,St. Louis,SAMHSA,38.6440649,-90.2545597,38.6440649
Gibson Recovery Center,NA,208 West Broadview,NA,Marble Hill,MO,63764,NA,buprenorphine,29017,Bollinger,SAMHSA,37.3058871,-89.9703793,37.3058871
Preferred Family Healthcare Inc,Broadway Adult CSTAR Program,3800 South Broadway,NA,Saint Louis,MO,63118,NA,buprenorphine,29510,St. Louis,SAMHSA,38.5858457,-90.2264066,38.5858457
Places for People,NA,4130 Lindell Boulevard,NA,Saint Louis,MO,63108,NA,buprenorphine,29510,St. Louis,SAMHSA,38.639539,-90.247043,38.639539
LAAM and Methadone Program (LAMP,VA North Texas Healthcare System,2201 SE Loop 820,NA,Fort Worth,TX,76119,NA,buprenorphine,48439,Tarrant,SAMHSA,32.6699924,-97.299563,32.6699924
AppleGate Recovery of El Dorado,NA,403 West Oak Street,Suite 105,El Dorado,AR,71730,NA,buprenorphine,5139,Union,SAMHSA,33.2133667,-92.6681856,33.2133667
Saint Louis Veterans Affairs Med Ctr,NA,915 North Grand Street,NA,Saint Louis,MO,63106,NA,buprenorphine,29510,St. Louis,SAMHSA,38.6422359,-90.2305333,38.6422359
Preferred Family Healthcare Inc,North County,11701 West Florissant Avenue,Suite 273,Florissant,MO,63033,NA,buprenorphine,29189,St. Louis,SAMHSA,38.7793131,-90.2812594,38.7793131
MedMark Treatment Centers,NA,5201 McCart Street,Suite H,Fort Worth,TX,76115,NA,buprenorphine,48439,Tarrant,SAMHSA,32.6692878,-97.3549158,32.6692878
FCC Behavioral Health,NA,925 Highway V V,NA,Kennett,MO,63857,NA,buprenorphine,29069,Dunklin,SAMHSA,36.2249185,-90.0665059,36.2249185
Symetria Recovery,Fort Worth,7229 Hawkins Drive,NA,Fort Worth,TX,76132,NA,buprenorphine,48439,Tarrant,SAMHSA,32.6640176,-97.4184906,32.6640176
Fort Behavioral Health,NA,7140 Oakmont Boulevard,NA,Fort Worth,TX,76132,NA,buprenorphine,48439,Tarrant,SAMHSA,32.663016,-97.4174082,32.663016
Human Service Center,South Metro East Red Bud Office,10257 State Route 3,NA,Red Bud,IL,62278,NA,buprenorphine,17157,Randolph,SAMHSA,38.1847806,-89.994244,38.1847806
Southern IL Healthcare Foundation,SIHF Healthcare Centreville,6000 Bond Avenue,NA,East Saint Louis,IL,62207,NA,buprenorphine,17163,St. Clair,SAMHSA,38.5690771,-90.107912,38.5690771
Gibson Recovery Center Inc,Perryville Office,1418 West Saint Joseph Street,Suite 60,Perryville,MO,63775,NA,buprenorphine,29157,Perry,SAMHSA,37.72654305,-89.88330189,37.72654305
UCS Healthcare,Knoxville Office,813 North Lincoln Street,Suite 9,Knoxville,IA,50138,NA,buprenorphine,19125,Marion,SAMHSA,41.3250653,-93.1094608,41.3250653
Community Counseling Center,NA,406 North Spring Street,Suite 2,Perryville,MO,63775,NA,buprenorphine,29157,Perry,SAMHSA,37.7287745,-89.8613204,37.7287745
10th District Substance Abuse Program,New Beginnings CASA/Monticello,351-B Highway 425 South,NA,Monticello,AR,71655,NA,buprenorphine,5043,Drew,SAMHSA,33.6212704,-91.8019053,33.6212704
Chestnut Health Systems Inc,NA,50 Northgate Industrial Drive,NA,Granite City,IL,62040,NA,buprenorphine,17119,Madison,SAMHSA,38.745561,-90.131965,38.745561
Southern IL Healthcare Foundation,SIHF Healthcare Alton,4 Memorial Drive,"Building B, Suite 210",Alton,IL,62002,NA,buprenorphine,17119,Madison,SAMHSA,38.899225,-90.159379,38.899225
Centerstone of Illinois,Alton Office,2615 Edwards Street,NA,Alton,IL,62002,3915,buprenorphine,17119,Madison,SAMHSA,38.9008808,-90.1476974,38.9008808
Human Service Center,South Metro East Chester Office,115 East Stacey Street,NA,Chester,IL,62233,NA,buprenorphine,17157,Randolph,SAMHSA,37.9131445,-89.8212526,37.9131445
Gateway Foundation Swansea,NA,1 Bronze Pointe Boulevard,Suite 1,Belleville,IL,62226,1045,buprenorphine,17163,St. Clair,SAMHSA,38.5658064,-89.9857159,38.5658064
UCS Healthcare,NA,4908 Franklin Avenue,NA,Des Moines,IA,50310,1901,buprenorphine,19153,Polk,SAMHSA,41.6107795,-93.6855403,41.6107795
Center for Behavioral Health Iowa Inc,NA,1200 University Street,Suite 106,Des Moines,IA,50314,NA,buprenorphine,19153,Polk,SAMHSA,41.599991,-93.633034,41.599991
East Texas Medical Center,Behavioral Health Center,4101 University Boulevard,CD IOP Department,Tyler,TX,75701,NA,buprenorphine,48423,Smith,SAMHSA,32.3112056,-95.2485151,32.3112056
Add Life Recovery Center LLC,NA,1909 Rickety Lane,NA,Tyler,TX,75703,NA,buprenorphine,48423,Smith,SAMHSA,32.3058329,-95.2778619,32.3058329
Methadone Clinic of East Texas,Waskom,670 Spur 156,NA,Waskom,TX,75692,NA,buprenorphine,48203,Harrison,SAMHSA,32.470892,-94.0533605,32.470892
Prelude Behavioral Services,NA,3806 Easton Boulevard,NA,Des Moines,IA,50317,NA,buprenorphine,19153,Polk,SAMHSA,41.6153364,-93.5411417,41.6153364
Addiction Treatment Strategies,NA,95 North Research Drive,Suite 110,Edwardsville,IL,62025,NA,buprenorphine,17119,Madison,SAMHSA,38.79274,-89.989239,38.79274
Applegate Recovery,NA,1605 Benton Road,Suite D,Bossier City,LA,71111,NA,buprenorphine,22015,Bossier,SAMHSA,32.5331066,-93.7210194,32.5331066
Manning Regional Healthcare Center,Recovery Center,1550 6th Street,NA,Manning,IA,51455,1004,buprenorphine,19027,Carroll,SAMHSA,41.9075047,-95.0645863,41.9075047
Center for Behavioral Health,Louisiana Inc,1303 Line Avenue,Suite 600,Shreveport,LA,71101,NA,buprenorphine,22017,Caddo,SAMHSA,32.499668,-93.745797,32.499668
Human Service Center,South Metro East Sparta Office,104 Northtown Road,NA,Sparta,IL,62286,NA,buprenorphine,17157,Randolph,SAMHSA,38.1421371,-89.7046784,38.1421371
Clearview Recovery Inc,NA,501 North Sherman Street,NA,Prairie City,IA,50228,NA,buprenorphine,19099,Jasper,SAMHSA,41.6024264,-93.2320464,41.6024264
