Name1,Name2,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID
BROTHERHOOD,,715 BAKER STREET,,,BAKERSFIELD,CA,93305.0,(805)327-9376,Drug,1582CA93305
C I A R P,OUTPATIENT ALCOHOLISM SERVICES,803 BAKER STREET,,,BAKERSFIELD,CA,93305.0,(805)322-8611,Alcoholism/Drug,1668CA93305
KALEIDOSCOPE PROGRAM,,310 BAKER STREET,,,BAKERSFIELD,CA,93305.0,(805)323-2941,Drug,7261CA93305
KERN COUNTY DEPT OF MENTAL HEALTH SVCS,DRUG ABUSE DIVISION,1960 FLOWER STREET,,,BAKERSFIELD,CA,93305.0,(805)861-2251,Drug,5372CA93305
SERRA INN RESIDENTIAL,DRUG FREE PROGRAM,700 19TH STREET,,,BAKERSFIELD,CA,93301.0,(805)324-6125,Drug,0147CA93301
TURNING POINT OF CENTRAL CALIFORNIA,BOP AFTERCARE,727 MONTEREY STREET,P.O. BOX 3336,,BAKERSFIELD,CA,93385.0,(805)325-5774,Drug,2136CA93385
COMMUNITY HEALTH PROJECTS INC,DETOXIFICATION/MAINTENANCE,14418 EAST PACIFIC AVENUE,,,BALDWIN PARK,CA,91706.0,(213)962-8797,Drug,9043CA91706
BELLFLOWER FAMILY SERVICE,,16704 CLARK STREET,,,BELLFLO�ER,CA,90706.0,(213)867-1737,Drug,7347CA90706
GROUP INC,MENS COMPONENT,2520 DURANT AVENUE,,,BERKELEY,CA,94704.0,(415)548-9090,Drug,2657CA94704
HEW BRIDGE FOUNDATION,BERKELEY CLINIC,1820 SCENIC AVENUE,,,BERKELEY,CA,94709.0,(415)548-7270,Drug,1877CA94709
PACIFIC CENTER FOR HUMAN GROWTH,DRUG AND ALCOHOL ABUSE TREATMENT PROG,2712 TELEGRAPH AVENUE,BOX 908,,BERKELEY,CA,94701.0,(415)548-8283,Drug,0860CA94701
BIG BEAR COMMUNITY,GUIDAl�CE CENTER,40927 BIG BEAR BOULEVARD,P.O. BOX 1506,,BIG BEAR LAKE,CA,92315.0,(714)866-5721,Drug,4986CA92315
INYO COUNTY DRUG PROGRAM,,162-J GROVE STREET,,,BISHOP,CA,93514.0,(714)873-4251,Drug,7041CA93514
NEW HORIZONS WEST,OUTPATIENT,ROUTE 2 DIXON LANE BOX 20,BOX 1713,,BISHOP,CA,93514.0,(714)873-8466,Alcoholism/Drug,1373CA93514
NEW HORIZONS WEST,RESIDENTIAL,ROUTE 2 DIXON LANE BOX 20,BOX 245 WEST,,BISHOP,CA,93514.0,(714)873-8466,Drug,1373CA93514
EASTERN RIVERSIDE COUNTY,DRUG ABUSE PROG - OUTPATIENT DRUG FREE,134 EAST HOBSON WAY,SUITE 5,,BLYTHE,CA,92225.0,(714)922-9111,Drug,6444CA92225
EASTERN RIVERSIDE COUNTY METHADONE,PROGRAM - METHADONE MAINTENANCE,263 NORTH BROADWAY,,,BLYTHE,CA,92225.0,(714)922-8158,Drug,1601CA92225
NORTHEl�O,METHADONE TREATMENT CENTER,194 SOUTH NINTH STREET,,,BRAWLEY,CA,92227.0,(714)357-6566,Drug,7407CA92227
YOLO COUNTY ALCOHOL AND OTHER DRUG,ABUSE PROGRAM-EAST YOLO BRANCH,350 C STREET,,,BRODERICK,CA,95605.0,(916)372-5480,Alcoholism/Drug,1379CA95605
BRIDGE A WAY ACROSS INC,,4210 WEST MAGtlOLIA,,,BURBANK,CA,91505.0,(213)843-7444,Drug,2617CA91505
IMPERIAL VALLEY METHADONE INC,,535 RIVER ROAD,,,CALEXICO,CA,92231.0,(714)357-6566,Drug,2093CA92231
C S O A - CO�OGA PARK OFFICE,,7241 OWENSHOUTH,,,CANOGA PARK,CA,91303.0,(215)999-0165,Drug,0993CA91303
NEIGHBO�HOOD YOUTH ASSOCIATION,"HABOR AREA D,RUG PROGRAM",1323 NORTH AVALON BOULEVARD,,,CARSON,CA,90744.0,(213)549-6310,Drug,6288CA90744
TUUM EST INC,PRAIRIE FLOWER RANCH,6404 PRAIRIE FLOWER ROAD,,,CERES,CA,95307.0,(209)537-4858,Drug,6421CA95307
BUTTE COUNTY DRUG COUNSELING AND REFERRAL CENTER,,1358 LONGFELLOW AVENUE,,,CHICO,CA,95926.0,(916)891-2784,Drug,8125CA95926
CHINO COUNCIL OF SOCIAL SERVICES,,5220 D STREET,,,CHINO,CA,91710.0,(714)627-7401,Alcoholism/Drug,6111CA91710
JERICHO OUTREACH INC,,5151 F STREET,,,CHINO,CA,91710.0,(714)628-9266,Drug,4728CA91710
SOUTHWOOD MENTAL HEALTH CENTER,,950 THIRD AVENUE,SOUTHWOOD HOSPITAL,,CHULA VISTA,CA,92010.0,(714)426-6310EXT.51,Alcoholism/Drug,9213CA92010
WEST OUTREACH,COALINGA COMMUNITY HEALTH CENTER,148 WEST ELM,,,COALINGA,CA,93210.0,(209)935-1618,Drug,8442CA93210
COLTON DRUG ABUSE,,351 SOUTH LACADENA,,,COLTON,CA,92324.0,(714)824-2040,Drug,4012CA92324
COLUSA COUNTY COUNSELING CENTER,,642 FIFTH STREET,,,COLUSA,CA,95932.0,(916)458-5806,Alcoholism/Drug,9914CA95932
COMPTON SPECIAL SERVICES CENTER,,1002 NORTH WILttINGTON AVENUE,,,COMPTON,CA,90220.0,(213)537-5891,Drug,2660CA90220
SUNRISE YOUTH COMMUNITY,,930 WEST COMPTON BOULEVARD,,,COMPTON,CA,90220.0,(213)636-6931,Drug,4055CA90220
CORONA DRUG TEAM,,212 EAST GRAND AVENUE,,,CORONA,CA,91720.0,(714)737-0907,Drug,3005CA91720
CASA DE AYUDA,,18252 ARROW HIGHWAY,P.O. BOX 1948,,COVINA,CA,91722.0,(213)966-3997,Drug,5781CA91722
DEL NORTE,DRUG EDUCATION PROGRAM,ROUTE 6,P.O. BOX A,,CRESCENT CITY,CA,95531.0,(707)464-9521,Drug,6767CA95531
STRAIGHT TALK CLINIC,,5712 CAMP STREET,,,CYPRESS,CA,90630.0,(714)828-2000,Alcoholism/Drug,8007CA90630
STRAIGHT AHEAD INC,,34185 COAST HIGHWAY,,,DANA POINT,CA,92629.0,(714)496-0321,Drug,8835CA92629
DAVIS FREE CLINIC,,414 E STREET,,,DAVIS,CA,95616.0,(916)758-6870,Drug,9138CA95616
YOLO COUNTY ALCOHOL AND OTHER DRUG,ABUSE PROGRAM - DAVIS BRANCH,510 FIFTH STREET,,,DAVIS,CA,95616.0,(916)756-8604,Alcoholism/Drug,9103CA95616
TURN OFF INC,,71175 AURORA ROAD,,,DESERT HOT SPRINGS,CA,92240.0,(714)329-6240,Drug,6091CA92240
RANCHO LOS AMIGOS HOSPITAL,DRUG TREATMENT CENTER,7601 EAST IMPERIAL HIGHWAY,BUILDING 305,,DOWNEY,CA,90242.0,(213)922-7425,Drug,1681CA90242
NEW DAY,,2560 PULGAS AVENUE,,,EAST PALO ALTO,CA,94303.0,(415)328-1065EXT.7,Drug,9286CA94303
MITE INC - EAST COUNTY,,228 SOUTH MAGNOLIA,,,EL CAJON,CA,92020.0,(714)440-4801,Drug,0812CA92020
EAST LA OUTPOST,RESIDENTIAL,5106 SOUTH HUNTINGTON DRIVE,,,EL SERENO,CA,90033.0,(213)221-2187,Drug,0831CA90033
NORTH COUNTY CENTER (SAN DIEGO COUNTY),,332 SOUTH JUNIPER STREET,SUITE 111,,ESCONDIDO,CA,92025.0,(714)741-1377,Drug,5065CA92025
BLUE HERON DRUG ABUSE SERVICE CENTER,,931 FIFTH STREET,,,EUREKA,CA,95501.0,(707)445-2089,Drug,5674CA95501
CROSSROADS,,1205 MYRTLE AVENUE,,,EUREKA,CA,95501.0,(707)445-3329,Drug,1780CA95501
SOLANO COUNTY,SUBSTANCE ABUSE SERVICE,705 BECK AVENUE,,,FAIRFIELD,CA,94533.0,(707)429-6681,Alcoholism/Drug,7891CA94533
SUNRISE HOUSE,COUNSELING CENTER INC,7890 SIERRA AVENUE,,,FONTANA,CA,92335.0,(714)823-0609,Drug,0679CA92335
ALCOHOL AND DRUG ABUSE DIVISION,AFZW-CA-OAD,BUILDING 3051,,,FORT ORD,CA,93941.0,(408)242-4673,Alcoholism/Drug,9278CA93941
TEEN HELP,YOUTH SERVICE BUREAU,10200 SLATER AVENUE,,,FOUNTAIN VALLEY,CA,92708.0,(714)557-1000,Alcoholism/Drug,0938CA92708
C U R A,FREMONT OUTPATIENT CLINIC,37437 GLENMOOR DRIVE,,,FREMONT,CA,94536.0,(415)792-3377,Drug,3253CA94536
DEPENDENT WOMENS PROGRAM,,500 HOSPITAL ROAD,P.O. BOX 1020,,FRENCH CAMP,CA,95201.0,(209)982-1800EXT.5029,Drug,3068CA95201
METHADONE MAINTENANCE CLINIC,,500 WEST HOSPITAL ROAD,P.O. BOX 1020,,FRENCH CAMP,CA,95231.0,(209)982-1800EXT.5055,Drug,1344CA95231
OUTPATIENT DETOX CLINIC,,500 WEST HOSPITAL ROAD,P.O. BOX 1020,,FRENCH CAMP,CA,95231.0,(209)982-1800EXT.5029,Drug,8651CA95231
SAN JOAQUIN COUNTY,OUTPATIENT DRUG FREE PROGRAM,500 WEST HOSPITAL ROAD,P.O. BOX 1020,,FRENCH CAMP,CA,95231.0,(209)982-1800EXT.3029,Drug,9068CA95231
B A A R T,,VAN NESS STREET DETOX CLINIC,539 NORTH VAN NESS STREET,,FRESNO,CA,93728.0,(209)266-9581,Drug,2203CA93728
BA ART - SOUTH ORANGE,,AVENUE DETOX CLINIC,2851 SOUTH ORANGE AVENUE,,FRESNO,CA,93725.0,(209)268-6261,Drug,8209CA93725
BA ART - SOUTH ORANGE AVENUE,MAINTENANCE CLINIC,2851 SOUTH ORANGE AVENUE,,,FRESNO,CA,93725.0,(209)268-6261,Drug,2412CA93725
B A A R T - VAN NESS,MAINTENANCE CLINIC,539 NORTH VAN NESS,,,FRESNO,CA,93728.0,(209)266-9581,Drug,0523CA93728
COMPREHENSIVE DRUG AND ALCOHOL ABUSE,,PROGRAM OF CENTRAL CA THE THIRD FLOOR,120 NORTH HOWARD STREET,,FRESNO,CA,93701.0,(209)237-6177,Drug,1962CA93701
COMPREHENSIVE INDIAN ALCOHOL,REHABILITATION PROGRAM,140 WEST SHIELDS AVENUE,,,FRESNO,CA,93705.0,(209)221-1434,Alcoholism/Drug,2225CA93705
DRUG ABUSE PROGRAM OF FRESNO COMM,,HOSPITAL - OLIVE STREET BRIDGE,638 WEST OLIVE STREET,,FRESNO,CA,93728.0,(209)485-3890,Drug,6411CA93728
EAST OUTREACH,,1221 FULTON MALL,,,FRESNO,CA,93775.0,(209)445-3304,Drug,9675CA93775
TURNING POINT OF CENTRAL CALIFORNIA,UNITED STATES PROBATION AFTERCARE,1055 NORTH VAN NESS AVENUE,SUITE E,,FRESNO,CA,93728.0,(209)442-8075,Drug,5223CA93728
TURIIING POINT,FAMILY SERVICES PROGRAM,12832 GARDEN GROVE BOULEVARD,ROOM 240,,GARDEN GROVE,CA,92640.0,(714)636-3823,Drug,5896CA92640
BEHAVIORAL HEALTH SERVICES INC,SOUTH BAY TREATMENT CENTER,15519 CRENSHAW BOULEVARD,ROOM 209,,GARDENA,CA,90249.0,(213)679-9031,Alcoholism/Drug,4026CA90249
PACIFICA HOUSE,,13515 SOUTH VERMOlff AVENUE,,,GARDENA,CA,90249.0,(213)538-5568,Drug,3194CA90249
SOUTH COUNTY ALTERNATIVES,LAS MANOS,7751 MONTEREY ROAD,P.O. BOX 1326,,GILROY,CA,95020.0,(408)842-3118,Drug,6301CA95020
SOUTH COUNTY METHADONE CLINIC,,205A LEAVESLEY ROAD,P.O. BOX 1744,,GILROY,CA,95020.0,(408)842-0258,Drug,6174CA95020
GLENDALE GUIDANCE CLINIC,,417 ARDEN AVENUE,,,GLENDALE,CA,91203.0,(213)244-7257,Drug,2851CA91203
WESTERN MEDICAL CORPORATION,METHADONE MAINTENANCE PROGRAM,4632 SAN FERNANDO ROAD,,,GLENDALE,CA,91204.0,(213)240-8843,Drug,0077CA91204
WESTERN MEDICAL CORPORATION,TREATMENT CENTER-DETOX UNIT,4632 SAN FERNANDO ROAD,P.O. BOX 10520,,GLENDALE,CA,91204.0,(213)240-8843,Drug,0077CA91204
ALCOHOL AND DRUG EDUCATION,AND COUNSELING CENTER,121 EAST NINTH STREET,,,HANFORD,CA,93230.0,(209)582-9307,Alcoholism/Drug,6768CA93230
PROJECT EDEN,RESIDENTIAL TREATMENT,22738 MISSION BOULEVARD,,,HAYWARD,CA,94541.0,(415)538-3818,Drug,4386CA94541
PROJECT EDEN INC,OUTPATIENT SERVICES,22738 MISSION BOULEVARD,,,HAYWARD,CA,94541.0,(415)538-3818,Drug,6135CA94541
SAN BENITO COUNTY MENTAL HEALTH SVCS,,471 FOURTH STREET,,,HOLLISTER,CA,95023.0,(408)637-5396,Drug,3169CA95023
DO IT NOW FOUNDATION OF,SOUTHERN CALIFORNIA INC,6136 CARLOS AVENUE,,,HOLLYWOOD,CA,90028.0,(213)462-7131,Drug,4837CA90028
OUR FAMILY DRUG ABUSE PROGRAM,NAPA STATE HOSPITAL D WARD,P.O. BOX 7066,,,INOLA,CA,94558.0,(707)252-1366,Drug,1987CA94558
DESERT DRUG PROGRAMS,OUTPATIENT,83912 AVENUE 45,SUITE 9,,INDIO,CA,92201.0,(714)342-8280,Drug,1047CA92201
DESERT METHADOflE TREATMENT PROGRAM,,83912 AVENUE 45,SUITE 9,,INDIO,CA,92201.0,(714)347-0754,Drug,6322CA92201
DESERT METHADONE TREATMENT PROGRAM,21-DAY DETOX,83912 AVENUE 45,SUITE 9,,INDIO,CA,92201.0,(714)347-0754,Drug,4330CA92201
PRESTON SCHOOL OF INDUSTRY,DRUG ABUSE PROGRAM - YOUTH AUTHORITY,,RR BOX 5,,IONE,CA,95640.0,(209)274-2421EXT.233,Drug,0222CA95640
ISLA VISTA OPEN DOOR MEDICAL CLINIC,,970 EMBARCADERO DEL MAR,SUITE C,,ISLA VISTA,CA,93017.0,(805)968-3943,Drug,5976CA93017
EAST VALLEY FREE CLINIC INC,PROGRAMA ESTAR,13714 EAST VALLEY BOULEVARD,,,LA PUENTE,CA,91746.0,(213)961-1679,Alcoholism/Drug,3769CA91746
SOUTH COAST COUNSELING CENTER,,28052 CAMINO CAPISTRANO,SUITE 210,,LAGUNA NIGUEL,CA,92677.0,(714)831-2833,Alcoholism/Drug,2246CA92677
C S O DE COLORES,,10915 MAIN STREET,,,LAMONT,CA,93241.0,(805)845-3753,Drug,2811CA93241
COUNSELING AND ASSISTANCE CENTER,NAS LEMOORE,,BARRACK 1,,LEMOORE,CA,93245.0,(209)998-3462,Alcoholism/Drug,6015CA93245
FEDERAL CORRECTIONAL INSTITUTION,PRIDE SUBSTANCE ABUSE UNIT,P.O. BOX W,,,LOMPOC,CA,93438.0,(805)735-2771EXT.426,Drug,4556CA93438
PROJECT ALTERNATIVES,EX-OFFENDER PROJECT,112 EAST WALNUT,,,LOMPOC,CA,93436.0,(805)736-0178,Drug,8151CA93436
SYNERGY YOUTH SERVICE CENTER,,514 NORTH I STREET,,,LOMPOC,CA,93436.0,(805)736-6552,Drug,1467CA93436
CITY OF LONG BEACH HEALTH DEPARTHENT,DIVISION OF REHABILITATION SERVICES,2655 PINE AVENUE,,,LONG BEACH,CA,90806.0,(213)427-7421,Alcoholism/Drug,6492CA90806
DOXA UNLil1ITED,,758 LONG BEACH BOULEVARD,,,LONG BEACH,CA,90813.0,(213)437-9066,Drug,0205CA90813
FAMILY SERVICES OF LONG BEACH,,1133 RHEA STREET,,,LONG BEACH,CA,90806.0,(213)591-3381,Drug,5318CA90806
YOUTH DEVELOPMENT PROJECT INC,LEARNING CENTER 1,643 WALNUT AVENUE,,,LONG BEACH,CA,90804.0,(213)435-1481,Drug,8178CA90804
A Y U D A T E,PROJECT AYUDATE,6140 WHITTIER BOULEVARD,,,LOS ANGELES,CA,90022.0,(213)726-9951,Drug,8167CA90022
ASIAN AMERICAN DRUG ABUSE PROGRAM INC,ALTERNATIVE CENTER - OUTPATIENT,5318 SOUTH CRENSHAW BOULEVARD,,,LOS ANGELES,CA,90043.0,(213)293-6284,Drug,2253CA90043
AVALON/CARVER COMHUNITY CENTER,NARCOTIC PREVENTION FROJECT,3517 SOUTH AVALON BOULEVARD,,,LOS ANGELES,CA,90011.0,(213)233-4268,Drug,1315CA90011
BRIDGE eACK DRUG ABUSE AFTERCARE,CENTER-RESIDENTIAL,1730 WEST VERNON AVENUE,,,LOS ANGELES,CA,90062.0,(213)299-8400,Drug,6201CA90062
C H AB AD DRUG REHABILITATION PROG,C H A B A D OUTPATIENT CLINIC,6333 WILSHIRE BOULEVARD,,,LOS ANGELES,CA,90048.0,,Drug,9933CA90048
C H A B A D DRUG REHABILITATION PROG,C H A B A D RESIDENTIAL CLINIC,1952 SOUTH ROBERTSON BOULEVARD,,,LOS ANGELES,CA,90034.0,(213)204-3196,Drug,2419CA90034
CENTER EAST,,203 EAST VERNON AVENUE,,,LOS ANGELES,CA,90011.0,(213)232-2483,Drug,2553CA90011
CENTRAL CITY KICK OUTPATIENT,,530 EAST WASHINGTON BOULEVARD,,,LOS ANGELES,CA,90015.0,(213)748-8651EXT.47,Drug,6009CA90015
CENTRAL CITY KICK RESIDENTIAL,,1925 SOUTH TRINITY STREET,,,LOS ANGELES,CA,90011.0,(213)748-8651,Drug,1550CA90011
CENTURY INSTITUTE OF LIVING,,2080 CENTURY PARK EAST,SUITE 1605,,LOS ANGELES,CA,90067.0,(213)553-4491,Drug,8677CA90067
DIGNITY CENTER,,5585 WEST PICO BOULEVARD,,,LOS ANGELES,CA,90019.0,(213)933-5586,Drug,5092CA90019
HOUSE OF UHURU,,8005 SOUTH FIGUEROA,,,LOS ANGELES,CA,90003.0,(213)778-5290,Alcoholism/Drug,5294CA90003
I - T A C INC,FROJECT TOTAL PUSH (AFTERCARE),8510 SOUTH BROADWAY,,,LOS ANGELES,CA,90003.0,(213)778-9980,Drug,7080CA90003
JEFF GRAND tlEDICAL GROUP,OUTPATIENT DETOX PROGRAM,3301 SOUTH GRAND AVENUE,,,LOS ANGELES,CA,90007.0,(213)747-7267,Drug,0101CA90007
KAZI HOUSE INC,,369 WEST MANCHESTER AVENUE,,,LOS ANGELES,CA,90003.0,(213)753-5471,Drug,0822CA90003
MAYA WAY,WOMENS OUTPATIENT PROGRAM,507 ECHANDIA STREET,,,LOS ANGELES,CA,90033.0,(213)223-4017EXT.49,Drug,2123CA90033
MAYA WAY RESIDENTIAL PROGRAM,,5106 SOUTH HUNTINGTON DRIVE,EL SERENO,,LOS ANGELES,CA,90033.0,(213)221-2187,Drug,2646CA90033
METHADONE MAINTENANCE CLINIC I,,2321 PONTIUS AVENUE,,,LOS ANGELES,CA,90064.0,(213)477-2951,Drug,8619CA90064
METHADONE MAINTENANCE CLINIC II,,1141 SOUTH BEVERLY DRIVE,,,LOS ANGELES,CA,90035.0,(213)553-5766,Drug,8540CA90035
NARCONON LOS ANGELES,,519 SOUTH WEST MORELAND,,,LOS ANGELES,CA,90020.0,(213)463-0723,Drug,0225CA90020
NARCOTICS PREVENTION ASSOCIATION,DETOX-OUTPATIENT-RESIDENTIAL-DRUG FREE,507 ECHANDIA STREET,,,LOS ANGELES,CA,90033.0,(213)223-4017,Drug,6785CA90033
NARCOTICS PREVENTION ASSOCIATION,EAST LOS ANGELES OUTPOST OUTPATIENT,507 ECHANDIA STREET,,,LOS ANGELES,CA,90033.0,(213)223-4017EXT.59,Drug,6785CA90033
NARCOTICS PREVENTION PROG - METHADONE,MAINTENANCE TREATMENT PROGRAM,5442 EAST PAMONA BOULEVARD,,,LOS ANGELES,CA,90022.0,(213)726-3011,Drug,5069CA90022
NEIGHBORHOOD ADULT PARTICIPATION,PROJECT INC -NA P P- DRUG SYMPOSIUM,3900 SANTA BARBARA,DRUG ABUSE DEPARTMENT,,LOS ANGELES,CA,90008.0,(213)295-8344EXT.5/6/7,Drug,3681CA90008
PEOPLE COORDINATED SERV OF SO CA INC,CASTLE ALCOHOL ABUSE PROGRAM RESIDENCE,1319 MANHATTAN PLACE,,,LOS ANGELES,CA,90019.0,(213)734-1143,Alcoholism/Drug,9643CA90019
PEOPLE COORDINATED SERV OF SO CA INC,CASTLE DRUG ABUSE PROG OUTPATIENT·,3021 SOUTH VERMONT,,,LOS ANGELES,CA,90007.0,(213)731-0921,Alcoholism/Drug,3567CA90007
PHOENIX COMMUNITY SERVICE CENTER,,11427 SOUTH AVALON,,,LOS ANGELES,CA,90061.0,(213)757-0251,Drug,0546CA90061
SUICIDE PREVENTION CENTER,METHADONE CLINIC,2521 WEST PICO BOULEVARD,,,LOS ANGELES,CA,90006.0,(213)385-8061,Drug,4959CA90006
SUICIDE PREVENTION CENTER,OUTPATIENT DRUG FREE COUNSELING,1041 SOUTH MENLO AVENUE,,,LOS ANGELES,CA,90006.0,(213)386-5111,Drug,3180CA90006
SUICIDE PREVENTION CENTER,VENICE METHADONE CLINIC,219 ROSE AVENUE,,,LOS ANGELES,CA,90034.0,(213)392-4114,Drug,8636CA90034
SUNRISE COMMUNITY COUNSELING,CENTER INC - OUTPATIENT,3215 BEVERLY BOULEVARD,,,LOS ANGELES,CA,90057.0,(213)387-1388,Drug,0335CA90057
TEEN POST YOUTH INFORMATION CENTER,,320 EAST 111TH STREET,ROOM 228,,LOS ANGELES,CA,90061.0,(213)757-9133,Drug,2701CA90061
THERAPEUTIC COMMUNITY-RESIDENTIAL,,5318 SOUTH CRENSHAW BOULEVARD,,,LOS ANGELES,CA,90043.0,(213)293-6284,Drug,0678CA90043
' TOTAL VITA YOUTH SERVICE,,3865 GRANDVIEW BOULEVARD,,,LOS ANGELES,CA,90066.0,(213)390-6641,Drug,5899CA90066
VICTORY OUTREACH WOMENS HOME,,2859 MINTO COURT,,,LOS ANGELES,CA,90032.0,(213)226-9081,Drug,6101CA90032
WOMENS OUTPATIENT DRUG ABUSE PROGRAM,,2525 WEST EIGHTH STREET,SUITE 306,,LOS ANGELES,CA,90057.0,(713)385-2296,Drug,7233CA90057
SUBSTANCE ABUSE SERVICES,FOR MADERA COUNTY,14215 ROAD 28,,,MADERA,CA,93639.0,(209)673-5928,Drug,2785CA93639
MONO COUNTY ALCOHOL AND DRUG SERVICE CENTER,,P.O. BOX 1308,,,MAMMOTH LAKES,CA,93546.0,(714)934-8221,Alcoholism/Drug,6201CA93546
MARIN CITY MULTI-SERVICE CENTER,WOMENS PROJECT,740 DRAKE AVENUE,,,MARIN CITY,CA,94965.0,(415)332-4413,Drug,6633CA94965
DISCOVERY HOUSE I,,904 MELLUS STREET,,,MARTINEZ,CA,94553.0,(415)372-4200,Drug,3053CA94553
DISCOVERY MOTIVATIONAL HOUSE,,4639 PACHECO BOULEVARD,,,MARTINEZ,CA,94553.0,(415)229-4212,Drug,1539CA94553
MERCED COUNTY SUBSTANCE ABUSE CENTER,,1836 K STREET,,,MERCED,CA,95340.0,(209)723-3095,Alcoholism/Drug,7423CA95340
F At1I LY SERVICE AGENCY OF,STANISLAUS COUNTY,1022 14TH STREET,,,MODESTO,CA,95354.0,(209)524-6371,Drug,6039CA95354
HEAD REST,,611 H STREET,P.O. BOX 1231,,MODESTO,CA,95353.0,(209)521-0472,Drug,5586CA95353
STANISLAUS COUNTY DRUG ABUSE SVCS PROJ,STEPS,1014-A SCENIC DRIVE,,,MODESTO,CA,95350.0,(209)526-6180,Drug,2073CA95350
MONTEREY COUNTY,MONTEREY METHADONE TREATMENT PROGRAM,1200 AGUAJITO ROAD,HEALTH DEPT,,MONTEREY,CA,93940.0,(408)373-0111,Drug,7383CA93940
THE OPEN DOOR DRUG CLINIC INC,,228 NORTH GARFIELD AVENUE,,,MONTEREY PARK,CA,91754.0,(213)280-0320,Drug,3523CA91754
MOTHER EARTH DRUG REHABILITATION,TREATMENT PROGRAM - OUTPATIENT/RESID,P.O. BOX 775,,,MOUNT BALDY,CA,91759.0,,Drug,4302CA91759
MOUNTAIN VIEW METHADONE CLINIC,,101 STIERLIN ROAD,,,MOUNTAIN VIEW,CA,94043.0,(415)969-3034,Drug,8479CA94043
NAPA COUNTY MENTAL HEALTH SERVICES,DRUG SERVICES CENTER,2344 OLD SONOMA ROAD,,,NAPA,CA,94558.0,(707)253-4561,Drug,8517CA94558
CRASH INC,SHORT TERM RESIDENCE,205 NATIONAL CITY BOULEVARD,,,NATIONAL CITY,CA,92050.0,(714)474-3331,Drug,3159CA92050
NEVADA COUNTY,MENTAL HEALTH SERVICES,10433 WILLOW VALLEY ROAD,HEALTH EDUCATION AND WELFARE BUILDING,,NEVADA CITY,CA,95959.0,(916)265-5811,Drug,6589CA95959
SECOND CHANCE INC,,6214 THORTON AVENUE,,,NEWARK,CA,94560.0,(415)792-4357,Alcoholism/Drug,3789CA94560
NEWPORT BEACH DRUG ABUSE SERVICES,DETOXIFICATION,1441 SUPERIOR AVENUE,,,NEWPORT BEACH,CA,92663.0,(714)642-9240,Drug,4440CA92663
NEWPORT BEACH DRUG ABUSE SERVICES,DRUG FREE,1441 SUPERIOR AVENUE,,,NEWPORT BEACH,CA,92663.0,(714)642-9240,Drug,4440CA92663
NEWPORT BEACH METHADONE SERVICES,,1441 SUPERIOR AVENUE,,,NEWPORT BEACH,CA,92663.0,(714)642-9240,Drug,8352CA92663
CRI-HELP,,11027 BL'RBANK BOULEVARD,,,NORTH HOLLYWOOD,CA,91601.0,(213)985-8323,Drug,0344CA91601
R AND D - NORTH HOLLYWOOD,,5249 NORTH BAKMAN,,,NORTH HOLLYWOOD,CA,91602.0,(213)506-4455,Drug,7843CA91602
VALLEY FREE CLINIC,,5224 LANKERSHIM BOULEVARD,,,NORTH HOLLYWOOD,CA,91601.0,(213)763-8836,Drug,1624CA91601
RIO HONDO AREA DRUG ABUSE,COALITION INC,11400 NORWALK BOULEVARD,#305,,NORWALK,CA,90650.0,(213)863-4893,Drug,0186CA90650
EVELYN BERGER CENTER FOR,COUNSELING AND PSYCHOTHERAPY,508 16TH STREET,SUITE 707,,OAKLAND,CA,94612.0,(415)893-3483,Alcoholism/Drug,5782CA94612
GLADHAN MEMORIAL HOSPITAL,CHEMICAL DEPENDENCY TREATMENT PROGRAM,2633 EAST 27TH STREET,,,OAKLAND,CA,94601.0,(415)536-8111,Alcoholism/Drug,3010CA94601
GROUP rnc - WOMENS COMPONENT,,6330 SHATTUCK AVENUE,,,OAKLAND,CA,94701.0,(415)653-8786,Drug,6861CA94701
NARCONON BERKELEY,,3008 LAKESHORE AVENUE,SUITE 3,,OAKLAND,CA,94610.0,(415)832-2070,Drug,7235CA94610
NARCOTICS EDUCATION LEAGUE INC -,EL CANTON,3723 HILLVIEW,,,OAKLAND,CA,94601.0,(415)536-4760,Drug,4185CA94601
OAKLAND COMMUNITY COUNSELING CENTER,,341 MACARTHUR BOULEVARD,,,OAKLAND,CA,94610.0,(415)839-1010,Drug,9884CA94610
WEST OAKLAND HEALTH CENTER,HETHADO�JE PROGRAM,299 ADELINE STREET,,,OAKLAtlD,CA,94607.0,(415)832-0319,Drug,4263CA94607
WEST OAKLAND MENTAL HEALTH,TROUBLE HOUSE,3212 SAN PABLO AVENUE,,,OAKLAND,CA,94608.0,(415)658-8375,Drug,4075CA94608
ARTHUR MCDONALD MSW,,630 COUNTRY DRIVE,,,OJAI,CA,93023.0,(805)649-1175,Drug,1900CA93023
AZTLAN I,,718 EAST MAITLAND,,,ONTARIO,CA,91761.0,(714)986-1121,Drug,6508CA91761
REACH OUT WEST END,RESIDENTIAL,1240 WEST FRANCIS STREET,,,ONTARIO,CA,91761.0,(714)983-4119,Drug,7657CA91761
WEST END METHADONE CLINIC,OUTPATIENT DETOX,738 WEST ONTARIO BOULEVARD,,,ONTARIO,CA,91761.0,(714)988-1318.,Drug,4456CA91761
