Name1,Name2,Address1,Address2,City,State,ZIP_Code,Contact,Keys
DEL NORTE,DRUG EDUCATION PROGRAM,ROUTE 6,P.O. BOX A,CRESCENT CITY,CA,95531,(707)464-9521,Drug
STRAIGHT TALK CLINIC,,5712 CAMP STREET,,CYPRESS,CA,90630,(714)828-2000,Alcoholism/Drug
STRAIGHT AHEAD INC,,34185 COAST HIGHWAY,,DANA POINT,CA,92629,(714)496-0321,Drug
DAVIS FREE CLINIC,,414 E STREET,,DAVIS,CA,95616,(916)758-6870,Drug
YOLO COUNTY ALCOHOL AND OTHER DRUG,ABUSE PROGRAM - DAVIS BRANCH,510 FIFTH STREET,,DAVIS,CA,95616,(916)756-8604,Alcoholism/Drug
TURN OFF INC,,71-175 AURORA ROAD,,DESERT HOT SPRINGS,CA,92240,(714)329-6240,Drug
RANCHO LOS AMIGOS HOSPITAL,DRUG TREATMENT CENTER,7601 EAST IMPERIAL HIGHWAY,BUILDING 305,DOWNEY,CA,90242,(213)922-7425,Drug
NEW DAY,,2560 PULGAS AVENUE,,EAST PALO ALTO,CA,94303,(415)328-1065EXT.7,Drug
MITE INC - EAST COUNTY,,228 SOUTH MAGNOLIA,,EL CAJON,CA,92020,(714)440-4801,Drug
EAST LA OUTPOST,RESIDENTIAL,5106 SOUTH HUNTINGTON DRIVE,,EL SERENO,CA,90033,(213)221-2187,Drug
NORTH COUNTY CENTER (SAN DIEGO COUNTY),,332 SOUTH JUNIPER STREET,SUITE 111,ESCONDIDO,CA,92025,(714)741-1377,Drug
BLUE HERON DRUG ABUSE SERVICE CENTER,,931 FIFTH STREET,,EUREKA,CA,95501,(707)445-2089,Drug
CROSSROADS,,1205 MYRTLE AVENUE,,EUREKA,CA,95501,(707)445-3329,Drug
SOLANO COUNTY,SUBSTANCE ABUSE SERVICE,705 BECK AVENUE,,FAIRFIELD,CA,94533,(707)429-6681,Alcoholism/Drug
SUNRISE HOUSE,COUNSELING CENTER INC,7890 SIERRA AVENUE,,FONTANA,CA,92335,(714)823-0609,Drug
ALCOHOL AND DRUG ABUSE DIVISION,AFZW-CA-OAD,BUILDING 3051,,FORT ORD,CA,93941,(408)242-4673,Alcoholism/Drug
TEEN HELP,YOUTH SERVICE BUREAU,10200 SLATER AVENUE,,FOUNTAIN VALLEY,CA,92708,(714)557-1000,Alcoholism/Drug
C U R A,FREMONT OUTPATIENT CLINIC,37437 GLENMOOR DRIVE,,FREMONT,CA,94536,(415)792-3377,Drug
DEPENDENT WOMENS PROGRAM,,500 HOSPITAL ROAD,P.O. BOX 1020,FRENCH CAMP,CA,95201,(209)982-1800EXT.5029,Drug
METHADONE MAINTENANCE CLINIC,,500 WEST HOSPITAL ROAD,P.O. BOX 1020,FRENCH CAMP,CA,95231,(209)982-1800EXT.5055,Drug
OUTPATIENT DETOX CLINIC,,500 WEST HOSPITAL ROAD,P.O. BOX 1020,FRENCH CAMP,CA,95231,(209)982-1800EXT.5029,Drug
SAN JOAQUIN COUNTY,OUTPATIENT DRUG FREE PROGRAM,500 WEST HOSPITAL ROAD,P.O. BOX 1020,FRENCH CAMP,CA,95231,(209)982-1800EXT.3029,Drug
B A A R T,,VAN NESS STREET DETOX CLINIC,539 NORTH VAN NESS STREET,FRESNO,CA,93728,(209)266-9581,Drug
BA ART - SOUTH ORANGE,,AVENUE DETOX CLINIC,2851 SOUTH ORANGE AVENUE,FRESNO,CA,93725,(209)268-6261,Drug
BA ART - SOUTH ORANGE AVENUE,MAINTENANCE CLINIC,2851 SOUTH ORANGE AVENUE,,FRESNO,CA,93725,(209)268-6261,Drug
B A A R T - VAN NESS,MAINTENANCE CLINIC,539 NORTH VAN NESS,,FRESNO,CA,93728,(209)266-9581,Drug
COMPREHENSIVE DRUG AND ALCOHOL ABUSE,,PROGRAM OF CENTRAL CA THE THIRD FLOOR,120 NORTH HOWARD STREET,FRESNO,CA,93701,(209)237-6177,Drug
COMPREHENSIVE INDIAN ALCOHOL,REHABILITATION PROGRAM,140 WEST SHIELDS AVENUE,,FRESNO,CA,93705,(209)221-1434,Alcoholism/Drug
DRUG ABUSE PROGRAM OF FRESNO COMM,,HOSPITAL - OLIVE STREET BRIDGE,638 WEST OLIVE STREET,FRESNO,CA,93728,(209)485-3890,Drug
EAST OUTREACH,,1221 FULTON MALL,,FRESNO,CA,93775,(209)445-3304,Drug
TURNING POINT OF CENTRAL CALIFORNIA,UNITED STATES PROBATION AFTERCARE,1055 NORTH VAN NESS AVENUE,SUITE E,FRESNO,CA,93728,(209)442-8075,Drug
TURIIING POINT,FAMILY SERVICES PROGRAM,12832 GARDEN GROVE BOULEVARD,ROOM 240,GARDEN GROVE,CA,92640,(714)636-3823,Drug
BEHAVIORAL HEALTH SERVICES INC,SOUTH BAY TREATMENT CENTER,15519 CRENSHAW BOULEVARD,ROOM 209,GARDENA,CA,90249,(213)679-9031,Alcoholism/Drug
PACIFICA HOUSE,,13515 SOUTH VERMOlff AVENUE,,GARDENA,CA,90249,(213)538-5568,Drug
SOUTH COUNTY ALTERNATIVES,LAS MANOS,7751 MONTEREY ROAD,P.O. BOX 1326,GILROY,CA,95020,(408)842-3118,Drug
SOUTH COUNTY METHADONE CLINIC,,205A LEAVESLEY ROAD,P.O. BOX 1744,GILROY,CA,95020,(408)842-0258,Drug
GLENDALE GUIDANCE CLINIC,,417 ARDEN AVENUE,,GLENDALE,CA,91203,(213)244-7257,Drug
WESTERN MEDICAL CORPORATION,METHADONE MAINTENANCE PROGRAM,4632 SAN FERNANDO ROAD,,GLENDALE,CA,91204,(213)240-8843,Drug
WESTERN MEDICAL CORPORATION,TREATMENT CENTER-DETOX UNIT,4632 SAN FERNANDO ROAD,P.O. BOX 10520,GLENDALE,CA,91204,(213)240-8843,Drug
ALCOHOL AND DRUG EDUCATION,AND COUNSELING CENTER,121 EAST NINTH STREET,,HANFORD,CA,93230,(209)582-9307,Alcoholism/Drug
PROJECT EDEN,RESIDENTIAL TREATMENT,22738 MISSION BOULEVARD,,HAYWARD,CA,94541,(415)538-3818,Drug
PROJECT EDEN INC,OUTPATIENT SERVICES,22738 MISSION BOULEVARD,,HAYWARD,CA,94541,(415)538-3818,Drug
SAN BENITO COUNTY MENTAL HEALTH SVCS,,471 FOURTH STREET,,HOLLISTER,CA,95023,(408)637-5396,Drug
DO IT NOW FOUNDATION OF,SOUTHERN CALIFORNIA INC,6136 CARLOS AVENUE,,HOLLYWOOD,CA,90028,(213)462-7131,Drug
OUR FAMILY DRUG ABUSE PROGRAM,NAPA STATE HOSPITAL D WARD,P.O. BOX 7066,,INOLA,CA,94558,(707)252-1366,Drug
DESERT DRUG PROGRAMS,OUTPATIENT,83-912 AVENUE 45,SUITE 9,INDIO,CA,92201,(714)342-8280,Drug
DESERT METHADOflE TREATMENT PROGRAM,,83-912 AVENUE 45,SUITE 9,INDIO,CA,92201,(714)347-0754,Drug
DESERT METHADONE TREATMENT PROGRAM,21-DAY DETOX,83-912 AVENUE 45,SUITE 9,INDIO,CA,92201,(714)347-0754,Drug
PRESTON SCHOOL OF INDUSTRY,DRUG ABUSE PROGRAM - YOUTH AUTHORITY,,RR BOX 5,IONE,CA,95640,(209)274-2421EXT.233,Drug
ISLA VISTA OPEN DOOR MEDICAL CLINIC,,970 EMBARCADERO DEL MAR,SUITE C,ISLA VISTA,CA,93017,(805)968-3943,Drug
EAST VALLEY FREE CLINIC INC,PROGRAMA ESTAR,13714 EAST VALLEY BOULEVARD,,LA PUENTE,CA,91746,(213)961-1679,Alcoholism/Drug
SOUTH COAST COUNSELING CENTER,,28052 CAMINO CAPISTRANO,SUITE 210,LAGUNA NIGUEL,CA,92677,(714)831-2833,Alcoholism/Drug
C S O DE COLORES,,10915 MAIN STREET,,LAMONT,CA,93241,(805)845-3753,Drug
COUNSELING AND ASSISTANCE CENTER,NAS LEMOORE,,BARRACK 1,LEMOORE,CA,93245,(209)998-3462,Alcoholism/Drug
FEDERAL CORRECTIONAL INSTITUTION,PRIDE SUBSTANCE ABUSE UNIT,P.O. BOX W,,LOMPOC,CA,93438,(805)735-2771EXT.426,Drug
PROJECT ALTERNATIVES,EX-OFFENDER PROJECT,112 EAST WALNUT,,LOMPOC,CA,93436,(805)736-0178,Drug
SYNERGY YOUTH SERVICE CENTER,,514 NORTH I STREET,,LOMPOC,CA,93436,(805)736-6552,Drug
CITY OF LONG BEACH HEALTH DEPARTHENT,DIVISION OF REHABILITATION SERVICES,2655 PINE AVENUE,,LONG BEACH,CA,90806,(213)427-7421,Alcoholism/Drug
DOXA UNLil1ITED,,758 LONG BEACH BOULEVARD,,LONG BEACH,CA,90813,(213)437-9066,Drug
FAMILY SERVICES OF LONG BEACH,,1133 RHEA STREET,,LONG BEACH,CA,90806,(213)591-3381,Drug
YOUTH DEVELOPMENT PROJECT INC,LEARNING CENTER 1,643 WALNUT AVENUE,,LONG BEACH,CA,90804,(213)435-1481,Drug
A Y U D A T E,PROJECT AYUDATE,6140 WHITTIER BOULEVARD,,LOS ANGELES,CA,90022,(213)726-9951,Drug
ASIAN AMERICAN DRUG ABUSE PROGRAM INC,ALTERNATIVE CENTER - OUTPATIENT,5318 SOUTH CRENSHAW BOULEVARD,,LOS ANGELES,CA,90043,(213)293-6284,Drug
AVALON/CARVER COMHUNITY CENTER,NARCOTIC PREVENTION FROJECT,3517 SOUTH AVALON BOULEVARD,,LOS ANGELES,CA,90011,(213)233-4268,Drug
BRIDGE eACK DRUG ABUSE AFTERCARE,CENTER-RESIDENTIAL,1730 WEST VERNON AVENUE,,LOS ANGELES,CA,90062,(213)299-8400,Drug
C H AB AD DRUG REHABILITATION PROG,C H A B A D OUTPATIENT CLINIC,6333 WILSHIRE BOULEVARD,,LOS ANGELES,CA,90048,,(213)
C H A B A D DRUG REHABILITATION PROG,C H A B A D RESIDENTIAL CLINIC,1952 SOUTH ROBERTSON BOULEVARD,,LOS ANGELES,CA,90034,(213)204-3196,Drug
CENTER EAST,,203 EAST VERNON AVENUE,,LOS ANGELES,CA,90011,(213)232-2483,Drug
CENTRAL CITY KICK OUTPATIENT,,530 EAST WASHINGTON BOULEVARD,,LOS ANGELES,CA,90015,(213)748-8651EXT.47,Drug
CENTRAL CITY KICK RESIDENTIAL,,1925 SOUTH TRINITY STREET,,LOS ANGELES,CA,90011,(213)748-8651,Drug
CENTURY INSTITUTE OF LIVING,,2080 CENTURY PARK EAST,SUITE 1605,LOS ANGELES,CA,90067,(213)553-4491,Drug
DIGNITY CENTER,,5585 WEST PICO BOULEVARD,,LOS ANGELES,CA,90019,(213)933-5586,Drug
HOUSE OF UHURU,,8005 SOUTH FIGUEROA,,LOS ANGELES,CA,90003,(213)778-5290,Alcoholism/Drug
I - T A C INC,FROJECT TOTAL PUSH (AFTERCARE),8510 SOUTH BROADWAY,,LOS ANGELES,CA,90003,(213)778-9980,Drug
JEFF GRAND tlEDICAL GROUP,OUTPATIENT DETOX PROGRAM,3301 SOUTH GRAND AVENUE,,LOS ANGELES,CA,90007,(213)747-7267,Drug
KAZI HOUSE INC,,369 WEST MANCHESTER AVENUE,,LOS ANGELES,CA,90003,(213)753-5471,Drug
MAYA WAY,WOMENS OUTPATIENT PROGRAM,507 ECHANDIA STREET,,LOS ANGELES,CA,90033,(213)223-4017EXT.49,Drug
MAYA WAY RESIDENTIAL PROGRAM,,5106 SOUTH HUNTINGTON DRIVE,EL SERENO,LOS ANGELES,CA,90033,(213)221-2187,Drug
METHADONE MAINTENANCE CLINIC I,,2321 PONTIUS AVENUE,,LOS ANGELES,CA,90064,(213)477-2951,Drug
METHADONE MAINTENANCE CLINIC II,,1141 SOUTH BEVERLY DRIVE,,LOS ANGELES,CA,90035,(213)553-5766,Drug
NARCONON LOS ANGELES,,519 SOUTH WEST MORELAND,,LOS ANGELES,CA,90020,(213)463-0723,Drug
NARCOTICS PREVENTION ASSOCIATION,DETOX-OUTPATIENT-RESIDENTIAL-DRUG FREE,507 ECHANDIA STREET,,LOS ANGELES,CA,90033,(213)223-4017,Drug
NARCOTICS PREVENTION ASSOCIATION,EAST LOS ANGELES OUTPOST OUTPATIENT,507 ECHANDIA STREET,,LOS ANGELES,CA,90033,(213)223-4017EXT.59,Drug
NARCOTICS PREVENTION PROG - METHADONE,MAINTENANCE TREATMENT PROGRAM,5442 EAST PAMONA BOULEVARD,,LOS ANGELES,CA,90022,(213)726-3011,Drug
NEIGHBORHOOD ADULT PARTICIPATION,PROJECT INC -NA P P- DRUG SYMPOSIUM,3900 SANTA BARBARA,DRUG ABUSE DEPARTMENT,LOS ANGELES,CA,90008,(213)295-8344EXT.5/6/7,Drug
PEOPLE COORDINATED SERV OF SO CA INC,CASTLE ALCOHOL ABUSE PROGRAM RESIDENCE,1319 MANHATTAN PLACE,,LOS ANGELES,CA,90019,(213)734-1143,Alcoholism/Drug
PEOPLE COORDINATED SERV OF SO CA INC,CASTLE DRUG ABUSE PROG OUTPATIENT·,3021 SOUTH VERMONT,,LOS ANGELES,CA,90007,(213)731-0921,Alcoholism/Drug
PHOENIX COMMUNITY SERVICE CENTER,,11427 SOUTH AVALON,,LOS ANGELES,CA,90061,(213)757-0251,Drug
SUICIDE PREVENTION CENTER,METHADONE CLINIC,2521 WEST PICO BOULEVARD,,LOS ANGELES,CA,90006,(213)385-8061,Drug
SUICIDE PREVENTION CENTER,OUTPATIENT DRUG FREE COUNSELING,1041 SOUTH MENLO AVENUE,,LOS ANGELES,CA,90006,(213)386-5111,Drug
SUICIDE PREVENTION CENTER,VENICE METHADONE CLINIC,219 ROSE AVENUE,,LOS ANGELES,CA,90034,(213)392-4114,Drug
SUNRISE COMMUNITY COUNSELING,CENTER INC - OUTPATIENT,3215 BEVERLY BOULEVARD,,LOS ANGELES,CA,90057,(213)387-1388,Drug
TEEN POST YOUTH INFORMATION CENTER,,320 EAST 111TH STREET,ROOM 228,LOS ANGELES,CA,90061,(213)757-9133,Drug
THERAPEUTIC COMMUNITY-RESIDENTIAL,,5318 SOUTH CRENSHAW BOULEVARD,,LOS ANGELES,CA,90043,(213)293-6284,Drug
' TOTAL VITA YOUTH SERVICE,,3865 GRANDVIEW BOULEVARD,,LOS ANGELES,CA,90066,(213)390-6641,Drug
VICTORY OUTREACH WOMENS HOME,,2859 MINTO COURT,,LOS ANGELES,CA,90032,(213)226-9081,Drug
WOMENS OUTPATIENT DRUG ABUSE PROGRAM,,2525 WEST EIGHTH STREET,SUITE 306,LOS ANGELES,CA,90057,(713)385-2296,Drug
SUBSTANCE ABUSE SERVICES,FOR MADERA COUNTY,14215 ROAD 28,,MADERA,CA,93639,(209)673-5928,Drug
MONO COUNTY ALCOHOL AND DRUG SERVICE CENTER,,P.O. BOX 1308,,MAMMOTH LAKES,CA,93546,(714)934-8221,Alcoholism/Drug
MARIN CITY MULTI-SERVICE CENTER,WOMENS PROJECT,740 DRAKE AVENUE,,MARIN CITY,CA,94965,(415)332-4413,Drug
DISCOVERY HOUSE I,,904 MELLUS STREET,,MARTINEZ,CA,94553,(415)372-4200,Drug
DISCOVERY MOTIVATIONAL HOUSE,,4639 PACHECO BOULEVARD,,MARTINEZ,CA,94553,(415)229-4212,Drug
MERCED COUNTY SUBSTANCE ABUSE CENTER,,1836 K STREET,,MERCED,CA,95340,(209)723-3095,Alcoholism/Drug
F At1I LY SERVICE AGENCY OF,STANISLAUS COUNTY,1022 14TH STREET,,MODESTO,CA,95354,(209)524-6371,Drug
HEAD REST,,611 H STREET,P.O. BOX 1231,MODESTO,CA,95353,(209)521-0472,Drug
STANISLAUS COUNTY DRUG ABUSE SVCS PROJ,STEPS,1014-A SCENIC DRIVE,,MODESTO,CA,95350,(209)526-6180,Drug
MONTEREY COUNTY,MONTEREY METHADONE TREATMENT PROGRAM,1200 AGUAJITO ROAD,HEALTH DEPT,MONTEREY,CA,93940,(408)373-0111,Drug
THE OPEN DOOR DRUG CLINIC INC,,228 NORTH GARFIELD AVENUE,,MONTEREY PARK,CA,91754,(213)280-0320,Drug
MOTHER EARTH DRUG REHABILITATION,TREATMENT PROGRAM - OUTPATIENT/RESID,P.O. BOX 775,,MOUNT BALDY,CA,91759,,Drug
MOUNTAIN VIEW METHADONE CLINIC,,101 STIERLIN ROAD,,MOUNTAIN VIEW,CA,94043,(415)969-3034,Drug
NAPA COUNTY MENTAL HEALTH SERVICES,DRUG SERVICES CENTER,2344 OLD SONOMA ROAD,,NAPA,CA,94558,(707)253-4561,Drug
CRASH INC,SHORT TERM RESIDENCE,205 NATIONAL CITY BOULEVARD,,NATIONAL CITY,CA,92050,(714)474-3331,Drug
NEVADA COUNTY,MENTAL HEALTH SERVICES,10433 WILLOW VALLEY ROAD,HEALTH EDUCATION AND WELFARE BUILDING,NEVADA CITY,CA,95959,(916)265-5811,Drug
SECOND CHANCE INC,,6214 THORTON AVENUE,,NEWARK,CA,94560,(415)792-4357,Alcoholism/Drug
NEWPORT BEACH DRUG ABUSE SERVICES,DETOXIFICATION,1441 SUPERIOR AVENUE,,NEWPORT BEACH,CA,92663,(714)642-9240,Drug
NEWPORT BEACH DRUG ABUSE SERVICES,DRUG FREE,1441 SUPERIOR AVENUE,,NEWPORT BEACH,CA,92663,(714)642-9240,Drug
NEWPORT BEACH METHADONE SERVICES,,1441 SUPERIOR AVENUE,,NEWPORT BEACH,CA,92663,(714)642-9240,Drug
CRI-HELP,,11027 BL'RBANK BOULEVARD,,NORTH HOLLYWOOD,CA,91601,(213)985-8323,Drug
R AND D - NORTH HOLLYWOOD,,5249 NORTH BAKMAN,,NORTH HOLLYWOOD,CA,91602,(213)506-4455,Drug
VALLEY FREE CLINIC,,5224 LANKERSHIM BOULEVARD,,NORTH HOLLYWOOD,CA,91601,(213)763-8836,Drug
RIO HONDO AREA DRUG ABUSE,COALITION INC,11400 NORWALK BOULEVARD,#305,NORWALK,CA,90650,(213)863-4893,Drug
EVELYN BERGER CENTER FOR,COUNSELING AND PSYCHOTHERAPY,508 16TH STREET,SUITE 707,OAKLAND,CA,94612,(415)893-3483,Alcoholism/Drug
GLADHAN MEMORIAL HOSPITAL,CHEMICAL DEPENDENCY TREATMENT PROGRAM,2633 EAST 27TH STREET,,OAKLAND,CA,94601,(415)536-8111,Alcoholism/Drug
GROUP rnc - WOMENS COMPONENT,,6330 SHATTUCK AVENUE,,OAKLAND,CA,94701,(415)653-8786,Drug
NARCONON BERKELEY,,3008 LAKESHORE AVENUE,SUITE 3,OAKLAND,CA,94610,(415)832-2070,Drug
NARCOTICS EDUCATION LEAGUE INC -,EL CANTON,3723 HILLVIEW,,OAKLAND,CA,94601,(415)536-4760,Drug
OAKLAND COMMUNITY COUNSELING CENTER,,341 MACARTHUR BOULEVARD,,OAKLAND,CA,94610,(415)839-1010,Drug
WEST OAKLAND HEALTH CENTER,HETHADO�JE PROGRAM,299 ADELINE STREET,,OAKLAtlD,CA,94607,(415)832-0319,Drug
WEST OAKLAND MENTAL HEALTH,TROUBLE HOUSE,3212 SAN PABLO AVENUE,,OAKLAND,CA,94608,(415)658-8375,Drug
ARTHUR MCDONALD MSW,,630 COUNTRY DRIVE,,OJAI,CA,93023,(805)649-1175,Drug
AZTLAN I,,718 EAST MAITLAND,,ONTARIO,CA,91761,(714)986-1121,Drug
REACH OUT WEST END,RESIDENTIAL,1240 WEST FRANCIS STREET,,ONTARIO,CA,91761,(714)983-4119,Drug
WEST END METHADONE CLINIC,OUTPATIENT DETOX,738 WEST ONTARIO BOULEVARD,,ONTARIO,CA,91761,(714)988-1318.,Drug
WEST END METHADONE CLINIC,OUTPATIENT MAINTENANCE,738 WEST ONTARIO BOULEVARD,,ONTARIO,CA,91761,(714)988-1318,Drug
VENTURA COUNTY,COUNCIL ON DRUG ABUSE,2055 SAVIERS ROAD,SUITES 10 AND 11,OXNARD,CA,93030,(805)483-2253,Drug
NORTH COUNTY METHADONE TREATMENT PROG,PACIFICA PROGRAM (SAN MATEO COUNTY!,160 MILAGRA DRIVE,,PACIFICA,CA,94044,(415)877-5650,Drug
EL PROYECTO DEL BARRIO,,13643 VAN NUYS BOULEVARD,,PACOIMA,CA,91331,(213)896-1135,Drug
VIA AVANTA HALFWAY HOUSE,,11643 GLENOAKS BOULEVARD,,PACOIMA,CA,91331,(213)897-2609,Drug
HASTINGS STREET FOUNDATION INC,,60 NORTH DAISY AVENUE,,PASADENA,CA,91107,(213)449-9901,Drug
PRINCIPLES INC,IMPACT HOUSE,1680 NORTH FAIR OAKS,,PASADENA,CA,91103,(213)681-2575,Drug
NORTH OUTREACH,,30 EAST MINARETS,,PINEDALE,CA,93710,(209)431-5704,Drug
PITTSBURG OUTPATIENT CLINIC,,550 SCHOOL STREET,,PITTSBURG,CA,94565,(415)439-4380,Drug
NEW HORNING INC,,429 MAIN STREET,P.O. BOX 1302,PLACERVILLE,CA,95667,(916)622-1515,Drug
C U R A,THERAPEUTIC COMMUNITY,,CAMP PARKS,,BUILDING,110,,"PLEASANTON,"
THE CENTER COUNSELING,EDUCATION AND CRISIS SERVICES,4361 RAILROAD AVENUE,BUILDING F,PLEASANTON,CA,94566,(415)462-5544,Drug
COMMUNITY HEALTH PROJECT GAREY CLINIC,,1050 NORTH GAREY AVE,,POMONA,CA,91767,(714)623-6391,Drug
COMMUNITY HEALTH PROJECTS INC,DETOXIFICATION PROGRAM,354 EAST ERVILLA STREET,,POMONA,CA,91768,(714)623-0539,Drug
POMONA COMMUNITY CRISIS CENTER,,637 NORTH PARK AVENUE,,POMONA,CA,91768,(714)623-1588,Drug
POMONA OPEN DOOR INC,,1698 NORTH GAREY AVENUE,,POMONA,CA,91767,(714)629-6018,Drug
COUNSELING AND ASSISTANCE,CENTER CODE ROlH,,31ST NAVAL CONSTRUCTION REGIMENT,CONSTRUCTIO,BATTALION,CENTER,,PORT
QUINCY REFERRAL CENTER,SUBSTANCE ABUSE PROGRAM,70 BUCHANAN STREET,P.O. eox 480,QUINCY,CA,95971,(916)283-0251,Alcoholism/Drug
WOMENS RESIDENTIAL TREATMENT SERVICES,KIVA HOUSE,744 PINE STREET,,RAMONA,CA,92065,(714)789-5470,Drug
TEHAMA COUNTY,MENTAL HEALTH SERVICES,1860 WALNUT STREET,,RED BLUFF,CA,96080,(916)527-5631,Alcohol1sm/Drug
SHASTA COUNTY MENTAL,HEALTH SERVICES,2750 EUREKA WAY,,REDDING,CA,96001,(916)241-8340,Alcoholism/Drug
NORTHSIDE SOCIAL SERVICES PROJECT,,320 WEST UNION STREET,,REDLANDS,CA,92373,(714)792-5552,Drug
REDLANDS OPEN CENTER,,604 EAST STATE STREET,,REDLANDS,CA,92373,(714)792-6011,Drug
SERENITY INC,OUTPATIENT CLINIC,133 ARCH STREET,SUITE 5,REDWOOD CITY,CA,94062,(415)368-1437,Drug
SERENITY RESIDENTIAL UNIT,,2893 SPRING STREET,,REmlOOD CITY,CA,94063,(415)368-3992,Drug
SOUTH SAN MATEO COUNTY,METHADONE TREATMENT PROGRAM,500 ARGUELLO STREET,,REDWOOD CITY,CA,94063,(415)364-5600EXT.2545,Drug
CENTER FOR STUDY OF DRUG ABUSE -,RESEDA,18210 SHERMAN WAY,SUITE 215,RESEDA,CA,91335,(213)996-5252,Drug
WESTERN PACIFIC VALLEY,MEDICAL CLINIC,18437 SATICOY STREET,,RESEDA,CA,91335,(213)705-5561,Drug
RICHMOND ADOLESCENT,TREATMENT PROGRAM,240 EIGHTH STREET,,RICHMOND,CA,94801,(415)233-8773,Drug
RICHMOND METHADONE PROGRAM,,2910 CUTTING BOULEVARD,,RICHMOND,CA,94804,(415)231-3345,Drug
DESERT COUNSELING CLINIC INC,,814 NORTH NORMA,,RIDGECREST,CA,93555,(714)375-9781,Drug
ADULT TREATMENT CENTER,,3610 11TH STREET,,RIVERSIDE,CA,92501,(714)787-2988,Alcoholism/Drug
MY FAMILY INC,,3529 VINE,,RIVERSIDE,CA,92507,(714)682-4151,Drug
RIVERSIDE COMMUNITY DRUG TEAM,OUTPATIENT DRUG FREE,3925 ORANGE STREET,,RIVERSIDE,CA,92501,(714)787-2759,Drug
RIVERSIDE COMMUNITY DRUG TEAM,WOMENS PROGRAM,3925 ORANGE STREET,,RIVERSIDE,CA,92501,(714)787-2759,Drug
RIVERSIDE COMMUNITY DRUG TEAM,21-DAY METHADONE DETOX,3925 ORANGE STREET,ROON 19A,RIVERSIDE,CA,92501,(714)787-6479,Drug
RIVERSIDE COUNTY METHADONE PROGRAM,,3931 ORANGE STREET,SUITE 26,RIVERSIDE,CA,92501,,(7t4)
ROSEVILLE ADULT AND YOUTH SERVICES,,424 VERNON STREET,,ROSEVILLE,CA,95678,(916)783-5207,Drug
ALTERNATIVE HOUSE,,1800 20TH STREET,,SACRAMENTO,CA,95814,(916)739-1763,Drug
CALIFORNIA CONGRESS OF EX-OFFENDERS,SOJOURNER HOUSE,1921 28TH STREET,ROOM 4,SACRAMENTO,CA,95816,(916)452-3864,Drug
CONSEJOS INC,,2100 28TH STREET,,SACRAMENTO,CA,95818,(916)452-6635,Drug
SACRAMENTO ADDICTION TREATMENT CTR,MAINTENANCE PROGRAM,2100 CAPITOL AVENUE,,SACRAMENTO,CA,95816,(916)442-4985,Drug
SACRAMENTO ARMY DEPOT,EMPLOYEE ASSISTANCE PROGRAM,FRUITRIDGE ROAD,BUILDING 353,SACRAMENTO,CA,95813,(916)388-2849,Alcoholism/Drug
SACRAMENTO COUNTY,DRUG ALTEPNATIVES PROGRAM,3128 BRADSHAW ROAD,,SACRAMENTO,CA,95827,(916)362-1143,Drug
THE AQUARIAN EFFORT INC,CRISIS INTAKE AND COUNSELING CENTER,1304 0 STREET,,SACRAMENTO,CA,95814,(916)444-6294,Drug
THE AQUARIAN EFFORT INC,DETOXIFICATION CENTER,1818 20TH STREET,,SACRAMENTO,CA,95814,(916)444-2620,Drug
WOMENS STRESS ALTERNATIVES,,1216 18TH STREET,,SACRAMENTO,CA,95814,(916)448-2951,Drug
MONTEREY COUNTY,SALINAS METHADONE TREATMENT PROGRAM,1270 NATIVIDAD ROAD,HEALTH DEPT,SALINAS,CA,93906,(408)757-1061EXT.235,Drug
SANBORN ROAD CLINIC,OUTPATIENT SERVICES,303 NORTH SANBORN ROAD,,SALINAS,CA,93905,(408)649-4579,Drug
AGAPE HOUSE,,607 EAST HIGHLAND AVENUE,,SAN BERNARDINO,CA,92404,(714)882-1706,Drug
CASA AYUDA,,7274 GARDEN DRIVE,,SAN BERNARDINO,CA,92415,(714)628-9132,Drug
CASA DE SAN BERNARDINO INC,,105 EAST SIXTH STREET,,SAN BERNARDINO,CA,92410,(714)888-2106,Drug
CATHOLIC SOCIAL SERVICES,,568 NORTH MOUNTAIN VIEW AVENUE,SUITE 210,SAN BERNARDINO,CA,92401,(714)888-7711,Drug
INLAND DRUG ABUSE PROGRAM INC,WESTSIDE COUNSELING CENTER,1010 WEST BASELINE STREET,,SAN BERNARDINO,CA,92411,(714)885-3446,Drug
METHADONE PROGRAM,OUTPATIENT DETOX,1236 NORTH l�ATERMAN AVENUE,,SAN BERNARDINO,CA,92404,(714)383-3343,Drug
METHADONE PROGRAM,OUTPATIENT MAINTENANCE,1236 NORTH WATERMAN AVENUE,,SAN BERNARDINO,CA,92404,(714)383-1660,Drug
BEACH AREA COMMUNITY CLINIC,PATHWAYS COASTAL,4312 CASS STREET,,SAN DIEGO,CA,92109,(714)274-0626,Drug
C STREET MEDICAL COMMUNITY CLINIC INC,,1130 DELEVAN DRIVE,,SAN DIEGO,CA,92101,(714)233-7686,Drug
C STREET MEDICAL COMMUNITY CLINIC INC,DETOX PROGRAM,1130 DELEVAN DRIVE,,SAN DIEGO,CA,92101,(714)233-7686,Drug
CRASH INC,GOLDEN-HILL HOUSE,2410 E STREET,P.O. BOX 8057,SAN DIEGO,CA,92102,(714)239-9691,Drug
