Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys
Alaska Family Services,Mat-Su Treatment Center,,291 East Swanson Avenue,,,Wasilla,AK,99654,(907)376-4000 Hotline: (907)376-4000,,,SA/TX/OP/AD/CO/WN/SF/MD/SI/PI/MI/SS/
SMMHC Inc/Mental Health Center,Substance Abuse Services,,564 North Idaho Road,Suite 10,,Apache Junction,AZ,85220,(480)983-0573 Hotline: (866)495-6735,,,SA/TX/DT/OP/AD/CO/DU/SF/MD/SI/PI/SS/AH/SP/
Park Place Outreach and Counseling,,,9373 West Battaglia Road,,,Arizona City,AZ,85223,(520)466-8850 Hotline: (520)466-8850,,,MH/TX/RS/RL/AD/BC/CJ/SF/SI/SP/
Southeastern AZ,Behavioral Health Services (SEABHS),,590 South Ocotillo Avenue,,,Benson,AZ,85602,(520)459-6377x214 Intake: (520)586-7080 Hotline: (800)586-9161,,,MH-SA/TX/OP/AD/PW/DU/SF/MD/MC/SI/PI/SS/
Southeastern AZ Behavioral Hlth Servs,(SEABHS)/Psychiatric Health Facility,,470 South Ocotillo Avenue,,,Benson,AZ,85602,(520)586-7737 Hotlines: (520)586-9161 (800)586-9161,,,MH/TX/DT/HI/SF/MD/MC/PI/MI/AH/SP/
Alcoholism Council of Cochise County,Verhelst Recovery House,,936 Tovreaville Road,,,Bisbee,AZ,85603,(520)432-3764 Hotline: (520)432-3764,,,SA/TX/HH/RL/MN/SF/SI/
Southeastern AZ,Behavioral Health Services (SEABHS),,1326 Highway 92,Suite J,,Bisbee,AZ,85603,(520)432-7751 Hotline: (800)586-9161,,,MH-SA/TX/OP/AD/PW/WN/DU/SF/MD/MC/SI/PI/MI/AH/SP/
Community Medical Services LLC,Bullhead Drug Abuse Program,,809 Hancock Road,Suite 1,,Bullhead City,AZ,86442,(928)763-7111 Intake: (928)763-7172,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PH/CO/PW/CJ/SF/MD/SI/PI/SS/
Mohave Mental Health Clinic,,,1145 Marina Boulevard,,,Bullhead City,AZ,86442,(928)758-5905 Intake: (928)758-5905x4421 Hotline: (888)757-8111,,,MH-SA/TX/DT/OP/WN/MD/MC/SI/PI/AH/SP/
Yavapai Apache Nation,Alcohol/Substance Abuse Program,,3462 Smith Avenue,,,Camp Verde,AZ,86322,(928)649-7100,,,SA/TX/OP/AD/CO/CJ/PA/
Arizona Treatment Institute LLC,Counseling and Consulting,,1927 North Trekell Road,Suite D,,Casa Grande,AZ,85222,(520)836-9788,,,SA/TX/DT/OP/CO/HV/PW/WN/DU/SF/PI/MI/
Helping Associates Inc,,,1901 North Trekell Road,Suite A,,Casa Grande,AZ,85222,(520)836-1029,,,MH-SA/TX/OP/CO/PW/CJ/SF/SI/PI/MI/SS/AH/SP/
Horizon Human Services,,,2217 South Peart Road,,,Casa Grande,AZ,85222,(520)836-1713 Intake: (520)836-1688,,,SA/TX/RS/RL/SF/MD/PI/
Chandler Valley Hope Alcohol/Drug and Related Treatment Services,,,501 North Washington Street,,,Chandler,AZ,85225,(480)899-3335,,,SA/TX/DT/RS/SF/PI/AH/
Parc Place,,,2190 North Grace Boulevard,,,Chandler,AZ,85225,(480)917-9301,,,MH-SA/TX/DT/RS/RL/AD/CO/SF/MD/PI/AH/SP/N23/
Verde Valley Guidance Clinic Inc,,,8 East Cottonwood Street,,,Cottonwood,AZ,86326,(928)634-2236 Hotline: (928)634-2236,,,MH-SA/TX/DT/OP/AD/CO/DU/SF/MD/SI/PI/SS/PA/AH/
Southeastern AZ,Behavioral Health Services (SEABHS),,1701 North Douglas Avenue,,,Douglas,AZ,85607,(520)364-1286 Hotline: (800)586-9161,,,MH-SA/TX/OP/AD/CO/PW/WN/DU/SF/MD/MC/SI/PI/MI/AH/SP/
Pinal County Hispanic Council,Substance Abuse Counseling,,712 North Main Street,,,Eloy,AZ,85231,(520)466-7765,,,MH-SA/TX/OP/AD/SF/MD/MC/PI/SS/PA/SP/
Community Medical Services LLC,,,2559 East 7th Avenue,,,Flagstaff,AZ,86004,(928)714-0010,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SI/PA/
Flagstaff Medical Center,Behavioral Health Services West Campus,,1200 North Beaver Street,,,Flagstaff,AZ,86001,(928)213-6400x16400,,,MH/TX/DT/HI/OP/PH/AD/CJ/SF/MD/MC/PI/MI/AH/
Guidance Center Inc,,,2187 North Vickey Street,,,Flagstaff,AZ,86004,(928)527-1899 Hotline: (928)527-1899,,,MH-SA/TX/DT/HI/RS/OP/PH/AD/WN/DU/CJ/SF/MD/SI/PI/MI/SS/AH/
Northern Arizona,Substance Abuse Services,,2101 North 4th Street,Suite 215,,Flagstaff,AZ,86004,(928)773-9376,,,SA/TX/OP/WN/MN/DU/CJ/SF/SI/SP/
Fort Defiance Outpatient Treatment Ctr,Fort Defiance Agency Dawn of Recovery,Old Fort Defiance Chapter House,,,,Fort Defiance,AZ,86504,(928)729-4012,,,SA/TX/OP/AD/CO/CJ/PA/N23/
Fort McDowell Indian Community,Wassaja Family Services,,16240 North Fort McDowell Road,,,Fort McDowell,AZ,85264,(480)837-5076 Intakes: (480)816-7985 (480)816-7977 Hotlines: (480)837-1091 (480)816-7990,,,MH-SA/TX/OP/AD/
Banner Thunderbird Behavioral Health,,,5555 West Thunderbird Road,,,Glendale,AZ,85306,(602)865-5555 Intakes: (602)254-4357 (800)254-4357 Hotlines: (602)254-4357 (800)254-4357,,,MH-SA/TX/DT/DM/HI/OP/AD/SF/MD/MC/PI/MI/AH/
Community Medical Services Inc,Glendale,,5002 West Glendale Avenue,Suite 101,,Glendale,AZ,85301,(623)915-2106,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/SI/PA/
Maverick House,,,7022 North 48th Avenue,,,Glendale,AZ,85301,(623)931-5810,,,SA/TX/RS/SF/SI/SS/PA/AH/
New Horizons Counseling Service Inc,,,6151 West Olive Avenue,Suite 3,,Glendale,AZ,85302,(623)939-6567,,,MH-SA/TX/OP/DU/SF/MD/MC/AH/
Thunderbird Treatment Center,,,13820 North 51st Avenue,Suite 300,,Glendale,AZ,85306,(602)938-2301 Hotline: (602)526-5028,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SE/WN/SF/
Treatment Assessment Screening Ctr Inc,(TASC),,5955 West Myrtle Avenue,Suite 2,,Glendale,AZ,85301,(623)842-4535 Intakes: (602)712-0234x239 (602)712- 0234x240,,,SA/TX/OP/AD/CO/WN/MN/CJ/SF/
Community Counseling Centers Inc,Outpatient Clinic,,105 North 5th Avenue,,,Holbrook,AZ,86025,(928)524-6126 Intake: (928)524-6701 Hotline: (928)524-6701,,,GH/TX/OP/DU/CJ/SF/MD/MC/PI/MI/SS/AH/N23/
Kayenta Outpatient Treatment Center,,,Highway 160,,,Kayenta,AZ,86033,(928)697-5570,,,MH-SA/TX/OP/MD/SI/PI/PA/N23/
Mohave Mental Health Clinic,Substance Abuse Services,,3505 Western Avenue,,,Kingman,AZ,86409,(928)757-8111 Hotline: (928)757-8111,,,MH-SA/TX/DT/OP/CO/WN/MN/SF/MD/MC/PI/MI/SS/PA/AH/SP/
Luke Air Force Base,Substance Abuse Program,,56 MDOS/SGOMH,7219 North Litchfield Road,,Luke AFB,AZ,85309,(623)856-7579,,,MH-SA/TX/DT/OP/SF/MD/MC/SI/PI/MI/
Banner Desert Behavioral Health Center,,,2225 West Southern Avenue,,,Mesa,AZ,85202,(480)512-4055 Intakes: (800)254-4357 (602)254-4357 Hotlines: (800)254-4357 (602)254-4357,,,MH-SA/TX/DT/DM/BU/HI/OP/AD/SF/MD/MC/SI/PI/MI/AH/
Centro de Amistad Inc,Mesa Office,,460 North Mesa Drive,Suite 120,,Mesa,AZ,85201,(480)833-0227,,DWI/DUI Clients Only,SA/TX/DT/OP/CO/HV/SE/PW/WN/MN/DU/CJ/SF/PI/SS/PA/SP/
Community Bridges Inc,East Valley Addiction Recovery Center,,560 South Bellview Street,,,Mesa,AZ,85204,(480)962-7711,,,SA/DT/HI/CO/SF/MD/SI/PI/PA/AH/SP/F30/
Community Bridges Inc,Outpatient,,554 South Bellview Street,,,Mesa,AZ,85204,(480)962-7922,,,SA/TX/OP/DU/SF/MD/SI/PI/
Jewish Family and Childrens Service,,,1930 South Alma School Road,Room A-104,,Mesa,AZ,85210,(480)820-0825,,,MH/TX/OP/AD/HV/SF/MD/MC/SI/PI/MI/AH/SP/
New Hope Behavioral Health Center Inc,,,215 South Power Road,Suite 114,,Mesa,AZ,85206,(480)981-1022 Hotline: (480)993-4076,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/AD/SF/MD/PI/SP/
Treatment Assessment Screening Ctr Inc,(TASC),,423 North Country Club Drive,Suite 19,,Mesa,AZ,85201,(480)898-1849 Intakes: (602)712-0234x239 (602)712- 0234x240,,,SA/TX/OP/AD/CO/CJ/SF/
Women in New Recovery,,,860 North Center Street,,,Mesa,AZ,85201,(480)464-5764 Intake: (480)464-8353,,,SA/TX/HH/RL/WN/BC/SF/
Southeastern AZ,Behavioral Health Services (SEABHS),,Coronado Boulevard and Burro Alley,,,Morenci,AZ,85540,(928)865-4531 Hotline: (800)586-9161,,,MH-SA/TX/OP/AD/PW/WN/AH/SP/N2/
Southeastern AZ,Behavioral Health Services (SEABHS),,32 Boulevard Del Rey David,,,Nogales,AZ,85621,(520)281-9189 Hotline: (800)586-9161,,,MH-SA/TX/OP/AD/CO/PW/WN/DU/SF/MD/MC/SI/PI/MI/AH/SP/
Community Behavioral Health Services,Page Outpatient,,463 South Lake Powell Boulevard,P.O. Box 790,,Page,AZ,86040,(928)645-5113 Hotline: (928)645-8180,,,MH-SA/TX/DT/OP/AD/DU/SF/MD/MC/SI/PI/MI/PA/AH/N23/
Colorado River Indian Tribes,Behavioral Health Services,,12033 Agency Road,,,Parker,AZ,85344,(928)669-3256,,,MH-SA/TX/DT/HI/OP/AD/CO/PW/WN/MD/MC/SI/PI/PA/AH/
Excel Group,Parker Office,,1021 Kofa Avenue,,,Parker,AZ,85344,(928)669-6669 Hotline: (866)495-6735,,,MH-SA/TX/DT/HH/OP/PH/CO/DU/SF/MD/MC/SI/PI/AH/
Southwest Behavioral Health Servs Inc,Rim Guidance Division,,404 West Aero Drive,,,Payson,AZ,85547,(928)474-3303,,,MH-SA/TX/OP/AD/CO/WN/DU/CJ/SF/MD/MC/SI/PI/MI/AH/SP/F30/
Hualapai Health Department,Alcoholism and Drug Abuse Program,,960 Rodeo Way,,,Peach Springs,AZ,86434,(928)769-2207 Intake: (928)769-2208,,,MH-SA/TX/OP/DU/N14/
Addiction Resources Inc,,,4337 West Indian School Road,Suite 107,,Phoenix,AZ,85031,(602)233-9401,,Methadone Clients Only,SA/TX/MM/OP/SF/SP/
Alpha Medical Service,,,3825 North 24th Street,,,Phoenix,AZ,85016,(602)955-7997,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/SI/PA/
Assisted Recovery Centers of America,,,1000 East Indian School Road,Suite B,,Phoenix,AZ,85014,(602)264-7897 Intake: (800)527-5344,,,SA/TX/OP/GL/DU/SF/
Black Family and Child Services of AZ,,,1522 East Southern Avenue,,,Phoenix,AZ,85040,(602)243-1773,,,MH-SA/TX/OP/AD/CJ/SF/MD/MC/
CPLC/Corazon,,,3639 West Lincoln Avenue,,,Phoenix,AZ,85009,(602)233-9747,,,SA/TX/RS/CO/MN/CJ/SF/SI/SP/
Calvary Center,,,720 East Montebello Avenue,,,Phoenix,AZ,85014,(602)279-1468 Hotlines: (602)279-0864 (602)279SOBER,,,SA/TX/RS/RL/SF/AH/
Carl T Hayden VA Medical Center,Substance Abuse Treatment Program,,650 East Indian School Road,Building 4,,Phoenix,AZ,85012,(602)277-5551x7640 Intake: (602)277-5551x7574,,,SA/TX/OP/CO/SF/PI/MI/PA/
Casa de Amigas,,,1648 West Colter Street,Suite 8,,Phoenix,AZ,85015,(602)265-9987,,,SA/TX/HH/RS/WN/SF/MD/SI/
Center for Behavioral Health,Phoenix Inc,,1501 East Washington Street,,,Phoenix,AZ,85034,(602)253-6553,,,SA/TX/MM/BU/OP/AD/HV/GL/SE/PW/WN/MN/DU/CJ/SF/PI/AH/
Central Counseling and Education Services,,,49 East Thomas Road,Suite 108,,Phoenix,AZ,85012,(602)235-9237,,DWI/DUI Clients Only,SA/TX/OP/AD/MN/DU/CJ/SF/AH/SP/
Chicanos Por La Causa Inc,Centro De La Familia,,4602 West Indian School Road,Suite C-3,,Phoenix,AZ,85031,(623)247-0464,,DWI/DUI Clients Only,MH-SA/TX/OP/CO/WN/DU/SF/MD/MC/PA/SP/
Community Bridges Inc,Central City Addiction Recovery Center,,2770 East Van Buren Street,,,Phoenix,AZ,85008,(602)273-9999,,,SA/DT/HI/CO/MD/SI/PA/AH/SP/
Community Medical Services Inc,Larkspur Medical Services,,2255 West Northern Avenue,Suite A-100,,Phoenix,AZ,85021,(602)248-8886 Intake: (602)866-9378,,Methadone Clients Only,SA/TX/DT/MM/OP/SF/MD/MC/SI/SS/PA/
Ebony House Inc,,,6222 South 13th Street,,,Phoenix,AZ,85040,(602)276-4288x8602 Intake: (602)276-4288x220,,,SA/TX/RS/RL/OP/PH/CO/HV/MN/CJ/SF/MD/MC/SS/PA/AH/
Elba House,,,8646 South 14th Street,,,Phoenix,AZ,85042,(602)243-5493 Intake: (602)243-5491,,,SA/TX/HH/RS/RL/CO/BC/PA/AH/
Family Service Agency,,,411 North Central Avenue,Suite 700,,Phoenix,AZ,85004,(602)264-9891,,,MH-SA/TX/OP/DU/CJ/SF/MC/SI/SS/
Intensive Treatment Systems Inc,,,651 West Coolidge Street,,,Phoenix,AZ,85013,(602)248-0550,,Methadone Clients Only,SA/TX/MM/OP/SF/SI/SP/
Intensive Treatment Systems LLC,,,7102 West Thomas Road,Suite 107,,Phoenix,AZ,85033,(623)247-1234,,Methadone Clients Only,MH-SA/TX/DT/MM/OP/CO/PW/SF/MD/MC/SP/
Mountain Valley and Associates Inc,,,2432 West Peoria Avenue,Suite 1343,,Phoenix,AZ,85029,(602)870-0972,,,MH-SA/TX/OP/CJ/SF/
National Council on Alc/Drug Depend,Central and Northern Arizona,,4201 North 16th Street,Suite 140,,Phoenix,AZ,85016,(602)264-6214x4 Intake: (602)264-6214 Hotline: (866)836-8078,,,MH-SA/TX/OP/CO/PW/WN/MN/DU/SF/MD/MC/SS/PA/AH/
Native American Connections Inc,Guiding Star,,3424 East Van Buren Street,,,Phoenix,AZ,85008,(602)254-5805 Intake: (602)424-2060,,,SA/TX/RS/RL/PW/WN/BC/SF/MD/SS/PA/AH/F43/N2/N13/N23/N29/
Native American Connections Inc,Indian Rehabilitation,,636 North 3rd Avenue,,,Phoenix,AZ,85003,(602)495-3085 Intake: (602)424-2060,,,SA/TX/RS/RL/CO/MN/SF/MD/SS/PA/AH/
Native American Connections Inc,Outpatient Clinic,,4520 North Central Avenue,Suite 100,,Phoenix,AZ,85012,(602)424-2060,,,SA/TX/HH/OP/PH/CO/SF/MD/SS/PA/AH/
New Arizona Family Inc,,,4201 North 16th Street,Suite 220 Intake Office,,Phoenix,AZ,85016,(602)553-7300x0,,,SA/TX/OP/CO/PW/WN/CJ/SF/MD/MC/PI/SP/
New Arizona Family Inc II,SMI Dual Diagnosis Program,,3222 North 37th Street,,,Phoenix,AZ,85018,(602)553-7300x2100,,,MH-SA/TX/RL/CO/SF/MD/MC/SI/PI/MI/
Professional Psychology Associates,Center for Lifestyle Change,,4222 East Camelback Road,Suite H-230,,Phoenix,AZ,85018,(602)852-0911,,,MH-SA/TX/OP/AD/SF/PI/
Southwest Behavioral Health Servs Inc,Methadone Maintenance,,1424 South 7th Avenue,Building C,,Phoenix,AZ,85007,(602)258-3600x224 Intake: (602)258-3600,,,SA/TX/MM/OP/WN/CJ/SF/MD/SI/AH/
St Lukes Behavorial Health Center,,,1800 East Van Buren Street,,,Phoenix,AZ,85006,(602)251-8535 Intake: (800)821-4193,,,MH-SA/TX/DT/DM/HI/OP/PH/AD/CO/SE/SF/MD/MC/SI/PI/MI/
Terros Inc,,,3118 East McDowell Road,,,Phoenix,AZ,85008,(602)685-6000,,,MH-SA/TX/DT/OP/PH/CO/WN/CJ/SF/MD/MC/PI/SS/PA/AH/SP/
Terros Inc,,,3864 North 27th Avenue,,,Phoenix,AZ,85017,(602)685-6000,,,MH-SA/TX/OP/CO/WN/CJ/SF/MD/MC/PI/SS/PA/AH/SP/
Treatment Assessment Screening Ctr Inc,(TASC),,1616 East Indian School Road,Suite 150,,Phoenix,AZ,85006,(602)712-0234x241 Intakes: (602)712-0234x239 (602)712- 0234x240,,,MH-SA/TX/OP/AD/CO/WN/MN/DU/CJ/SF/
Valle Del Sol Inc,Behavioral Health Program,,1209 South 1st Avenue,,,Phoenix,AZ,85003,(602)258-6797x194,,,MH-SA/TX/MM/OP/CO/HV/PW/WN/MN/SF/MD/MC/PA/AH/SP/
Pia’s Place,,,615 Hillside Avenue,,,Prescott,AZ,86301,(928)445-5081,,,MH-SA/TX/RL/OP/PH/CO/WN/SF/
Prescott House Inc,,,214 North Arizona Avenue,,,Prescott,AZ,86301,(928)776-8251 Intakes: (866)425-4673x112 (928)776- 8251x112,,,SA/TX/RL/OP/MN/SF/
Veterans Affairs Medical Center,MH 116 Northern Arizona VA Healthcare,,500 Highway 89 North,,,Prescott,AZ,86313,(928)445-4860,,,MH-SA/TX/RL/CO/PA/
West Yavapai Guidance Clinic,Adult Services,,642 Dameron Drive,,,Prescott,AZ,86301,(928)445-5211x299 Intake: (928)445-5211 Hotline: (928)445-5211,,,MH-SA/TX/DT/HI/RS/OP/PH/CO/PW/DU/CJ/SF/MD/SI/
Gila River Indian Community,Department of Human Services,,315 West Casa Blanca Road,,,Sacaton,AZ,85247,(520)562-3356,,,SA/TX/OP/AD/PA/
Southeastern AZ,Behavioral Health Services (SEABHS),,1615 South 1st Street,,,Safford,AZ,85546,(928)428-4550 Hotline: (800)586-9161,,,MH-SA/TX/OP/AD/PW/WN/MN/DU/SF/MD/MC/SI/PI/MI/AH/SP/N2/
Little Colorado,Behavioral Health Centers,,470 West Cleveland Street,,,Saint Johns,AZ,85936,(928)337-4301 Intake: (928)333-2683 Hotlines: (928)337-4301 (928)333-2683,,,MH-SA/TX/OP/DU/SF/MD/MC/SI/PI/MI/SS/AH/
San Carlos Apache Tribe,San Carlos Tribal Wellness Center Prog,,Building 5 San Carlos Boulevard,,,San Carlos,AZ,85550,(928)475-4875,,,MH-SA/TX/OP/DU/SF/MD/MC/SI/PI/SS/PA/F25/N2/
Banner Behavioral Health Hospital,Wendy Paine O’Brien Treatment Center,,7575 East Earll Drive,,,Scottsdale,AZ,85251,(480)941-7500 Intakes: (800)254-4357 (800)-254-HELP Hotlines: (800)254-4357 (602)-254-HELP,,,MH-SA/TX/DT/HI/RS/OP/AD/SF/MC/SI/PI/MI/
Justice Services Inc,,,7447 East Earll Drive,Suite 103,,Scottsdale,AZ,85251,(480)949-8871,,,MH-SA/TX/OP/AD/CO/DU/CJ/SF/SS/AH/SP/
New Foundation,,,1200 North 77th Street,,,Scottsdale,AZ,85257,(480)945-3302 Intakes: (480)945-3302x125 (480)945- 3302x149,,,MH-SA/TX/RS/RL/OP/AD/CO/CJ/SF/MD/SI/PI/SP/
New Life Medical Center,,,617 North Scottsdale Road,Suite D,,Scottsdale,AZ,85257,(480)990-3720,,Methadone Clients Only,SA/TX/MM/OP/GL/SE/PW/WN/MN/SF/
Scottsdale Treatment Institute PLC,,,8100 East Indian School Road,Suite 1 East,,Scottsdale,AZ,85251,(480)429-9044,,,SA/TX/DT/OP/PH/CO/WN/MN/DU/CJ/SF/PI/SS/
Hopi Behavioral Health and Social Services Program,,,,,,Second Mesa,AZ,86043,(928)737-2586 Intake: (928)737-6300,,,MH-SA/TX/DT/OP/AD/CO/SE/PW/MN/N13/N23/
Desert Canyon Treatment Center,,,105 Navajo Drive,,,Sedona,AZ,86336,(888)811-8371 Intake: (928)204-1122x21,,,SA/TX/RS/RL/SF/PI/
Tohon O’odham Human Services,Behavioral Health,,Business Loop Highway 86,,,Sells,AZ,85634,(520)383-6165 Intake: (520)295-2570 Hotline: (520)383-6165,,,MH-SA/TX/OP/AD/CO/PW/MN/CJ/MD/MC/SI/
Community Counseling Centers Inc,Inpatient Unit,,2550 Show Low Lake Road,,,Show Low,AZ,85901,(928)537-1029 Hotline: (928)537-1029,,,GH/TX/DT/HI/CO/HV/GL/SE/PW/WN/MN/CJ/SF/MD/MC/PI/MI/SS/AH/SP/
Community Counseling Centers Inc,Outpatient Unit,,2500 Show Low Lake Road,,,Show Low,AZ,85901,(928)537-2951 Hotline: (928)537-2951,,,GH/TX/OP/DU/CJ/SF/MD/MC/PI/MI/SS/AH/
Southeastern AZ,Behavioral Health Services (SEABHS),,185 South Moorman Avenue,,,Sierra Vista,AZ,85635,(520)458-3932 Hotline: (800)586-9161,,,MH-SA/TX/OP/AD/CO/PW/WN/MN/DU/SF/MD/MC/SI/PI/MI/AH/SP/
Little Colorado,Behavioral Health Centers,,50 North Hopi Street,,,Springerville,AZ,85938,(928)333-2683 Intake: (928)337-4301 Hotlines: (928)333-2683 (928)337-4301,,,MH-SA/TX/OP/DU/SF/MD/MC/SI/PI/MI/SS/AH/
Center for Behavioral Health,Phoenix Inc,,2123 East Southern Avenue,Suite 2,,Tempe,AZ,85282,(480)897-7044 Intake: (602)253-6553,,,SA/TX/MM/BU/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/PI/AH/
New Choices Inc,,,610 West Broadway,Suite 111,,Tempe,AZ,85282,(480)377-9156,,,SA/TX/OP/DU/SF/PI/SP/
Tempe Valley Hope Outpatient,Rio Sureno Medical Plaza,,2115 East Southern Avenue,,,Tempe,AZ,85282,(480)831-9533,,,SA/TX/OP/SF/PI/
Valle Del Sol Inc,East Clinic,,509 South Rockford Drive,,,Tempe,AZ,85281,(602)258-6797x100,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/WN/MN/SF/MD/SI/PA/
Western Judicial Services Inc,,,9550 West Van Buren Street,Suite 18,,Tolleson,AZ,85353,(623)936-8828,,,SA/TX/OP/AD/DU/SF/SP/
Tuba City Outpatient Treatment Center,Behavioral Health Services/DBHS,,Main Street,Building 25,,Tuba City,AZ,86045,(928)283-3346 Intake: (928)283-3038,,,SA/TX/OP/AD/DU/MD/PI/PA/N23/
Amity Foundation,,,10500 East Tanque Verde Road,,,Tucson,AZ,85749,(520)749-5980 Intakes: (520)749-2115 (520)390-1403,,,SA/TX/HH/RL/PW/BC/CJ/SF/PI/
Behavioral Awareness Center Inc,,,1475 West Saint Marys Road,,,Tucson,AZ,85745,(520)629-9126 Hotline: (520)971-5671,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/BU/OP/PW/SF/
CODAC Behavioral Health Services Inc,,,3100 North 1st Avenue,,,Tucson,AZ,85719,(520)327-4505x1050 Intake: (520)327-4505,,,MH-SA/TX/MM/OP/CO/CJ/SF/MD/MC/SI/PI/MI/AH/SP/
COPE Behavioral Health Services Inc,Substance Abuse Services,,101 South Stone Avenue,,,Tucson,AZ,85701,(520)884-0707 Intake: (520)205-4732,,,MH-SA/TX/DT/MM/DM/OP/CO/HV/SE/WN/MN/DU/SF/MD/MC/SP/
Cactus Counseling Associates,,,110 South Church Street,Suite 2070,,Tucson,AZ,85701,(520)798-3659,,,MH-SA/TX/OP/CO/HV/GL/SE/WN/MN/DU/CJ/SF/SP/
Center for Behavioral Health,Tucson Inc,,368 East Grant Road,Suite C,,Tucson,AZ,85705,(520)624-0250 Intake: (520)324-0250,,,SA/TX/MM/BU/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/PI/AH/
Community Medical Services Inc,,,6626 East Carondelet Drive,,,Tucson,AZ,85710,(520)298-1650,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/
Compass Healthcare Inc,Detoxification,,2502 North Dodge Boulevard,Suite 100,,Tucson,AZ,85716,(520)624-5272 Hotline: (520)624-5272,,,SA/DT/RS/WN/MN/SF/MD/PA/AH/SP/
Compass Healthcare Inc,,,2835 North Stone Street,,,Tucson,AZ,85705,(520)887-5902,,,MH-SA/TX/RL/CO/SI/PI/AH/
Compass Healthcare Inc,Vida Serena,,2835 North Stone Avenue,,,Tucson,AZ,85705,(520)620-0188,,,SA/TX/HH/RS/RL/WN/MN/CJ/SF/PI/MI/PA/AH/SP/
Cottonwood de Tucson,,,4110 West Sweetwater Drive,,,Tucson,AZ,85745,(520)743-0411,,,MH-SA/TX/DT/RS/RL/AD/CO/HV/GL/SE/WN/MN/SF/PI/
Counseling and Consulting Services,A Division of CPES Inc,,2430 East 6th Street,,,Tucson,AZ,85719,(520)882-0090,,,MH-SA/TX/OP/SF/
Fortune Counseling Services,,,600 West Cool Drive,,,Tucson,AZ,85704,(520)742-6142 Intake: (520)404-9623,,,MH-SA/TX/OP/SF/
Haven,The Haven,,1107 East Adelaide Drive,,,Tucson,AZ,85719,(520)623-4590 Intake: (520)623-4590x29 Hotline: (520)623-4590x22,,,SA/TX/HH/RL/HV/WN/BC/SF/PI/SP/
La Frontera Center,Casa de Vida,,1900 West Speedway Boulevard,,,Tucson,AZ,85745,(520)792-0591,,,MH-SA/TX/RS/RL/CO/WN/MN/SF/
La Frontera Center,Hope Center,,260 South Scott Avenue,,,Tucson,AZ,85701,(520)884-8470,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/PW/WN/MN/SF/MC/SI/PI/AH/SP/
La Frontera Center,Substance Abuse Outpatient Services,,502 West 29th Street,,,Tucson,AZ,85713,(520)884-9920,,,MH-SA/TX/OP/CO/PW/CJ/SF/MD/MC/PI/SS/AH/SP/
Mark Outpatient Services,,,4653 East Pima Street,,,Tucson,AZ,85712,(520)326-6182,,,MH-SA/TX/OP/AD/SE/DU/SF/MD/MC/SI/PI/MI/SP/
New Hope Behavioral Health Center Inc,,,2001 West Orange Grove,Suite 204,,Tucson,AZ,85704,(520)297-3329 Hotline: (520)297-3329,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/PI/MI/SP/F4/
Reflections Family Services Inc,,,2530 East Broadway,Suite A,,Tucson,AZ,85716,(520)795-0981,,DWI/DUI Clients Only,MH-SA/TX/OP/AD/CO/DU/SF/SS/SP/
Saint Josephs Hospital,O’Rielly Care Center,,350 North Wilmot Road,Behavioral Health Department,,Tucson,AZ,85711,(520)873-5133 Intake: (520)873-6840,,,MH-SA/TX/DT/HI/PW/SF/MD/MC/SI/PI/MI/
Sierra Tucson Inc,,,39580 South Lago Del Oro Parkway,,,Tucson,AZ,85739,(800)624-9001,,,MH/TX/DT/HI/CO/GL/WN/MN/SF/PI/
Southern Arizona VA Healthcare System,Substance Abuse Treatment Program,,3601 South 6th Avenue,,,Tucson,AZ,85723,(520)792-1450x6097,,,SA/TX/DT/HI/RS/OP/CO/MC/PI/MI/AH/
Treatment Assessment Screening Ctr Inc,(TASC),,244 West Drachman Street,,,Tucson,AZ,85705,(520)903-2525x107,,,SA/TX/OP/AD/DU/CJ/SF/AH/SP/
The EXCEL Group,,,28671 Los Angeles Avenue,,,Wellton,AZ,85356,(928)785-9426,,,MH-SA/TX/OP/SF/MD/MC/SI/SS/
Rainbow Treatment Center,White Mountain Apache Tribe,,302 West Ponderosa Drive,,,Whiteriver,AZ,85941,(928)338-4858,,,SA/TX/RL/OP/CO/WN/MN/DU/SF/MD/SS/N2/
Meadows,,,1655 North Tegner Street,,,Wickenburg,AZ,85390,(928)684-3926 Intake: (800)632-3697x4115,,,MH-SA/TX/DT/HI/SF/PI/AH/
