Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,zip1,zip2,ID,Longitude,Latitude,Match Score
Southeastern Arizona Behavioral,Health Services (SEABHS) Admin Unit,,590 South Ocotillo Avenue,,,Benson,AZ,85602,(520)586-7080 Hotline: (800)586-9161,TX/PV/OS/OR/DD/CM/FG,85602,,8481AZ85602,-110.30718236710295,31.963069998642002,100.0
Mohave Mental Health Clinic,Outpatient and Day Treatment,,2135 Highway 95,Suites 125 and 241,,Bullhead City,AZ,86442,(520)758-5905,TX/IO/AD/DD/SS/CM,86442,,8113AZ86442,-114.59808789873419,35.110925377863886,100.0
Camp Verde Yavapai/Apache,Alcohol/Substance Abuse Program,,,,,Camp Verde,AZ,86322,(520)567-3977,TX/PV/OS/OR/SS/FG,86322,,6549AZ86322,-111.85724499999998,34.561370000000075,100.0
Verde Valley Guidance Clinic Inc,,,497 Main Street,Suite 4,,Camp Verde,AZ,86322,(520)634-2236 Hotline: (520)634-2236,TX/PV/OS/DT/OD/OR/IO/AD/DD/PW/CM,86322,,0395AZ86322,-111.8535996656182,34.56222998656441,99.55
Against Abuse Inc,,,,,,Casa Grande,AZ,85230-0733,(520)836-1239,TX/PV/OS/OR/CM/MD,85230,733.0,6549AZ85230,-111.75723,32.89671000000004,100.0
Behavioral Health Agency of,Central Arizona,,120 West Main Street,,,Casa Grande,AZ,85222-4820,(520)836-1688,TX/PV/OS/OR/DD/HV/SS/CM/MC/MD,85222,4820.0,4121AZ85222,-111.7550792786083,32.8760028364491,98.53
PGBHA BHACA Casa Grande Outpatient,,,120 West Main Street,,,Casa Grande,AZ,85222-4820,(520)836-1675,TX/PV/OS/OR/IO/DD/HV/SS/CM/MC/MD,85222,4820.0,4121AZ85222,-111.7550792786083,32.8760028364491,98.53
PGBHA Helping Associates Inc,,,1901 North Trekell Road,Suite A,,Casa Grande,AZ,85222,(520)836-1029,TX/OS/OR/IO/HV/SS,85222,,4370AZ85222,-111.7400075270516,32.90545101878487,98.65
Centro de Amistad Inc,,,100 West Boston Street,Suite 5,,Chandler,AZ,85224,(480)839-2926,TX/PV/OS/OR/IO/AD/DD/PW/SS/CM,85224,,9017AZ85224,-111.8430079574897,33.302306473861705,99.52
Chandler Valley Hope and Drug Trt Ctr,,,501 North Washington Street,,,Chandler,AZ,85225,(480)899-3335 Hotlines: (480)899-3335 (800)544-5101,TX/PV/OS/DT/RD/RR/SS/OH/TC/PI,85225,,8098AZ85225,-111.84008325903112,33.311657958636516,100.0
Verde Valley Guidance Clinic Inc,,,19 East Beech Street,,,Cottonwood,AZ,86326,(520)634-2236 Hotline: (520)634-2236,TX/PV/OS/DT/OD/OR/IO/AD/DD/PW/CM/MD,86326,,8872AZ86326,-112.02690230311217,34.73557453357403,100.0
Dilcon Agency,Dept of Behavioral Health Services,,Old Pre School Building,Next Chapter House,,Dilkon,AZ,86047,(520)657-8000,TX/PV/OS/IO/SS/OH/CM/CJ/FG,86047,,8042AZ86047,-110.69660499999998,35.02921500000008,77.0
PGBHA Pinal County Hispanic Council,,,712 North Main Street,,,Eloy,AZ,85231,(520)466-3608,TX/PV/OS/OR/IO/AD/DD/SS/MD/FG/PI,85231,,1055AZ85231,-111.5551158187702,32.75709120685099,99.52
Aspen Hill Behavioral Health System,,,305 West Forest Avenue,,,Flagstaff,AZ,86001,(520)773-1060 Hotline: (800)336-2773,TX/PV/OS/DT/OR/IO/ID/AD/DD/SS/PH/CM/MC/MD/PI,86001,,7839AZ86001,-111.64585972747109,35.210712479991216,100.0
Community Medical Services,,,2559 East 7th Avenue,,,Flagstaff,AZ,86004-3722,,TX/ML/OS/DT/OD/OR/IO/DD/SS/MD,86004,3722.0,7340AZ86004,-111.61072106878498,35.211550916195165,100.0
The Guidance Center,,,2187 North Vickey Street,,,Flagstaff,AZ,86004,(520)527-1899,TX/PV/OS/DT/OD/OR/IO/RD/RR/AD/DD/PH/CM/MC/MD/PI,86004,,7842AZ86004,-111.60602925885763,35.20678886920529,100.0
Fort Defiance Outpatient Treatment Ctr,Fort Defiance Agency,,25 Saint Avenue Drive,,,Fort Defiance,AZ,86504,(520)729-4012,TX/PV/OS/OR/IO/RR/AD/DD/PW/SS/MD,86504,,9429AZ86504,-109.08317999999996,35.78795000000007,85.0
Fort McDowell Indian Community,Family and Community Services,,Yavapai Road,,,Fort McDowell,AZ,85264,(480)816-7131,TX/PV/OS/OR/IO/AD/SS/CM/CO,85264,,3071AZ85264,-111.69172115774,33.62234348587596,99.4
Community Care Network (CCN),Jewish Family and Childrens Services,,6376 West Bell Road,,,Glendale,AZ,85308,(602)395-8900,TX/OS/IO/AD/DD/SS,85308,,8864AZ85308,-112.19657457070268,33.638626231643805,100.0
Maverick House,,,7022 North 48th Avenue,,,Glendale,AZ,85301,(623)931-5810,TX/PV/OS/OR/RR/DD/SS/TC/MC/MD/PI,85301,,4147AZ85301,-112.16228462390713,33.539112086193235,100.0
Thunderbird Samaritan Behavioral Hlth,,,5555 West Thunderbird Road,,,Glendale,AZ,85306,(602)588-4799 Hotline: (602)230-4357,TX/OS/DT/ID/GH/MC/MD/PI,85306,,6958AZ85306,-112.17965796225687,33.61072254069612,100.0
La Frontera Center,,,1151 South La Canada,Suite 105,,Green Valley,AZ,85614,(602)625-0876,TX/PV/OS/DT/OD/IO/ID/DD/PW/CM,85614,,2442AZ85614,-110.9984740053227,31.853722507654584,98.84
Community Counseling Centers Inc,,,105 North 5th Avenue,,,Holbrook,AZ,86025,Hotline:,TX/PV/OS/DT/OD/OR/IO/CM,86025,,9640AZ86025,-110.16577295501058,34.90181520809504,100.0
Kayenta Outpatient Treatment Center,,,,,,Kayenta,AZ,86033,(520)697-5570,TX/PV/OS/OR/AD/DD/SS,86033,,6549AZ86033,-110.24899,36.71051000000005,100.0
Copper Communities Resource and Development Inc,,,1116 Tilbury Street,,,Kearny,AZ,85237,(602)363-5561,TX/PV/OS/OR/AD/DD/CO,85237,,1070AZ85237,-110.91527962327672,33.053635811527336,91.3
Mohave Mental Health Clinic,Substance Abuse Services,,1750 Beverly Street,,,Kingman,AZ,86401,(520)757-811l,TX/OS/IO/DD/SS/SG,86401,,4998AZ86401,-114.03742147331936,35.21858937350026,91.51
Mohave Mental Health Clinic,Substance Abuse Services,,2187 Swanson Street,,,Lake Havasu City,AZ,86403,(520)855-7806,TX/PV/OS/OR/IO/AD/DD/SS/CM/CH,86403,,0159AZ86403,-114.32244993481899,34.47379705238802,98.04
Luke Air Force Base,Substance Abuse Program,,7219 North Litchfield Road,,,Luke AFB,AZ,85309-1525,(623)856-7580,TX/PV/OS/OR/IO/SS/GH/CM/FG,85309,1525.0,9676AZ85309,-112.35834077325529,33.54092885686971,99.9
Mental Health Clinic,Substance Abuse Control,,7219 North Litchfield Road,,,Luke AFB,AZ,85309-1525,(623)856-4185,TX/PV/OS/OR/IO/DD/SS/GH/FG,85309,1525.0,9676AZ85309,-112.35834077325529,33.54092885686971,99.9
Centro De Amistad Inc,Mesa Office,,734 East Broadway,Suite C,,Mesa,AZ,85204,(480)833-0227,TX/PV/OS/OR/IO/AD/DD/SS/CM,85204,,0193AZ85204,-111.81523661679368,33.4078681205437,98.84
East Valley Addiction Council Inc,,,554 South Bellview Street,,,Mesa,AZ,85204,(480)962-7922,TX/PV/OS/DT/OR/IO/RD,85204,,1343AZ85204,-111.81528749494606,33.404483005127155,98.06
East Valley Catholic Social Services,,,430 North Dobson Road,Suite I 10,,Mesa,AZ,85201,(480)964-8771,TX/OS/OR/CO/MD,85201,,8836AZ85201,-111.87439650850126,33.422568721427844,100.0
New Hope Behavioral Health Center Inc,,,6550 Broadway,Suite IOI,,Mesa,AZ,85206,(480)981-1022,TX/ML/OS/DT/OD/OR/SS/SG,85206,,9847AZ85206,-111.68972373553072,33.40870375438075,98.38
Prehab of Arizona Inc,Center for Family Enrichment,,1655 East University Drive,,,Mesa,AZ,85203,(480)969-6955,TX/OS/OR/AD/DD/HV/PW/SS,85203,,6261AZ85203,-111.79487445940956,33.42253666064813,100.0
Prehab of Arizona Inc,Helaman House,,2613 South Power Road,,,Mesa,AZ,85206,(480)461-5075,TX/PV/OS/RR/AD/DD/SS/FG,85206,,1402AZ85206,-111.68759159297205,33.367713772584025,99.52
Prehab of Arizona Inc,Homestead Residence,,1131 East University Drive,,,Mesa,AZ,85203,(480)969-8961,TX/PV/OS/RR/AD/DD/SS/TC/SC/CJ/FG,85203,,6425AZ85203,-111.80648699952593,33.422382517448725,100.0
Samaritan Behavioral Health Desert,,,2225 West Southern Avenue,,,Mesa,AZ,85202,(480)464-414l Hotlines: (800)254-4357 (602)254-4357,TX/OS/DT/OD/OR/IO/ID/DD/HV/SS/GH/PH,85202,,4270AZ85202,-111.87868603127016,33.393032529108545,100.0
Women in New Recovery,,,540 West 1st Street,,,Mesa,AZ,85201,(480)464-5764 Hotline: (480)464-5764,TX/PV/OS/RR/DD/HV/SS/HH,85201,,1795AZ85201,-111.84337047480206,33.4172082847996,100.0
Administrative Office,,,Burro Alley and Coronado Boulevard,,,Morenci,AZ,85540,(520)865-4531 Hotline: (800)586-9161,TX/PV/OS/OR/IO/AD/DD/SS/CM/FG,85540,,7731AZ85540,-109.32791992525007,33.050510037248266,99.21
Santa Cruz Family Guidance,Center Division Inc (SEABHS),,489 North Arroyo Boulevard,,,Nogales,AZ,85621,(520)287-4713 Hotlines: (520)287-9009 (800)586-9161,TX/PV/OS/OD/OR/IO/AD/DD/HV/PW/SS/CM/MD/PI,85621,,7887AZ85621,-110.93785461547684,31.340667168302808,100.0
Tri Community Resource Center,,,980 Mount Lemmon Road,,,Oracle,AZ,85623,(520)896-9240,TX/PV/OS/OR/DD/CM/MD/PI,85623,,3025AZ85623,-110.76335234716393,32.609460125950065,99.55
Kaibeto Outpatient Treatment Center,,,337 North Navajo Street,,,Page,AZ,86040,(520)645-2109 Hotline: (520)673-3267,TX/PV/OS/OR/IO/AD/SS/OH/CM/SC/CJ,86040,,4449AZ86040,-111.4651357529057,36.91697019940109,98.06
Colorado River Indian Tribes,Behavioral Health Services,,Route I,,,Parker,AZ,85344,(520)669-6093,TX/OS/DT/RD/RR/SS/TC/CM/CJ,85344,,3948AZ85344,-114.2907909,34.14598200000006,87.37
New Life Guidance Center,,,1200 Arizona Avenue,,,Parker,AZ,85344,(520)669-6161 Hotline: (520)453-0286,TX/OS/OR/SS/CM/CJ/PI,85344,,2437AZ85344,-114.2911030900906,34.14591044894561,100.0
Public Health Service,Indian Hospital Substance Abuse Servs,,Route I,,,Parker,AZ,85344,,TX/PV/OS/DT/OD/OR/ID/DD/SS/GH/CM/FG,85344,,3948AZ85344,-114.2907909,34.14598200000006,87.37
Rim Guidance Center,,,404 West Aero Drive,,,Payson,AZ,85547,(520)474-3303,TX/OS/OR/IO/CM/MC/MD/PI,85547,,0098AZ85547,-111.33533108575985,34.22851750358405,99.52
Hualapai Health Department,Alcoholism and Drug Abuse Program,,960 Rodeo Way,,,Peach Springs,AZ,86434,(520)769-2207,TX/PV/OS/OR/IO/RR/AD/DD/SS/FG,86434,,6194AZ86434,-113.426585,35.528955000000046,85.33
Behavioral Systems Southwest,,,2846 East Roosevelt Street,,,Phoenix,AZ,85008,(602)273-6293,TX/PV/OS/OR/RR/DD/HH,85008,,9471AZ85008,-112.01985085942776,33.458581694149764,100.0
Calvary Rehabilitation Center,,,720 East Montebello Avenue,,,Phoenix,AZ,85014,(602)279-1468,TX/PV/OS/OR/IO/RR/DD/SS/TC/PI,85014,,9264AZ85014,-112.06413597430296,33.52012745268657,100.0
Carl T Hayden YA Medical Center,Substance Abuse Treatment Program,,650 East Indian School Road,Suite l l-A9,,Phoenix,AZ,85012,,TX/OS/OR/IO/DD/GH/FG,85012,,7031AZ85012,-112.06611502546171,33.497587006305146,100.0
Casa De Amigas,,,1648 West Cotler Street,Suite 8,,Phoenix,AZ,85015,(602)265-9987,TX/OS/RR/PW/SS/MD,85015,,1148AZ85015,-112.09540776540312,33.5131951577558,96.5
Chicanos Por La Causa Inc,Centro De La Familia,,4622 West Indian School Road,Suite D-12,,Phoenix,AZ,85009,(623)247-0464,TX/PV/OS/OR/IO/AD/DD/HV/SS/CM/CO/CJ/MD/PI,85009,,1843AZ85009,-112.15852022414171,33.495019989721825,98.68
Community Medical Services Inc,Larkspur Medical Center,,12426 North 28th Drive,,,Phoenix,AZ,85029,(602)866-9378,TX/ML/PV/OS/DT/OD/OR/DD/HV/PW/SS/MD,85029,,5207AZ85029,-112.11983720478395,33.59853273351808,100.0
Corazon/CPLC,Corazon,,3639 West Lincoln Street,,,Phoenix,AZ,85009,(602)233-9747,TX/OS/RR/SS/TC/PI,85009,,9809AZ85009,-112.1384822820027,33.44227013338457,100.0
Crossroads,,,1845 East Ocotillo Road,,,Phoenix,AZ,85016,(602)279-2585,TX/PV/OS/RR/HH/FG,85016,,3584AZ85016,-112.04075700232795,33.534642478234375,100.0
Drug and Alcohol Treatment Institute,Clarence Lawson Foundation,,2230 North 24th Street,,,Phoenix,AZ,85008,(602)275-3233,TX/ML/OS/DT/OD/OR/SS/PI,85008,,6154AZ85008,-112.03026746959908,33.47233400841817,100.0
Ebony House Inc,,,6222 South 13th Street,,,Phoenix,AZ,85040,,TX/OS/IO/RR/DD/SS/TC/MD,85040,,0809AZ85040,-112.0537814740343,33.38978047640518,99.52
Family Service Agency,,,1530 East Flower Street,,,Phoenix,AZ,85014,(602)264-9891,TX/PV/OS/OR/AD/DD/PW/CM,85014,,0922AZ85014,-112.0489527445025,33.485438322647255,100.0
Hohokam Room,,,1501 East Washington Street,,,Phoenix,AZ,85034,(602)253-6553,TX/ML/DT/OD/OR/SS/SG/MC,85034,,8079AZ85034,-112.0496715754502,33.44819354053965,100.0
Indian Rehabilitation Inc,,,650 North 2nd Avenue,,,Phoenix,AZ,85003,(602)254-3247,TX/PV/OS/OR/IO/RR/PW/SS/TC/MD/FG,85003,,7975AZ85003,-112.07649492981051,33.455912834408366,100.0
Intensive Treatment Systems Inc,,,651 West Coolidge Street,,,Phoenix,AZ,85013,(602)248-0550,TX/ML/OS/DT/OD/OR/SS,85013,,5171AZ85013,-112.08192413304093,33.50476757320793,100.0
Jewish Family and Childrens Service,,,2033 North 7th Street,,,Phoenix,AZ,85006,(602)257-1904,TX/OS/OR/CO/MD/FG/PI,85006,,3523AZ85006,-112.0650724843447,33.47061399997706,100.0
National Council on Ale and Drug Depnd,Central and Northern Arizona,,2701 North 16th Street,Suite 103,,Phoenix,AZ,85006,(602)264-6214 Hotline: (602)285-1064,TX/PV/OS/OR/IO/PW/SS/SC/MD,85006,,0855AZ85006,-112.0476038220535,33.477568520729385,100.0
New Arizona Family II,SMI Dual Diagnosis Program,,302 East Southern Avenue,,,Phoenix,AZ,85040,(602)243-0562 Hotline: (602)243-0562,TX/PV/OS/OR/IO/RR/DD/SS/TC,85040,,4932AZ85040,-112.06982963349195,33.392260011002605,100.0
New Arizona Family Inc,New Arizona Family I,,3301 East Pinchot Avenue,,,Phoenix,AZ,85018,(602)381-0686 Hotline: (602)381-0686,TX/PV/OS/OR/IO/RR/DD/HV/PW/SS/TC,85018,,0732AZ85018,-112.01025617868186,33.48230771882563,100.0
New Life for Girls,,,6216 North 27th Avenue,,,Phoenix,AZ,85017,(602)246-2704,TX/OS/DT/RD/RR/SS/TC/CO,85017,,2335AZ85017,-112.11693743808064,33.52835898451896,100.0
Pheonix LARC Meta Center,Public Inebriate Program,,2770 East Vanburen Street,,,Phoenix,AZ,85008-6039,(602)273-9999 Hotlines: (602)222-9444 (800)631-1314,TX/DT/RD/RR/SS/CH/MD,85008,6039.0,6085AZ85008,-112.0219449672718,33.45138870302608,100.0
Phoenix Indian Center,,,2601 North 3rd Street,Suite 100,,Phoenix,AZ,85004,(602)263-1017,TX/OS/OR/CM/MD,85004,,9232AZ85004,-112.06940249170609,33.47685902075696,100.0
Progress Valley Phoenix,,,4430 North 23rd Avenue,,,Phoenix,AZ,85015,(602)274-5424,TX/OS/RR/DD/PW/SS/TC,85015,,5100AZ85015,-112.1085083893268,33.50103432696616,100.0
Saint Lukes Behavioral Health Center,Chemical Dependency Treatment,,1800 East Van Buren Street,,,Phoenix,AZ,85006,(602)251-8484 Hotline: (602)251-8535,TX/PV/OS/DT/OD/OR/IO/ID/IR/AD/DD/SS/PH/MC/MD/FG/PI,85006,,2430AZ85006,-112.0433012222332,33.451488699210145,100.0
Saint Lukes Behavioral Health Center,,,1800 East Van Buren Street,,,Phoenix,AZ,85006,(602)251-8535 Hotline: (602)251-8535,TX/PV/OS/DT/OD/OR/IO/ID/IR/AD/DD/SS/PH,85006,,2430AZ85006,-112.0433012222332,33.451488699210145,100.0
Salvation Army Recovery Center,Adult Rehabilitation Center,,1625 South Central Avenue,,,Phoenix,AZ,85004,(602)253-1161,TX/PV/OS/RR/SS/TC/HH/CO,85004,,5699AZ85004,-112.07373249906742,33.432042996134626,100.0
Salvation Army Recovery Center,,,2707 East Van Buren Street,Treatment Center,,Phoenix,AZ,85008-6020,(602)267-1404,TX/OS/RR/HV/PW/SS/TC/FG,85008,6020.0,5212AZ85008,-112.0222849641099,33.451292497781466,100.0
Southwest Behavioral,,,1714 East Broadway Street,,,Phoenix,AZ,85040,(602)254-6200 Hotline: (602)258-3600,TX/ML/PV/OS/DT/OD/IO/HV/SS/MC/MD,85040,,4230AZ85040,-112.04431000726498,33.406817490890134,98.06
Southwest Behavioral Health Inc,,,1424 South 7th Avenue,,,Phoenix,AZ,85007,(602)258-3600,TX/OS/IO/AD/DD/SS,85007,,7322AZ85007,-112.08253156956421,33.434280461368274,100.0
Southwestern Childrens Health Services,AKA Pare Place,,5 116 East Thomas Road,,,Phoenix,AZ,85018,(602)840-4774 Hotline: (602)840-4774,TX/OS/DT/OR/IO/ID/IR/AD/DD/OH/PI,85018,,6751AZ85018,-112.07076650691246,33.48031873903152,98.13
Terros Inc,,,320 East Virginia Street,,,Phoenix,AZ,85004,Hotlines: (602)248-8336 (602)222-9444,TX/PV/OS/DT/OD/OR/IO/AD/DD/HV/CM/MD/FG/PI,85004,,2975AZ85004,-112.06790129284748,33.477003650496265,98.06
Treatment Assessment Screening Center,,,2234 North 7th Street,Suite A,,Phoenix,AZ,85006,(602)254-7328,TX/PV/OS/OR/IO/AD/DD/SS/CM/CJ,85006,,2673AZ85006,-112.06511749516487,33.47269501698794,100.0
Valle Del Sol Inc,Behavioral Health Program,,1209 South First Avenue,,,Phoenix,AZ,85003,(480)966-1414,TX/PV/OS/DT/OD/OR/IO/DD/HV/PW/SS,85003,,3335AZ85003,-112.07508123110743,33.43560467634146,100.0
Veterans Affairs Medical Center,,,500 Highway 89 North,Room 208,,Prescott,AZ,86313,,TX/PV/OS/DT/OD/OR/DD/SS/GH/FG,86313,,0221AZ86313,-112.4525820335618,34.554174013693896,99.88
West Yavapai Guidance Clinic,Hillside Center,,642 Dameron Drive,,,Prescott,AZ,86301,(520)445-5211,TX/OS/DT/OR/IO/ID/RR/SS/PH,86301,,2045AZ86301,-112.47620600856669,34.5520089681037,100.0
Yavapai/Prescott Tribe,Social Services Department,,530 East Merritt Street,,,Prescott,AZ,86301,(520)445-8790 Hotline: (520)717-3472,TX/PV/OS/OR/IO/AD/FG,86301,,1472AZ86301,-112.4663290246916,34.554999630199354,100.0
Gila River Indian Community,Alcohol and Drug Abuse Program,,315 West Casa Blanca Road,,,Sacaton,AZ,85247,(520)562-3356,TX/PV/OS/IO/AD/SS/OH/CM,85247,,3506AZ85247,-111.74993843603872,33.08242835756511,98.57
SEABHS Graham/Greenlee Counseling Ctr,Safford Outpatient,,620 Central Avenue,,,Safford,AZ,85546,(520)428-4550 Hotline: (800)586-9161,TX/PV/OS/OR/IO/AD/DD/SS/CM,85546,,4942AZ85546,-109.71132267718737,32.832620704002984,100.0
Little Colorado Behavioral,Health Centers Inc,,470 West Cleveland Street,,,Saint Johns,AZ,85936,(623)337-4301,TX/PV/OS/OR/AD/SS/OH/CM/MD/PI,85936,,5529AZ85936,-109.37229766874157,34.50655411053239,98.87
San Carlos Apache Tribe,San Carlos Tribal Alcohol Program,,,,,San Carlos,AZ,85550,(520)475-2413,TX/PV/OS/OR/IO/AD/SS/MD,85550,,6549AZ85550,-110.45246899999997,33.35101920000005,100.0
Jewish Family and Childrens Services,,,7770 East Roosevelt Street,,,Scottsdale,AZ,85257,(480)820-0825 Hotline: (602)222-9444,TX/OS/OR/CM,85257,,4903AZ85257,-111.91304506918246,33.45858872164645,100.0
New Foundation,,,,,,Scottsdale,AZ,85271,(480)945-3302,TX/PV/OS/OR/RR/AD/SS,85271,,6549AZ85271,-111.92645999999996,33.44886500000007,100.0
Salt River Pima/Maricopa,Behavioral Health Program,,I 0005 East Osborn Road,,,Scottsdale,AZ,85256,(602)850-8430,TX/PV/OS/DT/OR/IO/RD/AD/DD/SS/CM/CJ/FG,85256,,2427AZ85256,-111.83162435933048,33.487914844555156,95.14
Samaritan Behavioral Health,Scottsdale,,7575 East Earll Drive,,,Scottsdale,AZ,85251,(480)941-7500 Hotlines: (602)254-4357 (480)941-7565,TX/PV/OS/DT/OD/OR/IO/ID/IR/RD/RR/AD/DD/HV/PW/SS/PH/OH/TC/CM/CH/SC/CJ/MD/FG/PI,85251,,9564AZ85251,-111.91808668376908,33.48391395348107,100.0
Teen Reach,,,5718 East Sharron Drive,,,Scottsdale,AZ,85254,(510)404-8336,TX/PV/OS/DT/OD/RD/RR/AD/SS,85254,,2081AZ85254,-111.95781706457858,33.61055343579998,97.0
Hopi Behavioral Health and Social Services Program,,,,,,Second Mesa,AZ,86043,(520)737-2586,TX/PV/OS/OR/IO/AD/DD/SS/CM/CH/CO/FG,86043,,6549AZ86043,-110.5984049,35.87321740000005,100.0
Verde Valley Guidance Clinic Inc,,,2880 Hopi Drive,,,Sedona,AZ,86336,(520)634-2236 Hotline: (520)634-2236,TX/PV/OS/DT/OD/OR/IO/AD/DD/CM,86336,,4074AZ86336,-111.8110550529375,34.864187880821675,100.0
Tohono Oodham Human Services,Alcoholism and Substance Abuse Branch,,,,,Sells,AZ,85634,(520)383-6165,TX/PV/OS/IO/AD/DD/PW/SS/FG,85634,,6549AZ85634,-111.86749999999996,31.914625000000054,100.0
Community Counseling Centers Inc,Outpatient Unit,,2500 Show Low Lake Road,,,Show Low,AZ,85901,(520)537-2951 Hotline: (520)537-2951,TX/PV/OS/DT/OD/OR/IO/CM/PI,85901,,9848AZ85901,-110.01405983698284,34.2019875227484,100.0
SEABHS Coronado Behavioral Health,Division Sierra Vista Outpatient,,185 South Moorman Street,,,Sierra Vista,AZ,85635,(520)458-3932,TX/PV/OS/OR/AD/DD/PI,85635,,5793AZ85635,-110.27425774851535,31.552741137124947,98.06
Cocopah Alcohol and Drug Abuse,Prevention Program,,County 15 and Avenue,Suite G,,Somerton,AZ,85350,(520)627-2161,TX/PV/OS/OR/AD/SS/OH/CH,85350,,9022AZ85350,-114.68421991666978,32.61109006247068,96.19
Little Colorado Behav Hlth Centers Inc,,,50 North Hopi Street,,,Springerville,AZ,85938,(520)333-2683,TX/PV/OS/OR/AD/SS/OH/CM,85938,,0610AZ85938,-109.28219768283137,34.13364249414495,100.0
Havasupai Indian Health Center,,,,,,Supai,AZ,86435,(520)448-264l,TX/PV/OS/OR/AD/OH/CH,86435,,6549AZ86435,-112.70918999999998,36.159200000000055,100.0
Center for Behavioral Health,Special Services,,2123 East Southern Avenue,Suite 2,,Tempe,AZ,85282,(480)897-7044,TX/PV/OS/DT/OD/OR/HV/PW/SS,85282,,5628AZ85282,-111.8954739775022,33.39296254021708,100.0
Contact,,,1400 East Southern Street,Suite 301,,Tempe,AZ,85282,(480)730-3023 Hotline: (602)254-4357,TX/PV/OS/OR/IO/SS/PI,85282,,3084AZ85282,-111.91563921653272,33.39305798169097,98.06
Tempe Saint Lukes Hospital,,,1500 South Mill Avenue,,,Tempe,AZ,85281,(480)784-5600 Hotline: (480)784-5600,TX/ML/OS/DT/ID/GH/MD/PI,85281,,1210AZ85281,-111.9399263951651,33.41240612483229,100.0
Valle Del Sol Inc,East Clinic,,509 South Rockford Drive,,,Tempe,AZ,85281,(480)966-1414,TX/ML/OS/DT/OD/OR/IO/DD/HV/PW/SS/MD,85281,,8333AZ85281,-111.896965025709,33.42555782782975,100.0
Tuba City Outpatient Treatment Center,Behavioral Health Scrviccs/DBHS,,Main Street,Building 25,,Tuba City,AZ,86045,,TX/PV/OS/IO/AD/DD/PW/SS,86045,,2510AZ86045,-111.23510356796262,36.12422242571427,100.0
Amity Inc,,,10500 East Tanque V crde Road,,,Tucson,AZ,85749,(520)749-5980,TX/PV/OS/RR/SS/TC,85749,,2718AZ85749,-110.79553999999996,32.256970000000024,85.0
CODAC Behavioral Health Services,,,333 West Fort Lowell Street,Suite 219,,Tucson,AZ,85705,(520)327-4505 Hotline: (520)323-9373,TX/ML/DT/OD/OR/SS,85705,,6151AZ85705,-110.97701503475058,32.26468251657881,98.06
CODAC Behavioral Health Services of,Pima County lnc/CODAC Counseling Ctr,,333 West Fort Lowell Street,,,Tucson,AZ,85705,(520)327-4505 Hotline: (520)323-9373,TX/OS/OR/IO/AD/DD/HV/PW/SS/MD,85705,,6151AZ85705,-110.97701503475058,32.26468251657881,98.06
CODAC Behavioral Health Services of,Pima County Inc/Wildflowers,,700 North 7th Avenue,,,Tucson,AZ,85705,(520)622-0292,TX/OS/RR/HV/PW/SS,85705,,0079AZ85705,-110.97018093381537,32.23051159280841,100.0
Compass Health Care,,,1230 East Broadway Street,,,Tucson,AZ,85719,(520)620-6615,TX/PV/OS/OR/IO/SS,85719,,4204AZ85719,-110.95224676232424,32.221343383296016,98.06
Compass Health Care,,,2475 North Jack Rabbit Street,,,Tucson,AZ,85745,(520)882-5608,TX/PV/OS/DT/OD/OR/IO/RD/RR/AD/DD/HV/SS/HH/CJ/FG/PI,85745,,6152AZ85745,-111.00691428920584,32.252395317075965,97.56
Cope Behavioral Services,,,IO I South Stone Street,Suite 200,,Tucson,AZ,85701,(520)884-0707,TX/PV/OS/DT/OD/OR/IO/DD/HV/SS/MD,85701,,5007AZ85701,-110.97036485450329,32.2168022241878,91.96
Cottonwood De Tucson,,,4110 West Sweetwater Drive,,,Tucson,AZ,85745,(520)743-0411,TX/PV/OS/DT/RD/RR/AD/DD/SS/TC/FG/PI,85745,,9602AZ85745,-111.05211303152709,32.281825017315256,100.0
