Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,zip1,zip2,ID
Mohave Mental Health Clinic,Substance Abuse Services,,2187 Swanson Street,,,Lake Havasu City,AZ,86403,(520)855-7806,TX/PV/OS/OR/IO/AD/DD/SS/CM/CH,86403,,5404AZ86403
Luke Air Force Base,Substance Abuse Program,,7219 North Litchfield Road,,,Luke AFB,AZ,85309-1525,(623)856-7580,TX/PV/OS/OR/IO/SS/GH/CM/FG,85309,1525.0,0442AZ85309
Mental Health Clinic,Substance Abuse Control,,7219 North Litchfield Road,,,Luke AFB,AZ,85309-1525,(623)856-4185,TX/PV/OS/OR/IO/DD/SS/GH/FG,85309,1525.0,2914AZ85309
Centro De Amistad Inc,Mesa Office,,734 East Broadway,Suite C,,Mesa,AZ,85204,(480)833-0227,TX/PV/OS/OR/IO/AD/DD/SS/CM,85204,,6292AZ85204
East Valley Addiction Council Inc,,,554 South Bellview Street,,,Mesa,AZ,85204,(480)962-7922,TX/PV/OS/DT/OR/IO/RD,85204,,8516AZ85204
East Valley Catholic Social Services,,,430 North Dobson Road,Suite I 10,,Mesa,AZ,85201,(480)964-8771,TX/OS/OR/CO/MD,85201,,2053AZ85201
New Hope Behavioral Health Center Inc,,,6550 Broadway,Suite IOI,,Mesa,AZ,85206,(480)981-1022,TX/ML/OS/DT/OD/OR/SS/SG,85206,,3948AZ85206
Prehab of Arizona Inc,Center for Family Enrichment,,1655 East University Drive,,,Mesa,AZ,85203,(480)969-6955,TX/OS/OR/AD/DD/HV/PW/SS,85203,,4902AZ85203
Prehab of Arizona Inc,Helaman House,,2613 South Power Road,,,Mesa,AZ,85206,(480)461-5075,TX/PV/OS/RR/AD/DD/SS/FG,85206,,6764AZ85206
Prehab of Arizona Inc,Homestead Residence,,1131 East University Drive,,,Mesa,AZ,85203,(480)969-8961,TX/PV/OS/RR/AD/DD/SS/TC/SC/CJ/FG,85203,,9972AZ85203
Samaritan Behavioral Health Desert,,,2225 West Southern Avenue,,,Mesa,AZ,85202,(480)464-414l Hotlines: (800)254-4357 (602)254-4357,TX/OS/DT/OD/OR/IO/ID/DD/HV/SS/GH/PH,85202,,3960AZ85202
Women in New Recovery,,,540 West 1st Street,,,Mesa,AZ,85201,(480)464-5764 Hotline: (480)464-5764,TX/PV/OS/RR/DD/HV/SS/HH,85201,,2862AZ85201
Administrative Office,,,Burro Alley and Coronado Boulevard,,,Morenci,AZ,85540,(520)865-4531 Hotline: (800)586-9161,TX/PV/OS/OR/IO/AD/DD/SS/CM/FG,85540,,7463AZ85540
Santa Cruz Family Guidance,Center Division Inc (SEABHS),,489 North Arroyo Boulevard,,,Nogales,AZ,85621,(520)287-4713 Hotlines: (520)287-9009 (800)586-9161,TX/PV/OS/OD/OR/IO/AD/DD/HV/PW/SS/CM/MD/PI,85621,,4777AZ85621
Tri Community Resource Center,,,980 Mount Lemmon Road,,,Oracle,AZ,85623,(520)896-9240,TX/PV/OS/OR/DD/CM/MD/PI,85623,,0666AZ85623
Kaibeto Outpatient Treatment Center,,,337 North Navajo Street,,,Page,AZ,86040,(520)645-2109 Hotline: (520)673-3267,TX/PV/OS/OR/IO/AD/SS/OH/CM/SC/CJ,86040,,8688AZ86040
Colorado River Indian Tribes,Behavioral Health Services,,Route I,,,Parker,AZ,85344,(520)669-6093,TX/OS/DT/RD/RR/SS/TC/CM/CJ,85344,,8605AZ85344
New Life Guidance Center,,,1200 Arizona Avenue,,,Parker,AZ,85344,(520)669-6161 Hotline: (520)453-0286,TX/OS/OR/SS/CM/CJ/PI,85344,,3543AZ85344
Public Health Service,Indian Hospital Substance Abuse Servs,,Route I,,,Parker,AZ,85344,,TX/PV/OS/DT/OD/OR/ID/DD/SS/GH/CM/FG,85344,,3136AZ85344
Rim Guidance Center,,,404 West Aero Drive,,,Payson,AZ,85547,(520)474-3303,TX/OS/OR/IO/CM/MC/MD/PI,85547,,1348AZ85547
Hualapai Health Department,Alcoholism and Drug Abuse Program,,960 Rodeo Way,,,Peach Springs,AZ,86434,(520)769-2207,TX/PV/OS/OR/IO/RR/AD/DD/SS/FG,86434,,5496AZ86434
Behavioral Systems Southwest,,,2846 East Roosevelt Street,,,Phoenix,AZ,85008,(602)273-6293,TX/PV/OS/OR/RR/DD/HH,85008,,0231AZ85008
Calvary Rehabilitation Center,,,720 East Montebello Avenue,,,Phoenix,AZ,85014,(602)279-1468,TX/PV/OS/OR/IO/RR/DD/SS/TC/PI,85014,,0567AZ85014
Carl T Hayden YA Medical Center,Substance Abuse Treatment Program,,650 East Indian School Road,Suite l l-A9,,Phoenix,AZ,85012,,TX/OS/OR/IO/DD/GH/FG,85012,,3998AZ85012
Casa De Amigas,,,1648 West Cotler Street,Suite 8,,Phoenix,AZ,85015,(602)265-9987,TX/OS/RR/PW/SS/MD,85015,,2074AZ85015
Chicanos Por La Causa Inc,Centro De La Familia,,4622 West Indian School Road,Suite D-12,,Phoenix,AZ,85009,(623)247-0464,TX/PV/OS/OR/IO/AD/DD/HV/SS/CM/CO/CJ/MD/PI,85009,,2612AZ85009
Community Medical Services Inc,Larkspur Medical Center,,12426 North 28th Drive,,,Phoenix,AZ,85029,(602)866-9378,TX/ML/PV/OS/DT/OD/OR/DD/HV/PW/SS/MD,85029,,5045AZ85029
Corazon/CPLC,Corazon,,3639 West Lincoln Street,,,Phoenix,AZ,85009,(602)233-9747,TX/OS/RR/SS/TC/PI,85009,,3085AZ85009
Crossroads,,,1845 East Ocotillo Road,,,Phoenix,AZ,85016,(602)279-2585,TX/PV/OS/RR/HH/FG,85016,,6975AZ85016
Drug and Alcohol Treatment Institute,Clarence Lawson Foundation,,2230 North 24th Street,,,Phoenix,AZ,85008,(602)275-3233,TX/ML/OS/DT/OD/OR/SS/PI,85008,,6573AZ85008
Ebony House Inc,,,6222 South 13th Street,,,Phoenix,AZ,85040,,TX/OS/IO/RR/DD/SS/TC/MD,85040,,1285AZ85040
Family Service Agency,,,1530 East Flower Street,,,Phoenix,AZ,85014,(602)264-9891,TX/PV/OS/OR/AD/DD/PW/CM,85014,,6896AZ85014
Hohokam Room,,,1501 East Washington Street,,,Phoenix,AZ,85034,(602)253-6553,TX/ML/DT/OD/OR/SS/SG/MC,85034,,1228AZ85034
Indian Rehabilitation Inc,,,650 North 2nd Avenue,,,Phoenix,AZ,85003,(602)254-3247,TX/PV/OS/OR/IO/RR/PW/SS/TC/MD/FG,85003,,7896AZ85003
Intensive Treatment Systems Inc,,,651 West Coolidge Street,,,Phoenix,AZ,85013,(602)248-0550,TX/ML/OS/DT/OD/OR/SS,85013,,0960AZ85013
Jewish Family and Childrens Service,,,2033 North 7th Street,,,Phoenix,AZ,85006,(602)257-1904,TX/OS/OR/CO/MD/FG/PI,85006,,6913AZ85006
National Council on Ale and Drug Depnd,Central and Northern Arizona,,2701 North 16th Street,Suite 103,,Phoenix,AZ,85006,(602)264-6214 Hotline: (602)285-1064,TX/PV/OS/OR/IO/PW/SS/SC/MD,85006,,9260AZ85006
New Arizona Family II,SMI Dual Diagnosis Program,,302 East Southern Avenue,,,Phoenix,AZ,85040,(602)243-0562 Hotline: (602)243-0562,TX/PV/OS/OR/IO/RR/DD/SS/TC,85040,,9408AZ85040
New Arizona Family Inc,New Arizona Family I,,3301 East Pinchot Avenue,,,Phoenix,AZ,85018,(602)381-0686 Hotline: (602)381-0686,TX/PV/OS/OR/IO/RR/DD/HV/PW/SS/TC,85018,,9256AZ85018
New Life for Girls,,,6216 North 27th Avenue,,,Phoenix,AZ,85017,(602)246-2704,TX/OS/DT/RD/RR/SS/TC/CO,85017,,7668AZ85017
Pheonix LARC Meta Center,Public Inebriate Program,,2770 East Vanburen Street,,,Phoenix,AZ,85008-6039,(602)273-9999 Hotlines: (602)222-9444 (800)631-1314,TX/DT/RD/RR/SS/CH/MD,85008,6039.0,0009AZ85008
Phoenix Indian Center,,,2601 North 3rd Street,Suite 100,,Phoenix,AZ,85004,(602)263-1017,TX/OS/OR/CM/MD,85004,,4019AZ85004
Progress Valley Phoenix,,,4430 North 23rd Avenue,,,Phoenix,AZ,85015,(602)274-5424,TX/OS/RR/DD/PW/SS/TC,85015,,3030AZ85015
Saint Lukes Behavioral Health Center,Chemical Dependency Treatment,,1800 East Van Buren Street,,,Phoenix,AZ,85006,(602)251-8484 Hotline: (602)251-8535,TX/PV/OS/DT/OD/OR/IO/ID/IR/AD/DD/SS/PH/MC/MD/FG/PI,85006,,5753AZ85006
Saint Lukes Behavioral Health Center,,,1800 East Van Buren Street,,,Phoenix,AZ,85006,(602)251-8535 Hotline: (602)251-8535,TX/PV/OS/DT/OD/OR/IO/ID/IR/AD/DD/SS/PH,85006,,5753AZ85006
Salvation Army Recovery Center,Adult Rehabilitation Center,,1625 South Central Avenue,,,Phoenix,AZ,85004,(602)253-1161,TX/PV/OS/RR/SS/TC/HH/CO,85004,,8071AZ85004
Salvation Army Recovery Center,,,2707 East Van Buren Street,Treatment Center,,Phoenix,AZ,85008-6020,(602)267-1404,TX/OS/RR/HV/PW/SS/TC/FG,85008,6020.0,6655AZ85008
Southwest Behavioral,,,1714 East Broadway Street,,,Phoenix,AZ,85040,(602)254-6200 Hotline: (602)258-3600,TX/ML/PV/OS/DT/OD/IO/HV/SS/MC/MD,85040,,5166AZ85040
Southwest Behavioral Health Inc,,,1424 South 7th Avenue,,,Phoenix,AZ,85007,(602)258-3600,TX/OS/IO/AD/DD/SS,85007,,1636AZ85007
Southwestern Childrens Health Services,AKA Pare Place,,5 116 East Thomas Road,,,Phoenix,AZ,85018,(602)840-4774 Hotline: (602)840-4774,TX/OS/DT/OR/IO/ID/IR/AD/DD/OH/PI,85018,,7276AZ85018
Terros Inc,,,320 East Virginia Street,,,Phoenix,AZ,85004,Hotlines: (602)248-8336 (602)222-9444,TX/PV/OS/DT/OD/OR/IO/AD/DD/HV/CM/MD/FG/PI,85004,,9612AZ85004
Treatment Assessment Screening Center,,,2234 North 7th Street,Suite A,,Phoenix,AZ,85006,(602)254-7328,TX/PV/OS/OR/IO/AD/DD/SS/CM/CJ,85006,,7892AZ85006
Valle Del Sol Inc,Behavioral Health Program,,1209 South First Avenue,,,Phoenix,AZ,85003,(480)966-1414,TX/PV/OS/DT/OD/OR/IO/DD/HV/PW/SS,85003,,6775AZ85003
Veterans Affairs Medical Center,,,500 Highway 89 North,Room 208,,Prescott,AZ,86313,,TX/PV/OS/DT/OD/OR/DD/SS/GH/FG,86313,,1628AZ86313
West Yavapai Guidance Clinic,Hillside Center,,642 Dameron Drive,,,Prescott,AZ,86301,(520)445-5211,TX/OS/DT/OR/IO/ID/RR/SS/PH,86301,,9056AZ86301
Yavapai/Prescott Tribe,Social Services Department,,530 East Merritt Street,,,Prescott,AZ,86301,(520)445-8790 Hotline: (520)717-3472,TX/PV/OS/OR/IO/AD/FG,86301,,7641AZ86301
Gila River Indian Community,Alcohol and Drug Abuse Program,,315 West Casa Blanca Road,,,Sacaton,AZ,85247,(520)562-3356,TX/PV/OS/IO/AD/SS/OH/CM,85247,,8071AZ85247
SEABHS Graham/Greenlee Counseling Ctr,Safford Outpatient,,620 Central Avenue,,,Safford,AZ,85546,(520)428-4550 Hotline: (800)586-9161,TX/PV/OS/OR/IO/AD/DD/SS/CM,85546,,6682AZ85546
Little Colorado Behavioral,Health Centers Inc,,470 West Cleveland Street,,,Saint Johns,AZ,85936,(623)337-4301,TX/PV/OS/OR/AD/SS/OH/CM/MD/PI,85936,,7710AZ85936
San Carlos Apache Tribe,San Carlos Tribal Alcohol Program,,,,,San Carlos,AZ,85550,(520)475-2413,TX/PV/OS/OR/IO/AD/SS/MD,85550,,7559AZ85550
Jewish Family and Childrens Services,,,7770 East Roosevelt Street,,,Scottsdale,AZ,85257,(480)820-0825 Hotline: (602)222-9444,TX/OS/OR/CM,85257,,4116AZ85257
New Foundation,,,,,,Scottsdale,AZ,85271,(480)945-3302,TX/PV/OS/OR/RR/AD/SS,85271,,6977AZ85271
Salt River Pima/Maricopa,Behavioral Health Program,,I 0005 East Osborn Road,,,Scottsdale,AZ,85256,(602)850-8430,TX/PV/OS/DT/OR/IO/RD/AD/DD/SS/CM/CJ/FG,85256,,3363AZ85256
Samaritan Behavioral Health,Scottsdale,,7575 East Earll Drive,,,Scottsdale,AZ,85251,(480)941-7500 Hotlines: (602)254-4357 (480)941-7565,TX/PV/OS/DT/OD/OR/IO/ID/IR/RD/RR/AD/DD/HV/PW/SS/PH/OH/TC/CM/CH/SC/CJ/MD/FG/PI,85251,,1755AZ85251
Teen Reach,,,5718 East Sharron Drive,,,Scottsdale,AZ,85254,(510)404-8336,TX/PV/OS/DT/OD/RD/RR/AD/SS,85254,,3369AZ85254
Hopi Behavioral Health and Social Services Program,,,,,,Second Mesa,AZ,86043,(520)737-2586,TX/PV/OS/OR/IO/AD/DD/SS/CM/CH/CO/FG,86043,,6469AZ86043
Verde Valley Guidance Clinic Inc,,,2880 Hopi Drive,,,Sedona,AZ,86336,(520)634-2236 Hotline: (520)634-2236,TX/PV/OS/DT/OD/OR/IO/AD/DD/CM,86336,,3026AZ86336
Tohono Oodham Human Services,Alcoholism and Substance Abuse Branch,,,,,Sells,AZ,85634,(520)383-6165,TX/PV/OS/IO/AD/DD/PW/SS/FG,85634,,6613AZ85634
Community Counseling Centers Inc,Outpatient Unit,,2500 Show Low Lake Road,,,Show Low,AZ,85901,(520)537-2951 Hotline: (520)537-2951,TX/PV/OS/DT/OD/OR/IO/CM/PI,85901,,8914AZ85901
SEABHS Coronado Behavioral Health,Division Sierra Vista Outpatient,,185 South Moorman Street,,,Sierra Vista,AZ,85635,(520)458-3932,TX/PV/OS/OR/AD/DD/PI,85635,,8840AZ85635
Cocopah Alcohol and Drug Abuse,Prevention Program,,County 15 and Avenue,Suite G,,Somerton,AZ,85350,(520)627-2161,TX/PV/OS/OR/AD/SS/OH/CH,85350,,4362AZ85350
Little Colorado Behav Hlth Centers Inc,,,50 North Hopi Street,,,Springerville,AZ,85938,(520)333-2683,TX/PV/OS/OR/AD/SS/OH/CM,85938,,9942AZ85938
Havasupai Indian Health Center,,,,,,Supai,AZ,86435,(520)448-264l,TX/PV/OS/OR/AD/OH/CH,86435,,1090AZ86435
Center for Behavioral Health,Special Services,,2123 East Southern Avenue,Suite 2,,Tempe,AZ,85282,(480)897-7044,TX/PV/OS/DT/OD/OR/HV/PW/SS,85282,,8509AZ85282
Contact,,,1400 East Southern Street,Suite 301,,Tempe,AZ,85282,(480)730-3023 Hotline: (602)254-4357,TX/PV/OS/OR/IO/SS/PI,85282,,2967AZ85282
Tempe Saint Lukes Hospital,,,1500 South Mill Avenue,,,Tempe,AZ,85281,(480)784-5600 Hotline: (480)784-5600,TX/ML/OS/DT/ID/GH/MD/PI,85281,,5609AZ85281
Valle Del Sol Inc,East Clinic,,509 South Rockford Drive,,,Tempe,AZ,85281,(480)966-1414,TX/ML/OS/DT/OD/OR/IO/DD/HV/PW/SS/MD,85281,,5696AZ85281
Tuba City Outpatient Treatment Center,Behavioral Health Scrviccs/DBHS,,Main Street,Building 25,,Tuba City,AZ,86045,,TX/PV/OS/IO/AD/DD/PW/SS,86045,,6257AZ86045
Amity Inc,,,10500 East Tanque V crde Road,,,Tucson,AZ,85749,(520)749-5980,TX/PV/OS/RR/SS/TC,85749,,6141AZ85749
CODAC Behavioral Health Services,,,333 West Fort Lowell Street,Suite 219,,Tucson,AZ,85705,(520)327-4505 Hotline: (520)323-9373,TX/ML/DT/OD/OR/SS,85705,,2525AZ85705
CODAC Behavioral Health Services of,Pima County lnc/CODAC Counseling Ctr,,333 West Fort Lowell Street,,,Tucson,AZ,85705,(520)327-4505 Hotline: (520)323-9373,TX/OS/OR/IO/AD/DD/HV/PW/SS/MD,85705,,4064AZ85705
CODAC Behavioral Health Services of,Pima County Inc/Wildflowers,,700 North 7th Avenue,,,Tucson,AZ,85705,(520)622-0292,TX/OS/RR/HV/PW/SS,85705,,3141AZ85705
Compass Health Care,,,1230 East Broadway Street,,,Tucson,AZ,85719,(520)620-6615,TX/PV/OS/OR/IO/SS,85719,,9239AZ85719
Compass Health Care,,,2475 North Jack Rabbit Street,,,Tucson,AZ,85745,(520)882-5608,TX/PV/OS/DT/OD/OR/IO/RD/RR/AD/DD/HV/SS/HH/CJ/FG/PI,85745,,1393AZ85745
Cope Behavioral Services,,,IO I South Stone Street,Suite 200,,Tucson,AZ,85701,(520)884-0707,TX/PV/OS/DT/OD/OR/IO/DD/HV/SS/MD,85701,,0139AZ85701
Cottonwood De Tucson,,,4110 West Sweetwater Drive,,,Tucson,AZ,85745,(520)743-0411,TX/PV/OS/DT/RD/RR/AD/DD/SS/TC/FG/PI,85745,,6189AZ85745
Davis Monthan Air Force Base,,,,,,Tucson,AZ,85707-4923,(520)228-4926,TX/PV/OS/DT/OD/OR/DD/GH/FG,85707,4923.0,9661AZ85707
Haven Inc,The Haven,,I 107 East Adelaide Drive,,,Tucson,AZ,85719,(520)623-4590,TX/OS/OR/RR/SS/TC,85719,,7342AZ85719
La Frontera Center,East Clinic,,2222 North Craycroft Road,Suite 120,,Tucson,AZ,85712,,TX/PV/OS/OR/AD/DD/CM,85712,,7144AZ85712
La Frontera Center,Hope Center,,260 South Scott Street,,,Tucson,AZ,85701,(520)884-8470,TX/ML/PV/OS/DT/OD/OR/DD/HV/PW/SS/MD,85701,,7881AZ85701
La Frontera Center,Substance Abuse Outpatient Services,,502 West 29th Street,,,Tucson,AZ,85711,(520)884-9920 Hotline: (520)323-9373,TX/PV/OS/OR/IO/DD/CM,85711,,1282AZ85711
Mark Youth and Family Care Campus Inc,,,4653 East Pima Street,,,Tucson,AZ,85712,(520)326-6182 Hotlines: (520)977-7573,TX/PV/OS/OR/IO/AD/SS/SG/FG/PI,85712,,1042AZ85712
Pascua Yaqui,Chemical Dependency Program,,7490 South Camino De Oeste,,,Tucson,AZ,85746,(520)883-5000,TX/PV/OS/OR/IO/AD/DD/SS,85746,,2494AZ85746
Portable Prep Behavioral Health Servs,Alcoholism Treatment Unit,,806 East 46th Street,,,Tucson,AZ,85713,(520)792-5706,TX/OS/OR/SS,85713,,0288AZ85713
Saint Josephs Hospital,O'Rielly Care Center,,350 North Wilmont Road,,,Tucson,AZ,85711,,TX/OS/OR/IO/DD/GH/MC/PI,85711,,7128AZ85711
Salvation Anny,Adult Rehabilitation Center,,2717 South 6th Avenue,,,Tucson,AZ,85713,(520)624-1741,TX/PV/OS/RR/AD/DD/SS/TC,85713,,7485AZ85713
Sierra Tucson LLC,Lago Del Oro Parkway,,,,,Tucson,AZ,85739,(520)624-4000,TX/PV/OS/DT/ID/IR/DD/PH/PI,85739,,3463AZ85739
Tucson Alcoholic Recovery Home Inc,,,1809 East 23rd Street,,,Tucson,AZ,85713,(520)884-5180,TX/PV/OS/RR/HH,85713,,7466AZ85713
Veterans Affairs Medical Center,Substance Abuse Treatment Program,,360 I South 6th Avenue,,,Tucson,AZ,85723,(520)792-1450,TX/PV/OS/DT/OD/OR/IO/SS/GH/FG/PI,85723,,8098AZ85723
Westcenter,,,2105 East Allen Road,,,Tucson,AZ,85719,(520)795-0952,TX/ML/OS/DT/OD/IO/ID/IR/DD/OH/MC/MD/PI,85719,,3402AZ85719
Rainbow Center,White Mountain Apache Tribe,,,,,Whiteriver,AZ,85941,(520)338-4858,TX/PV/OS/OR/RR/SS/FG,85941,,2406AZ85941
Meadows Holdings,,,1655 North Tegner Road,,,Wickenburg,AZ,85390,(520)684-3926,TX/OS/DT/ID/IR/RD/RR/DD/SS/TC/CM,85390,,0351AZ85390
The Guidance Center Inc,,,30 I South 7th Street,,,Williams,AZ,86046,(520)635-4272,TX/PV/OS/OR/IO/AD/DD/SS/CM,86046,,6663AZ86046
Community Counseling Centers Inc,Outpatient Clinic,,211 East 3rd Street,,,Winslow,AZ,86047,(520)289-4658 Hotline: (520)289-4658,TX/PV/OS/IO/DD/SS/CM,86047,,4298AZ86047
Navajo Nation Dilkon,Outpatient Treatment Center,Dilkon Chapter House,,,,Winslow,AZ,86047,(520)871-6235,TX/PV/OS/IO/SS/OH/CM/CJ,86047,,4701AZ86047
Quapaw House Inc,,,401 Crittenden Street,,,Arkadelphia,AR,71923-6139,(870)246-7636,TX/OS/OR/SS,71923,6139.0,1380AR71923
Counseling Clinic Inc,Outpatient Substance Abuse Program,,307 East Servier Street,,,Benton,AR,72015,(50l)778-0404 Hotline: (501)315-2415,TX/PV/OS/OR/AD/SS/OH/CM/FG,72015,,5184AR72015
Dept of Corrections Benton I Unit,Substance Abuse Treatment Prog (SA TP),,670 I Highway 67,,,Benton,AR,72015-8488,(501)315-2252,TX/PV/OS/OR/SS/CJ,72015,8488.0,3335AR72015
East Arkansas Regional Unit,,,Route I Highway 131,,,Brickeys,AR,72320,(870)295-4700,TX/PV/OS/IO/SS/CJ,72320,,3605AR72320
SATP North Central Unit,,,,,,Calico Rock,AR,72519,(870)297-4311,TX/PV/OS/IO/SS/CJ,72519,,2869AR72519
Ouachita Medical Center,Chemical Dependency Unit,,638 California Street,,,Camden,AR,71701,(870)836-1289 Hotlines: (800)232-1298 (870)836-1289,TX/PV/OS/DT/OR/IO/ID/IR/SS/GH/MC/PI,71701,,6426AR71701
Counseling Associates Inc,,,1021 Poplar Street,,,Clarksville,AR,72830-4428,(501)754-8610,TX/OS/IO/AD/SS/CM,72830,4428.0,8757AR72830
Counseling Associates Inc,,,350 Salem Road,Suite I,,Conway,AR,72032-6135,Hotline: (800)844-2066,TX/PV/OS/DT/OD/IO/RD/AD/DD/CM/CO/MC/MD/PI,72032,6135.0,6389AR72032
Dept of Corrections/Delta Reg Unit,Substance Abuse Treatment Prog,,880 East Gaines Street,,,Dermott,AR,71638,,TX/PV/OS/IO/SS/CJ,71638,,1874AR71638
South Arkansas Regional Health Center,Recovery Center,,710 West Grove Street,,,El Dorado,AR,71730,(501)864-2475,TX/PV/OS/OR/IO/RR/DD/SS,71730,,1066AR71730
Charter Behavioral Health System of,Northwest Arkansas,,4253 Crossover Road,,,Fayetteville,AR,72703,Hotlines: (800)847-8220 (800)242-7837,TX/PV/OS/DT/OR/IO/ID/DD/SS/PH,72703,,3465AR72703
Veterans Affairs Medical Center,,,1100 North College Street,,,Fayetteville,AR,72703,(501)443-4301,TX/PV/OS/DT/OD/OR/ID/SS/GH/FG,72703,,7001AR72703
Gateway House Inc/June Bailey Center,,,3900 North Armour Avenue,,,Fort Smith,AR,72904-4317,(501)783-8849,TX/PV/OS/DT/OD/OR/IO/RD/RR/DD/PW/SS/TC/HH/FG,72904,4317.0,5420AR72904
Harbor House Inc,,,615 North 19th Street,,,Fort Smith,AR,72901,Hotline:,TX/PV/OS/DT/OD/OR/IO/RD/RR/DD/HV/SS,72901,,3539AR72901
Harbor View Mercy Hospital,Chemical Dependency Program,,10301 Mayo Drive,,,Fort Smith,AR,72917,(50l)484-5550,TX/OS/DT/OR/IO/ID/IR/DD/SS/PH,72917,,5366AR72917
Horizon,,,3113 South 70th Street,,,Fort Smith,AR,72903,(501)478-6664,TX/OS/DT/OD/OR/IO/RD/RR/AD/DD/SS/CM/MD/PI,72903,,8178AR72903
Sparks Care for Alcohol and Drug Addiction,,,1311 South I Street,,,Fort Smith,AR,72901,(501)441-5500,TX/PV/OS/DT/OR/IO/ID/IR/DD/GH/MC/MD,72901,,1871AR72901
Western Arkansas Counseling and Guidance Ctr/Horizon Adolescent Prog,,,3113 South 70th Street,,,Fort Smith,AR,72903,(501)478-6664,TX/PV/OS/DT/OD/OR/IO/RD/RR/AD/DD/SS/MD/PI,72903,,3637AR72903
Omart Inc,,,116 Snowball Drive,,,Gassville,AR,72635,(870)435-6200,TX/OS/DT/OR/IO/RD/RR/AD/SS/TC/HH/PI,72635,,0168AR72635
Dept of Corrections/Cummins Unit,. Substance Abuse Treatment Prog,,,,,. Grady,AR,71644,,TX/OS/RR/SS/TC/CJ,71644,,4957AR71644
Dept of Corrections/Varner Unit,Substance Abuse Treatment Prog,,,,,Grady,AR,71644,,TX/PV/OS/RR/SS/CJ,71644,,4338AR71644
OMART,,,218 East Ridge Avenue,,,Hanison,AR,72601-4307,(870)432-6200 Hotline: (870)435-6200,TX/PV/OS/OR/IO/SS,72601,4307.0,7685AR72601
Southwest Arkansas Counseling and Mental Health Center,,,220 East 20th Street,,,Hope,AR,71801,(870)773-4655,TX/OS/OR/CM,71801,,4999AR71801
Quapaw House Inc,,,812 Mount Pine Road,,,Hot Springs,AR,71913,(501)767-4456,TX/OS/DT/OR/IO/RD/RR/SS/PI,71913,,1954AR71913
Barbs Place,,,276 Linden Avenue,,,Hot Springs National Park,AR,71901-3308,(501)624-6185,TX/PV/OS/RR/PW/SS/PI,71901,3308.0,1313AR71901
Crowleys Ridge Development Council,Northeast Arkansas Womens Recovery,,417 West Jefferson Street,,,Jonesboro,AR,72401,(870)932-0228,TX/PV/OS/OR/IO/RR/AD/SS,72401,,1916AR72401
Mid/South Health Systems,,,2920 McClellan Drive,,,Jonesboro,AR,72401,(870)972-4000 Hotlines: (870)972-4032 (800)356-3035,TX/PV/OS/DT/OD/OR/AD/DD/CM,72401,,5580AR72401
Saint Bernards Behavioral Health,Substance Abuse Treatment Unit,,2712 East Johnson Avenue,,,Jonesboro,AR,72401,(870)932-2800 Hotline: (800)800-0496,TX/PV/OS/DT/OD/OR/IO/ID/IR/AD/DD/SS/PH/MC/PI,72401,,3625AR72401
Addiction Treatment Centers Inc,,,2021 Main Street,,,Little Rock,AR,72206,(501)375-7585,TX/OS/OR/IO/RR/SS/FG/PI,72206,,2171AR72206
BHC Pinnacle Pointe Hospital,Substance Abuse Services,11501 Financial Center Parkway,,,,Little Rock,AR,72211,(501)223-3322,TX/PV/OS/DT/IO/AD/DD/SS/PH/MC/MD/PI,72211,,9362AR72211
Baptist Medical Center,Recovery,,9601 Interstate 630 Exit 7,,,Little Rock,AR,72205,Hotline: (501)202-7507,TX/OS/DT/OR/IO/ID/IR/AD/DD/SS/GH/MC/MD/PI,72205,,1583AR72205
Catar Clinic,,,1401 South University Avenue,,,Little Rock,AR,72204,(501)664-7833,TX/ML/PV/OS/DT/OD/IO/DD/SS,72204,,3688AR72204
Gyst House Inc,,,810 I Frenchman Lane,,,Little Rock,AR,72219,,TX/PV/OS/OR/IO/RR/AD/DD/SS/OH/TC,72219,,8903AR72219
Living Hope Institute,,,600 South McKinley Street,Suite 400,,Little Rock,AR,72205-5583,,OS/DT/ID/OH/MC/MD/FG/PI,72205,5583.0,7534AR72205
Mid Arkansas Substance Abuse Services,,,4601 West 7th Street,,,Little Rock,AR,72205,Hotline:,TX/OS/DT/RD/RR/DD/CM/CJ/MD,72205,,0067AR72205
Recovery 2005 Inc,,,1920 South Broadway,,,Little Rock,AR,72204,(501)372-4006,TX/OS/OR/IO/SS,72204,,8592AR72204
Serenity House,DBA Serenity Park Inc,,280 I Roosevelt Road,,,Little Rock,AR,72204,(501)663-7627,TX/PV/OS/OR/RR/DD/HV/SS/OH/TC/PI,72204,,5304AR72204
Supervised Treatment and Educ Program,Step Court,,715 West 2nd Street,,,Little Rock,AR,72201,(501)374-7837,TX/PV/OS/IO/SS/FG,72201,,9676AR72201
UAMS/Substance Abuse Treatment Clinic,,,4313 West Markham Street,Unit 3 Lower North Side,,Little Rock,AR,72205,Hotlines: (501)686-5000,TX/ML/PV/OS/DT/OD/OR/DD/SS/OH/SC,72205,,4214AR72205
Univ of Arkansas for Medical Sciences,Arkansas Cares,,5821 West 20th Street,,,Little Rock,AR,72204,,TX/PV/OS/OR/IO/RR/DD/PW/SS/CM/PI,72204,,6989AR72204
