Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys
Valdez Counseling Center,,,337 Egan Drive,Upstairs,,Valdez,AK,99686,(907)835-2838 Hotlines: (907)835-2999 (907)835-2249,www.valdezrha.org,,MH-SA/TX/OP/AD/SF/MD/SI/PI/MI/SS/PA/
Alaska Addiction Rehab Services,Nugens Ranch,,3701 Palmer Wasilla Street,,,Wasilla,AK,99654,(907)376-4534,,,SA/TX/RL/CO/WN/MN/SF/PI/
MAT/SU Recovery Center Inc,,,291 East Swanson Avenue,,,Wasilla,AK,99654,(907)376-4000 Intake: (907)376-4000x7 Hotline: (907)376-4000x1,matsurecovery.org,,SA/TX/OP/PH/AD/WN/DU/SF/MD/SI/PI/MI/SS/AH/
Avenues,,,406 Alaska Avenue,,,Wrangell,AK,99929,(907)874-3338,,,SA/TX/OP/AD/DU/SF/MD/SI/SS/
SMMHC Inc/Mental Health Center,Substance Abuse Services,,564 North Idaho Road,Suite 10,,Apache Junction,AZ,85220,(480)983-0573 Hotline: (480)983-0571,,,SA/TX/DT/HI/OP/AD/CO/DU/SF/MD/PI/SP/AH/
New Horizons Counseling Service,,,1430 North Central Avenue,Suite C,,Avondale,AZ,85323,(623)925-1556 Intake: (623)939-6567,www.newhorizonscounseling.net,,MH-SA/TX/OP/CO/WN/DU/CJ/SF/AH/
Southeastern AZ Behavioral Hlth Servs,(SEABHS),,590 South Ocotillo Avenue,,,Benson,AZ,85602,(520)586-7080 Hotline: (800)586-9161,www.seabhs.org,,MH-SA/TX/DT/OP/AD/CO/WN/MN/DU/SF/MD/MC/SI/PI/MI/SS/PA/SP/AH/
Southeastern AZ Behavioral Hlth Servs,(SEABHS)/Psychiatric Health Facility,,470 South Ocotillo Avenue,,,Benson,AZ,85602,(520)586-7737 Hotline: (520)586-9161,www.seabhs.org,,MH-SA/DT/HI/SF/MD/
Alcoholism Council of Cochise County,Verhelst Recovery House,,936 Tovreaville Road,,,Bisbee,AZ,85603,(520)432-3764 Hotline: (520)432-3764,,,SA/TX/HH/RL/MN/SF/SI/
Southeastern AZ Behavioral Hlth Servs,(SEABHS)/Division Bisbee Outpatient,,214 Bisbee Road,,,Bisbee,AZ,85603,(520)432-7751 Hotline: (800)586-9161,www.seabhs.org,,MH-SA/TX/DT/OP/AD/CO/WN/MN/DU/SF/MD/MC/SI/PI/MI/SS/PA/SP/AH/
Community Medical Services LLC,Bullhead Drug Abuse Program,,809 Hancock Road,Suite 1,,Bullhead City,AZ,86442,(928)763-7111,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/MD/SP/AH/
Mohave Mental Health Clinic,,,1145 Marina Boulevard,,,Bullhead City,AZ,86442,(928)758-5905,,,MH-SA/TX/DT/OP/CO/PW/DU/SF/MC/SI/PI/MI/SS/PA/SP/AH/
Yavapai Apache Nation,Alcohol/Substance Abuse Program,,3462 Smith Avenue,,,Camp Verde,AZ,86322,(928)567-3246 Hotline: (928)300-9355,,,SA/TX/OP/AD/PA/
Arizona Treatment Institute LLC,Counseling and Consulting,,1927 North Trekell Road,Suite D,,Casa Grande,AZ,85222,(520)836-9788,www.arizonatreatmentinstitute.com,,SA/TX/OP/DU/SF/PI/
Helping Associates Inc,,,1901 North Trekell Road,Suite A,,Casa Grande,AZ,85222,(520)836-1029,www.helpingassociates.com,,MH-SA/TX/OP/AD/HV/SF/SI/PI/SS/SP/AH/
Southwestern Childrens Health Services,AKA Parc Place,,2190 North Grace Boulevard,,,Chandler,AZ,85225,(480)917-9301,www.parc-place.com,,MH-SA/TX/RS/RL/AD/CO/SF/MD/SI/PI/SP/N12/N18/
Park Place Outreach and Counseling,,,172 South Arizona Boulevard,,,Coolidge,AZ,85228,(520)466-8850,,,MH-SA/TX/RS/RL/OP/PH/AD/SF/MD/SI/PI/MI/SS/SP/AH/
Verde Valley Guidance Clinic Inc,,,8 East Cottonwood Street,,,Cottonwood,AZ,86326,(928)634-2236 Hotline: (928)634-2236,www.verdevalleyguidanceclinic.com,,MH-SA/TX/DT/OP/AD/CO/DU/SF/MD/PI/SS/
Southeastern AZ Behavioral Hlth Servs,(SEABHS)/Douglas Outpatient Site,,1701 North Douglas Avenue,,,Douglas,AZ,85607,(520)364-1286 Hotline: (800)586-9161,www.seabhs.org,,MH-SA/TX/DT/OP/AD/CO/WN/MN/DU/SF/MD/MC/SI/PI/MI/SS/PA/SP/AH/
Pinal County Hispanic Council,Substance Abuse Counseling,,712 North Main Street,,,Eloy,AZ,85231,(520)466-7765,www.pinalhispaniccouncil.org,,MH-SA/TX/OP/SF/MD/MC/PI/SS/PA/SP/
Community Medical Services LLC,,,2559 East 7th Avenue,,,Flagstaff,AZ,86004,(928)714-0010,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/
Flagstaff Medical Center,Behavioral Health Services,,1200 North Beaver Street,,,Flagstaff,AZ,86001,(928)213-6400x16339 Intake: (928)213-6400,www.nahealth.com,,MH-SA/TX/DT/HI/OP/AD/DU/CJ/SF/MC/PI/MI/
Guidance Center Inc,,,2187 North Vickey Street,,,Flagstaff,AZ,86004,(928)527-1899 Intake: (888)681-1899 Hotlines: (928)527-1899 (888)681-1899,,,MH-SA/TX/DT/HI/RS/OP/PH/AD/CO/PW/WN/MN/DU/CJ/SF/MD/SI/PI/MI/SP/AH/F22/
Northern Arizona,Substance Abuse Services,,2101 North 4th Street,Suite 215,,Flagstaff,AZ,86004,(928)773-9376 Intake: (888)552-0954,,,SA/TX/OP/WN/MN/DU/CJ/SF/SP/
Fort Defiance Outpatient Treatment Ctr,Fort Defiance Agency,Old Fort Defiance Chapter House,,,,Fort Defiance,AZ,86504,(928)729-4012 Intake: (928)729-4195,,,MH-SA/TX/OP/PW/WN/MN/MD/MC/PA/N18/
Fort McDowell Indian Community,Family and Community Services,,Yavapai Road,,,Fort McDowell,AZ,85264,(480)837-5076 Hotline: (480)837-5076,www.ftmcdowell.org,,TX/OP/AD/DU/SF/SI/PI/
Banner Thunderbird Behavioral Health,,,5555 West Thunderbird Road,,,Glendale,AZ,85306,(602)865-5555 Intake: (602)254-4357 Hotline: (602)254-4357,www.bannerhealth.com,,MH-SA/TX/DT/HI/OP/AD/CO/SF/MD/MC/PI/MI/AH/
Community Medical Services Inc,Glendale,,6550 West Glendale Avenue,Suite 9,,Glendale,AZ,85301,(623)915-2106,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MC/SI/
Maverick House,,,7022 North 48th Avenue,,,Glendale,AZ,85301,(623)931-5810,www.nova.bz,,SA/TX/RS/RL/CO/SF/SI/SS/PA/
New Horizons Counseling Service Inc,,,6151 West Olive Avenue,Suite 3,,Glendale,AZ,85302,(623)939-6567,www.newhorizonscounseling.net,,MH-SA/TX/OP/CO/WN/DU/CJ/SF/AH/
Thunderbird Treatment Center,,,13820 North 51st Avenue,Suite 300,,Glendale,AZ,85306,(602)938-2301,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/
Treatment Assessment Screening Ctr Inc,(TASC),,5955 West Myrtle Avenue,Suite 2,,Glendale,AZ,85301,(623)842-4535 Intake: (602)712-0234,www.tasc-arizona.org,,SA/TX/OP/AD/CO/WN/DU/CJ/SF/SP/
Community Counseling Centers Inc,,,105 North 5th Avenue,,,Holbrook,AZ,86025,(928)524-6126 Hotline: (928)524-6126,www.ccc-inc.org,,MH-SA/TX/OP/AD/DU/CJ/SF/MD/PI/MI/SS/PA/SP/AH/N18/
Kayenta Outpatient Treatment Center,,,Highway 160,,,Kayenta,AZ,86033,(928)697-5570,www.nndpm.navajo.org,,SA/TX/OP/MD/SI/PI/PA/N18/
Mohave Mental Health Clinic,Substance Abuse Services,,3505 Western Avenue,,,Kingman,AZ,86401,(928)757-8111,mmhcinc.org,,MH-SA/TX/DT/OP/CO/PW/DU/SF/MC/SI/PI/MI/SS/PA/SP/AH/
Luke Air Force Base,Substance Abuse Program,,56 MDOS/SGOMH,7219 North Litchfield Road,,Luke AFB,AZ,85309,(623)856-7579,www.luke.af.mil,,MH-SA/TX/OP/CO/DU/
Banner Desert Behavioral Health Center,,,2225 West Southern Avenue,,,Mesa,AZ,85202,(800)254-4357 Intake: (602)254-4357 Hotline: (800)254-4357,www.bannerhealth.com,,MH-SA/TX/DT/DM/HI/OP/AD/SF/MD/MC/PI/MI/SS/SP/AH/
Centro de Amistad Inc,Main Office,,734 East Broadway,Suite C,,Mesa,AZ,85204,(480)833-0227,,DWI/DUI Clients Only,MH-SA/TX/OP/CO/PW/WN/MN/DU/CJ/SF/SI/SS/PA/SP/
Community Bridges Inc,East Valley Addiction Recovery Center,,560 South Bellview Street,,,Mesa,AZ,85204,(480)962-7711 Hotline: (480)962-7711,www.cbridges.com,,SA/DT/RS/SF/MD/PI/PA/SP/AH/
Community Bridges Inc,Outpatient,,554 South Bellview Street,,,Mesa,AZ,85204,(480)962-7922 Hotline: (480)962-7711,www.cbridges.com,,SA/TX/OP/DU/SF/MD/PI/PA/AH/
House for Acceptance,DBA The House Inc,,143 South Center Street,,,Mesa,AZ,85210,(480)844-1306,,,SA/TX/HH/RL/SF/
New Hope Behavioral Health Center Inc,,,6550 East Broadway,Suite 101,,Mesa,AZ,85206,(480)981-1022,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/MD/MC/PI/MI/SP/
Treatment Assessment Screening Ctr Inc,(TASC),,423 North Country Club Drive,Suite 19,,Mesa,AZ,85201,(480)898-1849 Intakes: (602)712-0234 (602)254-7328,www.tasc-arizona.org,,SA/TX/OP/AD/CO/WN/DU/CJ/SF/SP/
Women in New Recovery,,,860 North Center Street,,,Mesa,AZ,85201,(480)464-5764 Intake: (480)464-8353,,,SA/TX/HH/RL/WN/BC/SF/
Southeastern AZ Behavioral Hlth Servs,(SEABHS)/Morenci Outpatient Clinic,,Coronado Boulevard and Burro Alley,,,Morenci,AZ,85540,(928)865-4531 Hotline: (520)586-9161,www.seabhs.org,,MH-SA/TX/OP/AD/CO/PW/WN/DU/SF/MD/MC/SI/PI/MI/SS/PA/AH/
Southeastern AZ Behavioral Hlth Servs,(SEABHS)Santa Cruz Family Guidance Ctr,,32 Boulevard Del Rey David,,,Nogales,AZ,85621,(520)281-9189 Hotline: (800)586-9161,www.seabhs.org,,MH-SA/TX/OP/AD/CO/WN/DU/SF/MD/SI/PI/MI/SS/PA/SP/AH/
San Pedro Behavioral Health Agency,,,980 Mount Lemmon Road,,,Oracle,AZ,85623,(520)896-9240 Hotline: (800)362-3474,www.smmhc.org/sanpedro.htm,,MH/TX/DT/OP/AD/CO/WN/MN/DU/SF/MC/SI/PI/MI/SS/SP/AH/
Community Behavioral Health Services,,,32 North 10th Avenue,Suite 5,,Page,AZ,86040,(928)645-5113 Hotline: (928)645-8181,,,SA/TX/DT/RS/OP/SF/MD/MC/SI/PI/MI/PA/AH/N18/
Progress Valley Phoenix,,,10505 North 69th Street,Suite 1100,,Paradise Valley,AZ,85253,(480)315-1999,www.progressvalley.org,,SA/TX/HH/OP/GL/SE/WN/MN/SF/
Colorado River Indian Tribes,Behavioral Health Services,,12033 Agency Road,,,Parker,AZ,85344,(928)669-3256 Intake: (928)669-0833,,,MH-SA/TX/OP/AD/CO/PW/WN/DU/MD/MC/SI/PI/MI/AH/
Southwest Behavioral Health Services,Rim Guidance Division,,404 West Aero Drive,,,Payson,AZ,85547,(928)474-3303 Hotline: (928)474-3303,www.vsuw.org/about/,rim_country_agencies.asp,MH-SA/TX/OP/AD/CO/DU/SF/MD/SI/PI/MI/SP/AH/
Hualapai Health Department,Alcoholism and Drug Abuse Program,,960 Rodeo Way,,,Peach Springs,AZ,86434,(928)769-2207,,,MH-SA/TX/OP/DU/PA/F20/F22/
Addiction Resources Inc,,,4337 West Indian School Road,Suite C,,Phoenix,AZ,85031,(602)233-9401,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/SF/
Alpha Medical Service,,,3801 East Indian School Road,,,Phoenix,AZ,85018,(602)955-7997,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/MC/PI/SP/AH/
Black Family and Child Services of AZ,,,1522 East Southern Street,,,Phoenix,AZ,85040,(602)243-1773,,,MH-SA/TX/OP/CJ/SF/MD/MC/
Carl T Hayden VA Medical Center,Substance Abuse Treatment Program,,650 East Indian School Road,Building 4,,Phoenix,AZ,85012,(602)277-5551x7640,www.phoenix.med.va.gov,,GH/TX/RS/OP/CO/WN/SF/MC/SI/PI/SP/
Casa de Amigas,,,1648 West Colter Street,Suite 8,,Phoenix,AZ,85015,(602)265-9987 Hotline: (800)564-5465,www.casadeamigas.org,,SA/TX/HH/RS/RL/HV/PW/WN/SF/MD/
Center for Behavioral Hlth Phoenix Inc,,,1501 East Washington Street,,,Phoenix,AZ,85034,(602)253-6553,www.centerforbehavioralhealth.com,Methadone Clients Only,SA/TX/MM/OP/HV/PW/WN/MN/SF/PI/SP/
Central Counseling and Education Services,,,1802 East Thomas Road,Suite 6,,Phoenix,AZ,85012,(602)235-9237,,DWI/DUI Clients Only,SA/TX/OP/WN/DU/SF/SP/AH/
Chicanos Por La Causa Inc,Centro De La Familia,,4602 West Indian School Road,Suite C-3,,Phoenix,AZ,85031,(623)247-0464,www.cplc.org,,MH-SA/TX/OP/AD/WN/DU/SF/MD/SI/SP/AH/
Community Bridges,Central City Addiction Recovery Center,,2770 East Van Buren Street,,,Phoenix,AZ,85008,(602)273-9999 Hotline: (602)273-9999,www.communitybridges.com,,SA/DT/RS/MD/AH/
Community Medical Services Inc,Larkspur Medical Services,,12612 North 28th Drive,Suites 4 and 5,,Phoenix,AZ,85029,(602)248-8886 Intake: (602)866-9378,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/MD/MC/PI/SP/
Corazon/CPLC,Corazon,,3639 West Lincoln Street,,,Phoenix,AZ,85009,(602)233-9747 Hotline: (602)233-9747,www.cplc.org,,SA/TX/RS/RL/CO/HV/GL/SE/MN/CJ/SF/SI/SP/
Ebony House Inc,,,6222 South 13th Street,,,Phoenix,AZ,85040,(602)276-4288x8602 Intakes: (602)276-4288x250 (602)243-5486,,,SA/TX/RS/RL/OP/CO/HV/PW/BC/CJ/SF/MD/MC/SI/PI/MI/SP/AH/
Ebony House Inc,,,8646 South 14th Street,,,Phoenix,AZ,85042,Intake: (602)243-5492,,,SA/TX/RL/WN/SF/MC/SI/PI/SP/
Family Service Agency,,,411 North Central Avenue,,,Phoenix,AZ,85004,(602)264-9891,www.fsaphoenix.org,,MH-SA/TX/OP/DU/CJ/SF/MD/SI/SS/SP/
Intensive Treatment Systems Inc,,,651 West Coolidge Street,,,Phoenix,AZ,85013,(602)248-0550,,Methadone Clients Only,SA/TX/MM/OP/PW/SF/SI/SP/
National Council on Alc/Drug Depend,Central and Northern Arizona,,4201 North 16th Street,Suite 140,,Phoenix,AZ,85016,(602)264-6214x4 Intake: (602)264-6214,www.ncadd-phx.org,,SA/TX/OP/CO/PW/WN/MN/DU/SF/MD/SS/PA/AH/
Native American Connections Inc,,,609 North 2nd Avenue,Suite 120,,Phoenix,AZ,85003,(602)424-2060,www.nativeconnections.org,,SA/TX/OP/PH/SF/MD/SI/PI/SP/N12/N18/N25/
Native American Connections Inc,Guiding Star,,3424 East Van Buren Street,,,Phoenix,AZ,85008,(602)254-5805 Intake: (602)424-2060,www.nativeconnections.org,,SA/TX/RS/RL/BC/SF/MD/SI/PI/SP/N12/N18/N25/
Native American Connections Inc,Indian Rehabilitation Inc,,636 North 3rd Avenue,,,Phoenix,AZ,85003,(602)495-3085 Intake: (602)424-2060,www.nativeconnections.org,,SA/TX/RS/RL/SF/MD/SI/PI/SP/N12/N18/N25/
New Arizona Family Inc,,,4201 North 16th Street,Suite 220 Intake Office,,Phoenix,AZ,85016,(602)553-7300,www.newazfamily.org,,MH-SA/TX/OP/PH/CO/WN/CJ/SF/MD/MC/SI/PI/MI/SP/AH/
New Arizona Family Inc II,SMI Dual Diagnosis Program,,302 East Southern Avenue,,,Phoenix,AZ,85040,(602)553-7300 Intakes: (602)553-7300x2156 (602)553- 7300x4150,,,MH-SA/TX/RL/CO/SF/MD/MC/SI/PI/PA/AH/
New Life Ministries,DBA Calvary Center,,720 East Montebello Avenue,,,Phoenix,AZ,85014,(602)279-1468,,,SA/TX/RS/OP/SF/AH/
Northwest Organization for,Voluntary Alternatives (NOVA),,7725 North 43rd Avenue,Suite 522,,Phoenix,AZ,85051,(623)937-9203 Intake: (623)937-9203x0100,www.nova.bz,,MH-SA/TX/OP/AD/CO/GL/DU/SF/MD/SI/PI/SS/PA/AH/
Professional Psychology Associates,Center for Lifestyle Change,,4222 East Camelback Road,Suite H-230,,Phoenix,AZ,85018,(602)852-0911,,,MH-SA/TX/OP/SF/PI/
Saint Lukes Behavioral Health Center,Psychiatric,,1800 East Van Buren Street,,,Phoenix,AZ,85006,(602)251-8535 Intake: (800)821-4193 Hotlines: (602)251-8535 (800)821-4193,,,MH-SA/TX/DT/DM/HI/OP/PH/CO/SE/WN/MN/SF/MC/PI/MI/AH/
Southwest Behavioral Health Servs Inc,Methadone Maintenance,,1424 South 7th Avenue,Building C,,Phoenix,AZ,85007,(602)258-3600x224 Intake: (602)258-3600x0 Hotline: (800)222-9444,,,SA/TX/MM/OP/WN/MN/CJ/SF/SI/PI/
Terros Inc,,,3118 East McDowell Road,,,Phoenix,AZ,85008,(602)685-6000 Intake: (602)685-6000x1,www.terros.org,,MH-SA/TX/DT/OP/CO/WN/MN/CJ/SF/MD/SI/PI/SS/PA/SP/AH/F17/F28/F34/
Terros Inc,,,3864 North 27th Avenue,,,Phoenix,AZ,85017,(602)685-6000,www.terros.org,,MH-SA/TX/OP/CO/WN/MN/CJ/SF/MD/SI/PI/SS/PA/SP/AH/
Treatment Assessment Screening Ctr Inc,(TASC),,2302 North 7th Street,,,Phoenix,AZ,85006,(602)712-0234 Intake: (602)254-7328,www.tasc-arizona.org,,SA/TX/OP/AD/CO/WN/DU/CJ/SF/SP/
Valle Del Sol Inc,Behavioral Health Program,,1209 South 1st Avenue,,,Phoenix,AZ,85003,(602)258-6797x194 Intakes: (602)258-6797x100 (602)258- 6797x104,www.valledelsol.com,Methadone Clients Only,SA/TX/MM/OP/CO/HV/SE/PW/WN/MN/SF/MD/SP/AH/
Pia’s Place,,,615 Hillside Avenue,,,Prescott,AZ,86301,(928)445-5081,www.piasplace.com,,TX/RL/CO/WN/SF/PI/
Prescott House Inc,,,214 North Arizona Avenue,,,Prescott,AZ,86301,(928)776-8251,www.prescotthouse.net,,SA/TX/RL/MN/SF/
Veterans Affairs Medical Center,MH 116 Northern Arizona VA Healthcare,,500 Highway 89 North,,,Prescott,AZ,86313,(928)445-4860 Intake: (928)717-7500,www.appc1.va.gov/directory,,GH/TX/DT/HH/RL/OP/PH/MI/AH/N18/
West Yavapai Guidance Clinic,Chemical Dependency,,642 Dameron Drive,,,Prescott,AZ,86301,(928)445-5211,,,MH-SA/TX/DT/HI/RS/OP/PH/CO/DU/SF/SI/SS/AH/
Yavapai Prescott Tribe,Social Services Department,,530 East Merritt Street,,,Prescott,AZ,86301,(928)445-8790x159,,,SA/TX/OP/AD/
Gila River Indian Community,Department of Human Services,,315 West Casa Blanca Road,,,Sacaton,AZ,85247,(520)562-3356,,,SA/TX/OP/AD/GL/WN/MN/CJ/PA/SP/N25/
Southeastern AZ Behavioral Hlth Servs,(SEABHS)Greenlee Counseling/Safford OP,,1615 South 1st Street,,,Safford,AZ,85546,(928)428-4550 Hotline: (800)586-9161,www.seabhs.org,,MH-SA/TX/HH/OP/AD/CO/WN/MN/DU/SF/MD/MC/SI/PI/MI/SS/PA/SP/AH/
Little Colorado Behavioral Health Ctrs,,,470 West Cleveland Street,,,Saint Johns,AZ,85936,(928)337-4301 Hotline: (928)337-4301,,,MH-SA/TX/DT/OP/AD/CO/WN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/
San Carlos Apache Tribe,San Carlos Tribal Wellness Center Prog,,Building A San Carlos Boulevard,,,San Carlos,AZ,85550,(928)475-4875,,,MH-SA/TX/OP/PH/AD/CO/SE/WN/MN/CJ/MD/MC/SI/PI/MI/PA/AH/N2/N12/N18/
Banner Behavioral Health Hospital,Wendy Paine O’Brien Treatment Center,,7575 East Earll Drive,,,Scottsdale,AZ,85251,(480)941-7500 Intakes: (602)254-4357 (800)254-4357 Hotlines: (602)254-4357 (800)254-4357,www.bannerhealth.com,,MH-SA/TX/DT/MM/HI/RS/OP/PH/AD/SF/MD/MC/SI/PI/MI/
Justice Services Inc,,,7447 East Earll Drive,Suite 103,,Scottsdale,AZ,85251,(480)949-8871,www.justiceservices.com,,SA/TX/OP/DU/SF/SS/SP/AH/
New Foundation,,,1200 North 77th Street,,,Scottsdale,AZ,85257,(480)945-3302 Intake: (480)945-3302x125,,,MH-SA/TX/RS/RL/OP/AD/CO/SF/MD/PI/SP/
New Life Medical Center,,,617 North Scottsdale Road,Suite D,,Scottsdale,AZ,85257,(480)990-3720,,Methadone Clients Only,SA/TX/MM/OP/PW/SF/
Scottsdale Treatment Institute PLC,,,8100 East Indian School Road,Suite 1 East,,Scottsdale,AZ,85251,(480)429-9044,,,SA/TX/DT/OP/PH/DU/SF/PI/SP/
Teen Reach,,,7430 East Butherus Drive,Suite B,,Scottsdale,AZ,85260,(602)404-8336 Hotline: (602)404-8336,www.teenreach.com,,SA/TX/DT/RS/RL/OP/SF/
Hopi Behavioral Health and Social Services Program,,,,,,Second Mesa,AZ,86043,(928)737-2586 Intake: (928)737-6300,www.hopi.nsn.us/social_services.asp,,MH-SA/TX/DT/OP/AD/CO/SE/PW/WN/MN/CJ/PA/N12/N18/
Desert Canyon Treatment Center,,,105 Navajo Drive,,,Sedona,AZ,86336,(888)811-8371 Intake: (928)204-1122x21,www.desert-canyon.com,,SA/TX/RS/SF/PI/
Tohon O’odham Human Services,Alcoholism and Substance Abuse Branch,,Business Loop Highway 86,,,Sells,AZ,85634,(520)383-6165,,,MH-SA/TX/DT/OP/AD/PA/N21/
Community Counseling Centers Inc,Inpatient Unit,,2550 Show Low Lake Road,,,Show Low,AZ,85901,(928)537-1029 Intake: (928)537-2951 Hotline: (928)537-2951,www.ccc-inc.org,,MH-SA/TX/DT/HI/SF/MD/PI/MI/SS/PA/SP/AH/N18/
Community Counseling Centers Inc,Outpatient Unit,,2500 Show Low Lake Road,,,Show Low,AZ,85901,(928)537-2951 Hotline: (928)537-2951,www.ccc-inc.org,,MH-SA/TX/OP/AD/DU/CJ/SF/MD/PI/MI/SS/PA/AH/N18/
Southeastern AZ Behavioral Hlth Servs,(SEABHS),,185 South Moorman Avenue,,,Sierra Vista,AZ,85635,(520)458-3932 Hotline: (800)586-9161,,,MH-SA/TX/DT/OP/AD/CO/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/PA/SP/AH/
Cocopah Alcohol and Drug Abuse,Prevention Program,,County 15 and Avenue G,,,Somerton,AZ,85350,(928)627-2161,,,SA/TX/OP/AD/PA/N7/
Little Colorado Behavioral Health Ctrs,,,50 North Hopi Street,,,Springerville,AZ,85938,(928)333-2683 Hotlines: (928)333-2683 (928)337-4301,www.lcbhc.org,,MH-SA/TX/DT/OP/CO/WN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/PA/
Advanced Counseling Center,,,4600 South Mill Avenue,Suite 280,,Tempe,AZ,85282,(480)655-9550,,,SA/TX/OP/AD/CO/SE/WN/DU/SF/MI/SS/SP/AH/
Center for Behavioral Hlth Phoenix Inc,,,2123 East Southern Avenue,Suite 2,,Tempe,AZ,85282,(480)897-7044 Hotline: (480)897-7044,,207.21.250.134,Methadone/Clients/Only/SA/TX/DT/MM/DM/OP/SF/SI/
Centro de Amistad Incorporado,,,8202 Avenida Del Yaqui,,,Tempe,AZ,85283,(480)839-2926,,,MH-SA/TX/OP/CO/DU/CJ/SF/MD/MC/PI/SS/PA/SP/AH/
New Choices Inc,,,610 West Broadway,Suite 111,,Tempe,AZ,85282,(480)377-9156,,DWI/DUI Clients Only,SA/TX/DT/OP/DU/SF/SP/
Valle Del Sol Inc,East Clinic,,509 South Rockford Drive,,,Tempe,AZ,85281,(602)258-6797x235 Intake: (602)258-6797x100,www.valledelsol.com,Methadone Clients Only,SA/TX/MM/OP/HV/PW/WN/MN/SF/MD/SP/AH/
Tuba City Outpatient Treatment Center,Behavioral Health Services/DBHS,,Main Street,Building 25,,Tuba City,AZ,86045,(928)283-3346x3041 Intakes: (928)283-3346 (928)283-3041,,,SA/TX/DT/OP/MD/SI/PI/MI/PA/N18/
Alpha Omega Counseling Inc,,,1181 North El Dorado Place,Suite 324,,Tucson,AZ,85715,(520)296-2679 Intake: (520)648-7294,,,SA/TX/OP/CO/DU/CJ/SF/SS/
Amity Foundation,,,10500 East Tanque Verde Road,,,Tucson,AZ,85749,(520)749-5980 Intake: (520)749-5980x207,www.amityfoundation.com,,SA/TX/RL/HV/GL/WN/BC/MN/SF/
Arizona Childrens Association,,,2700 South 8th Avenue,,,Tucson,AZ,85713,(520)622-7611x1364 Intake: (520)622-7611x1435,www.arizonaschildren.org/index.asp,,SA/TX/RL/AD/CO/SP/
Behavioral Awareness Center Inc,,,1475 West Saint Marys Road,,,Tucson,AZ,85745,(520)629-9126 Hotlines: (520)629-9126 (520)971-5671,,Methadone Clients Only,SA/TX/DT/MM/OP/SF/
CODAC Behavioral Health Services Inc,,,3100 North 1st Avenue,,,Tucson,AZ,85719,(520)327-4505x1050 Intake: (520)327-4505x1063,www.codac.org,,MH-SA/TX/DT/MM/DM/OP/PH/CO/PW/WN/MN/CJ/SF/MD/MC/SS/PA/SP/AH/F20/F34/
COPE Behavioral Health Services Inc,,,5301 East Broadway Street,,,Tucson,AZ,85711,(520)584-5820 Intake: (520)205-4732 Hotline: (520)584-5820,www.copebhs.com,,MH-SA/TX/OP/PH/CO/HV/GL/SE/PW/WN/MN/MD/MC/SI/PA/SP/AH/F56/F72/
COPE Behavioral Health Services Inc,Substance Abuse Services,,101 South Stone Avenue,,,Tucson,AZ,85701,(520)884-0707 Intake: (520)205-4732,www.copebhs.com,,MH-SA/TX/OP/CO/HV/SE/DU/SF/MD/MC/SP/AH/
Cactus Counseling Associates,,,201 West Cushing Street,,,Tucson,AZ,85701,(520)798-3659 Intake: (520)722-1109,,,SA/TX/OP/CO/HV/GL/PW/WN/MN/DU/CJ/SF/PA/SP/
Center for Behavioral Hlth Tucson Inc,,,368 East Grant Road,Suite C,,Tucson,AZ,85705,(520)624-0250,www.centerforbehavioralhealth.com,Methadone Clients Only,SA/TX/MM/OP/HV/PW/SF/MD/PI/MI/SP/F20/
Community Medical Services Inc,,,6626 East Carondelet Drive,,,Tucson,AZ,85710,(520)298-1650 Intake: (520)298-1650x0 Hotline: (520)218-6498,www.cmsaz.net,,SA/TX/DT/MM/DM/OP/SF/SP/
Compass Healthcare Inc,Detoxification,,2502 North Dodge Boulevard,Suite 100,,Tucson,AZ,85716,(520)624-5272 Intake: (520)618-8700,www.compasshc.org,,SA/TX/DT/RS/CO/HV/GL/SE/PW/WN/MN/SF/MC/PI/SS/PA/SP/AH/
Compass Healthcare Inc,Vida Serena,,2835 North Stone Avenue,,,Tucson,AZ,85705,(520)620-0188 Intake: (520)620-0188x107,www.compasshc.org,,MH-SA/TX/HH/RS/RL/SF/SI/PI/AH/
Cottonwood de Tucson,,,4110 West Sweetwater Drive,,,Tucson,AZ,85745,(520)743-0411 Intake: (800)877-4520,www.cottonwooddetucson.com,,MH-SA/TX/DT/RS/RL/AD/CO/GL/SF/PI/
Counseling and Consulting Services Inc,,,2430 East 6th Street,,,Tucson,AZ,85719,(520)882-0090x22 Intake: (520)882-0090,www.counselingconsulting.org,,MH-SA/TX/OP/SF/SP/
